,mean_rank
LNQ-ens1,6.0
OneQuietNight-ML,6.6
COVIDhub-ensemble,7.0
LANL-GrowthRate,7.4
JHU_IDD-CovidSP,7.5
FAIR-NRAR,8.0
UChicagoCHATTOPADHYAY-UnIT,8.4
COVIDhub-baseline,8.8
UpstateSU-GRU,8.8
CEID-Walk,8.9
CU-select,9.6
PandemicCentral-USCounty,9.9
Google_Harvard-CPF,10.6
JHUAPL-Bucky,10.7
UVA-Ensemble,11.3
IowaStateLW-STEM,11.6
OliverWyman-Navigator,11.9
