,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,QJHong-Encounter,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-QJHong-Encounter,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-QJHong-Encounter,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-USC-SI_kJalpha
19193,1295,2155.0,1410.0,,,,,2608.0,,358.6,1867.9,,1363.0,,,1605.7,,,860.0,115.0,,,,,1313.0,,-936.4,572.9,,68.0,,,310.7,,,True,,,,,False,,False,True,,True,,,True,,
19195,150,235.0,81.0,,,,,117.0,,76.5,136.5,,116.0,,,,,,85.0,-69.0,,,,,-33.0,,-73.5,-13.5,,-34.0,,,,,,True,,,,,True,,True,True,,True,,,,,
19197,206,305.0,184.0,,,,,263.0,,57.8,224.6,,163.0,,,,,,99.0,-22.0,,,,,57.0,,-148.2,18.6,,-43.0,,,,,,True,,,,,True,,False,True,,True,,,,,
20001,342,320.0,299.0,,,,,324.0,,61.7,199.7,,284.0,,,,,,-22.0,-43.0,,,,,-18.0,,-280.3,-142.3,,-58.0,,,,,,False,,,,,True,,False,False,,False,,,,,
20003,270,130.0,73.0,,,,,266.0,,22.5,76.4,,152.0,,,,,,-140.0,-197.0,,,,,-4.0,,-247.5,-193.6,,-118.0,,,,,,False,,,,,True,,False,False,,True,,,,,
20005,258,520.0,315.0,,,,,422.0,,246.4,275.4,,412.0,,,,,,262.0,57.0,,,,,164.0,,-11.6,17.4,,154.0,,,,,,True,,,,,True,,True,True,,True,,,,,
20007,97,100.0,4.0,,,,,114.0,,200.3,55.5,,97.0,,,,,,3.0,-93.0,,,,,17.0,,103.3,-41.5,,0.0,,,,,,False,,,,,False,,False,False,,True,,,,,
20009,429,685.0,414.0,,,,,725.0,,227.0,444.4,,788.0,,,,,,256.0,-15.0,,,,,296.0,,-202.0,15.4,,359.0,,,,,,True,,,,,False,,True,True,,False,,,,,
20011,385,385.0,327.0,,,,,407.0,,119.9,233.2,,391.0,,,,,,0.0,-58.0,,,,,22.0,,-265.1,-151.8,,6.0,,,,,,False,,,,,False,,False,False,,False,,,,,
20013,204,270.0,113.0,,,,,277.0,,42.3,163.0,,477.0,,,,,,66.0,-91.0,,,,,73.0,,-161.7,-41.0,,273.0,,,,,,False,,,,,False,,False,True,,False,,,,,
20015,1938,2165.0,1656.0,,,,,1425.0,,1509.7,1077.7,,2216.0,,,2324.5,,,227.0,-282.0,,,,,-513.0,,-428.3,-860.3,,278.0,,,386.5,,,False,,,,,False,,False,False,,False,,,False,,
20017,36,140.0,,,,,,50.0,,129.2,68.3,,73.0,,,,,,104.0,,,,,,14.0,,93.2,32.3,,37.0,,,,,,,,,,,True,,True,True,,True,,,,,
20019,98,60.0,0.0,,,,,84.0,,18.7,33.4,,81.0,,,,,,-38.0,-98.0,,,,,-14.0,,-79.3,-64.6,,-17.0,,,,,,False,,,,,True,,False,False,,True,,,,,
20021,573,605.0,387.0,,,,,664.0,,637.1,389.6,,311.0,,,,,,32.0,-186.0,,,,,91.0,,64.1,-183.4,,-262.0,,,,,,False,,,,,False,,False,False,,False,,,,,
20023,80,110.0,0.0,,,,,76.0,,20.0,33.8,,70.0,,,,,,30.0,-80.0,,,,,-4.0,,-60.0,-46.2,,-10.0,,,,,,False,,,,,True,,False,False,,True,,,,,
20025,44,65.0,,,,,,48.0,,19.4,29.8,,86.5,,,,,,21.0,,,,,,4.0,,-24.6,-14.2,,42.5,,,,,,,,,,,True,,False,True,,False,,,,,
20027,189,245.0,91.0,,,,,255.0,,248.7,95.6,,245.5,,,,,,56.0,-98.0,,,,,66.0,,59.7,-93.4,,56.5,,,,,,False,,,,,False,,False,False,,False,,,,,
20029,141,320.0,186.0,,,,,289.0,,81.9,131.8,,124.0,,,,,,179.0,45.0,,,,,148.0,,-59.1,-9.2,,-17.0,,,,,,True,,,,,True,,True,True,,True,,,,,
20031,156,330.0,239.0,,,,,214.0,,301.1,126.0,,191.0,,,,,,174.0,83.0,,,,,58.0,,145.1,-30.0,,35.0,,,,,,True,,,,,True,,True,True,,True,,,,,
20033,23,50.0,0.0,,,,,58.0,,69.0,24.1,,95.0,,,,,,27.0,-23.0,,,,,35.0,,46.0,1.1,,72.0,,,,,,True,,,,,False,,False,True,,False,,,,,
20035,1047,965.0,604.0,,,,,901.0,,660.0,647.1,,1153.0,,,,,,-82.0,-443.0,,,,,-146.0,,-387.0,-399.9,,106.0,,,,,,False,,,,,False,,False,False,,False,,,,,
20037,1008,1165.0,639.0,,,,,939.0,,334.6,633.7,,1115.0,,,,,,157.0,-369.0,,,,,-69.0,,-673.4,-374.3,,107.0,,,,,,False,,,,,True,,False,False,,True,,,,,
20039,20,45.0,0.0,,,,,77.0,,29.5,22.4,,44.0,,,,,,25.0,-20.0,,,,,57.0,,9.5,2.4,,24.0,,,,,,True,,,,,False,,True,True,,True,,,,,
20041,502,565.0,431.0,,,,,520.0,,633.7,290.0,,435.0,,,,,,63.0,-71.0,,,,,18.0,,131.7,-212.0,,-67.0,,,,,,False,,,,,True,,False,False,,False,,,,,
20043,225,225.0,108.0,,,,,191.0,,6.9,106.5,,290.0,,,,,,0.0,-117.0,,,,,-34.0,,-218.1,-118.5,,65.0,,,,,,False,,,,,False,,False,False,,False,,,,,
20045,1959,1735.0,2036.0,,,,,2130.0,,561.4,1371.0,,1370.5,,,2051.7,,,-224.0,77.0,,,,,171.0,,-1397.6,-588.0,,-588.5,,,92.7,,,True,,,,,True,,False,False,,False,,,True,,
20047,33,50.0,0.0,,,,,52.0,,23.4,35.8,,102.0,,,,,,17.0,-33.0,,,,,19.0,,-9.6,2.8,,69.0,,,,,,False,,,,,False,,True,True,,False,,,,,
20049,67,80.0,0.0,,,,,58.0,,308.1,36.4,,54.0,,,,,,13.0,-67.0,,,,,-9.0,,241.1,-30.6,,-13.0,,,,,,False,,,,,True,,False,False,,False,,,,,
20051,359,1105.0,651.0,,,,,651.0,,172.1,694.7,,1159.5,,,,,,746.0,292.0,,,,,292.0,,-186.9,335.7,,800.5,,,,,,True,,,,,True,,True,True,,False,,,,,
20053,168,445.0,132.0,,,,,172.0,,206.5,192.6,,468.0,,,,,,277.0,-36.0,,,,,4.0,,38.5,24.6,,300.0,,,,,,True,,,,,True,,True,True,,False,,,,,
20055,521,765.0,344.0,,,,,1123.0,,179.6,670.1,,453.0,,,565.1,,,244.0,-177.0,,,,,602.0,,-341.4,149.1,,-68.0,,,44.1,,,True,,,,,False,,False,True,,True,,,True,,
20057,435,475.0,529.0,,,,,1251.0,,96.7,585.9,,805.0,,,682.9,,,40.0,94.0,,,,,816.0,,-338.3,150.9,,370.0,,,247.9,,,False,,,,,False,,False,False,,False,,,False,,
20059,702,615.0,411.0,,,,,681.0,,490.3,404.0,,615.0,,,,,,-87.0,-291.0,,,,,-21.0,,-211.7,-298.0,,-87.0,,,,,,False,,,,,True,,False,False,,False,,,,,
20061,1064,815.0,603.0,,,,,1017.0,,584.6,634.4,,775.0,,,,,,-249.0,-461.0,,,,,-47.0,,-479.4,-429.6,,-289.0,,,,,,False,,,,,True,,False,False,,False,,,,,
20063,35,55.0,0.0,,,,,52.0,,0.7,26.3,,68.0,,,,,,20.0,-35.0,,,,,17.0,,-34.3,-8.7,,33.0,,,,,,False,,,,,True,,False,True,,False,,,,,
20065,42,35.0,,,,,,36.0,,2.0,23.5,,87.0,,,,,,-7.0,,,,,,-6.0,,-40.0,-18.5,,45.0,,,,,,,,,,,True,,False,False,,False,,,,,
20067,47,120.0,32.0,,,,,229.0,,15.3,112.8,,18.0,,,,,,73.0,-15.0,,,,,182.0,,-31.7,65.8,,-29.0,,,,,,True,,,,,False,,True,True,,True,,,,,
20069,55,300.0,115.0,,,,,128.0,,0.0,105.7,,86.0,,,,,,245.0,60.0,,,,,73.0,,-55.0,50.7,,31.0,,,,,,True,,,,,True,,True,True,,True,,,,,
20071,13,5.0,0.0,,,,,66.0,,0.7,4.0,,14.0,,,,,,-8.0,-13.0,,,,,53.0,,-12.3,-9.0,,1.0,,,,,,False,,,,,False,,False,False,,True,,,,,
20073,151,250.0,137.0,,,,,176.0,,291.3,134.6,,216.0,,,,,,99.0,-14.0,,,,,25.0,,140.3,-16.4,,65.0,,,,,,True,,,,,True,,False,True,,True,,,,,
20075,21,25.0,0.0,,,,,99.0,,3.7,23.9,,83.0,,,,,,4.0,-21.0,,,,,78.0,,-17.3,2.9,,62.0,,,,,,False,,,,,False,,False,True,,False,,,,,
20077,166,140.0,0.0,,,,,155.0,,13.5,78.4,,150.0,,,,,,-26.0,-166.0,,,,,-11.0,,-152.5,-87.6,,-16.0,,,,,,False,,,,,True,,False,False,,True,,,,,
20079,953,775.0,250.0,,,,,799.0,,178.4,478.7,,990.0,,,,,,-178.0,-703.0,,,,,-154.0,,-774.6,-474.3,,37.0,,,,,,False,,,,,True,,False,False,,True,,,,,
20081,52,140.0,0.0,,,,,98.0,,35.8,66.2,,126.0,,,,,,88.0,-52.0,,,,,46.0,,-16.2,14.2,,74.0,,,,,,True,,,,,True,,True,True,,True,,,,,
20083,14,30.0,0.0,,,,,72.0,,2.5,15.2,,49.0,,,,,,16.0,-14.0,,,,,58.0,,-11.5,1.2,,35.0,,,,,,True,,,,,False,,True,True,,False,,,,,
20085,272,545.0,273.0,,,,,342.0,,351.7,284.6,,452.0,,,,,,273.0,1.0,,,,,70.0,,79.7,12.6,,180.0,,,,,,True,,,,,True,,True,True,,True,,,,,
20087,465,555.0,409.0,,,,,437.0,,197.6,338.9,,352.5,,,,,,90.0,-56.0,,,,,-28.0,,-267.4,-126.1,,-112.5,,,,,,True,,,,,True,,False,False,,False,,,,,
20089,60,45.0,0.0,,,,,32.0,,47.6,34.5,,35.0,,,,,,-15.0,-60.0,,,,,-28.0,,-12.4,-25.5,,-25.0,,,,,,False,,,,,False,,True,False,,False,,,,,
20091,12811,14615.0,12389.0,,,,,10186.0,,10477.7,10733.1,,13662.0,,,12748.7,12099.0,,1804.0,-422.0,,,,,-2625.0,,-2333.3,-2077.9,,851.0,,,-62.3,-712.0,,True,,,,,False,,False,False,,True,,,True,True,
20093,78,105.0,0.0,,,,,107.0,,45.2,63.0,,186.0,,,,,,27.0,-78.0,,,,,29.0,,-32.8,-15.0,,108.0,,,,,,False,,,,,False,,False,True,,False,,,,,
20095,119,230.0,155.0,,,,,185.0,,49.7,101.5,,274.0,,,,,,111.0,36.0,,,,,66.0,,-69.3,-17.5,,155.0,,,,,,True,,,,,True,,True,True,,False,,,,,
20097,85,50.0,,,,,,48.0,,18.9,17.7,,29.0,,,,,,-35.0,,,,,,-37.0,,-66.1,-67.3,,-56.0,,,,,,,,,,,False,,False,False,,False,,,,,
20099,872,1275.0,726.0,,,,,579.0,,2412.8,526.3,,834.0,,,,,,403.0,-146.0,,,,,-293.0,,1540.8,-345.7,,-38.0,,,,,,True,,,,,True,,False,True,,True,,,,,
20101,23,35.0,0.0,,,,,46.0,,8.1,16.0,,53.0,,,,,,12.0,-23.0,,,,,23.0,,-14.9,-7.0,,30.0,,,,,,False,,,,,False,,False,True,,False,,,,,
20103,1270,1755.0,2081.0,,,,,1814.0,,740.4,1467.1,,1547.5,,,1022.9,,,485.0,811.0,,,,,544.0,,-529.6,197.1,,277.5,,,-247.1,,,False,,,,,False,,False,True,,True,,,True,,
20105,72,130.0,34.0,,,,,44.0,,38.8,59.3,,127.0,,,,,,58.0,-38.0,,,,,-28.0,,-33.2,-12.7,,55.0,,,,,,True,,,,,True,,True,True,,True,,,,,
20107,238,235.0,201.0,,,,,240.0,,197.5,144.6,,229.0,,,,,,-3.0,-37.0,,,,,2.0,,-40.5,-93.4,,-9.0,,,,,,False,,,,,True,,False,False,,False,,,,,
20109,21,35.0,,,,,,47.0,,13.1,19.4,,78.0,,,,,,14.0,,,,,,26.0,,-7.9,-1.6,,57.0,,,,,,,,,,,False,,True,True,,False,,,,,
20111,615,780.0,500.0,,,,,1006.0,,111.1,601.4,,1263.0,,,314.0,,,165.0,-115.0,,,,,391.0,,-503.9,-13.6,,648.0,,,-301.0,,,True,,,,,False,,False,True,,False,,,False,,
20113,645,1190.0,591.0,,,,,703.0,,211.3,600.0,,1199.0,,,,,,545.0,-54.0,,,,,58.0,,-433.7,-45.0,,554.0,,,,,,True,,,,,True,,True,True,,False,,,,,
20115,334,275.0,272.0,,,,,300.0,,1919.2,178.5,,255.0,,,,,,-59.0,-62.0,,,,,-34.0,,1585.2,-155.5,,-79.0,,,,,,False,,,,,True,,False,False,,False,,,,,
20117,170,285.0,332.0,,,,,289.0,,4148.8,212.9,,339.5,,,,,,115.0,162.0,,,,,119.0,,3978.8,42.9,,169.5,,,,,,False,,,,,False,,False,True,,False,,,,,
20119,98,70.0,3.0,,,,,92.0,,39.4,67.7,,122.0,,,,,,-28.0,-95.0,,,,,-6.0,,-58.6,-30.3,,24.0,,,,,,False,,,,,True,,False,False,,True,,,,,
20121,870,875.0,616.0,,,,,772.0,,621.3,617.6,,730.0,,,,,,5.0,-254.0,,,,,-98.0,,-248.7,-252.4,,-140.0,,,,,,False,,,,,False,,False,False,,False,,,,,
20123,180,185.0,181.0,,,,,160.0,,94.0,93.0,,224.0,,,,,,5.0,1.0,,,,,-20.0,,-86.0,-87.0,,44.0,,,,,,True,,,,,False,,False,False,,False,,,,,
20125,1113,1510.0,1388.0,,,,,960.0,,2185.9,803.7,,839.0,,,,,,397.0,275.0,,,,,-153.0,,1072.9,-309.3,,-274.0,,,,,,True,,,,,True,,False,True,,True,,,,,
20127,140,375.0,332.0,,,,,127.0,,109.7,151.0,,195.0,,,,,,235.0,192.0,,,,,-13.0,,-30.3,11.0,,55.0,,,,,,True,,,,,True,,True,True,,True,,,,,
20129,26,70.0,0.0,,,,,103.0,,27.1,26.4,,70.0,,,,,,44.0,-26.0,,,,,77.0,,1.1,0.4,,44.0,,,,,,True,,,,,False,,True,True,,False,,,,,
20131,127,330.0,102.0,,,,,254.0,,43.1,187.6,,188.0,,,,,,203.0,-25.0,,,,,127.0,,-83.9,60.6,,61.0,,,,,,True,,,,,True,,True,True,,True,,,,,
20133,547,645.0,420.0,,,,,498.0,,297.9,332.8,,492.0,,,,,,98.0,-127.0,,,,,-49.0,,-249.1,-214.2,,-55.0,,,,,,False,,,,,True,,False,False,,True,,,,,
20135,20,130.0,0.0,,,,,47.0,,0.9,42.4,,110.0,,,,,,110.0,-20.0,,,,,27.0,,-19.1,22.4,,90.0,,,,,,True,,,,,True,,True,True,,True,,,,,
20137,50,95.0,0.0,,,,,106.0,,9.1,56.0,,145.0,,,,,,45.0,-50.0,,,,,56.0,,-40.9,6.0,,95.0,,,,,,False,,,,,False,,True,True,,False,,,,,
20139,308,360.0,153.0,,,,,379.0,,76.1,226.8,,398.0,,,,,,52.0,-155.0,,,,,71.0,,-231.9,-81.2,,90.0,,,,,,False,,,,,False,,False,False,,False,,,,,
20141,101,210.0,0.0,,,,,64.0,,116.1,90.1,,97.0,,,,,,109.0,-101.0,,,,,-37.0,,15.1,-10.9,,-4.0,,,,,,True,,,,,True,,True,True,,True,,,,,
20143,137,210.0,145.0,,,,,146.0,,173.3,127.9,,204.0,,,,,,73.0,8.0,,,,,9.0,,36.3,-9.1,,67.0,,,,,,True,,,,,True,,True,True,,True,,,,,
20145,206,205.0,0.0,,,,,192.0,,17.7,142.3,,359.5,,,,,,-1.0,-206.0,,,,,-14.0,,-188.3,-63.7,,153.5,,,,,,False,,,,,False,,False,False,,False,,,,,
20147,92,150.0,37.0,,,,,115.0,,25.1,61.2,,221.0,,,,,,58.0,-55.0,,,,,23.0,,-66.9,-30.8,,129.0,,,,,,True,,,,,True,,False,True,,False,,,,,
20149,510,545.0,438.0,,,,,708.0,,676.9,339.4,,353.0,,,,,,35.0,-72.0,,,,,198.0,,166.9,-170.6,,-157.0,,,,,,False,,,,,False,,False,False,,False,,,,,
20151,137,190.0,109.0,,,,,263.0,,59.3,101.1,,260.0,,,,,,53.0,-28.0,,,,,126.0,,-77.7,-35.9,,123.0,,,,,,True,,,,,False,,False,True,,False,,,,,
20153,40,85.0,,,,,,62.0,,10.0,40.5,,95.0,,,,,,45.0,,,,,,22.0,,-30.0,0.5,,55.0,,,,,,,,,,,True,,True,True,,False,,,,,
20155,1304,2000.0,971.0,,,,,2041.0,,660.8,1260.1,,2973.5,,,2758.4,,,696.0,-333.0,,,,,737.0,,-643.2,-43.9,,1669.5,,,1454.4,,,True,,,,,False,,True,True,,False,,,False,,
20157,130,240.0,165.0,,,,,105.0,,75.6,93.9,,334.0,,,,,,110.0,35.0,,,,,-25.0,,-54.4,-36.1,,204.0,,,,,,True,,,,,True,,True,True,,False,,,,,
20159,277,385.0,203.0,,,,,266.0,,145.6,178.0,,418.0,,,,,,108.0,-74.0,,,,,-11.0,,-131.4,-99.0,,141.0,,,,,,True,,,,,True,,False,True,,False,,,,,
20161,1305,1590.0,1923.0,,,,,1763.0,,357.0,1123.7,,1572.0,,,1614.4,,,285.0,618.0,,,,,458.0,,-948.0,-181.3,,267.0,,,309.4,,,False,,,,,False,,False,True,,True,,,False,,
20163,148,180.0,132.0,,,,,87.0,,59.9,79.7,,193.0,,,,,,32.0,-16.0,,,,,-61.0,,-88.1,-68.3,,45.0,,,,,,True,,,,,False,,False,False,,False,,,,,
20165,86,110.0,0.0,,,,,60.0,,20.6,45.4,,180.0,,,,,,24.0,-86.0,,,,,-26.0,,-65.4,-40.6,,94.0,,,,,,False,,,,,False,,False,False,,False,,,,,
20167,94,185.0,110.0,,,,,159.0,,69.8,98.2,,320.0,,,,,,91.0,16.0,,,,,65.0,,-24.2,4.2,,226.0,,,,,,True,,,,,True,,True,True,,False,,,,,
20169,1649,2305.0,1429.0,,,,,1590.0,,1500.1,1239.7,,2036.0,,,815.0,,,656.0,-220.0,,,,,-59.0,,-148.9,-409.3,,387.0,,,-834.0,,,True,,,,,True,,True,True,,True,,,False,,
20171,71,115.0,70.0,,,,,136.0,,7.5,86.8,,174.0,,,,,,44.0,-1.0,,,,,65.0,,-63.5,15.8,,103.0,,,,,,True,,,,,False,,False,True,,False,,,,,
20173,13118,11985.0,8419.0,,,,,11347.0,,5679.1,9082.7,,14558.0,,,12131.6,6997.0,,-1133.0,-4699.0,,,,,-1771.0,,-7438.9,-4035.3,,1440.0,,,-986.4,-6121.0,,False,,,,,False,,False,False,,False,,,True,False,
20175,276,510.0,140.0,,,,,903.0,,233.6,526.4,,847.0,,,249.6,,,234.0,-136.0,,,,,627.0,,-42.4,250.4,,571.0,,,-26.4,,,True,,,,,False,,True,False,,False,,,True,,
20177,4237,3850.0,2147.0,,,,,4496.0,,1580.8,2799.2,,4840.0,,,3410.1,1081.0,,-387.0,-2090.0,,,,,259.0,,-2656.2,-1437.8,,603.0,,,-826.9,-3156.0,,False,,,,,True,,False,False,,False,,,False,False,
20179,59,55.0,0.0,,,,,65.0,,25.6,38.7,,85.5,,,,,,-4.0,-59.0,,,,,6.0,,-33.4,-20.3,,26.5,,,,,,False,,,,,False,,False,False,,False,,,,,
20181,49,120.0,73.0,,,,,178.0,,32.4,70.1,,44.0,,,,,,71.0,24.0,,,,,129.0,,-16.6,21.1,,-5.0,,,,,,True,,,,,False,,True,True,,True,,,,,
20183,53,45.0,0.0,,,,,68.0,,10.3,27.8,,110.0,,,,,,-8.0,-53.0,,,,,15.0,,-42.7,-25.2,,57.0,,,,,,False,,,,,False,,False,False,,False,,,,,
20185,58,70.0,5.0,,,,,68.0,,39.5,45.8,,98.0,,,,,,12.0,-53.0,,,,,10.0,,-18.5,-12.2,,40.0,,,,,,False,,,,,True,,False,False,,False,,,,,
20187,13,15.0,0.0,,,,,49.0,,0.2,14.1,,25.0,,,,,,2.0,-13.0,,,,,36.0,,-12.8,1.1,,12.0,,,,,,False,,,,,False,,False,True,,False,,,,,
20189,73,40.0,38.0,,,,,237.0,,34.1,54.3,,137.5,,,,,,-33.0,-35.0,,,,,164.0,,-38.9,-18.7,,64.5,,,,,,False,,,,,False,,False,True,,False,,,,,
20191,594,580.0,370.0,,,,,595.0,,286.4,479.4,,610.0,,,,,,-14.0,-224.0,,,,,1.0,,-307.6,-114.6,,16.0,,,,,,False,,,,,True,,False,False,,False,,,,,
20193,171,195.0,108.0,,,,,215.0,,41.1,113.8,,167.0,,,,,,24.0,-63.0,,,,,44.0,,-129.9,-57.2,,-4.0,,,,,,False,,,,,False,,False,False,,True,,,,,
20195,83,75.0,,,,,,73.0,,34.8,36.1,,112.0,,,,,,-8.0,,,,,,-10.0,,-48.2,-46.9,,29.0,,,,,,,,,,,False,,False,False,,False,,,,,
20197,212,105.0,33.0,,,,,142.0,,9.9,78.6,,132.0,,,,,,-107.0,-179.0,,,,,-70.0,,-202.1,-133.4,,-80.0,,,,,,False,,,,,True,,False,False,,True,,,,,
20199,8,35.0,,,,,,70.0,,15.6,12.2,,35.0,,,,,,27.0,,,,,,62.0,,7.6,4.2,,27.0,,,,,,,,,,,False,,True,True,,False,,,,,
20201,93,110.0,44.0,,,,,129.0,,31.0,51.7,,167.0,,,,,,17.0,-49.0,,,,,36.0,,-62.0,-41.3,,74.0,,,,,,False,,,,,False,,False,False,,False,,,,,
20203,31,35.0,0.0,,,,,51.0,,1.9,16.0,,76.0,,,,,,4.0,-31.0,,,,,20.0,,-29.1,-15.0,,45.0,,,,,,False,,,,,False,,False,False,,False,,,,,
20205,270,415.0,323.0,,,,,264.0,,387.5,196.2,,314.0,,,,,,145.0,53.0,,,,,-6.0,,117.5,-73.8,,44.0,,,,,,True,,,,,True,,True,True,,True,,,,,
20207,86,45.0,0.0,,,,,64.0,,13.0,27.5,,44.0,,,,,,-41.0,-86.0,,,,,-22.0,,-73.0,-58.5,,-42.0,,,,,,False,,,,,True,,False,False,,False,,,,,
20209,3646,4745.0,4154.0,,,,,4113.0,,7035.5,3553.8,,4275.0,,,3791.0,3104.0,,1099.0,508.0,,,,,467.0,,3389.5,-92.2,,629.0,,,145.0,-542.0,,True,,,,,True,,False,True,,True,,,True,True,
21001,243,935.0,684.0,,,,,735.0,,6020.5,468.3,,961.0,,,,,,692.0,441.0,,,,,492.0,,5777.5,225.3,,718.0,,,,,,True,,,,,True,,False,True,,False,,,,,
21003,466,540.0,732.0,,,,,1128.0,,475.8,347.1,,656.5,,,,,,74.0,266.0,,,,,662.0,,9.8,-118.9,,190.5,,,,,,False,,,,,False,,True,False,,False,,,,,
21005,536,535.0,467.0,,,,,638.0,,376.1,351.6,,482.0,,,,,,-1.0,-69.0,,,,,102.0,,-159.9,-184.4,,-54.0,,,,,,False,,,,,False,,False,False,,False,,,,,
21007,80,75.0,69.0,,,,,170.0,,19.2,62.4,,71.0,,,,,,-5.0,-11.0,,,,,90.0,,-60.8,-17.6,,-9.0,,,,,,False,,,,,False,,False,False,,False,,,,,
21009,858,490.0,433.0,,,,,1604.0,,141.1,490.0,,329.0,,,370.1,,,-368.0,-425.0,,,,,746.0,,-716.9,-368.0,,-529.0,,,-487.9,,,False,,,,,False,,False,True,,False,,,False,,
21011,242,270.0,245.0,,,,,340.0,,7.8,160.2,,196.0,,,,,,28.0,3.0,,,,,98.0,,-234.2,-81.8,,-46.0,,,,,,True,,,,,False,,False,False,,False,,,,,
21013,697,735.0,628.0,,,,,1035.0,,339.4,591.0,,702.0,,,,,,38.0,-69.0,,,,,338.0,,-357.6,-106.0,,5.0,,,,,,False,,,,,False,,False,False,,True,,,,,
21015,3461,3555.0,2794.0,,,,,4072.0,,1433.7,2108.5,,2880.5,,,3219.0,1989.0,,94.0,-667.0,,,,,611.0,,-2027.3,-1352.5,,-580.5,,,-242.0,-1472.0,,False,,,,,False,,False,False,,False,,,False,False,
21017,525,355.0,273.0,,,,,672.0,,165.8,238.9,,321.0,,,,,,-170.0,-252.0,,,,,147.0,,-359.2,-286.1,,-204.0,,,,,,False,,,,,True,,False,False,,False,,,,,
21019,1332,955.0,616.0,,,,,1172.0,,1108.6,671.4,,739.5,,,962.1,,,-377.0,-716.0,,,,,-160.0,,-223.4,-660.6,,-592.5,,,-369.9,,,False,,,,,True,,True,False,,False,,,True,,
21021,1338,850.0,927.0,,,,,960.0,,2260.7,546.3,,608.0,,,,,,-488.0,-411.0,,,,,-378.0,,922.7,-791.7,,-730.0,,,,,,True,,,,,True,,False,False,,False,,,,,
21023,165,205.0,153.0,,,,,234.0,,46.1,75.3,,155.0,,,,,,40.0,-12.0,,,,,69.0,,-118.9,-89.7,,-10.0,,,,,,True,,,,,False,,False,False,,True,,,,,
21025,277,275.0,174.0,,,,,377.0,,142.5,106.2,,47.5,,,,,,-2.0,-103.0,,,,,100.0,,-134.5,-170.8,,-229.5,,,,,,False,,,,,False,,False,False,,False,,,,,
21027,387,215.0,248.0,,,,,586.0,,422.7,213.1,,211.0,,,,,,-172.0,-139.0,,,,,199.0,,35.7,-173.9,,-176.0,,,,,,True,,,,,False,,True,False,,False,,,,,
21029,2057,1200.0,623.0,,,,,2352.0,,578.4,822.2,,1020.0,,,1112.7,,,-857.0,-1434.0,,,,,295.0,,-1478.6,-1234.8,,-1037.0,,,-944.3,,,False,,,,,True,,False,False,,False,,,False,,
21031,340,255.0,219.0,,,,,546.0,,78.1,219.7,,195.0,,,,,,-85.0,-121.0,,,,,206.0,,-261.9,-120.3,,-145.0,,,,,,False,,,,,False,,False,False,,False,,,,,
21033,273,210.0,202.0,,,,,448.0,,79.4,156.5,,75.5,,,,,,-63.0,-71.0,,,,,175.0,,-193.6,-116.5,,-197.5,,,,,,False,,,,,False,,False,False,,False,,,,,
21035,865,440.0,335.0,,,,,1068.0,,155.1,426.6,,342.0,,,388.6,,,-425.0,-530.0,,,,,203.0,,-709.9,-438.4,,-523.0,,,-476.4,,,False,,,,,True,,False,False,,False,,,False,,
21037,2256,2075.0,1985.0,,,,,3110.0,,570.6,1648.4,,1259.0,,,1405.1,,,-181.0,-271.0,,,,,854.0,,-1685.4,-607.6,,-997.0,,,-850.9,,,False,,,,,False,,False,False,,False,,,False,,
21039,129,100.0,75.0,,,,,133.0,,77.2,46.8,,109.0,,,,,,-29.0,-54.0,,,,,4.0,,-51.8,-82.2,,-20.0,,,,,,False,,,,,True,,False,False,,True,,,,,
21041,291,320.0,233.0,,,,,477.0,,369.3,233.5,,301.0,,,,,,29.0,-58.0,,,,,186.0,,78.3,-57.5,,10.0,,,,,,False,,,,,False,,False,False,,True,,,,,
21043,561,975.0,783.0,,,,,711.0,,1453.9,507.4,,1715.0,,,,,,414.0,222.0,,,,,150.0,,892.9,-53.6,,1154.0,,,,,,True,,,,,True,,False,True,,False,,,,,
