,predicted_cases,actual_cases,error,perc_error
OneQuietNight-ML,11758767.0,11702396,56371.0,0.5%
UCF-AEM,9730762.0,11702396,-1971634.0,-16.8%
JHUAPL-Bucky,13869805.9,11702396,2167409.9,18.5%
IowaStateLW-STEM,9325843.0,11702396,-2376553.0,-20.3%
COVIDhub-baseline,9123080.0,11702396,-2579316.0,-22.0%
IBF-TimeSeries,9072834.0,11702396,-2629562.0,-22.5%
Covid19Sim-Simulator,8951332.0,11702396,-2751064.0,-23.5%
UCLA-SuEIR,7179363.7,11702396,-4523032.3,-38.7%
JCB-PRM,16629477.8,11702396,4927081.8,42.1%
Columbia_UNC-SurvCon,4720299.0,11702396,-6982097.0,-59.7%
USC-SI_kJalpha,4238807.0,11702396,-7463589.0,-63.8%
USACE-ERDC_SEIR,3762430.7,11702396,-7939965.3,-67.8%
