,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
50023,157,98.0,,91.7,,102.0,258.0,,,,,111.2,144.0,,,261.0,96.0,26.6,81.5,,118.0,119.2,,,115.0,165.0,82.3,,,,,,,122.0,,,,49.7,,-59.0,,-65.3,,-55.0,101.0,,,,,-45.8,-13.0,,,104.0,-61.0,-130.4,-75.5,,-39.0,-37.8,,,-42.0,8.0,-74.7,,,,,,,-35.0,,,,-107.3,,,False,,True,False,,,,,True,True,,,False,False,False,False,,True,True,,,True,True,False,,,,,,,True,,,,False,
50025,135,202.0,,200.3,,203.0,260.0,,,,,115.7,211.9,,,242.0,374.9,240.9,190.5,,249.0,219.6,,,309.0,204.0,58.4,,,,,,,257.3,,,,188.3,,67.0,,65.3,,68.0,125.0,,,,,-19.3,76.9,,,107.0,239.9,105.9,55.5,,114.0,84.6,,,174.0,69.0,-76.6,,,,,,,122.3,,,,53.3,,,True,,False,False,,,,,True,False,,,False,False,False,True,,False,False,,,False,False,False,,,,,,,False,,,,True,
50027,232,218.0,,219.6,,221.0,392.0,,,,,100.4,200.1,,,285.0,369.2,179.4,167.5,,563.0,236.1,,,297.0,231.0,71.3,,,,,,,257.9,,,,165.2,,-14.0,,-12.4,,-11.0,160.0,,,,,-131.6,-31.9,,,53.0,137.2,-52.6,-64.5,,331.0,4.1,,,65.0,-1.0,-160.7,,,,,,,25.9,,,,-66.8,,,True,,True,False,,,,,False,False,,,False,False,False,False,,False,True,,,False,True,False,,,,,,,False,,,,False,
51001,300,396.0,,383.8,,369.0,745.0,,,,,328.7,373.2,,,193.0,320.7,146.4,285.5,,698.0,553.3,,,469.0,330.0,218.3,,,,,,,340.8,,,,656.5,,96.0,,83.8,,69.0,445.0,,,,,28.7,73.2,,,-107.0,20.7,-153.6,-14.5,,398.0,253.3,,,169.0,30.0,-81.7,,,,,,,40.8,,,,356.5,,,True,,True,False,,,,,True,True,,,False,True,False,True,,False,False,,,False,True,True,,,,,,,True,,,,False,
51003,469,690.0,,695.7,,675.0,993.0,,,,,569.8,833.3,,,577.0,551.5,632.8,589.5,,552.5,819.7,,,866.0,738.0,792.3,,,,,,592.9,783.3,,,,841.3,,221.0,,226.7,,206.0,524.0,,,,,100.8,364.3,,,108.0,82.5,163.8,120.5,,83.5,350.7,,,397.0,269.0,323.3,,,,,,123.9,314.3,,,,372.3,,,False,,True,False,,,,,True,False,,,True,True,True,True,,True,False,,,False,False,False,,,,,,True,False,,,,False,
51005,189,142.0,,152.7,,162.0,91.0,,,,,168.7,177.1,,,163.0,191.4,125.2,,,144.0,164.3,,,229.0,149.0,199.3,,,,,,,207.2,,,,208.1,,-47.0,,-36.3,,-27.0,-98.0,,,,,-20.3,-11.9,,,-26.0,2.4,-63.8,,,-45.0,-24.7,,,40.0,-40.0,10.3,,,,,,,18.2,,,,19.1,,,True,,True,False,,,,,True,True,,,True,True,False,,,True,True,,,True,True,True,,,,,,,True,,,,True,
51007,140,182.0,,182.4,,108.0,185.0,,,,,80.1,132.2,,,97.0,203.6,37.9,,,7.0,95.0,,,206.0,130.0,83.5,,,,,,,181.1,,,,316.9,,42.0,,42.4,,-32.0,45.0,,,,,-59.9,-7.8,,,-43.0,63.6,-102.1,,,-133.0,-45.0,,,66.0,-10.0,-56.5,,,,,,,41.1,,,,176.9,,,False,,True,False,,,,,False,True,,,False,False,False,,,False,False,,,False,True,False,,,,,,,True,,,,False,
51009,492,488.0,,491.2,,391.0,750.0,,,,,314.0,515.4,,,264.0,263.1,242.2,397.0,,353.0,444.0,,,593.0,406.0,319.5,,,,,,,275.9,,,,396.3,,-4.0,,-0.8,,-101.0,258.0,,,,,-178.0,23.4,,,-228.0,-228.9,-249.8,-95.0,,-139.0,-48.0,,,101.0,-86.0,-172.5,,,,,,,-216.1,,,,-95.7,,,True,,False,False,,,,,False,False,,,False,False,False,False,,False,False,,,False,False,False,,,,,,,False,,,,False,
51011,254,298.0,,302.7,,266.0,409.0,,,,,188.7,313.7,,,145.0,250.4,126.0,,,286.0,291.7,,,379.0,233.0,183.0,,,,,,,319.7,,,,313.9,,44.0,,48.7,,12.0,155.0,,,,,-65.3,59.7,,,-109.0,-3.6,-128.0,,,32.0,37.7,,,125.0,-21.0,-71.0,,,,,,,65.7,,,,59.9,,,False,,True,False,,,,,False,False,,,False,True,False,,,True,True,,,False,True,False,,,,,,,False,,,,False,
51013,1246,1404.0,,1427.5,,1428.0,1462.0,,,,,1564.7,2119.4,,1860.9,1098.0,1500.0,1273.5,1408.5,,1472.0,1897.7,,,1554.0,1522.0,1368.4,,,,,,1237.5,1578.3,1798.0,,,1655.8,,158.0,,181.5,,182.0,216.0,,,,,318.7,873.4,,614.9,-148.0,254.0,27.5,162.5,,226.0,651.7,,,308.0,276.0,122.4,,,,,,-8.5,332.3,552.0,,,409.8,,,False,,False,False,,,,,False,False,,False,True,False,True,False,,False,False,,,False,False,True,,,,,,True,False,False,,,False,
51015,636,1106.0,,1086.4,,912.0,1955.0,,,,,863.7,1223.4,,,795.0,1086.1,565.2,868.0,,770.0,969.6,,,1249.0,962.0,612.7,,,,,,879.7,1000.1,,,,898.4,,470.0,,450.4,,276.0,1319.0,,,,,227.7,587.4,,,159.0,450.1,-70.8,232.0,,134.0,333.6,,,613.0,326.0,-23.3,,,,,,243.7,364.1,,,,262.4,,,True,,True,False,,,,,True,False,,,True,True,True,True,,True,True,,,False,True,True,,,,,,True,True,,,,True,
51017,34,58.0,,53.8,,54.0,59.0,,,,,41.4,81.8,,,40.0,232.6,55.8,,,63.0,46.4,,,91.0,51.0,53.8,,,,,,,101.4,,,,117.5,,24.0,,19.8,,20.0,25.0,,,,,7.4,47.8,,,6.0,198.6,21.8,,,29.0,12.4,,,57.0,17.0,19.8,,,,,,,67.4,,,,83.5,,,True,,True,False,,,,,True,False,,,True,False,True,,,False,True,,,False,True,True,,,,,,,False,,,,False,
51019,1084,1022.0,,1018.4,,903.0,1832.0,,,,,708.5,1222.2,,,703.0,748.4,555.7,,,1316.0,1140.8,,,1208.0,864.0,596.2,,,,,,910.5,858.4,,,,1394.1,,-62.0,,-65.6,,-181.0,748.0,,,,,-375.5,138.2,,,-381.0,-335.6,-528.3,,,232.0,56.8,,,124.0,-220.0,-487.8,,,,,,-173.5,-225.6,,,,310.1,,,False,,False,False,,,,,False,False,,,False,False,False,,,False,True,,,False,False,False,,,,,,False,False,,,,False,
51021,60,100.0,,101.2,,81.0,21.0,,,,,93.6,97.8,,,64.0,158.6,16.7,,,73.0,78.8,,,105.0,84.0,79.0,,,,,,,158.6,,,,75.4,,40.0,,41.2,,21.0,-39.0,,,,,33.6,37.8,,,4.0,98.6,-43.3,,,13.0,18.8,,,45.0,24.0,19.0,,,,,,,98.6,,,,15.4,,,False,,True,True,,,,,True,True,,,True,False,False,,,True,True,,,False,True,True,,,,,,,False,,,,True,
51023,260,290.0,,289.6,,286.0,346.0,,,,,239.9,331.8,,,259.0,173.2,195.6,263.5,,296.0,330.0,,,350.0,259.0,331.6,,,,,,,336.9,,,,316.8,,30.0,,29.6,,26.0,86.0,,,,,-20.1,71.8,,,-1.0,-86.8,-64.4,3.5,,36.0,70.0,,,90.0,-1.0,71.6,,,,,,,76.9,,,,56.8,,,True,,True,False,,,,,True,False,,,True,False,False,True,,False,False,,,False,True,False,,,,,,,False,,,,False,
51025,271,246.0,,247.0,,197.0,387.0,,,,,140.6,280.6,,,133.0,215.4,104.3,,,219.0,210.9,,,307.0,186.0,169.0,,,,,,,268.4,,,,198.9,,-25.0,,-24.0,,-74.0,116.0,,,,,-130.4,9.6,,,-138.0,-55.6,-166.7,,,-52.0,-60.1,,,36.0,-85.0,-102.0,,,,,,,-2.6,,,,-72.1,,,True,,False,False,,,,,False,True,,,False,False,False,,,False,False,,,False,False,False,,,,,,,True,,,,False,
51027,83,114.0,,137.2,,151.0,66.0,,,,,193.3,172.7,,,253.0,555.9,206.1,,,92.0,140.9,,,239.0,172.0,236.9,,,,,,,146.7,,,,142.3,,31.0,,54.2,,68.0,-17.0,,,,,110.3,89.7,,,170.0,472.9,123.1,,,9.0,57.9,,,156.0,89.0,153.9,,,,,,,63.7,,,,59.3,,,False,,False,True,,,,,False,False,,,False,False,False,,,True,False,,,False,False,False,,,,,,,False,,,,False,
51029,238,168.0,,169.0,,163.0,180.0,,,,,249.3,221.7,,,124.0,1175.0,131.5,,,111.0,156.2,,,336.0,175.0,163.5,,,,,,,177.6,,,,230.3,,-70.0,,-69.0,,-75.0,-58.0,,,,,11.3,-16.3,,,-114.0,937.0,-106.5,,,-127.0,-81.8,,,98.0,-63.0,-74.5,,,,,,,-60.4,,,,-7.7,,,True,,False,True,,,,,True,True,,,False,False,False,,,False,False,,,False,True,False,,,,,,,True,,,,True,
51031,820,662.0,,664.3,,625.0,957.0,,,,,478.6,786.8,,,538.0,570.1,409.0,593.0,,625.0,731.0,,,797.0,607.0,448.7,,,,,,712.8,540.0,,,,663.7,,-158.0,,-155.7,,-195.0,137.0,,,,,-341.4,-33.2,,,-282.0,-249.9,-411.0,-227.0,,-195.0,-89.0,,,-23.0,-213.0,-371.3,,,,,,-107.2,-280.0,,,,-156.3,,,True,,False,True,,,,,False,True,,,False,False,False,False,,False,True,,,True,False,False,,,,,,True,False,,,,True,
51033,279,154.0,,158.4,,168.0,104.0,,,,,198.9,186.5,,,186.0,237.5,190.8,203.5,,132.0,172.8,,,204.0,191.0,169.7,,,,,,,200.5,,,,200.9,,-125.0,,-120.6,,-111.0,-175.0,,,,,-80.1,-92.5,,,-93.0,-41.5,-88.2,-75.5,,-147.0,-106.2,,,-75.0,-88.0,-109.3,,,,,,,-78.5,,,,-78.1,,,True,,True,False,,,,,True,True,,,True,True,True,True,,False,True,,,True,True,True,,,,,,,True,,,,True,
51035,214,392.0,,409.6,,326.0,856.0,,,,,270.8,354.5,,,336.0,173.4,118.2,280.5,,375.0,327.9,,,302.0,301.0,249.2,,,,,,,304.7,,,,247.2,,178.0,,195.6,,112.0,642.0,,,,,56.8,140.5,,,122.0,-40.6,-95.8,66.5,,161.0,113.9,,,88.0,87.0,35.2,,,,,,,90.7,,,,33.2,,,False,,True,False,,,,,True,True,,,True,True,True,True,,True,True,,,True,True,True,,,,,,,True,,,,True,
51036,87,62.0,,59.1,,56.0,84.0,,,,,39.6,51.4,,,47.0,46.9,23.3,,,75.0,77.8,,,77.0,55.0,52.3,,,,,,,106.2,,,,61.4,,-25.0,,-27.9,,-31.0,-3.0,,,,,-47.4,-35.6,,,-40.0,-40.1,-63.7,,,-12.0,-9.2,,,-10.0,-32.0,-34.7,,,,,,,19.2,,,,-25.6,,,False,,False,True,,,,,False,False,,,False,False,False,,,True,True,,,True,False,False,,,,,,,True,,,,False,
51037,143,68.0,,68.8,,75.0,80.0,,,,,71.3,73.2,,,115.0,122.8,69.7,,,65.0,56.3,,,101.0,77.0,78.3,,,,,,,105.1,,,,95.4,,-75.0,,-74.2,,-68.0,-63.0,,,,,-71.7,-69.8,,,-28.0,-20.2,-73.3,,,-78.0,-86.7,,,-42.0,-66.0,-64.7,,,,,,,-37.9,,,,-47.6,,,True,,True,True,,,,,True,True,,,True,True,True,,,False,False,,,True,True,True,,,,,,,True,,,,True,
51041,3011,2314.0,,2269.3,,2454.0,2306.0,,,,,2348.9,3247.2,,,2527.0,3061.1,1937.3,2273.0,,2613.0,2740.4,,,2604.0,2364.0,2096.7,,,,,,2230.4,2936.5,2562.0,,,3282.8,,-697.0,,-741.7,,-557.0,-705.0,,,,,-662.1,236.2,,,-484.0,50.1,-1073.7,-738.0,,-398.0,-270.6,,,-407.0,-647.0,-914.3,,,,,,-780.6,-74.5,-449.0,,,271.8,,,False,,True,False,,,,,True,True,,,True,True,False,False,,True,True,,,True,True,False,,,,,,False,True,True,,,True,
51043,157,98.0,,96.9,,98.0,108.0,,,,,81.3,105.0,,,119.0,145.5,94.9,,,49.0,85.4,,,133.0,95.0,70.1,,,,,,,148.9,,,,112.9,,-59.0,,-60.1,,-59.0,-49.0,,,,,-75.7,-52.0,,,-38.0,-11.5,-62.1,,,-108.0,-71.6,,,-24.0,-62.0,-86.9,,,,,,,-8.1,,,,-44.1,,,False,,False,True,,,,,False,True,,,True,True,False,,,False,False,,,True,False,False,,,,,,,True,,,,True,
51045,45,8.0,,7.9,,13.0,6.0,,,,,20.7,19.1,,,45.0,5.1,18.1,,,8.0,21.5,,,,20.0,30.6,,,,,,,79.2,,,,14.8,,-37.0,,-37.1,,-32.0,-39.0,,,,,-24.3,-25.9,,,0.0,-39.9,-26.9,,,-37.0,-23.5,,,,-25.0,-14.4,,,,,,,34.2,,,,-30.2,,,False,,True,False,,,,,True,True,,,True,False,True,,,False,True,,,,True,True,,,,,,,True,,,,True,
51047,303,470.0,,449.6,,444.0,564.0,,,,,452.8,594.5,,,385.0,432.1,282.4,427.5,,376.0,518.3,,,517.0,419.0,476.6,,,,,,437.9,469.3,,,,507.4,,167.0,,146.6,,141.0,261.0,,,,,149.8,291.5,,,82.0,129.1,-20.6,124.5,,73.0,215.3,,,214.0,116.0,173.6,,,,,,134.9,166.3,,,,204.4,,,True,,True,False,,,,,True,False,,,True,True,True,True,,True,False,,,False,True,False,,,,,,True,True,,,,False,
51049,77,34.0,,33.8,,35.0,28.0,,,,,31.5,33.1,,,71.0,341.3,26.4,,,30.0,32.0,,,52.0,48.0,42.8,,,,,,,74.8,,,,56.1,,-43.0,,-43.2,,-42.0,-49.0,,,,,-45.5,-43.9,,,-6.0,264.3,-50.6,,,-47.0,-45.0,,,-25.0,-29.0,-34.2,,,,,,,-2.2,,,,-20.9,,,False,,True,False,,,,,False,False,,,True,False,False,,,False,False,,,True,True,True,,,,,,,True,,,,True,
51051,70,170.0,,161.1,,152.0,294.0,,,,,133.2,152.1,,,166.0,160.7,74.2,,,132.0,134.3,,,186.0,132.0,97.0,,,,,,,189.9,,,,220.3,,100.0,,91.1,,82.0,224.0,,,,,63.2,82.1,,,96.0,90.7,4.2,,,62.0,64.3,,,116.0,62.0,27.0,,,,,,,119.9,,,,150.3,,,True,,True,False,,,,,True,True,,,True,True,True,,,True,True,,,False,True,True,,,,,,,False,,,,False,
51053,296,230.0,,234.1,,239.0,332.0,,,,,170.6,258.1,,,245.0,325.8,174.3,,,271.0,267.4,,,283.0,215.0,164.4,,,,,,,220.5,,,,439.7,,-66.0,,-61.9,,-57.0,36.0,,,,,-125.4,-37.9,,,-51.0,29.8,-121.7,,,-25.0,-28.6,,,-13.0,-81.0,-131.6,,,,,,,-75.5,,,,143.7,,,True,,True,True,,,,,False,True,,,True,True,False,,,True,True,,,True,False,False,,,,,,,False,,,,False,
51057,81,124.0,,122.0,,120.0,176.0,,,,,72.2,116.1,,,77.0,137.4,76.0,,,184.0,117.9,,,151.0,100.0,66.9,,,,,,,171.1,,,,172.9,,43.0,,41.0,,39.0,95.0,,,,,-8.8,35.1,,,-4.0,56.4,-5.0,,,103.0,36.9,,,70.0,19.0,-14.1,,,,,,,90.1,,,,91.9,,,True,,True,False,,,,,True,True,,,True,False,True,,,False,True,,,False,True,True,,,,,,,False,,,,False,
51059,7683,6598.0,,6656.0,7455.7,6925.0,6786.0,,,,,7587.3,9583.0,,8863.2,6730.0,7823.2,8815.7,6708.5,,6627.5,7861.4,,,7688.0,6905.0,6667.3,,,,,,6692.5,7179.7,8102.0,,,7048.0,,-1085.0,,-1027.0,-227.3,-758.0,-897.0,,,,,-95.7,1900.0,,1180.2,-953.0,140.2,1132.7,-974.5,,-1055.5,178.4,,,5.0,-778.0,-1015.7,,,,,,-990.5,-503.3,419.0,,,-635.0,,,True,True,True,True,,,,,True,False,,False,True,True,False,True,,True,True,,,True,True,True,,,,,,True,True,True,,,True,
51061,455,642.0,,634.0,,648.0,766.0,,,,,496.5,705.6,,,475.0,956.4,510.3,598.5,,669.0,650.7,,,747.0,534.0,736.7,,,,,,712.7,717.6,,,,807.1,,187.0,,179.0,,193.0,311.0,,,,,41.5,250.6,,,20.0,501.4,55.3,143.5,,214.0,195.7,,,292.0,79.0,281.7,,,,,,257.7,262.6,,,,352.1,,,True,,False,False,,,,,True,False,,,True,False,True,True,,False,False,,,False,True,False,,,,,,False,False,,,,False,
51063,88,102.0,,101.7,,103.0,128.0,,,,,98.7,112.9,,,135.0,98.0,66.7,,,70.0,102.1,,,112.0,100.0,100.4,,,,,,,154.5,,,,119.2,,14.0,,13.7,,15.0,40.0,,,,,10.7,24.9,,,47.0,10.0,-21.3,,,-18.0,14.1,,,24.0,12.0,12.4,,,,,,,66.5,,,,31.2,,,True,,False,False,,,,,True,False,,,False,True,False,,,False,False,,,False,True,True,,,,,,,False,,,,False,
51065,153,196.0,,199.0,,207.0,292.0,,,,,166.4,215.8,,,179.0,345.9,268.0,,,289.0,221.3,,,290.0,203.0,202.0,,,,,,,284.0,,,,317.6,,43.0,,46.0,,54.0,139.0,,,,,13.4,62.8,,,26.0,192.9,115.0,,,136.0,68.3,,,137.0,50.0,49.0,,,,,,,131.0,,,,164.6,,,False,,False,False,,,,,True,False,,,True,False,False,,,False,False,,,False,False,False,,,,,,,False,,,,False,
51067,468,522.0,,528.7,,493.0,1049.0,,,,,373.1,645.0,,,522.0,256.4,277.1,417.0,,577.5,590.2,,,522.0,453.0,467.9,,,,,,433.8,478.0,,,,515.6,,54.0,,60.7,,25.0,581.0,,,,,-94.9,177.0,,,54.0,-211.6,-190.9,-51.0,,109.5,122.2,,,54.0,-15.0,-0.1,,,,,,-34.2,10.0,,,,47.6,,,False,,True,False,,,,,False,False,,,False,False,False,True,,False,False,,,False,True,True,,,,,,True,True,,,,True,
51069,1002,864.0,,877.4,,843.0,878.0,,,,,715.5,1083.8,,,765.0,988.4,406.3,830.5,,675.0,829.2,,,998.0,792.0,836.6,,,,,,719.4,845.7,,,,1111.7,,-138.0,,-124.6,,-159.0,-124.0,,,,,-286.5,81.8,,,-237.0,-13.6,-595.7,-171.5,,-327.0,-172.8,,,-4.0,-210.0,-165.4,,,,,,-282.6,-156.3,,,,109.7,,,True,,False,True,,,,,False,True,,,False,True,False,False,,False,False,,,True,False,False,,,,,,False,False,,,,True,
51071,139,250.0,,258.5,,207.0,343.0,,,,,145.3,234.3,,,149.0,275.8,114.2,,,175.0,200.3,,,292.0,214.0,148.7,,,,,,,310.1,,,,330.6,,111.0,,119.5,,68.0,204.0,,,,,6.3,95.3,,,10.0,136.8,-24.8,,,36.0,61.3,,,153.0,75.0,9.7,,,,,,,171.1,,,,191.6,,,False,,True,False,,,,,True,True,,,True,False,True,,,True,True,,,False,True,True,,,,,,,False,,,,False,
51073,293,336.0,,313.6,,299.0,744.0,,,,,196.9,342.1,,,234.0,193.2,217.7,269.5,,344.0,333.8,,,407.0,312.0,247.1,,,,,,,362.1,,,,314.9,,43.0,,20.6,,6.0,451.0,,,,,-96.1,49.1,,,-59.0,-99.8,-75.3,-23.5,,51.0,40.8,,,114.0,19.0,-45.9,,,,,,,69.1,,,,21.9,,,True,,True,False,,,,,False,False,,,False,False,False,True,,False,True,,,False,True,False,,,,,,,False,,,,True,
51075,244,110.0,,106.1,,130.0,129.0,,,,,115.3,134.0,,,172.0,98.0,160.1,,,245.0,184.8,,,153.0,143.0,175.7,,,,,,,135.9,,,,134.9,,-134.0,,-137.9,,-114.0,-115.0,,,,,-128.7,-110.0,,,-72.0,-146.0,-83.9,,,1.0,-59.2,,,-91.0,-101.0,-68.3,,,,,,,-108.1,,,,-109.1,,,False,,True,True,,,,,True,True,,,True,False,True,,,True,True,,,True,True,True,,,,,,,True,,,,True,
51077,142,140.0,,145.0,,136.0,149.0,,,,,134.4,144.7,,,187.0,60.9,77.4,,,88.0,150.2,,,135.0,124.0,114.6,,,,,,,146.9,,,,179.7,,-2.0,,3.0,,-6.0,7.0,,,,,-7.6,2.7,,,45.0,-81.1,-64.6,,,-54.0,8.2,,,-7.0,-18.0,-27.4,,,,,,,4.9,,,,37.7,,,False,,False,False,,,,,False,False,,,False,False,False,,,False,False,,,False,False,False,,,,,,,False,,,,False,
51079,113,162.0,,168.5,,156.0,218.0,,,,,115.6,166.3,,,124.0,157.5,159.1,,,234.0,188.2,,,218.0,153.0,114.8,,,,,,,237.0,,,,137.3,,49.0,,55.5,,43.0,105.0,,,,,2.6,53.3,,,11.0,44.5,46.1,,,121.0,75.2,,,105.0,40.0,1.8,,,,,,,124.0,,,,24.3,,,False,,True,False,,,,,True,False,,,True,True,True,,,False,False,,,False,True,True,,,,,,,False,,,,True,
51081,131,48.0,,43.7,,58.0,46.0,,,,,147.9,92.7,,,135.0,29.6,29.7,,,105.0,97.0,,,71.0,64.0,71.7,,,,,,,98.8,,,,67.2,,-83.0,,-87.3,,-73.0,-85.0,,,,,16.9,-38.3,,,4.0,-101.4,-101.3,,,-26.0,-34.0,,,-60.0,-67.0,-59.3,,,,,,,-32.2,,,,-63.8,,,False,,True,False,,,,,True,True,,,True,False,False,,,True,True,,,True,True,True,,,,,,,True,,,,True,
51083,454,414.0,,426.6,,338.0,959.0,,,,,239.3,402.0,,,408.0,211.2,177.1,292.0,,332.0,338.0,,,462.0,322.0,227.1,,,,,,,375.6,,,,540.2,,-40.0,,-27.4,,-116.0,505.0,,,,,-214.7,-52.0,,,-46.0,-242.8,-276.9,-162.0,,-122.0,-116.0,,,8.0,-132.0,-226.9,,,,,,,-78.4,,,,86.2,,,True,,False,False,,,,,False,False,,,False,False,False,False,,False,False,,,True,False,False,,,,,,,False,,,,False,
51085,869,1010.0,,963.3,,1004.0,948.0,,,,,817.7,1220.3,,,822.0,1476.1,693.3,1002.5,,981.0,1355.4,,,1200.0,861.0,1096.4,,,,,,978.8,1141.6,,,,1325.8,,141.0,,94.3,,135.0,79.0,,,,,-51.3,351.3,,,-47.0,607.1,-175.7,133.5,,112.0,486.4,,,331.0,-8.0,227.4,,,,,,109.8,272.6,,,,456.8,,,True,,True,True,,,,,True,False,,,True,False,False,True,,True,False,,,False,True,False,,,,,,True,False,,,,False,
51087,2823,2764.0,,2807.7,,2862.0,3642.0,,,,,2468.4,3546.7,,3805.8,2394.0,3750.4,1784.6,2712.0,,3355.0,3179.0,,,3250.0,2655.0,1714.3,,,,,,2330.0,3551.0,3087.0,,,3618.1,,-59.0,,-15.3,,39.0,819.0,,,,,-354.6,723.7,,982.8,-429.0,927.4,-1038.4,-111.0,,532.0,356.0,,,427.0,-168.0,-1108.7,,,,,,-493.0,728.0,264.0,,,795.1,,,True,,True,False,,,,,False,False,,False,False,False,False,False,,False,False,,,False,False,False,,,,,,False,False,False,,,False,
51089,483,608.0,,606.6,,610.0,710.0,,,,,499.2,661.8,,,584.0,916.7,277.6,576.5,,758.5,740.6,,,709.0,564.0,519.9,,,,,,577.8,565.0,,,,816.5,,125.0,,123.6,,127.0,227.0,,,,,16.2,178.8,,,101.0,433.7,-205.4,93.5,,275.5,257.6,,,226.0,81.0,36.9,,,,,,94.8,82.0,,,,333.5,,,True,,False,False,,,,,True,False,,,True,False,False,True,,False,False,,,False,True,True,,,,,,True,True,,,,False,
51091,13,4.0,,6.3,,9.0,0.0,,,,,9.2,12.7,,,15.0,0.1,3.3,,,16.0,7.3,,,,10.0,8.9,,,,,,,50.1,,,,9.8,,-9.0,,-6.7,,-4.0,-13.0,,,,,-3.8,-0.3,,,2.0,-12.9,-9.7,,,3.0,-5.7,,,,-3.0,-4.1,,,,,,,37.1,,,,-3.2,,,True,,True,False,,,,,True,True,,,True,False,False,,,True,True,,,,True,True,,,,,,,False,,,,True,
51093,308,276.0,,280.6,,278.0,374.0,,,,,303.7,315.9,,,271.0,197.0,316.4,293.0,,223.0,277.4,,,313.0,293.0,295.2,,,,,,,357.6,,,,306.1,,-32.0,,-27.4,,-30.0,66.0,,,,,-4.3,7.9,,,-37.0,-111.0,8.4,-15.0,,-85.0,-30.6,,,5.0,-15.0,-12.8,,,,,,,49.6,,,,-1.9,,,True,,True,False,,,,,True,True,,,False,False,True,True,,False,True,,,True,True,True,,,,,,,False,,,,True,
51095,835,566.0,,566.7,,550.0,437.0,,,,,452.0,546.0,,793.0,523.0,1019.6,585.6,639.5,,544.0,655.2,,,771.0,563.0,381.3,,,,,,,714.9,,,,467.1,,-269.0,,-268.3,,-285.0,-398.0,,,,,-383.0,-289.0,,-42.0,-312.0,184.6,-249.4,-195.5,,-291.0,-179.8,,,-64.0,-272.0,-453.7,,,,,,,-120.1,,,,-367.9,,,True,,False,False,,,,,False,False,,True,False,True,True,True,,False,True,,,True,False,False,,,,,,,True,,,,False,
