,predicted_cases,actual_cases,error,perc_error
COVIDhub-baseline,8885886.0,8827104,58782.0,0.7%
CU-select,8736526.0,8827104,-90578.0,-1.0%
IowaStateLW-STEM,9203903.0,8827104,376799.0,4.3%
IBF-TimeSeries,9518190.0,8827104,691086.0,7.8%
UCF-AEM,9787465.0,8827104,960361.0,10.9%
UCLA-SuEIR,7728828.5,8827104,-1098275.5,-12.4%
CovidAnalytics-DELPHI,10255099.0,8827104,1427995.0,16.2%
JHU_IDD-CovidSP,7281074.0,8827104,-1546030.0,-17.5%
USC-SI_kJalpha,6962010.0,8827104,-1865094.0,-21.1%
Covid19Sim-Simulator,10697968.0,8827104,1870864.0,21.2%
LANL-GrowthRate,10723209.5,8827104,1896105.5,21.5%
JHUAPL-Bucky,12487741.3,8827104,3660637.3,41.5%
JCB-PRM,13603205.6,8827104,4776101.6,54.1%
Columbia_UNC-SurvCon,14449624.0,8827104,5622520.0,63.7%
Wadhwani_AI-BayesOpt,,8827104,,
