,count,mean,median,std,min,25%,75%,max
YYG-ParamSearch,51,14.7,9.1,17.2,0.2,2.5,22.8,96.2
LNQ-ens1,51,18.3,8.8,27.9,0.0,4.2,21.4,150.8
COVIDhub-ensemble,51,18.8,11.0,22.5,0.0,3.5,28.5,111.0
USC-SI_kJalpha,51,18.8,10.0,23.9,0.0,3.0,23.0,101.0
CEID-Walk,51,19.1,10.2,21.6,0.0,4.1,27.7,107.8
CMU-TimeSeries,49,19.3,10.0,22.7,0.0,4.0,30.0,119.0
Baseline,51,19.4,11.1,24.1,0.0,5.2,26.6,120.0
UMass-MechBayes,51,19.4,10.0,28.6,0.0,3.5,27.5,170.0
COVIDhub-baseline,51,19.5,10.0,23.2,0.0,4.0,29.0,120.0
Geneva-DetGrowth,51,19.8,9.7,26.8,0.0,5.4,25.4,155.6
GT-DeepCOVID,46,20.3,13.2,24.6,0.0,6.8,26.6,152.7
OliverWyman-Navigator,51,20.8,11.0,26.9,0.0,3.8,23.8,116.6
Karlen-pypm,51,20.9,13.0,22.7,0.1,4.2,32.6,83.5
UA-EpiCovDA,51,21.3,11.0,25.0,0.0,7.0,27.0,113.0
UCLA-SuEIR,51,21.7,13.7,27.5,0.0,5.6,30.3,175.2
SteveMcConnell-CovidComplete,51,22.5,12.0,25.2,0.0,5.0,32.5,102.0
IQVIA_ACOE-STAN,49,22.6,10.0,29.6,0.0,4.0,32.0,124.0
JCB-PRM,51,22.9,13.2,26.6,0.0,3.9,33.4,141.9
CovidAnalytics-DELPHI,51,23.3,12.0,29.4,0.0,5.0,31.0,133.0
JHU_IDD-CovidSP,51,23.6,13.7,29.2,1.3,4.7,30.5,147.2
NotreDame-mobility,51,24.7,14.4,31.1,0.0,5.1,27.0,140.6
MIT_CritData-GBCF,51,24.8,17.0,23.2,1.0,6.0,35.5,87.0
DDS-NBDS,51,25.5,8.3,42.8,0.4,4.3,31.4,241.7
UMich-RidgeTfReg,50,25.6,9.5,36.7,0.7,4.2,27.6,181.8
JHU_CSSE-DECOM,50,26.1,14.4,28.7,0.1,9.9,34.4,136.9
Columbia_UNC-SurvCon,51,26.9,15.0,31.9,0.0,5.5,33.0,163.0
LANL-GrowthRate,51,27.5,12.0,48.1,0.5,3.7,35.8,264.2
UT-Mobility,51,27.7,15.0,38.4,1.0,6.5,31.0,188.0
BPagano-RtDriven,51,28.0,12.4,42.7,0.3,6.5,33.2,266.0
MOBS-GLEAM_COVID,50,28.3,14.8,47.3,0.2,6.2,26.2,283.3
UCSD_NEU-DeepGLEAM,50,28.5,14.1,47.9,0.6,6.1,28.1,292.6
IowaStateLW-STEM,49,29.0,12.0,40.3,0.0,5.5,37.0,212.0
RobertWalraven-ESG,51,31.0,18.9,39.2,0.0,7.9,38.3,237.3
PSI-DRAFT,51,32.4,17.0,39.6,0.0,4.5,39.5,187.0
CU-select,51,33.1,20.0,41.6,0.0,6.0,45.5,228.0
JHUAPL-Bucky,51,36.6,18.7,47.1,0.0,8.5,41.4,220.5
Google_Harvard-CPF,51,38.9,22.4,51.4,0.7,5.1,50.0,289.6
Covid19Sim-Simulator,51,46.6,28.6,53.1,0.0,6.9,69.3,269.6
WalmartLabsML-LogForecasting,51,79.1,21.1,171.9,0.1,7.2,71.5,1133.0
epiforecasts-ensemble1,47,85.1,38.0,122.7,0.0,11.5,104.0,658.0
TTU-squider,51,224.6,121.4,325.7,0.3,39.6,301.4,2132.0
