,total_deaths_2020-09-27,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
QJHong-Encounter,204970,214388.4,214613,9632.4,9643,-10.6,-0.1%
COVIDhub-ensemble,204970,214430.0,214613,9674.0,9643,31.0,0.3%
IHME-CurveFit,204970,214499.2,214613,9743.2,9643,100.2,1.0%
Baseline,204970,214500.4,214613,9744.4,9643,101.4,1.1%
UMass-MechBayes,204970,214278.0,214613,9522.0,9643,-121.0,-1.3%
MIT_CritData-GBCF,204970,214047.0,214613,9291.0,9643,-352.0,-3.7%
JHU_IDD-CovidSP,204970,214792.4,214613,10036.4,9643,393.4,4.1%
CU-select,204970,213981.0,214613,9225.0,9643,-418.0,-4.3%
UCLA-SuEIR,204970,213960.1,214613,9204.1,9643,-438.9,-4.6%
Karlen-pypm,204970,213937.8,214613,9181.8,9643,-461.2,-4.8%
YYG-ParamSearch,204970,213918.2,214613,9162.2,9643,-480.8,-5.0%
CEID-Walk,204970,214891.2,214613,10135.2,9643,492.2,5.1%
COVIDhub-baseline,204970,214906.0,214613,10150.0,9643,507.0,5.3%
RPI_UW-Mob_Collision,204970,214981.9,214613,10225.9,9643,582.9,6.0%
IQVIA_ACOE-STAN,204970,215036.0,214613,10280.0,9643,637.0,6.6%
LNQ-ens1,204970,215098.9,214613,10342.9,9643,699.9,7.3%
JHUAPL-Bucky,204970,213693.8,214613,8937.8,9643,-705.2,-7.3%
UA-EpiCovDA,204970,215216.0,214613,10460.0,9643,817.0,8.5%
JCB-PRM,204970,213487.8,214613,8731.8,9643,-911.2,-9.4%
PSI-DRAFT,204970,213414.5,214613,8658.5,9643,-984.5,-10.2%
DDS-NBDS,204970,213300.4,214613,8544.4,9643,-1098.6,-11.4%
USC-SI_kJalpha,204970,215567.0,214613,10811.0,9643,1168.0,12.1%
OliverWyman-Navigator,204970,215585.8,214613,10829.8,9643,1186.8,12.3%
GT-DeepCOVID,204970,215708.4,214613,10952.4,9643,1309.4,13.6%
SteveMcConnell-CovidComplete,204970,215770.0,214613,11014.0,9643,1371.0,14.2%
Columbia_UNC-SurvCon,204970,216144.0,214613,11388.0,9643,1745.0,18.1%
MOBS-GLEAM_COVID,204970,216266.5,214613,11510.5,9643,1867.5,19.4%
CovidAnalytics-DELPHI,204970,212441.0,214613,7685.0,9643,-1958.0,-20.3%
NotreDame-mobility,204970,212322.2,214613,7566.2,9643,-2076.8,-21.5%
UMich-RidgeTfReg,204970,216552.3,214613,11796.3,9643,2153.3,22.3%
Covid19Sim-Simulator,204970,212243.9,214613,7487.9,9643,-2155.1,-22.3%
WalmartLabsML-LogForecasting,204970,212183.6,214613,7427.6,9643,-2215.4,-23.0%
UCSD_NEU-DeepGLEAM,204970,216968.2,214613,12212.2,9643,2569.2,26.6%
UCM_MESALab-FoGSEIR,204970,211738.0,214613,6982.0,9643,-2661.0,-27.6%
LANL-GrowthRate,204970,211612.6,214613,6856.6,9643,-2786.4,-28.9%
UT-Mobility,204970,211473.0,214613,6717.0,9643,-2926.0,-30.3%
IowaStateLW-STEM,204970,211412.0,214613,6656.0,9643,-2987.0,-31.0%
USACE-ERDC_SEIR,204970,217433.1,214613,12677.1,9643,3034.1,31.5%
IBF-TimeSeries,204970,219621.0,214613,14865.0,9643,5222.0,54.2%
epiforecasts-ensemble1,204970,208680.0,214613,3924.0,9643,-5719.0,-59.3%
TTU-squider,204970,236729.9,214613,31973.9,9643,22330.9,231.6%
CMU-TimeSeries,204970,,214613,,9643,,
Google_Harvard-CPF,204970,,214613,,9643,,
MITCovAlliance-SIR,204970,,214613,,9643,,
NotreDame-FRED,204970,,214613,,9643,,
RobertWalraven-ESG,204970,,214613,,9643,,
