,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
Alabama,2664,1885.6,2645.0,2160.0,1469.0,,-778.4,-19.0,-504.0,-1195.0,,True,True,False,
Alaska,60,12.0,22.5,38.9,,,-48.0,-37.5,-21.1,,,True,True,,
Arizona,5759,3854.4,7311.8,6412.5,4627.0,,-1904.6,1552.8,653.5,-1132.0,,True,True,True,
Arkansas,1552,954.4,943.9,1159.4,2146.0,,-597.6,-608.1,-392.6,594.0,,False,True,True,
California,16567,12111.6,14153.9,13216.7,7960.0,,-4455.4,-2413.1,-3350.3,-8607.0,,True,True,False,
Colorado,2112,2424.0,2016.5,1961.4,1763.0,,312.0,-95.5,-150.6,-349.0,,True,True,False,
Connecticut,4530,5195.6,4654.0,4531.0,4432.0,,665.6,124.0,1.0,-98.0,,True,True,True,
Delaware,671,641.1,532.3,506.9,476.0,,90.1,-18.7,-44.1,-75.0,,True,True,True,
District of Columbia,636,818.4,630.7,685.6,647.0,,182.4,-5.3,49.6,11.0,,True,True,True,
Florida,15186,6808.1,9948.1,22198.3,7256.0,,-8377.9,-5237.9,7012.3,-7930.0,,True,True,True,
Georgia,7393,5687.6,4277.5,7639.4,3257.0,,-1705.4,-3115.5,246.4,-4136.0,,False,True,False,
Hawaii,168,17.0,21.4,71.2,,,-151.0,-146.6,-96.8,,,True,True,,
Idaho,507,120.7,237.9,126.1,194.0,,-386.3,-269.1,-380.9,-313.0,,True,True,True,
Illinois,9221,12022.6,7651.4,8828.0,8109.0,,2801.6,-1569.6,-393.0,-1112.0,,True,True,True,
Indiana,3831,4411.1,3185.2,3429.8,2710.0,,516.1,-709.8,-465.2,-1185.0,,False,True,False,
Iowa,1459,1225.1,1163.2,885.3,841.0,,-233.9,-295.8,-573.7,-618.0,,False,False,False,
Kansas,773,447.3,360.4,463.6,341.0,,-325.7,-412.6,-309.4,-432.0,,False,True,False,
Kentucky,1249,954.1,832.1,905.1,649.0,,-294.9,-416.9,-343.9,-600.0,,False,False,False,
Louisiana,5635,4548.0,4029.2,4169.2,5123.0,,-1087.0,-1605.8,-1465.8,-512.0,,False,False,True,
Maine,143,133.7,151.0,118.5,118.0,,-9.3,8.0,-24.5,-25.0,,True,False,False,
Maryland,3995,5079.9,4167.8,3684.6,3717.0,,1084.9,172.8,-310.4,-278.0,,True,True,True,
Massachusetts,9587,11551.7,8563.3,9015.1,8685.0,,1965.7,-1022.7,-570.9,-901.0,,True,True,True,
Michigan,7219,7263.4,6402.8,6581.6,7226.0,,44.4,-816.2,-637.4,7.0,,False,False,True,
Minnesota,2184,2728.1,1970.8,1845.6,4028.0,,544.1,-213.2,-338.4,1844.0,,True,True,False,
Mississippi,3096,1683.3,1908.8,1250.1,1546.0,,-1412.7,-1187.2,-1845.9,-1550.0,,True,False,False,
Missouri,2436,2233.6,1457.6,3280.5,1233.0,,-182.4,-958.4,864.5,-1183.0,,False,False,False,
Montana,209,35.9,31.1,44.3,50.0,,-173.1,-177.9,-164.7,-159.0,,False,True,True,
Nebraska,519,703.9,435.6,608.3,316.0,,184.9,-83.4,89.3,-203.0,,True,True,False,
Nevada,1659,867.6,819.1,831.0,698.0,,-791.4,-839.9,-828.0,-961.0,,False,False,False,
New Hampshire,455,640.3,562.5,735.7,345.0,,185.3,107.5,280.7,-110.0,,True,False,True,
New Jersey,16171,17379.0,13554.6,13902.4,13938.0,,3071.0,-753.4,-405.6,-370.0,,True,True,True,
New Mexico,907,1008.1,781.3,903.8,552.0,,101.1,-125.7,-3.2,-355.0,,False,True,False,
New York,33466,35882.1,31874.6,31910.5,32350.0,,3145.1,-862.4,-826.5,-387.0,,True,True,True,
North Carolina,3765,2531.1,4343.3,2065.8,3247.0,,-1203.9,608.3,-1669.2,-488.0,,True,False,True,
North Dakota,336,124.6,113.7,93.0,106.0,,-211.4,-222.3,-243.0,-230.0,,False,False,False,
Ohio,4614,4935.9,3747.2,3880.1,3228.0,,78.9,-1109.8,-976.9,-1629.0,,False,False,False,
Oklahoma,1095,527.6,569.2,561.9,1691.0,,-567.4,-525.8,-533.1,596.0,,True,True,False,
Oregon,599,378.3,376.8,1242.4,283.0,,-218.7,-220.2,645.4,-314.0,,False,False,False,
Pennsylvania,8324,9721.3,8342.5,7997.7,6765.0,,1397.3,18.5,-326.3,-1559.0,,True,True,False,
Rhode Island,1148,1861.3,1138.4,1136.4,1016.0,,763.3,40.4,38.4,-82.0,,True,True,True,
South Carolina,3551,1493.4,2820.3,1237.7,1502.0,,-2057.6,-730.7,-2313.3,-2049.0,,True,False,True,
South Dakota,286,176.1,157.3,185.2,103.0,,-109.9,-128.7,-100.8,-183.0,,False,True,False,
Tennessee,2758,1350.6,1145.0,989.4,2010.0,,-1407.4,-1613.0,-1768.6,-748.0,,False,False,True,
Texas,17208,5473.4,6571.5,17908.9,9277.0,10386.0,-11454.6,-10356.5,980.9,-7651.0,-6542.0,True,True,True,True
Utah,510,459.3,1496.5,460.8,442.0,,-50.7,986.5,-49.2,-68.0,,False,True,False,
Vermont,58,71.9,77.0,67.7,58.0,,13.9,19.0,9.7,0.0,,False,True,True,
Virginia,3354,2641.7,2198.2,1803.7,1919.0,,-712.3,-1155.8,-1550.3,-1435.0,,False,False,False,
Washington,2168,2110.4,2016.8,2103.6,1519.0,,-79.6,-173.2,-86.4,-671.0,,False,False,False,
West Virginia,387,104.9,127.3,114.1,89.0,,-282.1,-259.7,-272.9,-298.0,,True,True,False,
Wisconsin,1568,1568.6,1257.2,1111.3,1163.0,,36.6,-274.8,-420.7,-369.0,,False,False,False,
Wyoming,54,51.7,40.8,21.4,19.0,,-2.3,-13.2,-32.6,-35.0,,False,False,False,
US,214613,187108.1,174207.5,197081.0,162635.0,148294.0,-24702.9,-37603.5,-14730.0,-49176.0,-63517.0,False,True,False,False
