,total_deaths_2020-09-06,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
USC-SI_kJalpha,189059,215008.0,214613,26067.0,25554,513.0,2.0%
IowaStateLW-STEM,189059,213300.0,214613,24359.0,25554,-1195.0,-4.7%
NotreDame-mobility,189059,216170.0,214613,27229.0,25554,1675.0,6.6%
QJHong-Encounter,189059,212670.6,214613,23729.6,25554,-1824.4,-7.1%
JCB-PRM,189059,212543.4,214613,23602.4,25554,-1951.6,-7.6%
CovidAnalytics-DELPHI,189059,212123.0,214613,23182.0,25554,-2372.0,-9.3%
UCLA-SuEIR,189059,212057.9,214613,23116.9,25554,-2437.1,-9.5%
Karlen-pypm,189059,211773.5,214613,22832.5,25554,-2721.5,-10.6%
Covid19Sim-Simulator,189059,211629.5,214613,22688.5,25554,-2865.5,-11.2%
Columbia_UNC-SurvCon,189059,217508.0,214613,28567.0,25554,3013.0,11.8%
Baseline,189059,217680.7,214613,28739.7,25554,3185.7,12.5%
YYG-ParamSearch,189059,210384.5,214613,21443.5,25554,-4110.5,-16.1%
JHU_IDD-CovidSP,189059,219099.6,214613,30158.6,25554,4604.6,18.0%
UCM_MESALab-FoGSEIR,189059,209572.0,214613,20631.0,25554,-4923.0,-19.3%
PSI-DRAFT,189059,220533.0,214613,31592.0,25554,6038.0,23.6%
USACE-ERDC_SEIR,189059,221619.5,214613,32678.5,25554,7124.5,27.9%
IHME-CurveFit,189059,221974.0,214613,33033.0,25554,7479.0,29.3%
WalmartLabsML-LogForecasting,189059,206304.5,214613,17363.5,25554,-8190.5,-32.1%
IBF-TimeSeries,189059,223701.5,214613,34760.5,25554,9206.5,36.0%
LANL-GrowthRate,189059,203280.5,214613,14339.5,25554,-11214.5,-43.9%
RobertWalraven-ESG,189059,201507.4,214613,12566.4,25554,-12987.6,-50.8%
STH-3PU,189059,197620.0,214613,8679.0,25554,-16875.0,-66.0%
MITCovAlliance-SIR,189059,,214613,,25554,,
NotreDame-FRED,189059,,214613,,25554,,
