,total_deaths_2020-09-20,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
DDS-NBDS,199531,214561.6,214613,15052.6,15082,-29.4,-0.2%
OliverWyman-Navigator,199531,214503.7,214613,14994.7,15082,-87.3,-0.6%
SteveMcConnell-CovidComplete,199531,214712.0,214613,15203.0,15082,121.0,0.8%
CU-select,199531,214828.0,214613,15319.0,15082,237.0,1.6%
LNQ-ens1,199531,214276.1,214613,14767.1,15082,-314.9,-2.1%
UCSD_NEU-DeepGLEAM,199531,214173.5,214613,14664.5,15082,-417.5,-2.8%
Baseline,199531,215046.1,214613,15537.1,15082,455.1,3.0%
RPI_UW-Mob_Collision,199531,214057.4,214613,14548.4,15082,-533.6,-3.5%
GT-DeepCOVID,199531,215137.9,214613,15628.9,15082,546.9,3.6%
USC-SI_kJalpha,199531,213974.0,214613,14465.0,15082,-617.0,-4.1%
STH-3PU,199531,213956.0,214613,14447.0,15082,-635.0,-4.2%
UMass-MechBayes,199531,213930.0,214613,14421.0,15082,-661.0,-4.4%
COVIDhub-ensemble,199531,213930.0,214613,14421.0,15082,-661.0,-4.4%
JHU_IDD-CovidSP,199531,215262.2,214613,15753.2,15082,671.2,4.5%
UT-Mobility,199531,213691.0,214613,14182.0,15082,-900.0,-6.0%
Columbia_UNC-SurvCon,199531,213683.0,214613,14174.0,15082,-908.0,-6.0%
UCLA-SuEIR,199531,213504.8,214613,13995.8,15082,-1086.2,-7.2%
MIT_CritData-GBCF,199531,213260.0,214613,13751.0,15082,-1331.0,-8.8%
COVIDhub-baseline,199531,215948.0,214613,16439.0,15082,1357.0,9.0%
MOBS-GLEAM_COVID,199531,213174.1,214613,13665.1,15082,-1416.9,-9.4%
JCB-PRM,199531,212976.4,214613,13467.4,15082,-1614.6,-10.7%
CEID-Walk,199531,216347.8,214613,16838.8,15082,1756.8,11.6%
Karlen-pypm,199531,212708.2,214613,13199.2,15082,-1882.8,-12.5%
QJHong-Encounter,199531,212524.5,214613,13015.5,15082,-2066.5,-13.7%
PSI-DRAFT,199531,212443.5,214613,12934.5,15082,-2147.5,-14.2%
UA-EpiCovDA,199531,216921.0,214613,17412.0,15082,2330.0,15.4%
IowaStateLW-STEM,199531,217283.0,214613,17774.0,15082,2692.0,17.8%
YYG-ParamSearch,199531,211742.1,214613,12233.1,15082,-2848.9,-18.9%
CovidAnalytics-DELPHI,199531,211714.0,214613,12205.0,15082,-2877.0,-19.1%
JHUAPL-Bucky,199531,211505.9,214613,11996.9,15082,-3085.1,-20.5%
NotreDame-mobility,199531,211153.3,214613,11644.3,15082,-3437.7,-22.8%
UCM_MESALab-FoGSEIR,199531,210985.0,214613,11476.0,15082,-3606.0,-23.9%
LANL-GrowthRate,199531,210807.8,214613,11298.8,15082,-3783.2,-25.1%
Covid19Sim-Simulator,199531,210781.4,214613,11272.4,15082,-3809.6,-25.3%
IHME-CurveFit,199531,210524.4,214613,11015.4,15082,-4066.6,-27.0%
WalmartLabsML-LogForecasting,199531,210478.7,214613,10969.7,15082,-4112.3,-27.3%
USACE-ERDC_SEIR,199531,218941.0,214613,19432.0,15082,4350.0,28.8%
IBF-TimeSeries,199531,220788.0,214613,21279.0,15082,6197.0,41.1%
RobertWalraven-ESG,199531,207520.2,214613,8011.2,15082,-7070.8,-46.9%
UMich-RidgeTfReg,199531,222128.7,214613,22619.7,15082,7537.7,50.0%
epiforecasts-ensemble1,199531,202768.0,214613,3259.0,15082,-11823.0,-78.4%
CMU-TimeSeries,199531,,214613,,15082,,
Google_Harvard-CPF,199531,,214613,,15082,,
MITCovAlliance-SIR,199531,,214613,,15082,,
NotreDame-FRED,199531,,214613,,15082,,
