,total_deaths_2020-10-04,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
Karlen-pypm,209909,214411.7,214613,4690.7,4704,-13.3,-0.3%
OliverWyman-Navigator,209909,214408.4,214613,4687.4,4704,-16.6,-0.4%
LNQ-ens1,209909,214406.2,214613,4685.2,4704,-18.8,-0.4%
IowaStateLW-STEM,209909,214404.0,214613,4683.0,4704,-21.0,-0.4%
UA-EpiCovDA,209909,214454.0,214613,4733.0,4704,29.0,0.6%
QJHong-Encounter,209909,214460.9,214613,4739.9,4704,35.9,0.8%
GT-DeepCOVID,209909,214505.6,214613,4784.6,4704,80.6,1.7%
IQVIA_ACOE-STAN,209909,214308.0,214613,4587.0,4704,-117.0,-2.5%
USC-SI_kJalpha,209909,214551.0,214613,4830.0,4704,126.0,2.7%
MIT_CritData-GBCF,209909,214554.0,214613,4833.0,4704,129.0,2.7%
COVIDhub-baseline,209909,214278.0,214613,4557.0,4704,-147.0,-3.1%
Geneva-DetGrowth,209909,214268.7,214613,4547.7,4704,-156.3,-3.3%
UCLA-SuEIR,209909,214223.6,214613,4502.6,4704,-201.4,-4.3%
JHUAPL-Bucky,209909,214208.2,214613,4487.2,4704,-216.8,-4.6%
UMass-MechBayes,209909,214206.0,214613,4485.0,4704,-219.0,-4.7%
RPI_UW-Mob_Collision,209909,214192.6,214613,4471.6,4704,-232.4,-4.9%
CEID-Walk,209909,214172.9,214613,4451.9,4704,-252.1,-5.4%
JCB-PRM,209909,214131.4,214613,4410.4,4704,-293.6,-6.2%
YYG-ParamSearch,209909,214091.8,214613,4370.8,4704,-333.2,-7.1%
UMich-RidgeTfReg,209909,214789.8,214613,5068.8,4704,364.8,7.8%
COVIDhub-ensemble,209909,213996.0,214613,4275.0,4704,-429.0,-9.1%
Baseline,209909,213976.7,214613,4255.7,4704,-448.3,-9.5%
STH-3PU,209909,213956.0,214613,4235.0,4704,-469.0,-10.0%
MOBS-GLEAM_COVID,209909,213895.1,214613,4174.1,4704,-529.9,-11.3%
JHU_IDD-CovidSP,209909,213834.2,214613,4113.2,4704,-590.8,-12.6%
Columbia_UNC-SurvCon,209909,215083.0,214613,5362.0,4704,658.0,14.0%
CU-select,209909,213765.0,214613,4044.0,4704,-660.0,-14.0%
SteveMcConnell-CovidComplete,209909,215167.0,214613,5446.0,4704,742.0,15.8%
UT-Mobility,209909,213678.5,214613,3957.5,4704,-746.5,-15.9%
CovidAnalytics-DELPHI,209909,213566.0,214613,3845.0,4704,-859.0,-18.3%
UCSD_NEU-DeepGLEAM,209909,213462.4,214613,3741.4,4704,-962.6,-20.5%
WalmartLabsML-LogForecasting,209909,213456.6,214613,3735.6,4704,-968.4,-20.6%
DDS-NBDS,209909,213416.3,214613,3695.3,4704,-1008.7,-21.4%
NotreDame-mobility,209909,213328.3,214613,3607.3,4704,-1096.7,-23.3%
LANL-GrowthRate,209909,213326.5,214613,3605.5,4704,-1098.5,-23.4%
PSI-DRAFT,209909,213317.5,214613,3596.5,4704,-1107.5,-23.5%
RobertWalraven-ESG,209909,213078.0,214613,3357.0,4704,-1347.0,-28.6%
Covid19Sim-Simulator,209909,212390.4,214613,2669.4,4704,-2034.6,-43.3%
epiforecasts-ensemble1,209909,212250.0,214613,2529.0,4704,-2175.0,-46.2%
BPagano-RtDriven,209909,212228.5,214613,2507.5,4704,-2196.5,-46.7%
UCM_MESALab-FoGSEIR,209909,217227.0,214613,7506.0,4704,2802.0,59.6%
TTU-squider,209909,219388.9,214613,9667.9,4704,4963.9,105.5%
CMU-TimeSeries,209909,,214613,,4704,,
Google_Harvard-CPF,209909,,214613,,4704,,
JHU_CSSE-DECOM,209909,,214613,,4704,,
NotreDame-FRED,209909,,214613,,4704,,
