,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,UCLA-SuEIR,YYG-ParamSearch,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,error-UCLA-SuEIR,error-YYG-ParamSearch,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU,beat_baseline-UCLA-SuEIR,beat_baseline-YYG-ParamSearch
Alabama,2664,3145.0,3913.8,3364.4,2636.0,,2839.0,2905.3,481.0,1249.8,700.4,-28.0,,175.0,241.3,False,False,True,,True,True
Alaska,60,63.4,135.8,21.9,,,67.5,85.1,3.4,75.8,-38.1,,,7.5,25.1,False,False,,,False,False
Arizona,5759,8299.3,5406.9,7580.7,7572.0,,5682.1,6748.3,2540.3,-352.1,1821.7,1813.0,,-76.9,989.3,True,True,True,,True,True
Arkansas,1552,1085.0,1131.8,833.3,1018.0,,850.7,940.7,-467.0,-420.2,-718.7,-534.0,,-701.3,-611.3,True,False,False,,False,False
California,16567,18740.6,17455.6,14796.7,16297.0,,16839.2,16934.3,2173.6,888.6,-1770.3,-270.0,,272.2,367.3,True,True,True,,True,True
Colorado,2112,2336.9,2468.8,2342.7,2113.0,,2179.1,2451.8,224.9,356.8,230.7,1.0,,67.1,339.8,False,False,True,,True,False
Connecticut,4530,4619.3,4554.9,4762.5,4520.0,,4584.6,4611.5,89.3,24.9,232.5,-10.0,,54.6,81.5,True,False,True,,True,True
Delaware,653,644.1,671.3,673.2,631.0,,639.3,655.3,-8.9,18.3,20.2,-22.0,,-13.7,2.3,False,False,False,,False,True
District of Columbia,636,613.6,661.1,635.7,606.0,,631.5,636.9,-20.4,27.1,1.7,-28.0,,-2.5,2.9,False,True,False,,True,True
Florida,15186,19208.3,16234.5,15417.2,15254.0,,15837.0,15376.5,4022.3,1048.5,231.2,68.0,,651.0,190.5,True,True,True,,True,True
Georgia,7393,7211.1,6940.6,8542.0,5467.0,,5817.8,6299.2,-181.9,-452.4,1149.0,-1926.0,,-1575.2,-1093.8,False,False,False,,False,False
Hawaii,168,26.0,97.4,34.3,,,33.8,52.0,-142.0,-70.6,-133.7,,,-134.2,-116.0,True,True,,,True,True
Idaho,507,699.7,751.1,348.8,374.0,,534.2,743.7,192.7,244.1,-158.2,-133.0,,27.2,236.7,False,True,True,,True,False
Illinois,9221,8936.3,9375.8,8171.4,8448.0,,8883.6,9305.0,-284.7,154.8,-1049.6,-773.0,,-337.4,84.0,True,False,False,,False,True
Indiana,3782,3684.7,3831.3,3755.9,3234.0,,3501.8,4007.7,-97.3,49.3,-26.1,-548.0,,-280.2,225.7,True,True,False,,False,False
