,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,UCLA-SuEIR,YYG-ParamSearch,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,error-UCLA-SuEIR,error-YYG-ParamSearch,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU,beat_baseline-UCLA-SuEIR,beat_baseline-YYG-ParamSearch
Iowa,1459,1361.0,1362.5,1441.4,974.0,,1163.0,1332.6,-98.0,-96.5,-17.6,-485.0,,-296.0,-126.4,True,True,False,,False,False
Kansas,773,656.7,824.9,531.8,617.0,,547.6,667.5,-116.3,51.9,-241.2,-156.0,,-225.4,-105.5,True,False,False,,False,True
Kentucky,1249,1156.0,1472.4,1022.5,981.0,,1140.8,1292.3,-93.0,223.4,-226.5,-268.0,,-108.2,43.3,False,False,False,,False,True
Louisiana,5635,6412.1,5732.3,5809.4,5625.0,,5344.8,5453.4,777.1,97.3,174.4,-10.0,,-290.2,-181.6,True,True,True,,True,True
Maine,143,162.4,138.8,140.3,183.0,,153.0,176.0,19.4,-4.2,-2.7,40.0,,10.0,33.0,True,True,False,,True,False
Maryland,3995,4254.3,4518.2,3921.3,3798.0,,4183.7,4582.5,259.3,523.2,-73.7,-197.0,,188.7,587.5,False,True,True,,True,False
Massachusetts,9587,9712.4,8990.4,9456.3,8933.0,,9480.4,9752.6,125.4,-596.6,-130.7,-654.0,,-106.6,165.6,False,False,False,,True,False
Michigan,7219,7018.9,7154.3,6781.7,7071.0,,7014.6,7142.9,-200.1,-64.7,-437.3,-148.0,,-204.4,-76.1,True,False,True,,False,True
Minnesota,2184,2048.3,2435.8,1940.8,1792.0,,1970.9,2157.4,-135.7,251.8,-243.2,-392.0,,-213.1,-26.6,False,False,False,,False,True
Mississippi,3096,3773.0,2982.2,2991.8,2510.0,,3318.3,3313.7,677.0,-113.8,-104.2,-586.0,,222.3,217.7,True,True,True,,True,True
Missouri,2424,1936.4,3533.7,2025.7,1625.0,,2509.0,2240.4,-487.6,1109.7,-398.3,-799.0,,85.0,-183.6,False,True,False,,True,True
Montana,209,208.9,241.8,106.5,185.0,,125.4,215.1,-0.1,32.8,-102.5,-24.0,,-83.6,6.1,False,False,False,,False,False
Nebraska,519,489.7,666.0,707.3,412.0,,439.0,509.2,-29.3,147.0,188.3,-107.0,,-80.0,-9.8,False,False,False,,False,True
Nevada,1659,1798.0,1869.7,2049.4,1676.0,,1395.7,1604.4,139.0,210.7,390.4,17.0,,-263.3,-54.6,False,False,True,,False,True
New Hampshire,455,495.9,446.3,465.3,435.0,,480.9,548.0,40.9,-8.7,10.3,-20.0,,25.9,93.0,True,True,True,,True,False
New Jersey,16171,16319.0,16023.9,16808.9,16208.0,,16228.4,16666.2,148.0,-147.1,637.9,37.0,,57.4,495.2,True,False,True,,True,False
New Mexico,907,1048.3,926.1,848.5,1072.0,,957.3,1058.3,141.3,19.1,-58.5,165.0,,50.3,151.3,True,True,False,,True,False
New York,33466,33498.6,33087.0,34158.7,33144.0,,33000.6,33284.2,19.6,-392.0,679.7,-335.0,,-478.4,-194.8,False,False,False,,False,False
North Carolina,3765,3619.3,3598.7,3319.8,3156.0,,3048.5,3394.9,-145.7,-166.3,-445.2,-609.0,,-716.5,-370.1,False,False,False,,False,False
North Dakota,336,164.1,270.3,166.7,132.0,,159.1,179.3,-171.9,-65.7,-169.3,-204.0,,-176.9,-156.7,True,True,False,,False,True
Ohio,4997,5717.3,4649.5,5143.0,4392.0,,5064.0,5117.2,720.3,-347.5,146.0,-605.0,,67.0,120.2,True,True,True,,True,True
Oklahoma,1095,1082.3,1466.5,1145.1,1136.0,,855.2,1071.8,-12.7,371.5,50.1,41.0,,-239.8,-23.2,False,False,False,,False,False
Oregon,599,690.7,639.4,549.1,493.0,,574.6,803.9,91.7,40.4,-49.9,-106.0,,-24.4,204.9,True,True,False,,True,False
Pennsylvania,8324,8169.3,8143.0,8103.4,7710.0,,7931.7,8168.8,-154.7,-181.0,-220.6,-614.0,,-392.3,-155.2,False,False,False,,False,False
Rhode Island,1130,1056.3,1116.1,1044.5,1116.0,,1064.1,1099.1,-60.7,-0.9,-72.5,-1.0,,-52.9,-17.9,True,False,True,,True,True
South Carolina,3551,4596.1,2919.5,3157.6,3017.0,,2842.8,3949.2,1045.1,-631.5,-393.4,-534.0,,-708.2,398.2,True,True,True,,True,True
South Dakota,286,253.3,208.0,186.4,218.0,,288.6,211.1,-32.7,-78.0,-99.6,-68.0,,2.6,-74.9,False,False,False,,True,False
Tennessee,2758,2117.9,3163.7,1993.7,2060.0,,1688.7,2115.1,-640.1,405.7,-764.3,-698.0,,-1069.3,-642.9,True,False,False,,False,False
Texas,16943,24640.6,14131.1,19556.5,22283.0,14217.0,19740.0,16464.2,8408.6,-2100.9,3324.5,6051.0,-2015.0,3508.0,232.2,True,True,True,True,True,True
Utah,510,675.7,726.7,478.3,548.0,,575.3,707.2,165.7,216.7,-31.7,38.0,,65.3,197.2,False,True,True,,True,False
Vermont,58,66.9,59.9,56.5,58.0,,67.6,70.0,8.9,1.9,-1.5,0.0,,9.6,12.0,True,True,True,,False,False
Virginia,3354,3598.0,3407.0,2256.1,2470.0,,3505.9,3669.3,244.0,53.0,-1097.9,-884.0,,151.9,315.3,True,False,False,,True,False
Washington,2190,2532.4,2447.7,1978.8,2037.0,,2360.9,2530.5,342.4,257.7,-211.2,-153.0,,170.9,340.5,True,True,True,,True,True
West Virginia,387,255.0,244.8,123.3,156.0,,228.2,231.4,-132.0,-142.2,-263.7,-231.0,,-158.8,-155.6,False,False,False,,False,False
Wisconsin,1568,1500.0,1828.2,1717.5,1255.0,,1312.3,1599.1,-28.0,300.2,189.5,-273.0,,-215.7,71.1,False,False,False,,False,False
Wyoming,54,35.9,71.5,33.4,36.0,,33.9,37.4,-18.1,17.5,-20.6,-18.0,,-20.1,-16.6,True,False,True,,False,True
US,214656,232977.9,215074.4,213498.0,206658.0,304990.0,214195.6,215840.1,19074.9,1171.4,-405.0,-7245.0,91087.0,292.6,1937.1,True,True,True,False,True,True
