,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,UCLA-SuEIR,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,error-UCLA-SuEIR,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU,beat_baseline-UCLA-SuEIR
Alabama,2664,2226.4,2814.0,2821.0,2052.0,,2022.5,-437.6,150.0,157.0,-612.0,,-641.5,True,True,False,,False
Alaska,60,43.7,67.5,13.7,,,21.9,-16.3,7.5,-46.3,,,-38.1,True,False,,,False
Arizona,5759,5026.0,10107.3,4850.3,8480.0,,3981.6,-733.0,4348.3,-908.7,2721.0,,-1777.4,False,False,False,,False
Arkansas,1552,605.7,1128.0,646.9,2236.0,,531.3,-946.3,-424.0,-905.1,684.0,,-1020.7,True,True,True,,False
California,16567,12484.0,21977.5,14278.6,12694.0,,11128.4,-4083.0,5410.5,-2288.4,-3873.0,,-5438.6,False,True,True,,False
Colorado,2112,2047.4,2092.3,1899.0,1845.0,,1997.0,-64.6,-19.7,-213.0,-267.0,,-115.0,True,False,False,,False
Connecticut,4530,4598.3,4458.2,4638.6,4983.0,,4563.6,68.3,-71.8,108.6,453.0,,33.6,False,False,False,,True
Delaware,671,581.3,748.0,593.9,635.0,,634.5,-30.7,136.0,-18.1,23.0,,22.5,False,True,True,,True
District of Columbia,636,683.7,592.0,652.9,690.0,,639.3,47.7,-44.0,16.9,54.0,,3.3,True,True,False,,True
Florida,15186,8054.4,37378.2,16215.7,6374.0,,7357.6,-7131.6,22192.2,1029.7,-8812.0,,-7828.4,False,True,False,,False
Georgia,7393,3996.3,7764.4,3719.7,4806.0,,4552.8,-3396.7,371.4,-3673.3,-2587.0,,-2840.2,True,False,True,,True
Hawaii,168,32.9,59.6,18.1,,,21.1,-135.1,-108.4,-149.9,,,-146.9,True,False,,,False
Idaho,507,120.7,1030.2,116.8,512.0,,144.4,-386.3,523.2,-390.2,5.0,,-362.6,False,False,True,,True
Illinois,9221,8849.1,7666.4,8627.7,8274.0,,8461.8,-371.9,-1554.6,-593.3,-947.0,,-759.2,False,False,False,,False
Indiana,3831,3718.4,3351.1,3250.0,2986.0,,3107.3,-186.6,-553.9,-655.0,-919.0,,-797.7,False,False,False,,False
Iowa,1459,928.9,1406.3,831.4,895.0,,905.7,-530.1,-52.7,-627.6,-564.0,,-553.3,True,False,False,,False
Kansas,773,491.9,900.0,543.2,330.0,,371.7,-281.1,127.0,-229.8,-443.0,,-401.3,True,True,False,,False
Kentucky,1249,959.1,835.4,1020.9,896.0,,787.3,-289.9,-413.6,-228.1,-353.0,,-461.7,False,True,False,,False
Louisiana,5635,4521.3,5248.6,4423.8,6979.0,,4106.2,-1113.7,-386.4,-1211.2,1344.0,,-1528.8,True,False,False,,False
Maine,143,178.3,138.6,124.0,159.0,,118.5,35.3,-4.4,-19.0,16.0,,-24.5,True,True,True,,True
Maryland,3995,4282.3,3606.2,3762.1,3726.0,,3705.1,287.3,-388.8,-232.9,-269.0,,-289.9,False,True,True,,False
Massachusetts,9587,9887.4,8384.2,11825.7,9021.0,,8931.5,300.4,-1202.8,2238.7,-566.0,,-655.5,False,False,False,,False
Michigan,7219,7063.3,6844.5,6940.6,7147.0,,6570.2,-155.7,-374.5,-278.4,-72.0,,-648.8,False,False,True,,False
Minnesota,2184,2173.1,2025.4,1905.5,2404.0,,1827.7,-10.9,-158.6,-278.5,220.0,,-356.3,False,False,False,,False
Mississippi,3096,2108.7,2654.3,2222.0,2891.0,,2013.4,-987.3,-441.7,-874.0,-205.0,,-1082.6,True,True,True,,False
Missouri,2436,1563.7,2120.8,1658.7,1506.0,,1785.1,-861.3,-304.2,-766.3,-919.0,,-639.9,True,True,False,,True
Montana,209,36.9,200.2,22.0,69.0,,42.2,-172.1,-8.8,-187.0,-140.0,,-166.8,True,False,True,,True
Nebraska,519,519.6,436.4,531.6,474.0,,372.1,0.6,-82.6,12.6,-45.0,,-146.9,False,False,False,,False
Nevada,1659,1005.1,3791.0,1072.5,663.0,,806.6,-653.9,2132.0,-586.5,-996.0,,-852.4,False,True,False,,False
New Hampshire,455,575.0,456.9,629.0,387.0,,536.8,120.0,1.9,174.0,-68.0,,81.8,True,False,True,,True
New Jersey,16171,18481.3,13657.8,16740.5,17622.0,,16331.5,2310.3,-2513.2,569.5,1451.0,,160.5,False,True,True,,True
New Mexico,907,804.0,886.5,837.1,584.0,,822.6,-103.0,-20.5,-69.9,-323.0,,-84.4,True,True,False,,True
New York,33466,35850.4,32986.8,32081.4,34318.0,,32753.0,2422.4,-441.2,-1346.6,890.0,,-675.0,True,True,True,,True
North Carolina,3765,2406.9,3325.0,2151.5,2706.0,,2636.0,-1358.1,-440.0,-1613.5,-1059.0,,-1129.0,True,False,True,,True
North Dakota,336,93.9,126.8,95.6,140.0,,85.2,-242.1,-209.2,-240.4,-196.0,,-250.8,True,True,True,,False
Ohio,4614,4352.1,5004.8,5139.2,3497.0,,4284.8,-536.9,115.8,250.2,-1392.0,,-604.2,True,True,False,,False
Oklahoma,1095,578.1,1567.9,554.0,728.0,,543.1,-516.9,472.9,-541.0,-367.0,,-551.9,True,False,True,,False
Oregon,599,395.1,690.9,391.8,524.0,,328.1,-203.9,91.9,-207.2,-75.0,,-270.9,True,False,True,,False
Pennsylvania,8324,8790.0,8136.1,9292.7,8077.0,,7926.6,466.0,-187.9,968.7,-247.0,,-397.4,True,False,True,,True
Rhode Island,1148,1417.3,1107.4,1241.4,1286.0,,1123.9,297.3,-12.6,121.4,166.0,,3.9,True,True,True,,True
South Carolina,3551,2261.1,4006.1,3193.4,3306.0,,1676.2,-1289.9,455.1,-357.6,-245.0,,-1874.8,True,True,True,,False
South Dakota,286,180.1,198.7,217.7,147.0,,119.2,-105.9,-87.3,-68.3,-139.0,,-166.8,True,True,False,,False
Tennessee,2758,1490.3,2621.7,1648.2,2587.0,,1173.0,-1267.7,-136.3,-1109.8,-171.0,,-1585.0,True,True,True,,False
Texas,17208,5759.7,17559.6,10155.7,11226.0,7350.0,4769.1,-10887.3,912.6,-6491.3,-5421.0,-9297.0,-11877.9,True,True,True,True,False
Utah,510,419.6,1037.2,344.9,613.0,,387.4,-90.4,527.2,-165.1,103.0,,-122.6,False,False,False,,False
Vermont,58,56.0,60.0,58.9,56.0,,59.5,-2.0,2.0,0.9,-2.0,,1.5,False,True,False,,True
Virginia,3354,3529.7,2250.0,4087.3,2577.0,,2272.8,175.7,-1104.0,733.3,-777.0,,-1081.2,False,False,False,,False
Washington,2168,2038.0,2293.4,2080.3,1439.0,,1710.8,-147.0,108.4,-104.7,-746.0,,-474.2,True,True,False,,False
West Virginia,387,107.9,221.0,116.1,108.0,,132.0,-279.1,-166.0,-270.9,-279.0,,-255.0,True,True,True,,True
Wisconsin,1568,1059.3,1615.9,1295.9,1298.0,,1158.5,-475.7,80.9,-239.1,-237.0,,-376.5,True,True,True,,True
Wyoming,54,20.0,144.0,18.4,27.0,,31.7,-34.0,90.0,-35.6,-27.0,,-22.3,False,False,True,,True
US,214613,179652.6,240111.7,191598.2,202599.0,150657.0,162584.1,-34596.4,25862.7,-22650.8,-11650.0,-63592.0,-51664.9,True,True,True,False,False
