,count,mean,median,std,min,25%,75%,max
LNQ-ens1,51,1493.5,256.0,2527.0,0.0,21.0,1753.2,10959.3
COVIDhub-ensemble,51,1893.6,289.0,3179.4,0.0,42.5,2070.5,14641.0
UMass-MechBayes,51,2454.6,289.0,6029.8,0.0,56.5,1560.5,38025.0
YYG-ParamSearch,51,2588.6,480.1,4420.9,0.0,88.6,2067.0,15451.4
JHU_IDD-CovidSP,51,2819.5,910.2,5280.6,0.1,114.0,3194.4,31858.7
JCB-PRM,51,2820.3,366.9,6528.5,0.0,75.9,2143.4,39360.6
UCLA-SuEIR,51,3152.3,1007.3,5420.5,0.0,61.9,2969.0,24290.6
Karlen-pypm,51,3195.9,306.2,10962.0,0.0,67.3,1267.5,76507.6
MIT_CritData-GBCF,51,3281.3,841.0,6357.5,0.0,156.5,3422.5,38025.0
CMU-TimeSeries,49,3650.6,676.0,8481.2,0.0,33.2,2225.5,53824.0
Baseline,51,3976.5,596.8,8806.9,0.0,67.5,2140.1,45308.2
COVIDhub-baseline,51,5304.6,961.0,14112.3,0.0,72.5,4051.1,93670.2
GT-DeepCOVID,45,5558.6,816.7,24166.4,0.3,54.7,3300.1,172859.3
USC-SI_kJalpha,51,5583.0,529.0,15032.9,0.0,144.0,4612.5,97344.0
CovidAnalytics-DELPHI,51,5618.1,1225.0,9203.0,0.0,342.5,8489.0,49729.0
LANL-GrowthRate,51,5727.9,449.7,16099.5,0.0,99.3,4278.2,108434.0
CEID-Walk,51,5896.9,966.3,17240.3,0.0,113.4,3871.7,115460.0
IowaStateLW-STEM,49,6015.7,576.0,13388.3,0.0,65.0,5700.5,79524.0
MITCovAlliance-SIR,51,6053.6,948.7,16414.3,1.2,84.4,4130.3,108884.8
PSI-DRAFT,51,6356.4,784.0,10770.4,0.0,144.0,8192.5,40401.0
UA-EpiCovDA,51,7134.6,841.0,20173.1,1.0,90.5,3364.0,110889.0
DDS-NBDS,51,7652.9,329.3,22259.8,0.0,57.4,2921.0,113173.2
OliverWyman-Navigator,51,8028.7,615.4,25294.9,0.0,108.5,4211.9,162821.4
Covid19Sim-Simulator,51,8232.9,620.1,16580.6,0.0,127.8,5625.3,71889.7
Google_Harvard-CPF,51,8831.6,723.7,30664.9,0.4,53.5,1945.8,186802.9
NotreDame-mobility,51,9122.0,1019.6,25155.3,1.2,50.1,6983.9,162365.3
SteveMcConnell-CovidComplete,51,10022.6,841.0,33954.2,0.0,144.0,4694.5,232324.0
IQVIA_ACOE-STAN,49,10656.0,729.0,32473.3,0.0,90.5,3082.5,205209.0
UMich-RidgeTfReg,50,17106.4,1323.9,53312.2,0.1,111.0,5611.7,345631.8
UT-Mobility,51,17815.7,2025.0,53299.2,0.0,144.0,9360.6,334084.0
CU-select,51,17883.9,2304.0,51373.2,1.0,225.0,9714.5,301401.0
MOBS-GLEAM_COVID,50,18504.1,1831.2,65121.2,0.2,133.8,4653.2,415910.7
IHME-CurveFit,51,23637.1,2624.3,61652.6,0.2,198.9,10566.2,318325.6
UCSD_NEU-DeepGLEAM,50,25390.5,1249.3,86194.2,1.5,143.8,5290.5,426492.8
JHUAPL-Bucky,51,29761.1,625.4,103156.8,0.0,81.2,15143.5,714165.3
RobertWalraven-ESG,51,31448.0,1854.2,102450.0,0.0,420.8,12400.5,538257.0
Columbia_UNC-SurvCon,51,37556.6,1024.0,220420.9,0.0,144.0,3364.0,1570009.0
USACE-ERDC_SEIR,51,39591.7,3408.3,92987.1,0.0,96.9,17722.7,494347.3
WalmartLabsML-LogForecasting,51,43475.5,1684.4,181958.1,0.0,330.0,15333.3,1285956.0
epiforecasts-ensemble1,47,50012.9,2209.0,176232.2,1.3,306.5,24180.5,1203409.0
TTU-squider,51,1558150.5,45731.8,6418520.8,1.2,2040.1,122829.2,39565068.7
