,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
North Carolina,3765,3268.6,3587.5,2268.3,3310.0,,-496.4,-177.5,-1496.7,-455.0,,True,False,True,
North Dakota,336,108.7,108.5,89.9,134.0,,-227.3,-227.5,-246.1,-202.0,,False,False,True,
Ohio,4997,4396.7,4015.9,4188.7,3454.0,,-600.3,-981.1,-808.3,-1543.0,,False,False,False,
Oklahoma,1095,622.7,2301.6,502.1,652.0,,-472.3,1206.6,-592.9,-443.0,,False,False,True,
Oregon,599,380.3,1052.3,548.7,570.0,,-218.7,453.3,-50.3,-29.0,,False,True,True,
Pennsylvania,8324,9324.9,7808.7,8233.0,7886.0,,1000.9,-515.3,-91.0,-438.0,,True,True,True,
Rhode Island,1130,1417.3,1071.4,1356.9,1247.0,,287.3,-58.6,226.9,117.0,,True,True,True,
South Carolina,3551,1652.0,4434.8,1414.3,1184.0,,-1899.0,883.8,-2136.7,-2367.0,,True,False,False,
South Dakota,286,239.6,207.7,236.1,136.0,,-46.4,-78.3,-49.9,-150.0,,False,False,False,
Tennessee,2758,1445.7,2570.1,1649.8,2410.0,,-1312.3,-187.9,-1108.2,-348.0,,True,True,True,
Texas,16943,5536.9,19345.0,10882.0,5586.0,6882.0,-11180.1,2628.0,-5835.0,-11131.0,-9835.0,True,True,True,True
Utah,510,300.7,1225.7,436.4,281.0,,-209.3,715.7,-73.6,-229.0,,False,True,False,
Vermont,58,56.0,68.8,78.9,57.0,,-2.0,10.8,20.9,-1.0,,False,False,True,
Virginia,3354,3529.7,2144.6,2266.8,2289.0,,175.7,-1209.4,-1087.2,-1065.0,,False,False,False,
Washington,2190,1904.3,2305.8,2190.8,1391.0,,-285.7,115.8,0.8,-799.0,,True,True,False,
West Virginia,387,152.4,158.9,140.6,100.0,,-234.6,-228.1,-246.4,-287.0,,True,False,False,
Wisconsin,1458,1267.3,1527.6,1292.0,1137.0,,-190.7,69.6,-166.0,-321.0,,True,True,False,
Wyoming,54,20.0,143.7,24.2,23.0,,-34.0,89.7,-29.8,-31.0,,False,True,True,
US,214373,212331.0,238683.1,180498.9,142491.0,146977.0,-1124.0,25228.1,-32956.1,-70964.0,-66478.0,False,False,False,False
