,count,mean,median,std,min,25%,75%,max
JCB-PRM,51,93.9,44.2,161.4,0.1,12.6,119.2,1058.9
YYG-ParamSearch,51,108.9,42.4,191.4,0.2,15.1,158.2,1275.2
Karlen-pypm,51,117.9,42.0,210.0,1.6,17.8,131.0,1337.4
USC-SI_kJalpha,51,118.0,67.0,150.6,0.0,22.5,137.0,750.0
UCLA-SuEIR,51,118.9,59.7,153.5,0.3,23.6,148.8,775.6
JHU_IDD-CovidSP,51,139.8,81.5,189.5,4.6,32.6,188.4,1179.3
Baseline,51,141.7,61.3,260.3,0.0,16.7,141.6,1458.3
Covid19Sim-Simulator,51,143.3,52.4,299.9,0.8,11.0,120.6,1578.4
IowaStateLW-STEM,49,151.5,76.0,219.5,0.0,23.5,180.0,1030.0
CovidAnalytics-DELPHI,51,161.2,76.0,216.1,1.0,27.0,212.5,1091.0
NotreDame-mobility,51,166.7,53.4,236.0,2.3,12.8,226.0,1035.6
LANL-GrowthRate,51,182.7,75.0,289.4,0.6,27.9,239.9,1576.1
MITCovAlliance-SIR,51,221.3,120.8,441.7,0.0,28.5,238.2,2430.7
IHME-CurveFit,51,240.3,125.2,317.5,0.5,43.7,305.2,1512.2
WalmartLabsML-LogForecasting,51,251.8,138.9,309.0,0.0,51.3,319.3,1397.3
Columbia_UNC-SurvCon,50,257.1,69.0,473.8,0.0,10.0,237.5,1999.0
RobertWalraven-ESG,51,260.8,124.0,391.5,0.0,49.4,348.5,2231.0
USACE-ERDC_SEIR,51,275.0,85.6,432.2,0.6,20.6,293.5,2187.6
PSI-DRAFT,51,278.0,121.0,553.2,2.0,48.0,258.0,3562.5
