,count,mean,median,std,min,25%,75%,max
LNQ-ens1,51,27.3,16.0,27.6,0.0,4.6,41.9,104.7
COVIDhub-ensemble,51,30.5,17.0,31.3,0.0,6.5,45.5,121.0
UMass-MechBayes,51,32.0,17.0,38.2,0.0,7.5,39.5,195.0
Karlen-pypm,51,33.1,17.5,46.3,0.0,8.2,35.6,276.6
YYG-ParamSearch,51,35.1,21.9,37.2,0.0,9.4,45.4,124.3
JCB-PRM,51,35.1,19.2,40.2,0.0,8.7,46.2,198.4
JHU_IDD-CovidSP,51,38.9,30.2,36.5,0.3,10.7,56.5,178.5
UCLA-SuEIR,51,39.7,31.7,40.1,0.0,7.9,54.3,155.9
CMU-TimeSeries,49,39.8,26.0,45.9,0.0,5.8,47.1,232.0
Baseline,51,41.0,24.4,48.4,0.0,8.2,46.2,212.9
MIT_CritData-GBCF,51,41.7,29.0,39.6,0.0,12.5,58.5,195.0
GT-DeepCOVID,45,42.3,28.6,62.0,0.6,7.4,57.4,415.8
USC-SI_kJalpha,51,46.4,23.0,59.2,0.0,12.0,67.5,312.0
COVIDhub-baseline,51,46.7,31.0,56.5,0.0,8.5,63.5,306.1
LANL-GrowthRate,51,46.8,21.2,60.0,0.1,10.0,65.4,329.3
CEID-Walk,51,47.6,31.1,60.8,0.0,10.6,62.2,339.8
DDS-NBDS,51,48.8,18.1,73.3,0.0,7.6,54.0,336.4
Google_Harvard-CPF,51,49.0,26.9,81.0,0.7,7.3,44.1,432.2
MITCovAlliance-SIR,51,49.4,30.8,60.7,1.1,9.2,64.3,330.0
IowaStateLW-STEM,49,50.1,24.0,59.8,0.0,8.0,75.5,282.0
OliverWyman-Navigator,51,50.3,24.8,74.9,0.0,10.4,64.9,403.5
UA-EpiCovDA,51,50.9,29.0,68.1,1.0,9.5,58.0,333.0
PSI-DRAFT,51,55.2,28.0,58.1,0.0,12.0,90.5,201.0
CovidAnalytics-DELPHI,51,55.2,35.0,51.2,0.0,18.5,92.0,223.0
SteveMcConnell-CovidComplete,51,57.3,29.0,82.9,0.0,12.0,68.5,482.0
IQVIA_ACOE-STAN,49,57.5,27.0,86.6,0.0,9.5,55.5,453.0
Covid19Sim-Simulator,51,58.1,24.9,70.4,0.2,11.3,74.9,268.1
NotreDame-mobility,51,59.6,31.9,75.4,1.1,7.1,83.2,402.9
MOBS-GLEAM_COVID,50,72.1,42.8,116.5,0.4,11.6,68.2,644.9
UMich-RidgeTfReg,50,72.1,36.4,110.2,0.4,10.5,74.9,587.9
Columbia_UNC-SurvCon,51,72.2,32.0,181.6,0.0,12.0,58.0,1253.0
UT-Mobility,51,78.0,45.0,109.4,0.0,12.0,96.8,578.0
CU-select,51,79.5,48.0,108.6,1.0,15.0,98.5,549.0
UCSD_NEU-DeepGLEAM,50,80.0,35.3,139.2,1.2,12.0,72.7,653.1
JHUAPL-Bucky,51,91.8,25.0,147.5,0.2,9.0,121.8,845.1
IHME-CurveFit,51,92.5,51.2,124.0,0.4,14.1,102.8,564.2
RobertWalraven-ESG,51,97.8,43.1,149.4,0.0,20.5,111.1,733.7
WalmartLabsML-LogForecasting,51,109.6,41.0,179.2,0.0,18.2,123.8,1134.0
USACE-ERDC_SEIR,51,118.6,58.4,161.4,0.0,9.8,133.0,703.1
epiforecasts-ensemble1,47,122.3,47.0,189.1,1.2,17.5,155.5,1097.0
TTU-squider,51,498.5,213.8,1155.8,1.1,45.2,350.4,6290.1
