,total_deaths_2020-09-13,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
COVIDhub-baseline,194071,214308.3,214370,20237.3,20299,-61.7,-0.3%
CEID-Walk,194071,214305.9,214370,20234.9,20299,-64.1,-0.3%
STH-3PU,194071,214622.0,214370,20551.0,20299,252.0,1.2%
GT-DeepCOVID,194071,214022.6,214370,19951.6,20299,-347.4,-1.7%
Baseline,194071,213858.1,214370,19787.1,20299,-511.9,-2.5%
DDS-NBDS,194071,214893.7,214370,20822.7,20299,523.7,2.6%
RPI_UW-Mob_Collision,194071,215364.3,214370,21293.3,20299,994.3,4.9%
UT-Mobility,194071,213189.0,214370,19118.0,20299,-1181.0,-5.8%
Columbia_UNC-SurvCon,194071,213174.0,214370,19103.0,20299,-1196.0,-5.9%
NotreDame-mobility,194071,212808.1,214370,18737.1,20299,-1561.9,-7.7%
CU-select,194071,212415.0,214370,18344.0,20299,-1955.0,-9.6%
IowaStateLW-STEM,194071,216392.0,214370,22321.0,20299,2022.0,10.0%
JHU_IDD-CovidSP,194071,216576.3,214370,22505.3,20299,2206.3,10.9%
COVIDhub-ensemble,194071,211986.0,214370,17915.0,20299,-2384.0,-11.7%
SteveMcConnell-CovidComplete,194071,211893.0,214370,17822.0,20299,-2477.0,-12.2%
UMass-MechBayes,194071,211500.0,214370,17429.0,20299,-2870.0,-14.1%
USC-SI_kJalpha,194071,211420.0,214370,17349.0,20299,-2950.0,-14.5%
LNQ-ens1,194071,211392.7,214370,17321.7,20299,-2977.3,-14.7%
UCSD_NEU-DeepGLEAM,194071,211236.4,214370,17165.4,20299,-3133.6,-15.4%
JCB-PRM,194071,211191.1,214370,17120.1,20299,-3178.9,-15.7%
UCLA-SuEIR,194071,211117.4,214370,17046.4,20299,-3252.6,-16.0%
Karlen-pypm,194071,211107.3,214370,17036.3,20299,-3262.7,-16.1%
CovidAnalytics-DELPHI,194071,211092.0,214370,17021.0,20299,-3278.0,-16.1%
MOBS-GLEAM_COVID,194071,211087.9,214370,17016.9,20299,-3282.1,-16.2%
OliverWyman-Navigator,194071,210868.2,214370,16797.2,20299,-3501.8,-17.3%
Covid19Sim-Simulator,194071,210641.9,214370,16570.9,20299,-3728.1,-18.4%
QJHong-Encounter,194071,210625.9,214370,16554.9,20299,-3744.1,-18.4%
UA-EpiCovDA,194071,218224.0,214370,24153.0,20299,3854.0,19.0%
UCM_MESALab-FoGSEIR,194071,210353.0,214370,16282.0,20299,-4017.0,-19.8%
PSI-DRAFT,194071,209935.5,214370,15864.5,20299,-4434.5,-21.8%
USACE-ERDC_SEIR,194071,218935.0,214370,24864.0,20299,4565.0,22.5%
YYG-ParamSearch,194071,209518.9,214370,15447.9,20299,-4851.1,-23.9%
IBF-TimeSeries,194071,219371.6,214370,25300.6,20299,5001.6,24.6%
MIT_CritData-GBCF,194071,208979.0,214370,14908.0,20299,-5391.0,-26.6%
JHUAPL-Bucky,194071,208609.5,214370,14538.5,20299,-5760.5,-28.4%
LANL-GrowthRate,194071,208312.5,214370,14241.5,20299,-6057.5,-29.8%
WalmartLabsML-LogForecasting,194071,208266.7,214370,14195.7,20299,-6103.3,-30.1%
UMich-RidgeTfReg,194071,224083.3,214370,30012.3,20299,9713.3,47.9%
epiforecasts-ensemble1,194071,203937.0,214370,9866.0,20299,-10433.0,-51.4%
RobertWalraven-ESG,194071,203530.5,214370,9459.5,20299,-10839.5,-53.4%
TTU-squider,194071,244465.0,214370,50394.0,20299,30095.0,148.3%
CMU-TimeSeries,194071,,214370,,20299,,
GT_CHHS-COVID19,194071,,214370,,20299,,
MITCovAlliance-SIR,194071,,214370,,20299,,
NotreDame-FRED,194071,,214370,,20299,,
