,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
Alabama,2664,2138.4,2458.7,3875.2,1170.0,,-525.6,-205.3,1211.2,-1494.0,,True,False,False,
Alaska,60,45.7,21.9,59.9,,,-14.3,-38.1,-0.1,,,False,True,,
Arizona,5759,3551.0,7566.2,8202.0,3702.0,,-2208.0,1807.2,2443.0,-2057.0,,True,False,True,
Arkansas,1552,600.4,818.5,1578.1,1898.0,,-951.6,-733.5,26.1,346.0,,True,True,True,
California,16567,12971.3,13900.1,17899.4,7459.0,,-3595.7,-2666.9,1332.4,-9108.0,,True,True,False,
Colorado,2112,2794.9,2106.7,6315.7,1752.0,,682.9,-5.3,4203.7,-360.0,,True,False,True,
Connecticut,4530,6392.4,4833.5,4447.9,4508.0,,1862.4,303.5,-82.1,-22.0,,True,True,True,
Delaware,653,826.6,541.1,584.9,483.0,,173.6,-111.9,-68.1,-170.0,,True,True,True,
District of Columbia,636,953.3,693.1,750.1,657.0,,317.3,57.1,114.1,21.0,,True,True,True,
Florida,15186,6825.0,7276.3,23049.5,8711.0,,-8361.0,-7909.7,7863.5,-6475.0,,True,True,True,
Georgia,7393,7019.3,3817.2,11359.3,2964.0,,-373.7,-3575.8,3966.3,-4429.0,,False,False,False,
Hawaii,168,17.0,19.3,31.6,,,-151.0,-148.7,-136.4,,,True,True,,
Idaho,507,154.4,202.9,107.6,91.0,,-352.6,-304.1,-399.4,-416.0,,True,False,False,
Illinois,9221,13118.3,7889.3,8421.6,8157.0,,3897.3,-1331.7,-799.4,-1064.0,,True,True,True,
Indiana,3782,4428.0,3283.4,3490.8,2525.0,,646.0,-498.6,-291.2,-1257.0,,True,True,False,
Iowa,1459,1444.3,1339.2,1265.0,893.0,,-14.7,-119.8,-194.0,-566.0,,False,False,False,
Kansas,773,447.3,331.4,435.1,344.0,,-325.7,-441.6,-337.9,-429.0,,False,False,False,
Kentucky,1249,987.9,829.3,830.7,599.0,,-261.1,-419.7,-418.3,-650.0,,False,False,False,
Louisiana,5635,4328.9,4013.2,4291.6,4805.0,,-1306.1,-1621.8,-1343.4,-830.0,,False,False,True,
Maine,143,116.9,162.8,193.8,140.0,,-26.1,19.8,50.8,-3.0,,True,False,True,
Maryland,3995,6141.9,4611.2,5498.9,3907.0,,2146.9,616.2,1503.9,-88.0,,True,True,True,
Massachusetts,9587,12816.0,8765.6,8760.2,8947.0,,3229.0,-821.4,-826.8,-640.0,,True,True,True,
Michigan,7219,7516.3,6568.1,8651.1,8281.0,,297.3,-650.9,1432.1,1062.0,,False,False,False,
Minnesota,2184,3554.1,2173.4,3434.0,4413.0,,1370.1,-10.6,1250.0,2229.0,,True,True,False,
Mississippi,3096,2138.4,2349.9,1352.3,1398.0,,-957.6,-746.1,-1743.7,-1698.0,,True,False,False,
Missouri,2424,1475.0,1446.5,1712.2,1148.0,,-945.0,-973.5,-707.8,-1272.0,,False,True,False,
Montana,209,35.9,20.8,31.9,25.0,,-173.1,-188.2,-177.1,-184.0,,False,False,False,
Nebraska,519,687.0,469.2,647.5,294.0,,168.0,-49.8,128.5,-225.0,,True,True,False,
Nevada,1659,884.4,754.3,924.5,615.0,,-774.6,-904.7,-734.5,-1044.0,,False,True,False,
New Hampshire,455,893.1,635.9,838.6,353.0,,438.1,180.9,383.6,-102.0,,True,True,True,
New Jersey,16171,20801.0,13509.2,14311.9,13980.0,,6486.0,-805.8,-3.1,-335.0,,True,True,True,
New Mexico,907,1092.4,975.0,1004.2,568.0,,185.4,68.0,97.2,-339.0,,True,True,False,
New York,33466,38427.6,31885.3,33942.3,32881.0,,5731.6,-810.7,1246.3,185.0,,True,True,True,
North Carolina,3765,2817.7,4456.0,2995.8,3923.0,,-947.3,691.0,-769.2,158.0,,True,True,True,
North Dakota,336,107.7,115.7,129.7,510.0,,-228.3,-220.3,-206.3,174.0,,True,True,True,
Ohio,4997,5593.3,3952.8,3719.9,3200.0,,596.3,-1044.2,-1277.1,-1797.0,,False,False,False,
Oklahoma,1095,544.4,465.4,597.4,997.0,,-550.6,-629.6,-497.6,-98.0,,False,True,True,
Oregon,599,341.6,275.1,1077.9,232.0,,-254.4,-320.9,481.9,-364.0,,False,False,False,
Pennsylvania,8324,10800.1,9069.0,9103.1,6749.0,,2476.1,745.0,779.1,-1575.0,,True,True,True,
Rhode Island,1130,1861.3,1173.2,1165.3,1002.0,,781.3,93.2,85.3,-78.0,,True,True,True,
South Carolina,3551,1510.3,2367.0,3080.5,1052.0,,-2040.7,-1184.0,-470.5,-2499.0,,True,True,False,
South Dakota,286,243.6,151.4,182.5,120.0,,-42.4,-134.6,-103.5,-166.0,,False,False,False,
Tennessee,2758,1418.0,994.0,2166.9,1734.0,,-1340.0,-1764.0,-591.1,-1024.0,,False,True,True,
Texas,17004,4394.6,5395.4,6178.0,5228.0,12661.0,-12401.4,-11400.6,-10618.0,-11568.0,-4135.0,True,True,True,True
Utah,510,442.4,1321.4,701.2,401.0,,-67.6,811.4,191.2,-109.0,,False,False,False,
Vermont,58,55.0,88.0,64.5,60.0,,-3.0,30.0,6.5,2.0,,False,False,True,
Virginia,3354,2793.4,2475.9,2245.3,2050.0,,-560.6,-878.1,-1108.7,-1304.0,,False,False,False,
Washington,2168,2228.4,1950.8,1907.7,1425.0,,52.4,-225.2,-268.3,-751.0,,False,False,False,
West Virginia,387,155.4,124.3,151.0,87.0,,-231.6,-262.7,-236.0,-300.0,,False,False,False,
Wisconsin,1568,1450.6,1390.0,1436.1,1340.0,,-69.4,-130.0,-83.9,-180.0,,False,False,False,
Wyoming,54,34.9,30.4,26.5,18.0,,-19.1,-23.6,-27.5,-36.0,,False,False,False,
US,214695,202664.3,172447.9,215228.6,157766.0,169562.0,-9099.7,-39316.1,3464.6,-53998.0,-42202.0,False,True,False,False
