,total_deaths_2020-05-10,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
UT-Mobility,83122,102678.6,107217,23152.6,24095,-942.4,-3.9%
UCLA-SuEIR,83122,104723.6,107217,25197.6,24095,1102.6,4.6%
MOBS-GLEAM_COVID,83122,104813.8,107217,25287.8,24095,1192.8,5.0%
GT-DeepCOVID,83122,105479.0,107217,25953.0,24095,1858.0,7.7%
COVIDhub-ensemble,83122,105605.3,107217,26079.3,24095,1984.3,8.2%
CU-select,83122,106425.0,107217,26899.0,24095,2804.0,11.6%
YYG-ParamSearch,83122,107120.3,107217,27594.3,24095,3499.3,14.5%
LANL-GrowthRate,83122,99444.4,107217,19918.4,24095,-4176.6,-17.3%
IHME-CurveFit,83122,109272.0,107217,29746.0,24095,5651.0,23.5%
CovidAnalytics-DELPHI,83122,111885.0,107217,32359.0,24095,8264.0,34.3%
Baseline,83122,113366.0,107217,33840.0,24095,9745.0,40.4%
COVIDhub-baseline,83122,116075.5,107217,36549.5,24095,12454.5,51.7%
NotreDame-FRED,83122,,107217,,24095,,
Quantori-Multiagents,83122,,107217,,24095,,
UChicago-CovidIL,83122,,107217,,24095,,
UChicago-CovidIL_100,83122,,107217,,24095,,
UChicago-CovidIL_40,83122,,107217,,24095,,
UChicago-CovidIL_60,83122,,107217,,24095,,
UChicago-CovidIL_80,83122,,107217,,24095,,
UMass-MechBayes,83122,,107217,,24095,,
