,total_deaths_2020-04-26,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
Baseline_0.98,55810,105989.6,104773,50179.6,48963,1216.6,2.5%
YYG-ParamSearch,55810,102717.0,104773,46907.0,48963,-2056.0,-4.2%
CU-select,55810,113820.0,104773,58010.0,48963,9047.0,18.5%
LANL-GrowthRate,55810,116701.3,104773,60891.3,48963,11928.3,24.4%
Baseline,55810,124485.1,104773,68675.1,48963,19712.1,40.3%
UT-Mobility,55810,77945.5,104773,22135.5,48963,-26827.5,-54.8%
IHME-CurveFit,55810,72353.9,104773,16543.9,48963,-32419.1,-66.2%
IowaStateLW-STEM,55810,,104773,,48963,,
MIT_CovidAnalytics-DELPHI,55810,,104773,,48963,,
NotreDame-FRED,55810,,104773,,48963,,
