,count,mean,median,std,min,25%,75%,max
YYG-ParamSearch,51,72.9,40.5,91.9,1.2,16.7,73.6,331.1
OliverWyman-Navigator,51,86.4,40.2,120.6,0.0,12.6,111.2,617.9
UMass-MechBayes,51,90.6,51.0,113.8,1.0,23.0,114.0,530.0
USC-SI_kJalpha,51,94.1,47.0,128.0,0.0,17.0,115.5,564.0
Karlen-pypm,51,95.3,55.8,108.4,0.0,21.1,138.3,461.3
JHU_CSSE-DECOM,50,96.3,56.7,107.2,1.8,25.4,132.3,500.7
COVIDhub-ensemble,51,98.5,56.0,117.3,1.0,25.0,108.5,532.0
COVIDhub-baseline,51,101.2,49.9,131.8,0.0,21.8,113.6,582.7
CMU-TimeSeries,49,101.4,59.0,110.3,0.0,27.0,126.5,441.0
Baseline,51,101.6,55.6,131.5,0.0,26.1,106.4,574.7
CEID-Walk,51,103.2,58.7,133.5,0.0,17.4,120.5,591.7
LNQ-ens1,51,104.9,64.1,110.4,0.0,32.5,150.4,396.9
JCB-PRM,51,104.9,61.6,117.1,0.0,28.4,145.7,491.3
MIT_CritData-GBCF,51,111.8,45.0,140.8,0.0,20.5,152.0,520.0
SteveMcConnell-CovidComplete,51,112.5,56.0,136.0,2.0,21.5,152.0,578.0
UT-Mobility,51,113.8,72.0,135.3,2.0,38.0,131.0,640.0
UA-EpiCovDA,51,115.6,54.0,168.8,2.0,22.0,135.5,1062.0
JHUAPL-Bucky,51,117.3,64.6,131.2,0.3,25.3,168.8,574.4
JHU_IDD-CovidSP,51,118.9,94.3,134.9,1.0,20.3,146.1,567.6
GT-DeepCOVID,46,124.4,79.5,149.6,1.7,23.2,138.3,640.3
Covid19Sim-Simulator,51,126.4,62.7,159.9,0.7,33.7,163.1,796.5
BPagano-RtDriven,51,130.0,99.1,121.4,0.7,31.8,161.2,448.9
IowaStateLW-STEM,49,131.1,70.0,152.6,0.0,31.4,139.0,646.0
CU-select,51,132.7,76.0,195.3,1.0,19.5,181.5,1246.0
UCLA-SuEIR,51,136.4,90.8,146.7,0.3,42.2,157.0,625.6
UCSD_NEU-DeepGLEAM,50,136.5,59.9,218.9,1.8,25.1,126.1,1186.4
UMich-RidgeTfReg,50,138.6,77.4,184.4,2.1,16.3,147.3,790.7
MOBS-GLEAM_COVID,50,140.1,61.5,217.7,0.7,33.8,130.3,1148.5
CovidAnalytics-DELPHI,51,145.1,76.0,153.6,1.0,36.5,211.5,526.0
NotreDame-mobility,51,151.5,84.9,167.3,1.4,22.6,194.4,593.3
DDS-NBDS,51,167.9,91.3,219.9,2.0,25.9,182.7,979.3
Google_Harvard-CPF,51,169.7,92.1,202.7,1.0,38.7,228.8,841.9
PSI-DRAFT,51,171.9,105.0,178.3,0.0,47.5,208.5,689.0
LANL-GrowthRate,51,179.2,95.9,217.6,1.9,47.5,217.2,950.5
Columbia_UNC-SurvCon,51,182.5,83.0,331.3,0.0,31.0,218.5,2231.0
RobertWalraven-ESG,51,210.8,167.2,189.6,0.0,78.0,316.8,725.8
WalmartLabsML-LogForecasting,51,245.8,160.6,270.8,0.1,55.3,320.7,1201.0
epiforecasts-ensemble1,47,253.1,131.0,364.4,1.0,45.5,294.5,1828.0
TTU-squider,51,356.5,180.1,644.6,2.3,63.2,416.7,4475.9
