,count,mean,median,std,min,25%,75%,max
UMass-MechBayes,51,49.0,33.0,57.7,1.0,14.5,49.5,259.0
Karlen-pypm,51,51.2,27.8,64.5,0.5,13.0,57.1,277.0
MSRA-DeepST,47,51.2,26.1,64.5,0.0,15.2,55.3,311.1
MIT_CritData-GBCF,51,51.5,25.0,67.9,1.0,9.5,60.5,318.0
CU-select,51,51.7,35.0,56.0,0.0,14.5,64.5,264.0
USC-SI_kJalpha,51,55.4,32.0,91.0,0.0,16.5,51.0,550.0
Google_Harvard-CPF,51,57.0,24.8,69.0,0.4,10.6,64.5,249.1
OliverWyman-Navigator,51,57.3,32.4,105.3,0.0,13.8,61.7,710.7
LNQ-ens1,51,57.4,31.6,72.0,0.0,20.6,59.5,334.7
COVIDhub-ensemble,51,58.2,36.0,76.4,1.0,13.5,62.0,379.0
SteveMcConnell-CovidComplete,51,58.3,33.0,96.4,0.0,9.5,53.0,591.0
DDS-NBDS,51,59.3,28.3,79.9,1.2,11.0,79.4,365.2
JHUAPL-Bucky,51,60.0,29.0,86.3,0.2,13.8,79.4,403.3
UCSD_NEU-DeepGLEAM,50,60.5,35.8,73.1,0.1,13.0,72.5,294.6
JCB-PRM,51,62.3,29.9,97.9,0.0,8.8,58.7,573.1
MOBS-GLEAM_COVID,50,63.4,36.6,73.1,0.4,16.1,77.9,300.4
Columbia_UNC-SurvCon,50,63.4,38.4,94.2,0.1,20.9,66.7,591.6
UA-EpiCovDA,51,65.9,35.0,88.9,1.0,16.0,74.0,424.0
Baseline,51,67.0,41.3,80.8,0.0,18.4,79.1,337.6
RobertWalraven-ESG,51,67.6,36.6,91.6,0.0,14.2,79.6,454.9
GT-DeepCOVID,48,68.0,42.5,82.3,1.1,17.1,76.5,357.6
IowaStateLW-STEM,49,70.7,44.0,78.0,0.0,20.0,79.5,330.0
CEID-Walk,51,71.2,47.7,100.3,0.0,13.1,78.1,591.7
MITCovAlliance-SIR,51,71.7,33.5,99.8,1.1,14.6,98.1,549.0
CMU-TimeSeries,51,71.9,31.0,104.2,0.0,17.5,87.5,594.0
COVIDhub-baseline,51,72.5,47.0,104.3,0.0,16.0,75.5,618.9
UT-Mobility,51,72.6,34.0,111.3,1.0,18.0,79.8,692.0
JHU_CSSE-DECOM,51,75.4,27.1,102.8,0.1,10.5,94.8,407.5
JHU_IDD-CovidSP,51,76.0,40.5,80.5,0.2,18.4,99.5,306.9
BPagano-RtDriven,51,76.2,41.6,122.0,0.0,22.4,67.5,776.5
LANL-GrowthRate,51,76.6,54.6,91.0,0.9,14.8,89.6,482.2
UMich-RidgeTfReg,50,77.9,56.1,92.9,0.4,19.8,88.1,447.5
epiforecasts-ensemble1,46,83.0,47.0,118.4,1.0,21.1,94.5,610.0
NotreDame-mobility,51,83.4,44.9,95.1,0.5,21.8,104.0,348.5
UCLA-SuEIR,51,84.1,54.0,95.1,0.1,24.5,90.1,419.0
IHME-CurveFit,51,88.5,52.9,120.7,0.1,13.4,102.0,541.8
PSI-DRAFT,51,94.0,68.0,100.4,0.0,19.0,124.5,400.0
CovidAnalytics-DELPHI,51,97.3,65.0,101.7,0.0,25.0,118.0,415.0
Covid19Sim-Simulator,51,111.3,76.3,103.8,0.2,29.0,164.5,433.2
WalmartLabsML-LogForecasting,51,131.9,79.0,142.3,0.1,40.9,174.7,592.4
TTU-squider,51,380.8,208.9,622.1,1.7,60.5,403.6,3684.1
