,total_deaths_2020-09-06,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
Baseline,189059,235431.7,231633,46490.7,42574,3916.7,9.2%
Columbia_UNC-SurvCon,189059,236092.0,231633,47151.0,42574,4577.0,10.8%
IowaStateLW-STEM,189059,225989.0,231633,37048.0,42574,-5526.0,-13.0%
USC-SI_kJalpha,189059,223769.0,231633,34828.0,42574,-7746.0,-18.2%
JCB-PRM,189059,222804.1,231633,33863.1,42574,-8710.9,-20.5%
USACE-ERDC_SEIR,189059,241280.1,231633,52339.1,42574,9765.1,22.9%
UCLA-SuEIR,189059,221582.4,231633,32641.4,42574,-9932.6,-23.3%
Covid19Sim-Simulator,189059,221046.6,231633,32105.6,42574,-10468.4,-24.6%
IBF-TimeSeries,189059,243183.3,231633,54242.3,42574,11668.3,27.4%
YYG-ParamSearch,189059,219601.8,231633,30660.8,42574,-11913.2,-28.0%
WalmartLabsML-LogForecasting,189059,216782.7,231633,27841.7,42574,-14732.3,-34.6%
IHME-CurveFit,189059,253111.9,231633,64170.9,42574,21596.9,50.7%
RobertWalraven-ESG,189059,205787.4,231633,16846.4,42574,-25727.6,-60.4%
STH-3PU,189059,202581.0,231633,13640.0,42574,-28934.0,-68.0%
MITCovAlliance-SIR,189059,,231633,,42574,,
