,count,mean,median,std,min,25%,75%,max
JCB-PRM,51,201.2,100.6,306.0,1.4,35.6,229.3,1892.5
UCLA-SuEIR,51,259.8,158.0,277.4,1.0,56.1,375.4,1295.2
USC-SI_kJalpha,51,261.1,143.0,302.7,0.0,54.5,370.5,1511.0
YYG-ParamSearch,51,263.3,138.5,365.0,0.5,40.9,413.3,2254.1
Covid19Sim-Simulator,51,269.4,154.8,428.9,2.6,51.6,296.3,2193.8
IowaStateLW-STEM,49,299.8,119.0,388.2,0.0,42.0,395.0,1711.0
Baseline,51,320.0,150.7,532.0,0.0,45.9,338.9,2791.3
USACE-ERDC_SEIR,51,486.8,167.9,754.7,3.8,77.2,524.7,3870.2
WalmartLabsML-LogForecasting,51,498.5,314.6,542.0,0.1,102.7,725.4,2413.8
MITCovAlliance-SIR,51,508.0,251.9,948.2,8.2,76.2,460.7,6101.5
RobertWalraven-ESG,51,509.1,309.6,622.5,0.0,142.0,728.8,3546.2
IHME-CurveFit,51,559.2,293.8,841.9,0.6,104.0,580.7,4047.3
Columbia_UNC-SurvCon,50,895.5,188.0,1910.9,6.0,64.5,647.0,9967.0
