,count,mean,median,std,min,25%,75%,max
JHU_IDD-CovidSP,51,152.1,119.1,177.9,0.6,33.3,199.2,1070.0
JCB-PRM,51,158.9,98.6,193.1,0.0,36.7,199.7,938.0
USC-SI_kJalpha,51,174.0,84.0,208.3,0.0,33.0,257.5,812.0
YYG-ParamSearch,51,189.2,116.7,213.1,6.7,36.3,253.7,806.8
UCLA-SuEIR,51,198.7,119.8,216.8,0.7,45.6,238.8,844.0
Covid19Sim-Simulator,51,204.3,127.5,219.6,2.0,47.9,290.7,970.2
IowaStateLW-STEM,49,205.6,117.0,250.7,1.0,41.0,246.0,1301.0
Baseline,51,215.2,118.7,264.5,0.0,36.9,248.1,1093.9
JHUAPL-Bucky,51,224.2,127.2,382.5,2.2,44.3,233.5,2496.8
PSI-DRAFT,51,240.7,137.0,267.9,0.0,74.5,319.5,1148.5
CovidAnalytics-DELPHI,51,252.1,177.0,246.6,1.0,49.0,429.0,973.0
IHME-CurveFit,51,253.9,103.9,354.2,0.6,37.2,331.6,1663.4
LANL-GrowthRate,51,268.2,171.4,256.6,0.2,77.6,430.7,934.4
NotreDame-mobility,51,280.6,122.4,397.3,1.8,56.1,354.7,2152.6
WalmartLabsML-LogForecasting,51,328.5,206.1,357.5,0.1,75.4,412.9,1344.1
USACE-ERDC_SEIR,51,378.3,148.7,501.2,3.4,40.8,411.3,1762.3
RobertWalraven-ESG,51,401.4,198.8,523.8,0.0,97.7,463.6,2676.7
MITCovAlliance-SIR,51,444.3,208.6,856.2,0.5,60.6,378.9,5664.4
Columbia_UNC-SurvCon,51,896.8,165.0,3394.1,0.0,62.0,608.5,23872.0
