,total_deaths_2020-10-11,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
UMich-RidgeTfReg,215081,231333.9,231633,16565.9,16552,13.9,0.1%
UCSD_NEU-DeepGLEAM,215081,231257.0,231633,16489.0,16552,-63.0,-0.4%
OliverWyman-Navigator,215081,231126.8,231633,16358.8,16552,-193.2,-1.2%
Karlen-pypm,215081,231055.0,231633,16287.0,16552,-265.0,-1.6%
Columbia_UNC-SurvCon,215081,231664.9,231633,16896.9,16552,344.9,2.1%
MOBS-GLEAM_COVID,215081,230770.8,231633,16002.8,16552,-549.2,-3.3%
UA-EpiCovDA,215081,230592.0,231633,15824.0,16552,-728.0,-4.4%
USC-SI_kJalpha,215081,230568.0,231633,15800.0,16552,-752.0,-4.5%
GT-DeepCOVID,215081,230488.1,231633,15720.1,16552,-831.9,-5.0%
LNQ-ens1,215081,230478.7,231633,15710.7,16552,-841.3,-5.1%
DDS-NBDS,215081,230476.9,231633,15708.9,16552,-843.1,-5.1%
JCB-PRM,215081,230440.7,231633,15672.7,16552,-879.3,-5.3%
UMass-MechBayes,215081,230420.0,231633,15652.0,16552,-900.0,-5.4%
QJHong-Encounter,215081,230112.6,231633,15344.6,16552,-1207.4,-7.3%
CU-select,215081,229679.0,231633,14911.0,16552,-1641.0,-9.9%
epiforecasts-ensemble1,215081,229558.0,231633,14790.0,16552,-1762.0,-10.6%
JHUAPL-Bucky,215081,229544.9,231633,14776.9,16552,-1775.1,-10.7%
COVIDhub-ensemble,215081,229431.0,231633,14663.0,16552,-1889.0,-11.4%
COVIDhub-baseline,215081,229316.4,231633,14548.4,16552,-2003.6,-12.1%
CEID-Walk,215081,229273.0,231633,14505.0,16552,-2047.0,-12.4%
SteveMcConnell-CovidComplete,215081,229210.0,231633,14442.0,16552,-2110.0,-12.7%
Baseline,215081,229188.0,231633,14420.0,16552,-2132.0,-12.9%
MSRA-DeepST,215081,229119.2,231633,14351.2,16552,-2200.8,-13.3%
IowaStateLW-STEM,215081,229078.0,231633,14310.0,16552,-2242.0,-13.5%
UCLA-SuEIR,215081,228640.8,231633,13872.8,16552,-2679.2,-16.2%
UT-Mobility,215081,228428.0,231633,13660.0,16552,-2892.0,-17.5%
STH-3PU,215081,228287.0,231633,13519.0,16552,-3033.0,-18.3%
IBF-TimeSeries,215081,234845.0,231633,20077.0,16552,3525.0,21.3%
MIT_CritData-GBCF,215081,227752.0,231633,12984.0,16552,-3568.0,-21.6%
JHU_IDD-CovidSP,215081,227713.9,231633,12945.9,16552,-3606.1,-21.8%
UCM_MESALab-FoGSEIR,215081,235021.0,231633,20253.0,16552,3701.0,22.4%
RPI_UW-Mob_Collision,215081,227389.0,231633,12621.0,16552,-3931.0,-23.7%
Covid19Sim-Simulator,215081,226816.4,231633,12048.4,16552,-4503.6,-27.2%
CovidAnalytics-DELPHI,215081,226546.0,231633,11778.0,16552,-4774.0,-28.8%
NotreDame-mobility,215081,226256.6,231633,11488.6,16552,-5063.4,-30.6%
BPagano-RtDriven,215081,225752.0,231633,10984.0,16552,-5568.0,-33.6%
USACE-ERDC_SEIR,215081,237177.5,231633,22409.5,16552,5857.5,35.4%
WalmartLabsML-LogForecasting,215081,225461.6,231633,10693.6,16552,-5858.4,-35.4%
PSI-DRAFT,215081,225219.5,231633,10451.5,16552,-6100.5,-36.9%
LANL-GrowthRate,215081,225194.7,231633,10426.7,16552,-6125.3,-37.0%
RobertWalraven-ESG,215081,222774.2,231633,8006.2,16552,-8545.8,-51.6%
TTU-squider,215081,241638.7,231633,26870.7,16552,10318.7,62.3%
CMU-TimeSeries,215081,,231633,,16552,,
Google_Harvard-CPF,215081,,231633,,16552,,
NotreDame-FRED,215081,,231633,,16552,,
