,total_deaths_2020-10-25,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
Covid19Sim-Simulator,226115,230735.1,231633,5506.1,5518,-11.9,-0.2%
UMich-RidgeTfReg,226115,230721.4,231633,5492.4,5518,-25.6,-0.5%
MOBS-GLEAM_COVID,226115,230719.1,231633,5490.1,5518,-27.9,-0.5%
JCB-PRM,226115,230649.7,231633,5420.7,5518,-97.3,-1.8%
UA-EpiCovDA,226115,230633.0,231633,5404.0,5518,-114.0,-2.1%
CU-select,226115,230610.0,231633,5381.0,5518,-137.0,-2.5%
UCSD_NEU-DeepGLEAM,226115,230997.4,231633,5768.4,5518,250.4,4.5%
COVIDhub-baseline,226115,230492.0,231633,5263.0,5518,-255.0,-4.6%
JHUAPL-Bucky,226115,230489.4,231633,5260.4,5518,-257.6,-4.7%
OliverWyman-Navigator,226115,231009.5,231633,5780.5,5518,262.5,4.8%
BPagano-RtDriven,226115,231014.4,231633,5785.4,5518,267.4,4.8%
COVIDhub-ensemble,226115,230463.0,231633,5234.0,5518,-284.0,-5.1%
USC-SI_kJalpha,226115,231034.5,231633,5805.5,5518,287.5,5.2%
Karlen-pypm,226115,231043.0,231633,5814.0,5518,296.0,5.4%
UMass-MechBayes,226115,230451.0,231633,5222.0,5518,-296.0,-5.4%
MSRA-DeepST,226115,230443.4,231633,5214.4,5518,-303.6,-5.5%
CEID-Walk,226115,230433.2,231633,5204.2,5518,-313.8,-5.7%
QJHong-Encounter,226115,230430.8,231633,5201.8,5518,-316.2,-5.7%
GT-DeepCOVID,226115,231074.5,231633,5845.5,5518,327.5,5.9%
Geneva-DetGrowth,226115,231118.3,231633,5889.3,5518,371.3,6.7%
DDS-NBDS,226115,230371.4,231633,5142.4,5518,-375.6,-6.8%
LNQ-ens1,226115,231130.1,231633,5901.1,5518,383.1,6.9%
IQVIA_ACOE-STAN,226115,230280.0,231633,5051.0,5518,-467.0,-8.5%
SteveMcConnell-CovidComplete,226115,231254.0,231633,6025.0,5518,507.0,9.2%
UCLA-SuEIR,226115,230231.8,231633,5002.8,5518,-515.2,-9.3%
Columbia_UNC-SurvCon,226115,231323.0,231633,6094.0,5518,576.0,10.4%
UCM_MESALab-FoGSEIR,226115,231328.0,231633,6099.0,5518,581.0,10.5%
MIT_CritData-GBCF,226115,230061.0,231633,4832.0,5518,-686.0,-12.4%
epiforecasts-ensemble1,226115,230039.0,231633,4810.0,5518,-708.0,-12.8%
Baseline,226115,229990.4,231633,4761.4,5518,-756.6,-13.7%
UT-Mobility,226115,229907.0,231633,4678.0,5518,-840.0,-15.2%
RPI_UW-Mob_Collision,226115,229901.1,231633,4672.1,5518,-845.9,-15.3%
IowaStateLW-STEM,226115,229816.0,231633,4587.0,5518,-931.0,-16.9%
RobertWalraven-ESG,226115,229379.5,231633,4150.5,5518,-1367.5,-24.8%
CovidAnalytics-DELPHI,226115,229352.0,231633,4123.0,5518,-1395.0,-25.3%
STH-3PU,226115,229320.0,231633,4091.0,5518,-1427.0,-25.9%
PSI-DRAFT,226115,229229.5,231633,4000.5,5518,-1517.5,-27.5%
LANL-GrowthRate,226115,229147.9,231633,3918.9,5518,-1599.1,-29.0%
NotreDame-mobility,226115,229119.6,231633,3890.6,5518,-1627.4,-29.5%
WalmartLabsML-LogForecasting,226115,228923.2,231633,3694.2,5518,-1823.8,-33.1%
JHU_IDD-CovidSP,226115,228871.5,231633,3642.5,5518,-1875.5,-34.0%
USACE-ERDC_SEIR,226115,232829.9,231633,7600.9,5518,2082.9,37.7%
IHME-CurveFit,226115,228168.5,231633,2939.5,5518,-2578.5,-46.7%
JHU_CSSE-DECOM,226115,228055.0,231633,2826.0,5518,-2692.0,-48.8%
IBF-TimeSeries,226115,235529.0,231633,10300.0,5518,4782.0,86.7%
TTU-squider,226115,236667.7,231633,11438.7,5518,5920.7,107.3%
CMU-TimeSeries,226115,,231633,,5518,,
Google_Harvard-CPF,226115,,231633,,5518,,
JHU_UNC_GAS-StatMechPool,226115,,231633,,5518,,
NotreDame-FRED,226115,,231633,,5518,,
UCSB-ACTS,226115,,231633,,5518,,
