,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,UCLA-SuEIR,YYG-ParamSearch,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,error-UCLA-SuEIR,error-YYG-ParamSearch,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU,beat_baseline-UCLA-SuEIR,beat_baseline-YYG-ParamSearch
Alabama,2967,3481.7,2923.3,2481.6,2922.0,,2958.5,2838.2,514.7,-43.7,-485.4,-45.0,,-8.5,-128.8,True,True,True,,True,True
Alaska,82,81.3,85.9,37.4,,,62.4,73.4,-0.7,3.9,-44.6,,,-19.6,-8.6,False,False,,,False,False
Arizona,5979,7324.0,6155.6,6469.6,6892.0,,6706.2,5974.2,1345.0,176.6,490.6,913.0,,727.2,-4.8,True,True,True,,True,True
Arkansas,1925,1643.1,1398.0,1510.6,1490.0,,1375.0,1280.1,-281.9,-527.0,-414.4,-435.0,,-550.0,-644.9,False,False,False,,False,False
California,17659,19881.0,18670.7,24145.4,18856.0,,18571.4,18050.2,2222.0,1011.7,6486.4,1197.0,,912.4,391.2,True,False,True,,True,True
Colorado,2285,2154.6,2106.3,2152.9,2189.0,,2082.0,2137.8,-130.4,-178.7,-132.1,-96.0,,-203.0,-147.2,False,False,True,,False,False
Connecticut,4616,4509.3,4552.8,4535.1,4583.0,,4517.8,4568.6,-106.7,-63.2,-80.9,-33.0,,-98.2,-47.4,True,True,True,,True,True
Delaware,735,639.4,643.7,641.6,654.0,,637.0,655.6,-84.6,-80.3,-82.4,-70.0,,-87.0,-68.4,True,True,True,,False,True
District of Columbia,646,623.7,637.3,723.5,635.0,,624.4,639.6,-22.3,-8.7,77.5,-11.0,,-21.6,-6.4,True,False,True,,True,True
Florida,16761,18151.6,14030.8,21369.0,16622.0,,17069.3,14343.3,1390.6,-2730.2,4608.0,-139.0,,308.3,-2417.7,False,False,True,,True,False
Georgia,7979,9784.6,8041.5,10328.0,7606.0,,8529.3,7890.9,1805.6,62.5,2349.0,-373.0,,550.3,-88.1,True,False,True,,True,True
Hawaii,219,204.7,289.0,62.6,,,150.6,175.4,-14.3,70.0,-156.4,,,-68.4,-43.6,False,False,,,False,False
Idaho,629,819.6,639.3,860.2,698.0,,618.8,632.7,190.6,10.3,231.2,69.0,,-10.2,3.7,True,False,True,,True,True
Illinois,10040,9459.1,9653.4,11027.8,9046.0,,9018.0,9255.7,-580.9,-386.6,987.8,-994.0,,-1022.0,-784.3,True,False,False,,False,False
Indiana,4504,3919.9,4035.3,4630.0,3942.0,,3774.0,3795.0,-625.1,-509.7,85.0,-603.0,,-771.0,-750.0,True,True,True,,False,False
Iowa,1716,1786.1,2475.8,2417.1,1749.0,,1538.9,1766.7,70.1,759.8,701.1,33.0,,-177.1,50.7,False,False,True,,False,True
Kansas,1029,652.7,795.8,681.1,623.0,,648.1,641.4,-376.3,-233.2,-347.9,-406.0,,-380.9,-387.6,True,True,False,,False,False
Kentucky,1485,1433.9,1522.2,2491.0,1217.0,,1413.2,1336.5,-51.1,37.2,1006.0,-268.0,,-71.8,-148.5,True,False,False,,False,False
Louisiana,5919,6569.6,5580.9,6744.7,6565.0,,6624.8,5852.2,650.6,-338.1,825.7,646.0,,705.8,-66.8,True,False,True,,False,True
Maine,147,140.9,169.6,154.5,214.0,,142.0,150.1,-6.1,22.6,7.5,67.0,,-5.0,3.1,False,False,False,,True,True
Maryland,4147,4292.3,4062.6,4050.1,3951.0,,4046.1,4164.6,145.3,-84.4,-96.9,-196.0,,-100.9,17.6,True,True,False,,True,True
Massachusetts,9991,10182.7,9771.5,10376.5,9916.0,,9505.5,9674.4,191.7,-219.5,385.5,-75.0,,-485.5,-316.6,False,False,True,,False,False
Michigan,7699,7536.3,7484.9,8015.5,7436.0,,7042.8,7266.8,-162.7,-214.1,316.5,-263.0,,-656.2,-432.2,False,False,False,,False,False
Minnesota,2511,2325.6,2492.2,3244.2,2300.0,,2358.2,2292.4,-185.4,-18.8,733.2,-211.0,,-152.8,-218.6,True,False,False,,True,False
Mississippi,3334,4221.3,3502.0,3434.9,3952.0,,3568.0,3200.7,887.3,168.0,100.9,618.0,,234.0,-133.3,True,True,True,,True,True
Missouri,3055,2241.6,2302.5,3990.8,1977.0,,2006.3,2121.0,-790.4,-729.5,958.8,-1055.0,,-1025.7,-911.0,True,False,False,,False,False
Montana,375,228.0,215.9,106.5,207.0,,182.1,199.5,-147.0,-159.1,-268.5,-168.0,,-192.9,-175.5,False,False,False,,False,False
Nebraska,652,516.0,577.0,603.8,526.0,,474.9,518.9,-136.0,-75.0,-48.2,-126.0,,-177.1,-133.1,True,True,True,,False,True
Nevada,1777,2232.0,1826.7,2920.4,2094.0,,2154.1,1890.2,455.0,49.7,1143.4,317.0,,377.1,113.2,True,False,True,,True,True
New Hampshire,483,458.6,450.4,470.3,501.0,,470.2,463.3,-24.4,-32.6,-12.7,18.0,,-12.8,-19.7,False,True,True,,True,True
New Jersey,16350,15857.3,16101.7,16181.8,16257.0,,16062.6,16152.6,-492.7,-248.3,-168.2,-93.0,,-287.4,-197.4,True,True,True,,True,True
New Mexico,1018,991.4,941.0,1138.3,1023.0,,904.7,935.6,-26.6,-77.0,120.3,5.0,,-113.3,-82.4,False,False,True,,False,False
New York,33730,33553.3,33233.5,33417.0,33434.0,,33296.5,33375.4,-218.7,-538.5,-355.0,-338.0,,-475.5,-396.6,False,False,False,,False,False
North Carolina,4378,4118.0,4111.3,4339.8,4106.0,,3776.4,3839.9,-260.0,-266.7,-38.2,-272.0,,-601.6,-538.1,False,True,False,,False,False
North Dakota,524,195.1,326.6,304.1,227.0,,156.6,243.7,-328.9,-197.4,-219.9,-297.0,,-367.4,-280.3,True,True,True,,False,True
Ohio,5271,5466.4,5440.8,5841.6,5273.0,,5747.8,4930.2,-88.6,-114.2,286.6,-282.0,,192.8,-624.8,False,False,False,,False,False
Oklahoma,1337,1445.6,1372.3,1879.9,1387.0,,1250.1,1279.0,108.6,35.3,542.9,50.0,,-86.9,-58.0,True,False,True,,True,True
Oregon,689,821.1,679.5,809.3,620.0,,712.1,745.1,132.1,-9.5,120.3,-69.0,,23.1,56.1,True,True,True,,True,True
Pennsylvania,8800,8552.6,8555.1,10203.2,8042.0,,8156.0,8402.5,-247.4,-244.9,1403.2,-758.0,,-644.0,-397.5,True,False,False,,False,False
Rhode Island,1216,1187.7,1109.5,1194.0,1178.0,,1124.9,1130.4,2.7,-75.5,9.0,-7.0,,-60.1,-54.6,False,False,False,,False,False
South Carolina,3935,4524.7,3944.2,4190.8,3758.0,,4026.0,3748.9,589.7,9.2,255.8,-177.0,,91.0,-186.1,True,True,True,,True,True
South Dakota,425,220.1,354.5,230.0,260.0,,184.1,277.3,-204.9,-70.5,-195.0,-165.0,,-240.9,-147.7,True,True,True,,False,True
Tennessee,3353,3341.3,2842.7,4660.1,2929.0,,2999.3,2816.2,-11.7,-510.3,1307.1,-424.0,,-353.7,-536.8,False,False,False,,False,False
Texas,18788,21425.0,19246.2,24714.8,21867.0,17646.0,19052.0,18219.5,3018.0,839.2,6307.8,3460.0,-761.0,645.0,-187.5,True,False,False,True,True,True
Utah,604,601.9,661.5,623.5,619.0,,600.0,593.2,-2.1,57.5,19.5,15.0,,-4.0,-10.8,False,False,False,,False,False
Vermont,58,58.0,62.2,59.2,62.0,,59.4,67.0,0.0,4.2,1.2,4.0,,1.4,9.0,False,False,False,,False,False
Virginia,3654,3472.4,3315.8,2704.0,3087.0,,3095.8,3163.0,-181.6,-338.2,-950.0,-567.0,,-558.2,-491.0,False,False,False,,False,False
Washington,2345,2277.0,2174.5,2733.1,2308.0,,2405.7,2346.5,-69.0,-171.5,387.1,-38.0,,59.7,0.5,False,False,True,,True,True
West Virginia,459,524.0,422.2,305.7,318.0,,361.5,424.6,65.0,-36.8,-153.3,-141.0,,-97.5,-34.4,True,False,False,,False,True
Wisconsin,2339,1485.1,1613.4,1649.4,1486.0,,1376.7,1532.5,-793.9,-665.6,-629.6,-793.0,,-902.3,-746.5,True,True,True,,False,True
Wyoming,87,37.0,62.5,34.0,45.0,,40.9,59.0,-50.0,-24.5,-53.0,-42.0,,-46.1,-28.0,True,False,True,,True,True
US,231633,238564.9,222312.8,257890.4,229622.0,228792.0,222871.9,219071.8,7069.9,-9182.2,26395.4,-1873.0,-2703.0,-8623.1,-12423.2,False,False,True,True,False,False
