,total_deaths_2020-09-27,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
QJHong-Encounter,204970,230964.9,231633,26208.9,26663,-454.1,-1.7%
Baseline,204970,230241.4,231633,25485.4,26663,-1177.6,-4.4%
JHU_IDD-CovidSP,204970,230143.8,231633,25387.8,26663,-1275.2,-4.8%
YYG-ParamSearch,204970,229336.8,231633,24580.8,26663,-2082.2,-7.8%
USC-SI_kJalpha,204970,233641.0,231633,28885.0,26663,2222.0,8.3%
Karlen-pypm,204970,227353.1,231633,22597.1,26663,-4065.9,-15.2%
JCB-PRM,204970,227137.2,231633,22381.2,26663,-4281.8,-16.1%
JHUAPL-Bucky,204970,226899.1,231633,22143.1,26663,-4519.9,-17.0%
IHME-CurveFit,204970,236077.2,231633,31321.2,26663,4658.2,17.5%
IBF-TimeSeries,204970,236687.0,231633,31931.0,26663,5268.0,19.8%
Covid19Sim-Simulator,204970,225873.0,231633,21117.0,26663,-5546.0,-20.8%
Columbia_UNC-SurvCon,204970,237124.0,231633,32368.0,26663,5705.0,21.4%
PSI-DRAFT,204970,225545.0,231633,20789.0,26663,-5874.0,-22.0%
NotreDame-mobility,204970,225238.8,231633,20482.8,26663,-6180.2,-23.2%
UCLA-SuEIR,204970,225037.3,231633,20281.3,26663,-6381.7,-23.9%
UCM_MESALab-FoGSEIR,204970,223609.0,231633,18853.0,26663,-7810.0,-29.3%
USACE-ERDC_SEIR,204970,240021.4,231633,35265.4,26663,8602.4,32.3%
CovidAnalytics-DELPHI,204970,221791.0,231633,17035.0,26663,-9628.0,-36.1%
WalmartLabsML-LogForecasting,204970,221635.9,231633,16879.9,26663,-9783.1,-36.7%
IowaStateLW-STEM,204970,220446.0,231633,15690.0,26663,-10973.0,-41.2%
LANL-GrowthRate,204970,218454.0,231633,13698.0,26663,-12965.0,-48.6%
MITCovAlliance-SIR,204970,,231633,,26663,,
NotreDame-FRED,204970,,231633,,26663,,
RobertWalraven-ESG,204970,,231633,,26663,,
