,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
Rhode Island,1201,1516.3,1118.5,1280.1,1310.0,,335.3,-62.5,99.1,129.0,,True,True,True,
South Carolina,3935,2573.1,4896.1,4012.3,3876.0,,-1361.9,961.1,77.3,-59.0,,True,True,True,
South Dakota,425,198.1,239.9,240.5,156.0,,-226.9,-185.1,-184.5,-269.0,,True,True,False,
Tennessee,3353,1673.3,3226.6,1894.6,3058.0,,-1679.7,-126.4,-1458.4,-295.0,,True,True,True,
Texas,18558,6437.7,22823.1,13262.3,13233.0,8419.0,-11649.3,4736.1,-4824.7,-4854.0,-9668.0,True,True,True,True
Utah,604,470.6,1235.4,392.8,708.0,,-133.4,631.4,-211.2,104.0,,False,False,True,
Vermont,58,56.0,60.0,59.2,56.0,,-2.0,2.0,1.2,-2.0,,False,True,False,
Virginia,3654,3892.7,2293.4,5122.1,2664.0,,238.7,-1360.6,1468.1,-990.0,,False,False,False,
Washington,2345,2185.0,2595.7,2481.2,1442.0,,-177.0,233.7,119.2,-920.0,,False,True,False,
West Virginia,459,110.9,289.3,118.2,110.0,,-348.1,-169.7,-340.8,-349.0,,True,True,False,
Wisconsin,2339,1116.3,1986.9,1404.4,1399.0,,-1189.7,-319.1,-901.6,-907.0,,True,True,True,
Wyoming,87,20.0,215.5,18.4,29.0,,-67.0,128.5,-68.6,-58.0,,False,False,True,
US,231201,190413.6,280316.1,207393.5,216204.0,161351.0,-40242.4,49660.1,-23262.5,-14452.0,-69305.0,False,True,True,False
