,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
Alabama,2967,2490.4,3373.8,3407.9,2304.0,,-476.6,406.8,440.9,-663.0,,True,True,False,
Alaska,82,49.7,88.9,13.7,,,-32.3,6.9,-68.3,,,True,False,,
Arizona,5979,5719.0,12046.9,5514.5,9843.0,,-260.0,6067.9,-464.5,3864.0,,False,False,False,
Arkansas,1925,674.7,1309.2,719.9,2732.0,,-1250.3,-615.8,-1205.1,807.0,,True,True,True,
California,17659,13807.0,28855.5,16674.8,13880.0,,-3852.0,11196.5,-984.2,-3779.0,,False,True,True,
Colorado,2285,2122.4,2170.2,1935.2,1855.0,,-162.6,-114.8,-349.8,-430.0,,True,False,False,
Connecticut,4616,4655.3,4458.4,4689.2,5026.0,,39.3,-157.6,73.2,410.0,,False,False,False,
Delaware,708,596.3,844.7,605.1,650.0,,-111.7,136.7,-102.9,-58.0,,False,True,True,
District of Columbia,646,710.7,592.5,664.9,706.0,,64.7,-53.5,18.9,60.0,,True,True,True,
Florida,16761,8990.4,50680.6,17441.0,6797.0,,-7770.6,33919.6,680.0,-9964.0,,False,True,False,
Georgia,7979,4242.3,9410.9,3849.6,5186.0,,-3736.7,1431.9,-4129.4,-2793.0,,True,False,True,
Hawaii,219,35.9,77.9,18.1,,,-183.1,-141.1,-200.9,,,True,False,,
Idaho,629,126.7,1523.1,119.8,622.0,,-502.3,894.1,-509.2,-7.0,,False,False,True,
Illinois,10040,9245.1,7736.6,8892.1,8376.0,,-794.9,-2303.4,-1147.9,-1664.0,,False,False,False,
Indiana,4332,3940.4,3538.7,3392.5,3030.0,,-391.6,-793.3,-939.5,-1302.0,,False,False,False,
Iowa,1716,973.9,1596.7,840.4,926.0,,-742.1,-119.3,-875.6,-790.0,,True,False,False,
Kansas,1029,536.9,1156.9,626.7,332.0,,-492.1,127.9,-402.3,-697.0,,True,True,False,
Kentucky,1485,1040.1,876.5,1133.2,945.0,,-444.9,-608.5,-351.8,-540.0,,False,True,False,
Louisiana,5919,4788.3,5955.4,4631.2,7854.0,,-1130.7,36.4,-1287.8,1935.0,,True,False,False,
Maine,147,193.3,144.0,125.4,176.0,,46.3,-3.0,-21.6,29.0,,True,True,True,
Maryland,4147,4507.3,3647.5,3873.3,3733.0,,360.3,-499.5,-273.7,-414.0,,False,True,False,
Massachusetts,9991,10256.4,8385.5,12888.1,9073.0,,265.4,-1605.5,2897.1,-918.0,,False,False,False,
Michigan,7699,7246.3,7128.2,7105.1,7336.0,,-452.7,-570.8,-593.9,-363.0,,False,False,True,
Minnesota,2511,2317.1,2124.9,1949.0,2638.0,,-193.9,-386.1,-562.0,127.0,,False,False,True,
Mississippi,3334,2324.7,3044.4,2427.0,3315.0,,-1009.3,-289.6,-907.0,-19.0,,True,True,True,
Missouri,3037,1674.7,2481.3,1752.2,1590.0,,-1362.3,-555.7,-1284.8,-1447.0,,True,True,False,
Montana,375,39.9,323.5,22.0,89.0,,-335.1,-51.5,-353.0,-286.0,,True,False,True,
Nebraska,652,570.6,467.2,585.1,512.0,,-81.4,-184.8,-66.9,-140.0,,False,True,False,
Nevada,1777,1107.1,5692.9,1290.8,677.0,,-669.9,3915.9,-486.2,-1100.0,,False,True,False,
New Hampshire,483,617.0,457.2,699.4,388.0,,134.0,-25.8,216.4,-95.0,,True,False,True,
New Jersey,16350,19189.3,13707.6,16958.0,17631.0,,2839.3,-2642.4,608.0,1281.0,,True,True,True,
New Mexico,1018,867.0,951.0,919.3,588.0,,-151.0,-67.0,-98.7,-430.0,,True,True,False,
New York,33730,36639.4,33223.5,32213.6,34325.0,,2947.4,-468.5,-1478.4,633.0,,True,True,True,
North Carolina,4378,2619.9,3633.0,2339.7,3036.0,,-1758.1,-745.0,-2038.3,-1342.0,,True,False,True,
North Dakota,524,96.9,138.6,97.1,153.0,,-427.1,-385.4,-426.9,-371.0,,True,True,True,
Ohio,5301,4664.1,5735.5,5681.3,3577.0,,-636.9,434.5,380.3,-1724.0,,True,True,False,
Oklahoma,1337,617.1,2042.1,585.4,847.0,,-719.9,705.1,-751.6,-490.0,,True,False,True,
Oregon,689,434.1,847.6,465.9,594.0,,-254.9,158.6,-223.1,-95.0,,True,True,True,
Pennsylvania,8800,9231.0,8482.4,9959.6,8309.0,,431.0,-317.6,1159.6,-491.0,,True,False,False,
