,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Austria,668,789.4,756.0,711.7,121.4,88.0,43.7,True,True
Belgium,9453,10587.1,9710.0,9453.8,1134.1,257.0,0.8,True,True
Bulgaria,139,152.3,132.0,108.8,13.3,-7.0,-30.2,True,False
Canada,7159,8319.0,7261.0,6517.0,1160.0,102.0,-642.0,True,True
Croatia,103,158.0,149.0,109.3,55.0,46.0,6.3,True,True
Cyprus,17,15.0,21.0,11.1,-2.0,4.0,-5.9,False,False
Czechia,319,359.7,331.0,280.3,40.7,12.0,-38.7,True,True
Denmark,571,738.1,636.0,701.4,167.1,65.0,130.4,True,True
Estonia,67,73.6,81.0,68.4,6.6,14.0,1.4,False,True
Finland,316,414.6,417.0,297.7,98.6,101.0,-18.3,False,True
France,28774,32175.7,30807.0,28836.0,3401.7,2033.0,62.0,True,True
Germany,8530,10213.3,9828.0,8531.9,1683.3,1298.0,1.9,True,True
Greece,175,183.1,185.0,152.0,8.1,10.0,-23.0,False,False
Hungary,524,614.7,534.0,453.1,90.7,10.0,-70.9,True,True
Ireland,1651,2125.0,1992.0,1697.4,474.0,341.0,46.4,True,True
Italy,33340,36886.4,34792.0,31448.8,3546.4,1452.0,-1891.2,True,True
Latvia,24,27.1,30.0,32.7,3.1,6.0,8.7,False,False
Lithuania,70,64.6,65.0,53.5,-5.4,-5.0,-16.5,True,False
Luxembourg,110,125.7,121.0,97.9,15.7,11.0,-12.1,True,True
Netherlands,5970,7192.9,6683.0,6272.4,1222.9,713.0,302.4,True,True
Norway,236,247.4,278.0,266.5,11.4,42.0,30.5,False,False
Poland,1061,1203.1,1172.0,1107.5,142.1,111.0,46.5,True,True
Portugal,1396,1564.4,1561.0,1225.8,168.4,165.0,-170.2,True,False
Romania,1259,1475.4,1443.0,1138.8,216.4,184.0,-120.2,True,True
Slovakia,28,51.0,38.0,26.7,23.0,10.0,-1.3,True,True
Slovenia,108,149.0,123.0,129.0,41.0,15.0,21.0,True,True
Spain,27125,32511.1,29294.0,27723.5,5386.1,2169.0,598.5,True,True
Sweden,4395,4607.6,4615.0,6050.9,212.6,220.0,1655.9,False,False
Switzerland,1919,2226.0,2144.0,2136.7,307.0,225.0,217.7,True,True
United Kingdom,38458,57230.7,38408.0,40108.2,18772.7,-50.0,1650.2,True,True
