,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Argentina,528.0,527.7142857142857,527.0,554.854,-0.28571428571433444,-1.0,26.854000000000042,False,False
Austria,668.0,649.5714285714286,652.0,641.715,-18.428571428571445,-16.0,-26.284999999999968,True,False
Belgium,9453.0,9477.714285714286,9473.0,9411.735,24.714285714286234,20.0,-41.26499999999942,True,False
Brazil,28834.0,28201.571428571428,28136.0,29955.112999999998,-632.4285714285725,-698.0,1121.1129999999976,False,False
Bulgaria,139.0,144.28571428571428,144.0,148.915,5.285714285714278,5.0,9.914999999999992,True,False
Canada,7159.0,7151.428571428572,7113.0,6855.644,-7.5714285714284415,-46.0,-303.35599999999977,False,False
Chile,997.0,963.1428571428571,942.0,1054.838,-33.85714285714289,-55.0,57.837999999999965,False,False
Colombia,891.0,862.8571428571429,866.0,858.802,-28.14285714285711,-25.0,-32.19799999999998,True,False
Croatia,103.0,103.57142857142857,105.0,100.405,0.5714285714285694,2.0,-2.594999999999999,False,False
Cyprus,17.0,17.0,18.0,12.0,0.0,1.0,-5.0,False,False
Czechia,319.0,331.2857142857143,326.0,325.675,12.285714285714278,7.0,6.675000000000011,True,True
Denmark,571.0,573.7142857142857,578.0,581.891,2.7142857142856656,7.0,10.890999999999963,False,False
Dominican Republic,498.0,478.57142857142856,478.0,488.85,-19.428571428571445,-20.0,-9.149999999999977,False,True
Ecuador,3334.0,3491.5714285714284,3502.0,5403.729,157.57142857142844,168.0,2069.7290000000003,False,False
Egypt,913.0,881.5714285714286,879.0,860.835,-31.428571428571445,-34.0,-52.164999999999964,False,False
Estonia,67.0,65.71428571428571,68.0,61.01,-1.2857142857142918,1.0,-5.990000000000002,True,False
Finland,316.0,313.7142857142857,320.0,314.202,-2.2857142857142776,4.0,-1.7980000000000018,False,True
France,28774.0,28770.714285714286,28892.0,29522.961,-3.285714285713766,118.0,748.9609999999993,False,False
Germany,8530.0,8527.57142857143,8529.0,8527.42,-2.428571428570649,-1.0,-2.5799999999999272,True,False
Greece,175.0,177.0,176.0,175.018,2.0,1.0,0.018000000000000682,True,True
Hungary,524.0,511.7142857142857,513.0,506.45,-12.285714285714278,-11.0,-17.55000000000001,True,False
Iceland,10.0,10.0,10.0,7.92,0.0,0.0,-2.08,False,False
Ireland,1651.0,1648.142857142857,1645.0,1632.493,-2.8571428571428896,-6.0,-18.507000000000062,False,False
Israel,284.0,284.57142857142856,286.0,292.969,0.5714285714285552,2.0,8.968999999999994,False,False
Italy,33340.0,33498.42857142857,33482.0,33755.117,158.42857142857247,142.0,415.11699999999837,True,False
Japan,894.0,887.8571428571429,864.0,896.5160000000001,-6.14285714285711,-30.0,2.5160000000000764,False,True
Latvia,24.0,24.142857142857142,23.0,19.735,0.14285714285714235,-1.0,-4.265000000000001,False,False
Lithuania,70.0,65.85714285714286,66.0,70.0,-4.142857142857139,-4.0,0.0,True,True
Luxembourg,110.0,112.14285714285714,112.0,109.204,2.142857142857139,2.0,-0.7960000000000065,True,True
Malaysia,115.0,116.42857142857143,117.0,115.0,1.4285714285714306,2.0,0.0,False,True
Mexico,9779.0,9276.57142857143,9269.0,4304.215999999999,-502.42857142857065,-510.0,-5474.784000000001,False,False
Moldova,291.0,292.42857142857144,292.0,267.084,1.4285714285714448,1.0,-23.915999999999997,True,False
Netherlands,5970.0,5946.142857142857,5991.0,5946.483,-23.857142857143117,21.0,-23.516999999999825,True,True
Norway,236.0,236.42857142857142,239.0,239.988,0.4285714285714164,3.0,3.9879999999999995,False,False
Panama,330.0,332.14285714285717,332.0,323.009,2.142857142857167,2.0,-6.9909999999999854,True,False
Peru,4371.0,4229.0,4265.0,7132.996999999999,-142.0,-106.0,2761.9969999999994,True,False
Philippines,950.0,903.0,909.0,907.177,-47.0,-41.0,-42.82299999999998,True,True
Poland,1061.0,1057.7142857142858,1071.0,1063.995,-3.2857142857142208,10.0,2.994999999999891,False,True
Portugal,1396.0,1400.7142857142858,1379.0,1378.329,4.714285714285779,-17.0,-17.67100000000005,False,False
Romania,1259.0,1265.7142857142858,1287.0,1236.114,6.714285714285779,28.0,-22.885999999999967,False,False
Russia,4555.0,4283.714285714285,4252.0,4208.295,-271.2857142857147,-303.0,-346.7049999999999,False,False
Serbia,242.0,244.71428571428572,249.0,266.605,2.7142857142857224,7.0,24.605000000000018,False,False
Slovakia,28.0,28.0,29.0,22.0,0.0,1.0,-6.0,False,False
Slovenia,108.0,109.14285714285714,109.0,105.646,1.1428571428571388,1.0,-2.353999999999999,True,False
South Korea,270.0,273.2857142857143,273.0,262.45799999999997,3.2857142857142776,3.0,-7.54200000000003,True,False
Spain,27125.0,26209.0,29206.0,28859.472,-916.0,2081.0,1734.4720000000016,False,False
Sweden,4395.0,4265.428571428572,4239.0,4312.109,-129.57142857142844,-156.0,-82.89099999999962,False,True
Switzerland,1919.0,1932.2857142857142,1941.0,1916.095,13.28571428571422,22.0,-2.9049999999999727,False,True
Turkey,4515.0,4510.428571428572,4506.0,4466.229,-4.5714285714284415,-9.0,-48.77099999999973,False,False
Ukraine,696.0,685.8571428571429,694.0,688.943,-10.14285714285711,-2.0,-7.057000000000016,True,True
United Kingdom,38458.0,38510.28571428572,38297.0,38679.29,52.285714285717404,-161.0,221.29000000000087,False,False
