,total_deaths_2020-06-28,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
Baseline,126652,154091.0,155207,28288.0,28555,-267.0,-0.9%
NotreDame-mobility,126652,153906.3,155207,28103.3,28555,-451.7,-1.6%
CovidAnalytics-DELPHI,126652,151496.0,155207,25693.0,28555,-2862.0,-10.0%
USC-SI_kJalpha,126652,158752.4,155207,32949.4,28555,4394.4,15.4%
USACE-ERDC_SEIR,126652,148580.9,155207,22777.9,28555,-5777.1,-20.2%
MITCovAlliance-SIR,126652,147549.6,155207,21746.6,28555,-6808.4,-23.8%
YYG-ParamSearch,126652,147277.4,155207,21474.4,28555,-7080.6,-24.8%
LANL-GrowthRate,126652,147222.6,155207,21419.6,28555,-7135.4,-25.0%
epiforecasts-ensemble1,126652,146651.0,155207,20848.0,28555,-7707.0,-27.0%
Covid19Sim-Simulator,126652,146583.2,155207,20780.2,28555,-7774.8,-27.2%
IHME-CurveFit,126652,146065.0,155207,20262.0,28555,-8293.0,-29.0%
PSI-DRAFT,126652,144582.0,155207,18779.0,28555,-9776.0,-34.2%
UCLA-SuEIR,126652,141136.7,155207,15333.7,28555,-13221.3,-46.3%
SWC-TerminusCM,126652,139002.0,155207,13199.0,28555,-15356.0,-53.8%
STH-3PU,126652,135220.0,155207,9417.0,28555,-19138.0,-67.0%
IowaStateLW-STEM,126652,133310.0,155207,7507.0,28555,-21048.0,-73.7%
NotreDame-FRED,126652,,155207,,28555,,
