,count,mean,median,std,min,25%,75%,max
LNQ-ens1,51,61.2,25.9,162.8,0.5,8.9,43.1,1145.8
COVIDhub-ensemble,51,69.4,19.0,183.0,0.0,6.5,52.5,1264.0
UA-EpiCovDA,51,71.4,26.0,157.5,0.0,10.5,57.5,1027.0
UMass-MechBayes,51,72.2,25.0,192.1,0.0,6.0,51.5,1327.0
UT-Mobility,51,75.2,19.0,144.6,0.0,8.0,64.0,650.0
OliverWyman-Navigator,51,76.1,21.8,163.8,0.8,7.4,52.7,1033.3
YYG-ParamSearch,51,76.8,21.2,206.4,0.0,6.0,54.1,1399.6
USC-SI_kJalpha,51,78.2,20.9,147.6,0.0,9.2,78.4,829.6
CMU-TimeSeries,51,82.2,25.0,212.2,1.0,10.0,49.5,1410.0
CU-select,51,85.9,27.0,206.3,1.0,9.5,62.0,1403.0
CovidAnalytics-DELPHI,51,88.5,23.0,209.9,0.0,9.0,90.0,1435.0
Baseline,51,96.7,26.3,233.8,0.4,7.5,79.7,1504.7
UCLA-SuEIR,51,97.3,27.4,245.8,0.6,8.5,82.0,1611.7
COVIDhub-baseline,51,99.3,25.0,229.2,0.6,8.5,73.3,1454.0
PSI-DRAFT,50,100.0,40.0,159.6,1.0,11.0,95.0,870.0
Covid19Sim-Simulator,51,100.7,25.4,265.5,0.4,8.8,61.0,1814.2
IowaStateLW-STEM,49,103.6,48.0,189.8,1.0,14.0,97.5,1246.0
JHU_IDD-CovidSP,51,114.0,44.0,240.2,0.0,14.0,99.5,1471.4
LANL-GrowthRate,51,118.0,38.3,283.3,0.2,11.3,78.9,1812.7
MOBS-GLEAM_COVID,50,118.8,37.9,209.9,0.2,9.1,107.0,1163.8
GT-DeepCOVID,45,121.1,28.2,311.4,0.0,9.6,119.9,2008.9
NotreDame-mobility,51,121.7,25.5,264.5,0.2,8.6,74.2,1543.7
IHME-CurveFit,51,130.8,41.2,213.6,0.3,12.7,146.4,1041.0
USACE-ERDC_SEIR,51,154.1,35.0,354.6,1.0,13.4,113.6,1846.7
Karlen-pypm,51,176.5,32.2,705.7,0.6,8.5,89.3,5007.3
MITCovAlliance-SIR,51,295.1,43.5,790.2,0.5,6.9,165.2,4595.5
RobertWalraven-ESG,49,2171.6,530.4,4539.6,0.4,90.8,1318.7,20907.1
