,count,mean,median,std,min,25%,75%,max
IHME-CurveFit,51,232389.7,7907.4,1136134.2,6.4,701.2,49669.4,8102696.6
USACE-ERDC_SEIR,51,328460.6,5495.0,1623671.3,0.6,527.8,69442.4,11592558.7
Covid19Sim-Simulator,51,406350.3,7267.4,2300712.1,2.4,429.4,54775.8,16401536.4
LANL-GrowthRate,51,425238.7,5037.0,2065814.7,0.9,529.4,41874.9,14497436.5
YYG-ParamSearch,51,426079.3,8611.0,2070931.8,8.1,566.9,49542.7,14464983.3
IowaStateLW-STEM,49,541187.2,7569.0,2190644.8,0.0,1296.0,95202.5,14615329.0
Baseline,51,643609.7,9576.0,2660319.0,23.6,1205.3,94525.1,18007898.5
UCLA-SuEIR,51,661506.6,8266.6,2934444.3,1.7,622.8,46001.6,19632664.8
NotreDame-mobility,51,1384792.5,1610.0,6701558.7,0.3,194.5,46040.5,44839100.2
PSI-DRAFT,51,1618605.0,12544.0,6509586.4,1.0,2065.6,81400.6,40723542.2
