,count,mean,median,std,min,25%,75%,max
USACE-ERDC_SEIR,51,164.7,39.9,369.3,0.0,12.9,167.5,2353.3
UMass-MechBayes,51,176.9,43.0,505.7,0.0,5.0,126.5,3464.0
COVIDhub-ensemble,51,177.1,37.1,502.7,0.6,6.4,114.6,3352.7
OliverWyman-Navigator,51,184.4,46.0,496.4,0.0,7.9,85.3,3211.9
Covid19Sim-Simulator,51,204.7,39.6,496.6,0.2,9.6,103.7,2392.3
YYG-ParamSearch,51,207.2,50.8,539.8,0.7,18.5,157.2,3416.0
IHME-CurveFit,51,211.5,63.8,457.8,0.3,28.9,171.9,2969.6
LANL-GrowthRate,51,223.4,41.4,646.5,0.5,8.6,131.7,4272.1
UT-Mobility,51,231.3,99.0,489.1,0.0,29.0,246.2,3257.0
UCLA-SuEIR,51,236.4,54.0,608.7,0.0,18.6,134.7,3787.4
CovidAnalytics-DELPHI,51,238.1,36.0,471.6,0.0,17.0,195.5,2202.0
USC-SI_kJalpha,51,253.5,87.9,515.0,0.3,12.9,181.9,2330.9
MOBS-GLEAM_COVID,50,256.5,68.4,621.7,0.9,20.6,130.1,3586.9
IowaStateLW-STEM,49,257.4,59.0,539.2,1.0,17.0,216.5,2703.0
Baseline,51,267.2,78.7,620.0,0.3,19.1,194.8,3758.3
UA-EpiCovDA,51,271.9,86.0,658.0,1.0,28.5,172.0,4030.0
COVIDhub-baseline,51,277.5,79.8,622.4,0.0,19.2,206.5,3775.5
JHU_IDD-CovidSP,51,281.3,121.1,400.9,0.8,39.6,396.1,2109.8
NotreDame-mobility,51,287.8,63.0,657.0,2.2,21.6,256.9,3729.5
CU-select,51,293.3,62.0,509.7,0.0,11.5,379.5,2889.0
GT-DeepCOVID,41,303.5,77.9,580.5,1.3,20.8,241.7,3314.3
Auquan-SEIR,51,310.4,54.0,698.7,0.0,12.5,188.0,3629.0
PSI-DRAFT,51,363.6,95.0,790.6,1.0,22.0,257.0,4083.5
MITCovAlliance-SIR,51,473.2,111.6,983.8,2.0,32.7,399.0,5323.7
RobertWalraven-ESG,51,477.6,91.2,1170.1,0.9,18.8,297.1,7065.5
CovidActNow-SEIR_CAN,51,715.5,128.5,1655.3,3.7,22.2,283.3,6964.8
