,total_deaths_2020-06-21,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
Baseline,122771,144768.1,155207,24799.1,32436,-7636.9,-23.5%
LANL-GrowthRate,122771,144357.1,155207,24388.1,32436,-8047.9,-24.8%
IHME-CurveFit,122771,144138.7,155207,24169.7,32436,-8266.3,-25.5%
USACE-ERDC_SEIR,122771,144117.7,155207,24148.7,32436,-8287.3,-25.5%
YYG-ParamSearch,122771,143496.6,155207,23527.6,32436,-8908.4,-27.5%
PSI-DRAFT,122771,142909.5,155207,22940.5,32436,-9495.5,-29.3%
Covid19Sim-Simulator,122771,142536.7,155207,22567.7,32436,-9868.3,-30.4%
IowaStateLW-STEM,122771,138633.0,155207,18664.0,32436,-13772.0,-42.5%
STH-3PU,122771,133392.0,155207,13423.0,32436,-19013.0,-58.6%
NotreDame-mobility,122771,132987.9,155207,13018.9,32436,-19417.1,-59.9%
UCLA-SuEIR,122771,132570.0,155207,12601.0,32436,-19835.0,-61.2%
NotreDame-FRED,122771,,155207,,32436,,
