,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,Geneva-DetGrowth,IowaStateLW-STEM,JHU_IDD-CovidSP,LANL-GrowthRate,MITCovAlliance-SIR,OliverWyman-Navigator,RobertWalraven-ESG,UCLA-SuEIR,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-Geneva-DetGrowth,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-Geneva-DetGrowth,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
42109,4,5.0,,0.0,,,,,5.0,18.0,1.6,,6.0,,,,,2.9,1.0,,-4.0,,,,,1.0,14.0,-2.4,,2.0,,,,,-1.1,,False,,,,,False,False,False,,False,,,,,False
42111,13,6.0,,7.0,,,,,5.0,13.3,1.7,,,,,,,1.3,-7.0,,-6.0,,,,,-8.0,0.3,-11.3,,,,,,,-11.7,,True,,,,,False,True,False,,,,,,,False
42113,0,6.0,,0.0,,,,,0.0,4.0,0.1,,11.0,,,,,19.6,6.0,,0.0,,,,,0.0,4.0,0.1,,11.0,,,,,19.6,,True,,,,,True,True,True,,False,,,,,False
42115,8,4.0,,0.0,,,,,3.0,19.3,0.5,7.9,,,,,,4.5,-4.0,,-8.0,,,,,-5.0,11.3,-7.5,-0.1,,,,,,-3.5,,False,,,,,False,False,False,True,,,,,,True
42117,3,2.0,,0.0,,,,,4.0,7.7,0.4,,1.0,,,,,1.3,-1.0,,-3.0,,,,,1.0,4.7,-2.6,,-2.0,,,,,-1.7,,False,,,,,False,False,False,,False,,,,,False
42119,4,5.0,,0.0,,,,,6.0,12.9,3.0,,6.0,,,,,5.8,1.0,,-4.0,,,,,2.0,8.9,-1.0,,2.0,,,,,1.8,,False,,,,,False,False,True,,False,,,,,False
42121,13,5.0,,1.0,,,,,1.0,8.1,0.4,,10.0,,,,,17.6,-8.0,,-12.0,,,,,-12.0,-4.9,-12.6,,-3.0,,,,,4.6,,False,,,,,False,True,False,,True,,,,,True
42123,2,2.0,,0.0,,,,,8.0,7.0,0.1,,0.0,,,,,2.7,0.0,,-2.0,,,,,6.0,5.0,-1.9,,-2.0,,,,,0.7,,False,,,,,False,False,False,,False,,,,,False
42125,151,82.0,,177.0,,,,,41.0,64.0,79.0,38.0,92.0,,127.2,,,140.2,-69.0,,26.0,,,,,-110.0,-87.0,-72.0,-113.0,-59.0,,-23.8,,,-10.8,,True,,,,,False,False,False,False,True,,True,,,True
42127,0,4.0,,7.0,,,,,3.0,13.9,0.2,2.9,,,,,,0.9,4.0,,7.0,,,,,3.0,13.9,0.2,2.9,,,,,,0.9,,False,,,,,True,False,True,True,,,,,,True
42129,201,167.0,,379.0,,,,,90.0,107.2,167.7,60.3,180.0,,208.1,,,302.2,-34.0,,178.0,,,,,-111.0,-93.8,-33.3,-140.7,-21.0,,7.1,,,101.2,,False,,,,,False,False,True,False,True,,True,,,False
42131,5,2.0,,0.0,,,,,1.0,9.3,0.7,,0.0,,,,,3.3,-3.0,,-5.0,,,,,-4.0,4.3,-4.3,,-5.0,,,,,-1.7,,False,,,,,False,False,False,,False,,,,,True
42133,235,152.0,,156.0,,,,,210.0,393.3,76.3,154.0,148.0,,155.2,,,131.3,-83.0,,-79.0,,,,,-25.0,158.3,-158.7,-81.0,-87.0,,-79.8,,,-103.7,,True,,,,,True,False,False,True,False,,True,,,False
44001,0,9.0,,1.0,,,,,41.0,12.4,0.0,6.9,,,,,,4.9,9.0,,1.0,,,,,41.0,12.4,0.0,6.9,,,,,,4.9,,True,,,,,False,False,True,True,,,,,,True
44003,0,65.0,,185.0,,,,,58.0,60.3,1.2,15.2,,,,,,35.3,65.0,,185.0,,,,,58.0,60.3,1.2,15.2,,,,,,35.3,,False,,,,,True,True,True,True,,,,,,True
44005,0,37.0,,106.0,,,,,33.0,31.2,0.9,12.5,,,,,,21.3,37.0,,106.0,,,,,33.0,31.2,0.9,12.5,,,,,,21.3,,False,,,,,True,True,True,True,,,,,,True
44007,0,432.0,,1211.0,,,,,233.0,87.0,15.7,116.9,,,,,,190.9,432.0,,1211.0,,,,,233.0,87.0,15.7,116.9,,,,,,190.9,,False,,,,,True,True,True,True,,,,,,True
44009,0,15.0,,0.0,,,,,21.0,21.3,0.1,6.2,,,,,,8.0,15.0,,0.0,,,,,21.0,21.3,0.1,6.2,,,,,,8.0,,True,,,,,False,False,True,True,,,,,,True
45001,32,16.0,,23.0,,,,,16.0,15.1,3.0,22.0,28.0,,,,,12.0,-16.0,,-9.0,,,,,-16.0,-16.9,-29.0,-10.0,-4.0,,,,,-20.0,,True,,,,,False,False,False,True,True,,,,,False
45003,148,153.0,,261.0,,,,,100.0,80.6,131.0,94.7,210.0,,145.9,,,247.2,5.0,,113.0,,,,,-48.0,-67.4,-17.0,-53.3,62.0,,-2.1,,,99.2,,False,,,,,False,False,False,False,False,,True,,,False
45005,25,10.0,,0.0,,,,,4.0,9.9,5.7,,18.0,,,,,23.7,-15.0,,-25.0,,,,,-21.0,-15.1,-19.3,,-7.0,,,,,-1.3,,False,,,,,False,False,False,,True,,,,,True
45007,234,209.0,,493.0,,,,,161.0,85.4,180.0,183.5,282.0,,204.1,,,293.4,-25.0,,259.0,,,,,-73.0,-148.6,-54.0,-50.5,48.0,,-29.9,,,59.4,,False,,,,,False,False,False,False,False,,False,,,False
45009,27,60.0,,56.0,,,,,12.0,23.8,18.9,20.0,64.0,,,,,64.7,33.0,,29.0,,,,,-15.0,-3.2,-8.1,-7.0,37.0,,,,,37.7,,True,,,,,True,True,True,True,False,,,,,False
45011,39,18.0,,20.0,,,,,8.0,12.6,11.3,,25.0,,,,,23.5,-21.0,,-19.0,,,,,-31.0,-26.4,-27.7,,-14.0,,,,,-15.5,,True,,,,,False,False,False,,True,,,,,True
45013,506,347.0,,406.0,,,,,552.0,189.3,251.7,285.2,438.0,,401.7,,,323.4,-159.0,,-100.0,,,,,46.0,-316.7,-254.3,-220.8,-68.0,,-104.3,,,-182.6,,True,,,,,True,False,False,False,True,,True,,,False
45015,639,575.0,,937.0,,,,,635.0,193.5,659.5,345.6,764.0,,707.0,,,756.4,-64.0,,298.0,,,,,-4.0,-445.5,20.5,-293.4,125.0,,68.0,,,117.4,,False,,,,,True,False,True,False,False,,False,,,False
45017,43,27.0,,35.0,,,,,9.0,12.5,6.6,17.2,33.0,,,,,23.4,-16.0,,-8.0,,,,,-34.0,-30.5,-36.4,-25.8,-10.0,,,,,-19.6,,True,,,,,False,False,False,False,True,,,,,False
45019,1896,2234.0,,2832.0,,,,,3300.0,506.9,2204.3,1166.6,2873.0,,2979.5,,,2378.9,338.0,,936.0,,,,,1404.0,-1389.1,308.3,-729.4,977.0,,1083.5,,,482.9,,False,,,,,False,False,True,False,False,,False,,,False
45021,60,44.0,,54.0,,,,,130.0,50.0,16.6,43.2,57.0,,,,,51.6,-16.0,,-6.0,,,,,70.0,-10.0,-43.4,-16.8,-3.0,,,,,-8.4,,True,,,,,False,True,False,False,True,,,,,True
45023,51,60.0,,69.0,,,,,90.0,30.9,25.2,35.1,77.0,,,,,79.6,9.0,,18.0,,,,,39.0,-20.1,-25.8,-15.9,26.0,,,,,28.6,,False,,,,,False,False,False,False,False,,,,,False
45025,49,35.0,,35.0,,,,,134.0,66.9,12.3,33.5,,,,,,32.9,-14.0,,-14.0,,,,,85.0,17.9,-36.7,-15.5,,,,,,-16.1,,False,,,,,False,False,False,False,,,,,,False
45027,39,36.0,,90.0,,,,,76.0,21.8,18.0,14.0,,,,,,41.8,-3.0,,51.0,,,,,37.0,-17.2,-21.0,-25.0,,,,,,2.8,,False,,,,,False,False,False,False,,,,,,True
45029,94,69.0,,71.0,,,,,91.0,69.2,32.5,55.6,84.0,,,,,56.4,-25.0,,-23.0,,,,,-3.0,-24.8,-61.5,-38.4,-10.0,,,,,-37.6,,True,,,,,True,True,False,False,True,,,,,False
45031,64,68.0,,75.0,,,,,222.0,50.8,33.2,33.0,96.0,,60.0,,,80.2,4.0,,11.0,,,,,158.0,-13.2,-30.8,-31.0,32.0,,-4.0,,,16.2,,False,,,,,False,False,False,False,False,,False,,,False
45033,46,67.0,,87.0,,,,,126.0,54.4,17.8,33.9,64.0,,,,,49.1,21.0,,41.0,,,,,80.0,8.4,-28.2,-12.1,18.0,,,,,3.1,,False,,,,,False,True,False,True,True,,,,,True
45035,438,453.0,,791.0,,,,,461.0,50.6,481.9,235.7,668.0,,,,,666.0,15.0,,353.0,,,,,23.0,-387.4,43.9,-202.3,230.0,,,,,228.0,,False,,,,,False,False,False,False,False,,,,,False
45037,26,22.0,,14.0,,,,,9.0,15.7,12.9,,32.0,,,,,45.0,-4.0,,-12.0,,,,,-17.0,-10.3,-13.1,,6.0,,,,,19.0,,False,,,,,False,False,False,,False,,,,,False
45039,49,32.0,,29.0,,,,,31.0,34.3,4.3,21.3,,,,,,23.9,-17.0,,-20.0,,,,,-18.0,-14.7,-44.7,-27.7,,,,,,-25.1,,False,,,,,False,True,False,False,,,,,,False
45041,215,251.0,,321.0,,,,,712.0,195.7,176.5,128.7,335.0,,277.2,,,273.8,36.0,,106.0,,,,,497.0,-19.3,-38.5,-86.3,120.0,,62.2,,,58.8,,False,,,,,False,True,False,False,False,,False,,,False
45043,172,197.0,,292.0,,,,,248.0,46.9,229.5,102.5,306.0,,,,,275.0,25.0,,120.0,,,,,76.0,-125.1,57.5,-69.5,134.0,,,,,103.0,,False,,,,,False,False,False,False,False,,,,,False
45045,1233,1150.0,,1192.0,,,,,1021.0,657.3,905.5,894.5,1432.0,,1284.9,,,1070.4,-83.0,,-41.0,,,,,-212.0,-575.7,-327.5,-338.5,199.0,,51.9,,,-162.6,,True,,,,,False,False,False,False,False,,True,,,False
45047,233,86.0,,75.0,,,,,130.0,112.1,34.5,101.2,137.0,,92.7,,,78.2,-147.0,,-158.0,,,,,-103.0,-120.9,-198.5,-131.8,-96.0,,-140.3,,,-154.8,,False,,,,,True,True,False,True,True,,True,,,False
45049,21,18.0,,20.0,,,,,9.0,19.8,10.5,,25.0,,,,,21.6,-3.0,,-1.0,,,,,-12.0,-1.2,-10.5,,4.0,,,,,0.6,,True,,,,,False,True,False,,False,,,,,True
45051,1261,1521.0,,1686.0,,,,,895.0,417.4,1453.1,965.6,1878.0,,1380.6,,,1631.5,260.0,,425.0,,,,,-366.0,-843.6,192.1,-295.4,617.0,,119.6,,,370.5,,False,,,,,False,False,True,False,False,,True,,,False
45053,88,60.0,,139.0,,,,,25.0,20.9,39.8,26.6,78.0,,,,,73.2,-28.0,,51.0,,,,,-63.0,-67.2,-48.2,-61.4,-10.0,,,,,-14.8,,False,,,,,False,False,False,False,True,,,,,True
45055,102,129.0,,132.0,,,,,281.0,19.6,84.9,68.6,187.0,,131.0,,,127.4,27.0,,30.0,,,,,179.0,-82.4,-17.1,-33.4,85.0,,29.0,,,25.4,,False,,,,,False,False,True,False,False,,False,,,True
45057,87,135.0,,156.0,,,,,208.0,70.6,61.2,137.9,157.0,,118.5,,,134.8,48.0,,69.0,,,,,121.0,-16.4,-25.8,50.9,70.0,,31.5,,,47.8,,False,,,,,False,True,True,False,False,,True,,,True
45059,168,193.0,,327.0,,,,,135.0,105.1,120.1,118.4,234.0,,,,,181.7,25.0,,159.0,,,,,-33.0,-62.9,-47.9,-49.6,66.0,,,,,13.7,,False,,,,,False,False,False,False,False,,,,,True
45061,33,31.0,,15.0,,,,,29.0,15.7,8.1,8.8,,,,,,28.3,-2.0,,-18.0,,,,,-4.0,-17.3,-24.9,-24.2,,,,,,-4.7,,False,,,,,False,False,False,False,,,,,,False
45063,512,476.0,,503.0,,,,,688.0,364.4,316.7,438.8,617.0,,584.7,,,443.8,-36.0,,-9.0,,,,,176.0,-147.6,-195.3,-73.2,105.0,,72.7,,,-68.2,,True,,,,,False,False,False,False,False,,False,,,False
45065,22,10.0,,0.0,,,,,0.0,5.0,1.3,,8.0,,,,,15.1,-12.0,,-22.0,,,,,-22.0,-17.0,-20.7,,-14.0,,,,,-6.9,,False,,,,,False,False,False,,False,,,,,True
45067,42,86.0,,106.0,,,,,48.0,54.5,58.8,46.0,114.0,,,,,98.1,44.0,,64.0,,,,,6.0,12.5,16.8,4.0,72.0,,,,,56.1,,False,,,,,True,True,True,True,False,,,,,False
45069,16,16.0,,21.0,,,,,30.0,31.1,4.7,22.5,,,,,,10.1,0.0,,5.0,,,,,14.0,15.1,-11.3,6.5,,,,,,-5.9,,False,,,,,False,False,False,False,,,,,,False
45071,102,101.0,,152.0,,,,,82.0,55.2,26.8,67.0,77.0,,,,,71.1,-1.0,,50.0,,,,,-20.0,-46.8,-75.2,-35.0,-25.0,,,,,-30.9,,False,,,,,False,False,False,False,False,,,,,False
45073,110,94.0,,151.0,,,,,52.0,44.7,66.7,71.0,109.0,,,,,95.8,-16.0,,41.0,,,,,-58.0,-65.3,-43.3,-39.0,-1.0,,,,,-14.2,,False,,,,,False,False,False,False,True,,,,,True
45075,258,239.0,,296.0,,,,,250.0,190.0,175.6,146.2,311.0,,269.7,,,244.8,-19.0,,38.0,,,,,-8.0,-68.0,-82.4,-111.8,53.0,,11.7,,,-13.2,,False,,,,,True,False,False,False,False,,True,,,True
45077,208,191.0,,186.0,,,,,177.0,79.5,137.1,175.9,247.0,,,,,144.9,-17.0,,-22.0,,,,,-31.0,-128.5,-70.9,-32.1,39.0,,,,,-63.1,,False,,,,,False,False,False,False,False,,,,,False
45079,709,821.0,,1002.0,,,,,1369.0,393.2,647.8,482.5,1103.0,,927.7,,,903.1,112.0,,293.0,,,,,660.0,-315.8,-61.2,-226.5,394.0,,218.7,,,194.1,,False,,,,,False,False,True,False,False,,False,,,False
45081,46,26.0,,39.0,,,,,25.0,19.5,16.6,13.9,46.0,,,,,29.8,-20.0,,-7.0,,,,,-21.0,-26.5,-29.4,-32.1,0.0,,,,,-16.2,,True,,,,,False,False,False,False,True,,,,,True
45083,528,406.0,,488.0,,,,,487.0,385.4,260.0,360.5,503.0,,415.6,,,433.7,-122.0,,-40.0,,,,,-41.0,-142.6,-268.0,-167.5,-25.0,,-112.4,,,-94.3,,True,,,,,True,False,False,False,True,,True,,,True
45085,188,189.0,,248.0,,,,,333.0,112.5,113.5,155.9,268.0,,218.5,,,184.4,1.0,,60.0,,,,,145.0,-75.5,-74.5,-32.1,80.0,,30.5,,,-3.6,,False,,,,,False,False,False,False,False,,False,,,False
45087,52,28.0,,40.0,,,,,55.0,16.5,4.6,22.6,27.0,,,,,24.1,-24.0,,-12.0,,,,,3.0,-35.5,-47.4,-29.4,-25.0,,,,,-27.9,,True,,,,,True,False,False,False,False,,,,,False
45089,51,49.0,,69.0,,,,,124.0,42.9,20.6,28.0,,,,,,45.8,-2.0,,18.0,,,,,73.0,-8.1,-30.4,-23.0,,,,,,-5.2,,False,,,,,False,False,False,False,,,,,,False
45091,383,409.0,,742.0,,,,,662.0,139.3,316.7,375.4,467.0,,376.7,,,480.3,26.0,,359.0,,,,,279.0,-243.7,-66.3,-7.6,84.0,,-6.3,,,97.3,,False,,,,,False,False,False,True,False,,True,,,False
46003,0,0.0,,0.0,,,,,2.0,1.3,0.2,,0.0,,,,,0.0,0.0,,0.0,,,,,2.0,1.3,0.2,,0.0,,,,,0.0,,True,,,,,False,False,False,,True,,,,,True
46005,12,21.0,,0.0,,,,,18.0,4.1,4.1,7.4,20.0,,,,,20.3,9.0,,-12.0,,,,,6.0,-7.9,-7.9,-4.6,8.0,,,,,8.3,,False,,,,,True,True,True,True,True,,,,,True
46007,0,0.0,,0.0,,,,,1.0,4.1,,,0.0,,,,,0.0,0.0,,0.0,,,,,1.0,4.1,,,0.0,,,,,0.0,,True,,,,,False,False,,,True,,,,,True
46009,2,0.0,,0.0,,,,,5.0,1.0,0.0,,1.0,,,,,0.0,-2.0,,-2.0,,,,,3.0,-1.0,-2.0,,-1.0,,,,,-2.0,,False,,,,,False,True,True,,True,,,,,False
46011,21,15.0,,17.0,,,,,14.0,11.5,0.8,,18.0,,,,,26.4,-6.0,,-4.0,,,,,-7.0,-9.5,-20.2,,-3.0,,,,,5.4,,True,,,,,False,False,False,,True,,,,,True
46013,13,4.0,,10.0,,,,,26.0,28.2,0.6,8.6,,,,,,0.4,-9.0,,-3.0,,,,,13.0,15.2,-12.4,-4.4,,,,,,-12.6,,True,,,,,False,False,False,True,,,,,,False
46015,4,11.0,,0.0,,,,,3.0,11.0,,,10.0,,,,,11.0,7.0,,-4.0,,,,,-1.0,7.0,,,6.0,,,,,7.0,,True,,,,,True,True,,,True,,,,,True
46017,10,5.0,,0.0,,,,,7.0,5.6,0.7,,6.0,,,,,8.0,-5.0,,-10.0,,,,,-3.0,-4.4,-9.3,,-4.0,,,,,-2.0,,False,,,,,True,True,False,,True,,,,,True
46019,3,0.0,,0.0,,,,,0.0,0.0,,,0.0,,,,,,-3.0,,-3.0,,,,,-3.0,-3.0,,,-3.0,,,,,,,False,,,,,False,False,,,False,,,,,
46021,0,1.0,,0.0,,,,,0.0,1.1,,,0.0,,,,,0.0,1.0,,0.0,,,,,0.0,1.1,,,0.0,,,,,0.0,,True,,,,,True,False,,,True,,,,,True
46023,6,23.0,,0.0,,,,,14.0,6.3,1.0,,16.0,,,,,9.5,17.0,,-6.0,,,,,8.0,0.3,-5.0,,10.0,,,,,3.5,,True,,,,,True,True,True,,True,,,,,True
46025,0,1.0,,0.0,,,,,3.0,2.2,0.1,,0.0,,,,,0.1,1.0,,0.0,,,,,3.0,2.2,0.1,,0.0,,,,,0.1,,True,,,,,False,False,True,,True,,,,,True
46027,6,7.0,,0.0,,,,,5.0,6.1,1.0,,6.0,,,,,10.0,1.0,,-6.0,,,,,-1.0,0.1,-5.0,,0.0,,,,,4.0,,False,,,,,False,True,False,,True,,,,,False
46029,9,30.0,,16.0,,,,,23.0,9.8,0.8,,22.0,,,,,46.1,21.0,,7.0,,,,,14.0,0.8,-8.2,,13.0,,,,,37.1,,True,,,,,True,True,True,,True,,,,,False
46031,1,2.0,,0.0,,,,,1.0,2.8,0.1,,0.0,,,,,1.8,1.0,,-1.0,,,,,0.0,1.8,-0.9,,-1.0,,,,,0.8,,False,,,,,True,False,True,,False,,,,,True
46033,0,2.0,,0.0,,,,,3.0,7.6,,,0.0,,,,,4.7,2.0,,0.0,,,,,3.0,7.6,,,0.0,,,,,4.7,,True,,,,,False,False,,,True,,,,,False
46035,10,7.0,,7.0,,,,,8.0,4.9,0.3,,8.0,,,,,3.8,-3.0,,-3.0,,,,,-2.0,-5.1,-9.7,,-2.0,,,,,-6.2,,False,,,,,True,False,False,,True,,,,,False
46037,2,2.0,,0.0,,,,,3.0,1.6,0.1,,1.0,,,,,0.8,0.0,,-2.0,,,,,1.0,-0.4,-1.9,,-1.0,,,,,-1.2,,False,,,,,False,False,False,,False,,,,,False
46039,1,1.0,,0.0,,,,,2.0,1.9,0.0,,0.0,,,,,1.4,0.0,,-1.0,,,,,1.0,0.9,-1.0,,-1.0,,,,,0.4,,False,,,,,False,False,False,,False,,,,,False
46041,25,4.0,,0.0,,,,,1.0,5.7,0.0,,6.0,,,,,19.5,-21.0,,-25.0,,,,,-24.0,-19.3,-25.0,,-19.0,,,,,-5.5,,False,,,,,False,True,False,,True,,,,,True
46043,3,3.0,,0.0,,,,,1.0,2.5,0.0,,8.0,,,,,16.6,0.0,,-3.0,,,,,-2.0,-0.5,-3.0,,5.0,,,,,13.6,,False,,,,,False,False,False,,False,,,,,False
46045,0,1.0,,0.0,,,,,1.0,5.2,0.0,,0.0,,,,,2.1,1.0,,0.0,,,,,1.0,5.2,0.0,,0.0,,,,,2.1,,True,,,,,False,False,True,,True,,,,,False
46047,1,2.0,,0.0,,,,,3.0,2.8,0.0,,0.0,,,,,0.0,1.0,,-1.0,,,,,2.0,1.8,-1.0,,-1.0,,,,,-1.0,,False,,,,,False,False,True,,False,,,,,True
46049,1,0.0,,0.0,,,,,1.0,3.8,0.1,,0.0,,,,,0.0,-1.0,,-1.0,,,,,0.0,2.8,-0.9,,-1.0,,,,,-1.0,,False,,,,,True,False,True,,False,,,,,False
46051,3,0.0,,0.0,,,,,3.0,2.4,0.0,,0.0,,,,,0.0,-3.0,,-3.0,,,,,0.0,-0.6,-3.0,,-3.0,,,,,-3.0,,False,,,,,True,True,True,,False,,,,,False
46053,1,2.0,,0.0,,,,,2.0,4.7,0.0,,0.0,,,,,1.1,1.0,,-1.0,,,,,1.0,3.7,-1.0,,-1.0,,,,,0.1,,False,,,,,False,False,True,,False,,,,,True
46055,1,0.0,,0.0,,,,,0.0,0.0,,,0.0,,,,,,-1.0,,-1.0,,,,,-1.0,-1.0,,,-1.0,,,,,,,False,,,,,False,False,,,False,,,,,
46057,0,2.0,,0.0,,,,,4.0,2.4,0.1,,0.0,,,,,9.1,2.0,,0.0,,,,,4.0,2.4,0.1,,0.0,,,,,9.1,,True,,,,,False,False,True,,True,,,,,False
46059,0,0.0,,0.0,,,,,2.0,2.2,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,,2.0,2.2,0.0,,0.0,,,,,0.0,,True,,,,,False,False,False,,True,,,,,True
46061,4,3.0,,0.0,,,,,2.0,4.7,,,1.0,,,,,4.3,-1.0,,-4.0,,,,,-2.0,0.7,,,-3.0,,,,,0.3,,False,,,,,False,True,,,False,,,,,True
46063,0,0.0,,0.0,,,,,1.0,0.0,,,0.0,,,,,,0.0,,0.0,,,,,1.0,0.0,,,0.0,,,,,,,True,,,,,False,True,,,True,,,,,
46065,5,15.0,,9.0,,,,,6.0,6.2,0.6,,12.0,,,,,11.0,10.0,,4.0,,,,,1.0,1.2,-4.4,,7.0,,,,,6.0,,True,,,,,True,True,True,,True,,,,,True
46067,1,3.0,,0.0,,,,,5.0,2.4,0.1,,0.0,,,,,3.9,2.0,,-1.0,,,,,4.0,1.4,-0.9,,-1.0,,,,,2.9,,True,,,,,False,True,True,,True,,,,,False
46069,0,0.0,,0.0,,,,,0.0,1.3,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,,0.0,1.3,0.0,,0.0,,,,,0.0,,True,,,,,True,False,False,,True,,,,,True
46071,0,0.0,,0.0,,,,,0.0,2.8,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,,0.0,2.8,0.0,,0.0,,,,,0.0,,True,,,,,True,False,False,,True,,,,,True
46073,0,0.0,,0.0,,,,,2.0,0.5,0.2,,0.0,,,,,0.0,0.0,,0.0,,,,,2.0,0.5,0.2,,0.0,,,,,0.0,,True,,,,,False,False,False,,True,,,,,True
46075,1,0.0,,0.0,,,,,0.0,0.0,,,0.0,,,,,,-1.0,,-1.0,,,,,-1.0,-1.0,,,-1.0,,,,,,,False,,,,,False,False,,,False,,,,,
46077,0,0.0,,0.0,,,,,3.0,3.4,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,,3.0,3.4,0.0,,0.0,,,,,0.0,,True,,,,,False,False,False,,True,,,,,True
46079,7,3.0,,0.0,,,,,10.0,3.7,0.1,,0.0,,,,,0.9,-4.0,,-7.0,,,,,3.0,-3.3,-6.9,,-7.0,,,,,-6.1,,False,,,,,True,True,False,,False,,,,,False
46081,1,0.0,,0.0,,,,,17.0,2.1,0.1,,0.0,,,,,0.0,-1.0,,-1.0,,,,,16.0,1.1,-0.9,,-1.0,,,,,-1.0,,False,,,,,False,False,True,,False,,,,,True
46083,25,28.0,,38.0,,,,,68.0,23.5,13.7,33.0,24.0,,,,,52.2,3.0,,13.0,,,,,43.0,-1.5,-11.3,8.0,-1.0,,,,,27.2,,False,,,,,False,True,False,False,True,,,,,False
46085,14,13.0,,0.0,,,,,1.0,4.7,0.7,,11.0,,,,,12.3,-1.0,,-14.0,,,,,-13.0,-9.3,-13.3,,-3.0,,,,,-1.7,,False,,,,,False,False,False,,False,,,,,False
46087,3,3.0,,0.0,,,,,4.0,1.2,0.1,,3.0,,,,,10.7,0.0,,-3.0,,,,,1.0,-1.8,-2.9,,0.0,,,,,7.7,,False,,,,,False,False,False,,True,,,,,False
46089,0,0.0,,0.0,,,,,0.0,1.9,0.0,,0.0,,,,,20.7,0.0,,0.0,,,,,0.0,1.9,0.0,,0.0,,,,,20.7,,True,,,,,True,False,False,,True,,,,,False
46091,0,0.0,,0.0,,,,,3.0,2.3,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,,3.0,2.3,0.0,,0.0,,,,,0.0,,True,,,,,False,False,False,,True,,,,,True
46093,3,3.0,,0.0,,,,,14.0,12.0,0.4,,3.0,,,,,2.4,0.0,,-3.0,,,,,11.0,9.0,-2.6,,0.0,,,,,-0.6,,False,,,,,False,False,False,,True,,,,,False
46095,3,4.0,,0.0,,,,,0.0,4.6,,,6.0,,,,,18.1,1.0,,-3.0,,,,,-3.0,1.6,,,3.0,,,,,15.1,,False,,,,,False,False,,,False,,,,,False
46097,1,1.0,,0.0,,,,,1.0,2.3,0.0,,1.0,,,,,0.0,0.0,,-1.0,,,,,0.0,1.3,-1.0,,0.0,,,,,-1.0,,False,,,,,True,False,False,,True,,,,,False
46099,92,73.0,,196.0,,,,,209.0,169.8,30.1,12.4,,,57.6,,,79.8,-19.0,,104.0,,,,,117.0,77.8,-61.9,-79.6,,,-34.4,,,-12.2,,False,,,,,False,False,False,False,,,False,,,True
46101,0,2.0,,0.0,,,,,5.0,1.7,0.1,,0.0,,,,,1.9,2.0,,0.0,,,,,5.0,1.7,0.1,,0.0,,,,,1.9,,True,,,,,False,True,True,,True,,,,,True
46102,15,11.0,,0.0,,,,,0.0,,1.1,,9.0,,,,,8.0,-4.0,,-15.0,,,,,-15.0,,-13.9,,-6.0,,,,,-7.0,,False,,,,,False,,False,,False,,,,,False
46103,74,59.0,,65.0,,,,,48.0,144.3,23.5,59.4,44.0,,32.9,,,66.1,-15.0,,-9.0,,,,,-26.0,70.3,-50.5,-14.6,-30.0,,-41.1,,,-7.9,,True,,,,,False,False,False,True,False,,False,,,True
46105,1,0.0,,0.0,,,,,1.0,0.0,,,0.0,,,,,,-1.0,,-1.0,,,,,0.0,-1.0,,,-1.0,,,,,,,False,,,,,True,False,,,False,,,,,
46107,0,0.0,,0.0,,,,,0.0,0.0,,,0.0,,,,,,0.0,,0.0,,,,,0.0,0.0,,,0.0,,,,,,,True,,,,,True,True,,,True,,,,,
46109,7,9.0,,0.0,,,,,3.0,2.8,0.3,,9.0,,,,,2.3,2.0,,-7.0,,,,,-4.0,-4.2,-6.7,,2.0,,,,,-4.7,,False,,,,,False,False,False,,False,,,,,False
46111,0,0.0,,0.0,,,,,1.0,0.5,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,,1.0,0.5,0.0,,0.0,,,,,0.0,,True,,,,,False,False,False,,True,,,,,True
