,count,mean,median,std,min,25%,75%,max
OliverWyman-Navigator,51,1101.2,260.0,2399.7,2.0,96.5,1199.0,14196.0
UCLA-SuEIR,51,1142.4,473.5,2799.4,3.7,214.7,1004.3,19427.1
IowaStateLW-STEM,49,1347.4,511.0,2600.1,11.0,151.0,1606.0,17095.0
Geneva-DetGrowth,51,1452.4,385.6,4691.6,0.3,100.3,1137.6,32773.2
COVIDhub-baseline,51,1524.3,518.0,3722.9,3.0,119.5,1108.5,22187.0
USC-SI_kJalpha,51,1656.5,431.8,5060.0,4.1,129.7,1351.0,34542.2
CovidActNow-SEIR_CAN,51,1798.0,401.2,4583.9,6.0,138.5,1049.9,28649.9
Covid19Sim-Simulator,51,2043.5,705.3,4103.9,3.9,261.5,1855.7,23813.1
CovidAnalytics-DELPHI,51,2137.3,1379.0,3788.5,33.0,231.5,1790.5,20197.0
USACE-ERDC_SEIR,51,2749.9,1564.8,4781.1,11.6,336.5,2561.7,27957.9
LANL-GrowthRate,51,2885.8,1554.5,6392.8,11.0,371.5,2459.6,44930.6
JHU_IDD-CovidSP,51,4226.4,1671.0,7870.6,16.0,422.7,3902.7,42279.3
RobertWalraven-ESG,51,7076.8,3360.7,13053.2,40.6,799.3,4626.9,55856.3
