,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Algeria,1665,1658.1,1670.4,1664.5,-6.9,5.4,-0.5,True,True
Argentina,12799,12462.7,12243.1,14164.4,-336.3,-555.9,1365.4,False,False
Australia,849,966.3,936.3,875.6,117.3,87.3,26.6,True,True
Austria,765,741.6,744.3,731.1,-23.4,-20.7,-33.9,True,False
Bangladesh,4913,4908.0,4900.5,5089.0,-5.0,-12.5,176.0,False,False
Belarus,776,776.0,773.8,866.7,0.0,-2.2,90.7,False,False
Belgium,9944,9931.1,9947.2,9961.6,-12.9,3.2,17.6,True,False
Bolivia,7586,6200.3,6094.3,6354.2,-1385.7,-1491.7,-1231.8,False,True
Brazil,136532,137462.3,137307.2,137171.7,930.3,775.2,639.7,True,True
Bulgaria,755,793.0,781.6,824.1,38.0,26.6,69.1,True,False
Canada,9262,9249.7,9261.4,9212.5,-12.3,-0.6,-49.5,True,False
Chile,12254,12238.3,12239.9,12452.1,-15.7,-14.1,198.1,True,False
China,4737,4744.9,4743.7,4758.6,7.9,6.7,21.6,True,False
Colombia,24039,25217.3,24732.2,25712.6,1178.3,693.2,1673.6,True,False
Croatia,244,224.0,222.1,209.6,-20.0,-21.9,-34.4,False,False
Cuba,113,114.0,111.5,99.9,1.0,-1.5,-13.1,False,False
Cyprus,22,22.9,22.4,20.2,0.9,0.4,-1.8,True,False
Czechia,499,460.1,459.4,452.8,-38.9,-39.6,-46.2,False,False
Denmark,635,632.6,633.5,628.8,-2.4,-1.5,-6.2,True,False
Dominican Republic,2044,2149.6,2091.5,1898.1,105.6,47.5,-145.9,True,False
Ecuador,11084,7037.9,7026.8,18946.5,-4046.1,-4057.2,7862.5,False,False
Egypt,5750,5773.3,5729.7,5760.8,23.3,-20.3,10.8,True,True
Estonia,64,64.0,65.1,65.4,0.0,1.1,1.4,False,False
Finland,339,337.9,339.2,337.7,-1.1,0.2,-1.3,True,False
France,31257,30951.0,30970.0,31521.5,-306.0,-287.0,264.5,True,True
Germany,9388,9385.7,9402.0,9366.6,-2.3,14.0,-21.4,False,False
Greece,331,324.9,324.2,306.6,-6.1,-6.8,-24.4,False,False
Honduras,2166,2283.7,2248.5,3002.6,117.7,82.5,836.6,True,False
Hungary,675,642.6,638.9,624.5,-32.4,-36.1,-50.5,False,False
Iceland,10,10.0,10.3,10.6,0.0,0.3,0.6,False,False
India,86752,84963.3,85063.8,84878.9,-1788.7,-1688.2,-1873.1,True,False
Indonesia,9448,9291.6,9210.6,9648.3,-156.4,-237.4,200.3,False,False
Iran,24118,23836.3,23758.9,23634.4,-281.7,-359.1,-483.6,False,False
Ireland,1792,1777.0,1785.2,1788.9,-15.0,-6.8,-3.1,True,True
Israel,1226,1204.7,1189.5,1242.8,-21.3,-36.5,16.8,False,True
Italy,35692,35659.9,35674.3,35606.6,-32.1,-17.7,-85.4,True,False
Japan,1504,1516.4,1512.8,1555.3,12.4,8.8,51.3,True,False
Kuwait,581,570.0,573.0,558.9,-11.0,-8.0,-22.1,True,False
Latvia,36,36.9,36.7,35.0,0.9,0.7,-1.0,True,False
Lithuania,87,86.0,88.1,91.4,-1.0,1.1,4.4,False,False
