,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Algeria,1665,1700.3,1712.3,1783.6,35.3,47.3,118.6,False,False
Argentina,12799,11031.3,11134.5,12146.1,-1767.7,-1664.5,-652.9,True,True
Australia,849,945.6,921.8,1409.9,96.6,72.8,560.9,True,False
Austria,765,762.0,762.3,743.3,-3.0,-2.7,-21.7,True,False
Bangladesh,4913,4910.1,4644.4,5583.3,-2.9,-268.6,670.3,False,False
Belarus,776,721.7,710.4,763.3,-54.3,-65.6,-12.7,False,True
Belgium,9944,10264.4,10245.0,10340.3,320.4,301.0,396.3,True,False
Bolivia,7586,6088.3,5797.2,7231.9,-1497.7,-1788.8,-354.1,False,True
Brazil,136532,140895.1,140456.1,155937.3,4363.1,3924.1,19405.3,True,False
Bulgaria,755,745.7,719.5,855.7,-9.3,-35.5,100.7,False,False
Canada,9262,9297.4,9250.7,9196.8,35.4,-11.3,-65.2,True,False
Chile,12254,12273.4,12047.6,13341.5,19.4,-206.4,1087.5,False,False
Colombia,24039,26049.9,24522.1,27247.1,2010.9,483.1,3208.1,True,False
Croatia,244,209.7,215.8,206.2,-34.3,-28.2,-37.8,True,False
Cuba,113,88.0,103.7,87.3,-25.0,-9.3,-25.7,True,False
Cyprus,22,24.9,24.0,19.3,2.9,2.0,-2.7,True,True
Czechia,499,431.0,446.8,491.4,-68.0,-52.2,-7.6,True,True
Denmark,635,640.4,653.4,650.9,5.4,18.4,15.9,False,False
Dominican Republic,2044,2152.4,2047.8,2307.5,108.4,3.8,263.5,True,False
Ecuador,11084,6788.9,6849.3,21150.9,-4295.1,-4234.7,10066.9,True,False
Egypt,5750,5893.4,5648.6,5923.4,143.4,-101.4,173.4,True,False
Estonia,64,63.0,66.3,63.4,-1.0,2.3,-0.6,False,True
Finland,339,342.7,346.5,328.6,3.7,7.5,-10.4,False,False
France,31257,30813.1,30911.8,31937.7,-443.9,-345.2,680.7,True,False
Germany,9388,9395.3,9540.8,9433.8,7.3,152.8,45.8,False,False
Greece,331,305.7,312.3,222.1,-25.3,-18.7,-108.9,True,False
Honduras,2166,1963.6,2142.8,3864.5,-202.4,-23.2,1698.5,True,False
Hungary,675,637.1,638.7,595.6,-37.9,-36.3,-79.4,True,False
Iceland,10,10.0,11.0,10.5,0.0,1.0,0.5,False,False
Indonesia,9448,8224.0,8370.9,8375.5,-1224.0,-1077.1,-1072.5,True,True
Iran,24118,25525.9,24401.1,29251.7,1407.9,283.1,5133.7,True,False
Ireland,1792,1783.7,1807.4,1895.3,-8.3,15.4,103.3,False,False
Israel,1226,1097.9,1049.4,1293.2,-128.1,-176.6,67.2,False,True
Italy,35692,36323.7,35738.3,36143.5,631.7,46.3,451.5,True,True
Japan,1504,1375.0,1406.2,1054.4,-129.0,-97.8,-449.6,True,False
Kuwait,581,612.7,624.1,765.6,31.7,43.1,184.6,False,False
Latvia,36,32.0,34.5,32.2,-4.0,-1.5,-3.8,True,True
Lithuania,87,81.0,86.0,78.9,-6.0,-1.0,-8.1,True,False
Luxembourg,124,137.6,142.7,131.4,13.6,18.7,7.4,False,True
Malaysia,130,125.0,132.0,126.3,-5.0,2.0,-3.7,True,True
Malta,19,9.0,10.0,9.3,-10.0,-9.0,-9.7,True,True
Mexico,73258,78415.0,77816.4,75940.7,5157.0,4558.4,2682.7,True,True
Moldova,1201,1143.7,1128.5,1244.0,-57.3,-72.5,43.0,False,True
Morocco,1795,1435.1,1720.4,4131.6,-359.9,-74.6,2336.6,True,False
Netherlands,6320,6271.7,6338.7,6383.8,-48.3,18.7,63.8,True,False
Nigeria,1095,1120.7,1149.4,1093.9,25.7,54.4,-1.1,False,True
Norway,267,285.3,280.5,255.4,18.3,13.5,-11.6,True,True
Pakistan,6416,6626.7,6720.1,6702.1,210.7,304.1,286.1,False,False
Panama,2247,2388.7,2354.5,2622.6,141.7,107.5,375.6,True,False
Peru,31283,50375.3,33344.0,41943.1,19092.3,2061.0,10660.1,True,True
Philippines,4930,4583.6,4699.8,5470.0,-346.4,-230.2,540.0,True,False
Poland,2282,2217.0,2285.6,2358.7,-65.0,3.6,76.7,True,False
Portugal,1899,1884.9,1892.7,1870.0,-14.1,-6.3,-29.0,True,False
Romania,4402,4404.4,4530.5,4340.2,2.4,128.5,-61.8,False,False
Russia,19270,19295.9,18994.6,19491.5,25.9,-275.4,221.5,False,False
Saudi Arabia,4458,4578.6,4296.0,3883.1,120.6,-162.0,-574.9,False,False
Serbia,740,834.3,842.7,836.7,94.3,102.7,96.7,False,False
Slovakia,39,31.0,35.5,29.0,-8.0,-3.5,-10.0,True,False
Slovenia,141,138.7,141.4,143.8,-2.3,0.4,2.8,True,False
South Africa,15940,18789.6,17822.9,22341.0,2849.6,1882.9,6401.0,True,False
South Korea,383,305.0,321.9,307.4,-78.0,-61.1,-75.6,True,True
Spain,30495,29170.7,29257.8,29177.8,-1324.3,-1237.2,-1317.2,True,True
Sweden,5865,5880.1,5889.9,6095.7,15.1,24.9,230.7,False,False
Switzerland,2045,2015.3,2042.4,2038.0,-29.7,-2.6,-7.0,True,True
Turkey,7445,6605.4,6628.4,6504.9,-839.6,-816.6,-940.1,True,False
Ukraine,3585,2950.0,3156.3,2828.3,-635.0,-428.7,-756.7,True,False
United Arab Emirates,404,398.0,400.3,388.2,-6.0,-3.7,-15.8,True,False
United Kingdom,41848,47432.1,47652.3,49406.6,5584.1,5804.3,7558.6,False,False
