,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,JHU_IDD-CovidSP,LANL-GrowthRate,MITCovAlliance-SIR,OliverWyman-Navigator,RobertWalraven-ESG,UCLA-SuEIR,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
17051,12,0.0,,0.0,,,,9.0,6.5,0.9,,0.0,,,,,0.0,-12.0,,-12.0,,,,-3.0,-5.5,-11.1,,-12.0,,,,,-12.0,,False,,,,True,True,True,,False,,,,,False
17053,5,14.0,,0.0,,,,6.0,26.9,2.2,,9.0,,,,,29.9,9.0,,-5.0,,,,1.0,21.9,-2.8,,4.0,,,,,24.9,,True,,,,True,False,True,,True,,,,,False
17055,40,30.0,,30.0,,,,38.0,12.3,1.7,,31.0,,,,,314.9,-10.0,,-10.0,,,,-2.0,-27.7,-38.3,,-9.0,,,,,274.9,,False,,,,True,False,False,,True,,,,,False
17057,4,0.0,,0.0,,,,11.0,17.9,0.5,,1.0,,,,,0.0,-4.0,,-4.0,,,,7.0,13.9,-3.5,,-3.0,,,,,-4.0,,False,,,,False,False,True,,True,,,,,True
17059,10,0.0,,0.0,,,,2.0,3.3,0.0,,0.0,,,,,0.0,-10.0,,-10.0,,,,-8.0,-6.7,-10.0,,-10.0,,,,,-10.0,,False,,,,True,True,True,,False,,,,,False
17061,5,0.0,,0.0,,,,6.0,7.2,0.3,,0.0,,,,,0.0,-5.0,,-5.0,,,,1.0,2.2,-4.7,,-5.0,,,,,-5.0,,False,,,,True,True,True,,False,,,,,True
17063,40,22.0,,31.0,,,,31.0,111.2,6.6,65.0,23.0,,,,,29.7,-18.0,,-9.0,,,,-9.0,71.2,-33.4,25.0,-17.0,,,,,-10.3,,True,,,,True,False,False,False,True,,,,,True
17065,3,2.0,,0.0,,,,4.0,14.7,0.1,,1.0,,,,,0.6,-1.0,,-3.0,,,,1.0,11.7,-2.9,,-2.0,,,,,-2.4,,False,,,,False,False,False,,False,,,,,False
17067,3,2.0,,0.0,,,,9.0,11.6,0.6,,0.0,,,,,29.8,-1.0,,-3.0,,,,6.0,8.6,-2.4,,-3.0,,,,,26.8,,False,,,,False,False,False,,False,,,,,False
17069,5,0.0,,0.0,,,,0.0,2.8,0.0,,0.0,,,,,0.0,-5.0,,-5.0,,,,-5.0,-2.2,-5.0,,-5.0,,,,,-5.0,,False,,,,False,True,True,,False,,,,,False
17071,0,0.0,,0.0,,,,2.0,3.5,0.2,,0.0,,,,,0.0,0.0,,0.0,,,,2.0,3.5,0.2,,0.0,,,,,0.0,,True,,,,False,False,False,,True,,,,,True
17073,45,32.0,,46.0,,,,57.0,57.4,8.0,,18.0,,,,,73.2,-13.0,,1.0,,,,12.0,12.4,-37.0,,-27.0,,,,,28.2,,True,,,,True,True,False,,False,,,,,False
17075,20,10.0,,22.0,,,,28.0,38.2,1.8,18.8,14.0,,,,,9.9,-10.0,,2.0,,,,8.0,18.2,-18.2,-1.2,-6.0,,,,,-10.1,,True,,,,True,False,False,True,True,,,,,False
17077,53,14.0,,10.0,,,,181.0,99.2,2.8,21.0,,,14.2,,,17.2,-39.0,,-43.0,,,,128.0,46.2,-50.2,-32.0,,,-38.8,,,-35.8,,False,,,,False,False,False,True,,,True,,,True
17079,1,2.0,,0.0,,,,5.0,4.4,2.3,,0.0,,,,,82.1,1.0,,-1.0,,,,4.0,3.4,1.3,,-1.0,,,,,81.1,,False,,,,False,False,False,,False,,,,,False
17081,22,0.0,,0.0,,,,56.0,18.9,0.1,1.7,,,,,,0.0,-22.0,,-22.0,,,,34.0,-3.1,-21.9,-20.3,,,,,,-22.0,,False,,,,False,True,True,True,,,,,,True
17083,16,0.0,,0.0,,,,13.0,24.6,2.4,,0.0,,,,,0.0,-16.0,,-16.0,,,,-3.0,8.6,-13.6,,-16.0,,,,,-16.0,,False,,,,True,True,True,,False,,,,,True
17085,19,10.0,,7.0,,,,25.0,27.9,2.9,,5.0,,,,,10.7,-9.0,,-12.0,,,,6.0,8.9,-16.1,,-14.0,,,,,-8.3,,False,,,,True,True,False,,False,,,,,True
17087,18,0.0,,0.0,,,,11.0,10.1,0.9,,0.0,,,,,0.0,-18.0,,-18.0,,,,-7.0,-7.9,-17.1,,-18.0,,,,,-18.0,,False,,,,True,True,True,,False,,,,,True
17089,526,430.0,,614.0,,,,1010.0,1714.8,223.9,333.7,641.0,,365.1,,,297.2,-96.0,,88.0,,,,484.0,1188.8,-302.1,-192.3,115.0,,-160.9,,,-228.8,,True,,,,False,False,False,False,False,,False,,,False
17091,195,76.0,,222.0,,,,163.0,381.9,31.2,147.7,116.0,,73.3,,,67.7,-119.0,,27.0,,,,-32.0,186.9,-163.8,-47.3,-79.0,,-121.7,,,-127.3,,True,,,,True,False,False,True,True,,False,,,False
17093,130,86.0,,239.0,,,,134.0,295.2,45.5,101.1,101.0,,77.0,,,143.0,-44.0,,109.0,,,,4.0,165.2,-84.5,-28.9,-29.0,,-53.0,,,13.0,,False,,,,True,False,False,True,True,,False,,,True
17095,50,26.0,,46.0,,,,70.0,68.1,8.5,25.5,23.0,,,,,39.6,-24.0,,-4.0,,,,20.0,18.1,-41.5,-24.5,-27.0,,,,,-10.4,,True,,,,True,True,False,False,False,,,,,True
17097,848,622.0,,1750.0,,,,1601.0,2162.3,421.0,423.6,845.0,,695.7,,,675.5,-226.0,,902.0,,,,753.0,1314.3,-427.0,-424.4,-3.0,,-152.3,,,-172.5,,False,,,,False,False,False,False,True,,True,,,True
17099,88,40.0,,62.0,,,,112.0,243.9,6.1,64.1,33.0,,49.9,,,40.2,-48.0,,-26.0,,,,24.0,155.9,-81.9,-23.9,-55.0,,-38.1,,,-47.8,,True,,,,True,False,False,True,False,,True,,,True
17101,14,0.0,,0.0,,,,5.0,12.6,0.2,,0.0,,,,,0.0,-14.0,,-14.0,,,,-9.0,-1.4,-13.8,,-14.0,,,,,-14.0,,False,,,,True,True,True,,False,,,,,True
17103,12,8.0,,2.0,,,,40.0,26.3,0.6,13.3,13.0,,,,,19.8,-4.0,,-10.0,,,,28.0,14.3,-11.4,1.3,1.0,,,,,7.8,,False,,,,False,False,False,True,True,,,,,False
17105,7,20.0,,8.0,,,,15.0,45.6,2.6,,14.0,,,,,81.8,13.0,,1.0,,,,8.0,38.6,-4.4,,7.0,,,,,74.8,,True,,,,True,False,True,,True,,,,,False
17107,25,8.0,,0.0,,,,4.0,16.6,0.8,,8.0,,,,,37.8,-17.0,,-25.0,,,,-21.0,-8.4,-24.2,,-17.0,,,,,12.8,,False,,,,False,True,False,,False,,,,,True
17109,12,4.0,,0.0,,,,38.0,29.4,0.0,9.9,,,,,,65.7,-8.0,,-12.0,,,,26.0,17.4,-12.0,-2.1,,,,,,53.7,,False,,,,False,False,False,True,,,,,,False
17111,343,224.0,,619.0,,,,434.0,974.4,93.8,170.0,232.0,,148.9,,,324.2,-119.0,,276.0,,,,91.0,631.4,-249.2,-173.0,-111.0,,-194.1,,,-18.8,,False,,,,True,False,False,False,True,,False,,,True
17113,109,34.0,,32.0,,,,142.0,114.6,15.6,46.4,36.0,,30.6,,,110.7,-75.0,,-77.0,,,,33.0,5.6,-93.4,-62.6,-73.0,,-78.4,,,1.7,,False,,,,True,True,False,True,True,,False,,,True
17115,36,14.0,,14.0,,,,92.0,79.4,0.9,23.7,20.0,,15.7,,,6.2,-22.0,,-22.0,,,,56.0,43.4,-35.1,-12.3,-16.0,,-20.3,,,-29.8,,False,,,,False,False,False,True,True,,True,,,False
17117,31,8.0,,5.0,,,,23.0,29.0,3.5,,,,,,,23.4,-23.0,,-26.0,,,,-8.0,-2.0,-27.5,,,,,,,-7.6,,False,,,,True,True,False,,,,,,,True
17119,450,208.0,,481.0,,,,415.0,827.5,194.6,268.5,171.0,,264.5,,,271.7,-242.0,,31.0,,,,-35.0,377.5,-255.4,-181.5,-279.0,,-185.5,,,-178.3,,True,,,,True,False,False,True,False,,True,,,True
17121,19,8.0,,13.0,,,,41.0,35.8,4.2,,13.0,,,,,11.6,-11.0,,-6.0,,,,22.0,16.8,-14.8,,-6.0,,,,,-7.4,,True,,,,False,False,False,,True,,,,,True
17123,5,4.0,,0.0,,,,2.0,9.2,0.3,,0.0,,,,,12.0,-1.0,,-5.0,,,,-3.0,4.2,-4.7,,-5.0,,,,,7.0,,False,,,,False,False,False,,False,,,,,False
17125,12,0.0,,0.0,,,,4.0,9.8,0.9,,0.0,,,,,0.0,-12.0,,-12.0,,,,-8.0,-2.2,-11.1,,-12.0,,,,,-12.0,,False,,,,True,True,True,,False,,,,,True
17127,5,10.0,,0.0,,,,25.0,13.4,0.6,,7.0,,,,,28.6,5.0,,-5.0,,,,20.0,8.4,-4.4,,2.0,,,,,23.6,,False,,,,False,False,True,,True,,,,,False
17129,12,0.0,,0.0,,,,3.0,6.7,0.7,,0.0,,,,,0.0,-12.0,,-12.0,,,,-9.0,-5.3,-11.3,,-12.0,,,,,-12.0,,False,,,,True,True,True,,False,,,,,True
17131,10,6.0,,0.0,,,,10.0,10.6,0.8,,6.0,,,,,131.0,-4.0,,-10.0,,,,0.0,0.6,-9.2,,-4.0,,,,,121.0,,False,,,,True,True,False,,False,,,,,False
17133,61,12.0,,21.0,,,,30.0,50.7,1.2,34.6,14.0,,,,,4.9,-49.0,,-40.0,,,,-31.0,-10.3,-59.8,-26.4,-47.0,,,,,-56.1,,True,,,,True,True,False,True,True,,,,,False
17135,56,14.0,,0.0,,,,16.0,20.1,2.6,,9.0,,,,,76.4,-42.0,,-56.0,,,,-40.0,-36.0,-53.4,,-47.0,,,,,20.4,,False,,,,True,True,False,,False,,,,,True
17137,12,8.0,,4.0,,,,36.0,53.9,0.6,28.9,13.0,,,,,3.8,-4.0,,-8.0,,,,24.0,41.9,-11.4,16.9,1.0,,,,,-8.2,,False,,,,False,False,False,False,True,,,,,False
17139,11,4.0,,0.0,,,,4.0,13.4,0.9,,0.0,,,,,15.4,-7.0,,-11.0,,,,-7.0,2.4,-10.1,,-11.0,,,,,4.4,,False,,,,False,True,False,,False,,,,,True
17141,67,44.0,,80.0,,,,56.0,115.4,6.5,35.3,29.0,,,,,31.5,-23.0,,13.0,,,,-11.0,48.4,-60.5,-31.7,-38.0,,,,,-35.5,,True,,,,True,False,False,False,False,,,,,False
17143,262,166.0,,942.0,,,,335.0,530.8,69.4,198.7,113.0,,96.9,,,403.0,-96.0,,680.0,,,,73.0,268.8,-192.6,-63.3,-149.0,,-165.1,,,141.0,,False,,,,True,False,False,True,False,,False,,,False
17145,11,14.0,,3.0,,,,23.0,27.8,4.0,,11.0,,,,,31.5,3.0,,-8.0,,,,12.0,16.8,-7.0,,0.0,,,,,20.5,,False,,,,False,False,False,,True,,,,,False
17147,5,2.0,,0.0,,,,4.0,15.8,0.9,,0.0,,,,,1.5,-3.0,,-5.0,,,,-1.0,10.8,-4.1,,-5.0,,,,,-3.5,,False,,,,True,False,False,,False,,,,,False
17149,6,2.0,,0.0,,,,2.0,13.9,0.0,,0.0,,,,,46.9,-4.0,,-6.0,,,,-4.0,7.9,-6.0,,-6.0,,,,,40.9,,False,,,,False,False,False,,False,,,,,False
17151,2,0.0,,0.0,,,,0.0,4.7,0.0,,0.0,,,,,0.0,-2.0,,-2.0,,,,-2.0,2.7,-2.0,,-2.0,,,,,-2.0,,False,,,,False,False,True,,False,,,,,False
17153,13,4.0,,10.0,,,,13.0,12.9,6.8,,,,,,,3.7,-9.0,,-3.0,,,,0.0,-0.1,-6.2,,,,,,,-9.3,,True,,,,True,True,True,,,,,,,False
17155,1,0.0,,0.0,,,,0.0,6.0,0.0,,0.0,,,,,0.0,-1.0,,-1.0,,,,-1.0,5.0,-1.0,,-1.0,,,,,-1.0,,False,,,,False,False,True,,False,,,,,False
17157,71,18.0,,0.0,,,,60.0,40.7,0.8,6.2,24.0,,,,,26.6,-53.0,,-71.0,,,,-11.0,-30.3,-70.2,-64.8,-47.0,,,,,-44.4,,False,,,,True,True,False,False,True,,,,,True
17159,6,0.0,,0.0,,,,4.0,10.2,0.1,,0.0,,,,,0.0,-6.0,,-6.0,,,,-2.0,4.2,-5.9,,-6.0,,,,,-6.0,,False,,,,True,True,True,,False,,,,,False
17161,303,272.0,,1246.0,,,,448.0,532.9,217.4,152.8,196.0,,596.7,,,472.1,-31.0,,943.0,,,,145.0,229.9,-85.6,-150.2,-107.0,,293.7,,,169.1,,False,,,,False,False,False,False,False,,False,,,False
17163,662,458.0,,911.0,,,,517.0,1119.0,233.9,482.9,281.0,,358.2,,,379.9,-204.0,,249.0,,,,-145.0,457.0,-428.1,-179.1,-381.0,,-303.8,,,-282.1,,False,,,,True,False,False,True,False,,False,,,False
17165,31,0.0,,0.0,,,,27.0,5.1,0.2,,0.0,,,,,0.0,-31.0,,-31.0,,,,-4.0,-25.9,-30.8,,-31.0,,,,,-31.0,,False,,,,True,True,True,,False,,,,,True
17167,196,76.0,,155.0,,,,241.0,299.1,27.5,44.9,60.0,,137.5,,,105.1,-120.0,,-41.0,,,,45.0,103.1,-168.5,-151.1,-136.0,,-58.5,,,-90.9,,True,,,,True,True,False,False,False,,True,,,True
17169,1,0.0,,0.0,,,,2.0,7.8,0.4,,0.0,,,,,0.0,-1.0,,-1.0,,,,1.0,6.8,-0.6,,-1.0,,,,,-1.0,,False,,,,False,False,True,,False,,,,,False
17171,0,2.0,,0.0,,,,0.0,2.6,,,0.0,,,,,0.0,2.0,,0.0,,,,0.0,2.6,,,0.0,,,,,0.0,,True,,,,True,False,,,True,,,,,True
17173,8,6.0,,0.0,,,,6.0,12.5,0.6,,0.0,,,,,5.3,-2.0,,-8.0,,,,-2.0,4.5,-7.4,,-8.0,,,,,-2.7,,False,,,,False,False,False,,False,,,,,False
17175,4,2.0,,0.0,,,,0.0,7.3,0.1,,0.0,,,,,75.2,-2.0,,-4.0,,,,-4.0,3.3,-3.9,,-4.0,,,,,71.2,,False,,,,False,False,False,,False,,,,,False
17177,12,16.0,,36.0,,,,88.0,79.5,3.6,50.3,26.0,,,,,11.4,4.0,,24.0,,,,76.0,67.5,-8.4,38.3,14.0,,,,,-0.6,,False,,,,False,False,False,False,False,,,,,True
17179,67,64.0,,150.0,,,,96.0,150.1,31.2,88.7,42.0,,,,,168.1,-3.0,,83.0,,,,29.0,83.1,-35.8,21.7,-25.0,,,,,101.1,,False,,,,False,False,False,False,False,,,,,False
17181,36,22.0,,13.0,,,,62.0,46.1,2.3,10.9,26.0,,,,,36.9,-14.0,,-23.0,,,,26.0,10.1,-33.7,-25.1,-10.0,,,,,0.9,,False,,,,False,True,False,False,True,,,,,True
17183,39,38.0,,100.0,,,,47.0,72.5,7.4,,20.0,,,,,65.1,-1.0,,61.0,,,,8.0,33.5,-31.6,,-19.0,,,,,26.1,,False,,,,False,False,False,,False,,,,,False
17185,1,0.0,,0.0,,,,8.0,14.3,1.2,,1.0,,,,,0.0,-1.0,,-1.0,,,,7.0,13.3,0.2,,0.0,,,,,-1.0,,False,,,,False,False,True,,True,,,,,True
17187,9,20.0,,0.0,,,,26.0,28.3,4.3,10.0,15.0,,,,,46.0,11.0,,-9.0,,,,17.0,19.3,-4.7,1.0,6.0,,,,,37.0,,True,,,,False,False,True,True,True,,,,,False
17189,9,4.0,,0.0,,,,6.0,11.0,0.6,,0.0,,,,,88.5,-5.0,,-9.0,,,,-3.0,2.0,-8.4,,-9.0,,,,,79.5,,False,,,,True,True,False,,False,,,,,False
17191,10,4.0,,0.0,,,,10.0,9.9,0.5,,0.0,,,,,0.6,-6.0,,-10.0,,,,0.0,-0.1,-9.5,,-10.0,,,,,-9.4,,False,,,,True,True,False,,False,,,,,False
17193,19,4.0,,0.0,,,,4.0,14.9,0.3,,2.0,,,,,25.6,-15.0,,-19.0,,,,-15.0,-4.1,-18.7,,-17.0,,,,,6.6,,False,,,,False,True,False,,False,,,,,True
17195,36,20.0,,25.0,,,,117.0,106.7,3.8,36.7,27.0,,,,,23.8,-16.0,,-11.0,,,,81.0,70.7,-32.2,0.7,-9.0,,,,,-12.2,,True,,,,False,False,False,True,True,,,,,True
17197,709,612.0,,1851.0,,,,865.0,2082.8,379.3,327.9,701.0,,516.8,,,813.5,-97.0,,1142.0,,,,156.0,1373.8,-329.7,-381.1,-8.0,,-192.2,,,104.5,,False,,,,False,False,False,False,True,,False,,,False
17199,70,40.0,,49.0,,,,186.0,112.9,14.4,61.1,26.0,,,,,42.8,-30.0,,-21.0,,,,116.0,42.9,-55.6,-8.9,-44.0,,,,,-27.2,,True,,,,False,False,False,True,False,,,,,True
17201,239,184.0,,245.0,,,,719.0,1041.0,58.9,162.7,259.0,,235.0,,,131.4,-55.0,,6.0,,,,480.0,802.0,-180.1,-76.3,20.0,,-4.0,,,-107.6,,True,,,,False,False,False,False,True,,True,,,False
17203,29,4.0,,3.0,,,,13.0,25.6,2.3,,0.0,,,,,6.6,-25.0,,-26.0,,,,-16.0,-3.4,-26.7,,-29.0,,,,,-22.4,,False,,,,True,True,False,,False,,,,,True
18001,6,14.0,,23.0,,,,2.0,41.2,3.9,,13.0,,,,,12.8,8.0,,17.0,,,,-4.0,35.2,-2.1,,7.0,,,,,6.8,,False,,,,True,False,True,,True,,,,,True
18003,366,324.0,,337.0,,,,268.0,1382.4,188.1,305.7,390.0,,299.2,,,214.3,-42.0,,-29.0,,,,-98.0,1016.4,-177.9,-60.3,24.0,,-66.8,,,-151.7,,True,,,,False,False,False,False,True,,False,,,False
18005,46,12.0,,14.0,,,,27.0,68.3,2.8,23.0,,,15.0,,,6.5,-34.0,,-32.0,,,,-19.0,22.3,-43.2,-23.0,,,-31.0,,,-39.5,,True,,,,True,True,False,True,,,True,,,False
18007,5,8.0,,0.0,,,,2.0,13.5,3.3,,5.0,,,,,2.3,3.0,,-5.0,,,,-3.0,8.5,-1.7,,0.0,,,,,-2.7,,False,,,,False,False,True,,True,,,,,True
18009,7,4.0,,0.0,,,,2.0,17.4,1.6,,0.0,,,,,5.6,-3.0,,-7.0,,,,-5.0,10.4,-5.4,,-7.0,,,,,-1.4,,False,,,,False,False,False,,False,,,,,True
18011,83,56.0,,66.0,,,,52.0,130.6,21.9,82.1,65.0,,77.9,,,67.5,-27.0,,-17.0,,,,-31.0,47.6,-61.1,-0.9,-18.0,,-5.1,,,-15.5,,True,,,,False,False,False,True,True,,True,,,True
18013,15,2.0,,0.0,,,,0.0,12.9,1.6,,1.0,,,,,0.1,-13.0,,-15.0,,,,-15.0,-2.1,-13.4,,-14.0,,,,,-14.9,,False,,,,False,True,False,,False,,,,,False
18015,9,6.0,,7.0,,,,7.0,26.5,0.3,9.7,,,,,,4.8,-3.0,,-2.0,,,,-2.0,17.5,-8.7,0.7,,,,,,-4.2,,True,,,,True,False,False,True,,,,,,False
18017,25,10.0,,20.0,,,,119.0,30.8,0.3,5.1,,,,,,1.4,-15.0,,-5.0,,,,94.0,5.8,-24.7,-19.9,,,,,,-23.6,,True,,,,False,True,False,False,,,,,,False
18019,119,54.0,,135.0,,,,26.0,134.4,35.6,42.5,95.0,,60.6,,,158.5,-65.0,,16.0,,,,-93.0,15.4,-83.4,-76.5,-24.0,,-58.4,,,39.5,,True,,,,False,True,False,False,True,,True,,,True
18021,12,2.0,,0.0,,,,4.0,29.5,3.5,,6.0,,,,,1.3,-10.0,,-12.0,,,,-8.0,17.5,-8.5,,-6.0,,,,,-10.7,,False,,,,True,False,True,,True,,,,,False
18023,15,24.0,,17.0,,,,20.0,36.6,5.3,23.2,37.0,,,,,84.2,9.0,,2.0,,,,5.0,21.6,-9.7,8.2,22.0,,,,,69.2,,True,,,,True,False,False,True,False,,,,,False
18025,6,6.0,,0.0,,,,0.0,7.1,1.5,,2.0,,,,,5.4,0.0,,-6.0,,,,-6.0,1.1,-4.5,,-4.0,,,,,-0.6,,False,,,,False,False,False,,False,,,,,False
18027,21,18.0,,15.0,,,,9.0,26.3,1.7,24.2,20.0,,,,,22.3,-3.0,,-6.0,,,,-12.0,5.3,-19.3,3.2,-1.0,,,,,1.3,,False,,,,False,False,False,False,True,,,,,True
18029,87,62.0,,58.0,,,,7.0,59.7,37.6,28.1,61.0,,,,,328.2,-25.0,,-29.0,,,,-80.0,-27.3,-49.4,-58.9,-26.0,,,,,241.2,,False,,,,False,False,False,False,False,,,,,False
18031,13,16.0,,0.0,,,,7.0,15.2,2.0,5.8,31.0,,,,,60.0,3.0,,-13.0,,,,-6.0,2.2,-11.0,-7.2,18.0,,,,,47.0,,False,,,,False,True,False,False,False,,,,,False
18033,14,18.0,,5.0,,,,17.0,53.8,1.9,63.8,21.0,,,,,3.8,4.0,,-9.0,,,,3.0,39.8,-12.1,49.8,7.0,,,,,-10.2,,False,,,,True,False,False,False,False,,,,,False
18035,69,24.0,,0.0,,,,92.0,91.3,11.5,14.7,,,90.2,,,14.3,-45.0,,-69.0,,,,23.0,22.3,-57.5,-54.3,,,21.2,,,-54.7,,False,,,,True,True,False,False,,,True,,,False
18037,136,20.0,,22.0,,,,12.0,64.9,6.7,23.8,39.0,,,,,42.0,-116.0,,-114.0,,,,-124.0,-71.1,-129.3,-112.2,-97.0,,,,,-94.0,,True,,,,False,True,False,True,True,,,,,True
18039,717,566.0,,325.0,,,,451.0,693.1,445.2,652.9,583.0,,524.6,,,357.0,-151.0,,-392.0,,,,-266.0,-23.9,-271.8,-64.1,-134.0,,-192.4,,,-360.0,,False,,,,False,True,False,True,True,,False,,,False
18041,16,8.0,,0.0,,,,5.0,24.4,6.6,,14.0,,,,,3.8,-8.0,,-16.0,,,,-11.0,8.4,-9.4,,-2.0,,,,,-12.2,,False,,,,False,False,False,,True,,,,,False
18043,97,28.0,,0.0,,,,20.0,68.0,13.9,15.0,54.0,,25.7,,,36.3,-69.0,,-97.0,,,,-77.0,-29.0,-83.1,-82.0,-43.0,,-71.3,,,-60.7,,False,,,,False,True,False,False,True,,False,,,True
18045,13,8.0,,0.0,,,,2.0,18.6,1.3,,1.0,,,,,5.0,-5.0,,-13.0,,,,-11.0,5.6,-11.7,,-12.0,,,,,-8.0,,False,,,,False,False,False,,False,,,,,False
18047,14,0.0,,0.0,,,,2.0,11.7,0.0,7.2,,,,,,0.0,-14.0,,-14.0,,,,-12.0,-2.3,-14.0,-6.8,,,,,,-14.0,,False,,,,True,True,True,True,,,,,,True
18049,18,8.0,,14.0,,,,8.0,17.1,4.7,,14.0,,,,,17.7,-10.0,,-4.0,,,,-10.0,-0.9,-13.3,,-4.0,,,,,-0.3,,True,,,,False,True,False,,True,,,,,True
18051,86,72.0,,116.0,,,,4.0,28.9,7.6,,84.0,,,,,327.8,-14.0,,30.0,,,,-82.0,-57.1,-78.4,,-2.0,,,,,241.8,,False,,,,False,False,False,,True,,,,,False
18053,89,14.0,,11.0,,,,57.0,73.6,2.8,39.0,,,26.0,,,28.1,-75.0,,-78.0,,,,-32.0,-15.4,-86.2,-50.0,,,-63.0,,,-60.9,,False,,,,True,True,False,True,,,True,,,True
18055,21,4.0,,0.0,,,,8.0,24.4,0.0,8.4,,,,,,3.6,-17.0,,-21.0,,,,-13.0,3.4,-21.0,-12.6,,,,,,-17.4,,False,,,,True,True,False,True,,,,,,False
18057,350,220.0,,308.0,,,,276.0,365.6,165.6,250.4,248.0,,414.4,,,473.3,-130.0,,-42.0,,,,-74.0,15.6,-184.4,-99.6,-102.0,,64.4,,,123.3,,True,,,,True,True,False,True,True,,True,,,True
18059,61,72.0,,165.0,,,,27.0,158.9,26.4,50.8,75.0,,89.0,,,112.0,11.0,,104.0,,,,-34.0,97.9,-34.6,-10.2,14.0,,28.0,,,51.0,,False,,,,False,False,False,True,False,,False,,,False
18061,16,18.0,,1.0,,,,4.0,33.0,2.0,5.7,27.0,,,,,18.5,2.0,,-15.0,,,,-12.0,17.0,-14.0,-10.3,11.0,,,,,2.5,,False,,,,False,False,False,False,False,,,,,False
18063,149,68.0,,115.0,,,,128.0,217.7,41.7,91.1,169.0,,81.9,,,77.3,-81.0,,-34.0,,,,-21.0,68.7,-107.3,-57.9,20.0,,-67.1,,,-71.7,,True,,,,True,True,False,True,True,,True,,,True
18065,62,84.0,,77.0,,,,9.0,99.8,29.0,33.7,56.0,,,,,158.5,22.0,,15.0,,,,-53.0,37.8,-33.0,-28.3,-6.0,,,,,96.5,,True,,,,False,False,False,False,True,,,,,False
18067,87,58.0,,96.0,,,,72.0,241.2,27.9,61.2,89.0,,88.4,,,73.0,-29.0,,9.0,,,,-15.0,154.2,-59.1,-25.8,2.0,,1.4,,,-14.0,,True,,,,True,False,False,True,True,,True,,,True
18069,32,16.0,,7.0,,,,5.0,44.5,8.0,,20.0,,,,,10.9,-16.0,,-25.0,,,,-27.0,12.5,-24.0,,-12.0,,,,,-21.1,,False,,,,False,True,False,,True,,,,,False
18071,30,52.0,,49.0,,,,15.0,72.8,11.4,21.4,62.0,,,,,68.2,22.0,,19.0,,,,-15.0,42.8,-18.6,-8.6,32.0,,,,,38.2,,True,,,,True,False,True,True,False,,,,,False
18073,44,24.0,,31.0,,,,7.0,52.6,8.8,38.2,20.0,,,,,15.7,-20.0,,-13.0,,,,-37.0,8.6,-35.2,-5.8,-24.0,,,,,-28.3,,True,,,,False,True,False,True,False,,,,,False
18075,4,6.0,,0.0,,,,2.0,18.7,4.7,,,,,,,5.1,2.0,,-4.0,,,,-2.0,14.7,0.7,,,,,,,1.1,,False,,,,False,False,True,,,,,,,True
18077,50,20.0,,23.0,,,,2.0,38.1,3.8,,17.0,,,,,57.6,-30.0,,-27.0,,,,-48.0,-11.9,-46.2,,-33.0,,,,,7.6,,True,,,,False,True,False,,False,,,,,True
18079,11,12.0,,19.0,,,,3.0,35.1,2.6,29.5,21.0,,,,,11.5,1.0,,8.0,,,,-8.0,24.1,-8.4,18.5,10.0,,,,,0.5,,False,,,,False,False,False,False,False,,,,,True
18081,162,72.0,,190.0,,,,106.0,117.5,51.9,31.8,159.0,,70.0,,,95.1,-90.0,,28.0,,,,-56.0,-44.5,-110.1,-130.2,-3.0,,-92.0,,,-66.9,,True,,,,True,True,False,False,True,,False,,,True
18083,16,16.0,,33.0,,,,7.0,47.5,5.2,,13.0,,,,,4.1,0.0,,17.0,,,,-9.0,31.5,-10.8,,-3.0,,,,,-11.9,,False,,,,False,False,False,,False,,,,,False
18085,97,172.0,,172.0,,,,74.0,305.6,80.0,195.4,124.0,,,,,152.7,75.0,,75.0,,,,-23.0,208.6,-17.0,98.4,27.0,,,,,55.7,,False,,,,True,False,True,False,True,,,,,True
