,count,mean,median,std,min,25%,75%,max
LNQ-ens1,50,712.1,268.3,1067.3,3.2,70.6,891.6,4426.1
UCLA-SuEIR,51,757.9,351.9,1055.0,1.7,128.4,890.9,5269.8
Geneva-DetGrowth,51,1135.6,382.5,1981.8,3.9,112.5,1017.9,10903.5
OliverWyman-Navigator,51,1352.1,313.0,3046.4,0.0,140.5,983.0,14111.0
COVIDhub-baseline,51,1561.4,318.0,3129.8,2.0,110.5,1647.5,18599.0
USACE-ERDC_SEIR,51,1908.3,1369.4,1895.1,2.7,357.4,2735.1,7372.1
IowaStateLW-STEM,49,2196.4,759.0,4129.6,3.0,148.5,1608.0,20632.0
USC-SI_kJalpha,51,2407.3,597.8,6224.2,6.1,151.0,1561.4,38243.8
Covid19Sim-Simulator,51,2770.3,665.9,7104.4,18.5,192.4,1624.6,42841.7
CovidAnalytics-DELPHI,51,2832.0,1885.0,4205.5,23.0,360.5,3266.5,22377.0
LANL-GrowthRate,51,3245.5,1422.9,6195.5,7.5,374.8,2835.4,33135.9
JHU_IDD-CovidSP,51,4162.8,1036.7,10268.1,7.7,253.9,2505.1,60310.4
RobertWalraven-ESG,51,4569.4,622.9,10903.2,6.7,294.2,2703.9,54153.9
