,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,Geneva-DetGrowth,IowaStateLW-STEM,JHU_IDD-CovidSP,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-Geneva-DetGrowth,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-Geneva-DetGrowth,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
13249,8,3.0,,0.0,,,,,5.0,1.4,0.8,,,5.0,,,,,,,21.7,-5.0,,-8.0,,,,,-3.0,-6.6,-7.2,,,-3.0,,,,,,,13.7,,False,,,,,True,False,False,,,True,,,,,,,False
13251,25,11.0,,0.0,,,,,10.0,19.1,3.4,,11.7,18.0,,,,,,,12.9,-14.0,,-25.0,,,,,-15.0,-5.9,-21.6,,-13.3,-7.0,,,,,,,-12.1,,False,,,,,False,True,False,,True,True,,,,,,,True
13253,11,4.0,,0.0,,,,,43.0,3.0,2.0,,,,,,,,,,1.0,-7.0,,-11.0,,,,,32.0,-8.0,-9.0,,,,,,,,,,-10.0,,False,,,,,False,False,False,,,,,,,,,,False
13255,84,96.0,23.9,137.0,,,,,149.0,58.6,58.7,94.2,55.8,127.0,,,104.0,,,,112.7,12.0,-60.1,53.0,,,,,65.0,-25.4,-25.3,10.2,-28.2,43.0,,,20.0,,,,28.7,False,False,,,,,False,False,False,True,False,False,,,False,,,,False
13257,92,42.0,,64.0,,,,,112.0,37.3,41.7,,33.0,81.0,,,,,,,58.9,-50.0,,-28.0,,,,,20.0,-54.7,-50.3,,-59.0,-11.0,,,,,,,-33.1,,True,,,,,True,False,False,,False,True,,,,,,,True
13259,21,29.0,,0.0,,,,,21.0,17.2,2.5,,24.2,46.0,,,,,,,6.2,8.0,,-21.0,,,,,0.0,-3.8,-18.5,,3.2,25.0,,,,,,,-14.8,,False,,,,,True,True,False,,True,False,,,,,,,False
13261,57,36.0,,39.0,,,,,118.0,18.1,16.6,,8.7,,,,,,,,52.2,-21.0,,-18.0,,,,,61.0,-38.9,-40.4,,-48.3,,,,,,,,-4.8,,True,,,,,False,False,False,,False,,,,,,,,True
13263,12,12.0,,0.0,,,,,9.0,13.5,5.4,,,17.0,,,,,,,6.7,0.0,,-12.0,,,,,-3.0,1.5,-6.6,,,5.0,,,,,,,-5.3,,False,,,,,False,False,False,,,False,,,,,,,False
13265,4,0.0,,0.0,,,,,0.0,0.7,0.0,,,,,,,,,,0.0,-4.0,,-4.0,,,,,-4.0,-3.3,-4.0,,,,,,,,,,-4.0,,False,,,,,False,True,True,,,,,,,,,,False
13267,64,35.0,,44.0,,,,,22.0,45.2,17.7,,34.3,45.0,,,,,,,56.9,-29.0,,-20.0,,,,,-42.0,-18.8,-46.3,,-29.7,-19.0,,,,,,,-7.1,,True,,,,,False,True,False,,False,True,,,,,,,True
13269,16,4.0,,0.0,,,,,5.0,2.2,1.1,,,,,,,,,,0.0,-12.0,,-16.0,,,,,-11.0,-13.8,-14.9,,,,,,,,,,-16.0,,False,,,,,True,False,False,,,,,,,,,,False
13271,26,50.0,,67.0,,,,,22.0,38.1,31.6,,22.1,72.0,,,,,,,143.3,24.0,,41.0,,,,,-4.0,12.1,5.6,,-3.9,46.0,,,,,,,117.3,,False,,,,,True,True,True,,True,False,,,,,,,False
13273,15,13.0,,4.0,,,,,34.0,4.2,3.8,,0.7,,,,,,,,17.6,-2.0,,-11.0,,,,,19.0,-10.8,-11.2,,-14.3,,,,,,,,2.6,,False,,,,,False,False,False,,False,,,,,,,,False
13275,95,94.0,,156.0,,,,,254.0,25.8,39.1,,30.2,132.0,,,,,,,128.9,-1.0,,61.0,,,,,159.0,-69.2,-55.9,,-64.8,37.0,,,,,,,33.9,,False,,,,,False,False,False,,False,False,,,,,,,False
13277,132,154.0,,126.0,,,,,259.0,75.2,67.1,,119.7,200.0,,,,,,,104.5,22.0,,-6.0,,,,,127.0,-56.8,-64.9,,-12.3,68.0,,,,,,,-27.5,,True,,,,,False,False,False,,True,False,,,,,,,False
13279,67,50.0,,41.0,,,,,62.0,38.9,21.1,,52.9,71.0,,,,,,,55.8,-17.0,,-26.0,,,,,-5.0,-28.1,-45.9,,-14.1,4.0,,,,,,,-11.2,,False,,,,,True,False,False,,True,True,,,,,,,True
13281,16,16.0,,20.0,,,,,14.0,11.8,3.7,,,27.0,,,,,,,11.6,0.0,,4.0,,,,,-2.0,-4.2,-12.3,,,11.0,,,,,,,-4.4,,False,,,,,False,False,False,,,False,,,,,,,False
13283,11,19.0,,0.0,,,,,5.0,11.3,2.1,,,24.0,,,,,,,28.5,8.0,,-11.0,,,,,-6.0,0.3,-8.9,,,13.0,,,,,,,17.5,,False,,,,,True,True,False,,,False,,,,,,,False
13285,113,162.0,284.6,129.0,,,,,428.0,177.3,59.4,127.7,139.3,,,,157.2,,,,102.8,49.0,171.6,16.0,,,,,315.0,64.3,-53.6,14.7,26.3,,,,44.2,,,,-10.2,False,True,,,,,False,False,False,True,True,,,,True,,,,True
13287,24,11.0,,2.0,,,,,20.0,7.9,1.4,,1.0,20.0,,,,,,,11.3,-13.0,,-22.0,,,,,-4.0,-16.1,-22.6,,-23.0,-4.0,,,,,,,-12.7,,False,,,,,True,False,False,,False,True,,,,,,,True
13289,12,13.0,,0.0,,,,,5.0,7.6,1.6,,,12.0,,,,,,,4.9,1.0,,-12.0,,,,,-7.0,-4.4,-10.4,,,0.0,,,,,,,-7.1,,False,,,,,False,False,False,,,True,,,,,,,False
13291,36,21.0,,25.0,,,,,23.0,26.3,13.4,,,38.0,,,,,,,31.1,-15.0,,-11.0,,,,,-13.0,-9.7,-22.6,,,2.0,,,,,,,-4.9,,True,,,,,True,True,False,,,True,,,,,,,True
13293,20,10.0,,23.0,,,,,89.0,19.0,2.1,,14.7,,,,,,,,4.9,-10.0,,3.0,,,,,69.0,-1.0,-17.9,,-5.3,,,,,,,,-15.1,,True,,,,,False,True,False,,True,,,,,,,,False
13295,36,29.0,66.0,28.0,,,,,157.0,93.4,11.1,23.2,35.7,,,,27.3,,,,42.9,-7.0,30.0,-8.0,,,,,121.0,57.4,-24.9,-12.8,-0.3,,,,-8.7,,,,6.9,False,False,,,,,False,False,False,False,True,,,,False,,,,True
13297,93,79.0,47.4,127.0,,,,,122.0,103.0,32.6,73.4,78.8,105.0,,,73.9,,,,71.9,-14.0,-45.6,34.0,,,,,29.0,10.0,-60.4,-19.6,-14.2,12.0,,,-19.1,,,,-21.1,False,False,,,,,False,True,False,False,False,True,,,False,,,,False
13299,213,114.0,,168.0,,,,,142.0,38.6,73.9,,77.2,162.0,,,,,,,137.9,-99.0,,-45.0,,,,,-71.0,-174.4,-139.1,,-135.8,-51.0,,,,,,,-75.1,,True,,,,,True,False,False,,False,True,,,,,,,True
13301,15,4.0,,0.0,,,,,3.0,3.6,0.9,,,6.0,,,,,,,0.9,-11.0,,-15.0,,,,,-12.0,-11.4,-14.1,,,-9.0,,,,,,,-14.1,,False,,,,,False,False,False,,,True,,,,,,,False
13303,38,50.0,,47.0,,,,,20.0,20.1,28.8,,25.9,73.0,,,,,,,65.3,12.0,,9.0,,,,,-18.0,-17.9,-9.2,,-12.1,35.0,,,,,,,27.3,,True,,,,,False,False,True,,False,False,,,,,,,False
13305,134,59.0,,100.0,,,,,35.0,51.5,37.7,,32.8,69.0,,,,,,,70.7,-75.0,,-34.0,,,,,-99.0,-82.5,-96.3,,-101.2,-65.0,,,,,,,-63.3,,True,,,,,False,False,False,,False,True,,,,,,,True
13307,4,7.0,,0.0,,,,,4.0,3.8,1.1,,,10.0,,,,,,,17.5,3.0,,-4.0,,,,,0.0,-0.2,-2.9,,,6.0,,,,,,,13.5,,False,,,,,True,True,True,,,False,,,,,,,False
13309,18,3.0,,0.0,,,,,4.0,8.4,2.7,,,,,,,,,,0.7,-15.0,,-18.0,,,,,-14.0,-9.6,-15.3,,,,,,,,,,-17.3,,False,,,,,True,True,False,,,,,,,,,,False
13311,41,19.0,,17.0,,,,,38.0,30.4,7.5,,14.3,32.0,,,,,,,45.4,-22.0,,-24.0,,,,,-3.0,-10.6,-33.5,,-26.7,-9.0,,,,,,,4.4,,False,,,,,True,True,False,,False,True,,,,,,,True
13313,414,490.0,329.6,595.0,,,,,621.0,238.8,332.8,381.5,371.7,591.0,,,451.3,,,,493.6,76.0,-84.4,181.0,,,,,207.0,-175.2,-81.2,-32.5,-42.3,177.0,,,37.3,,,,79.6,False,False,,,,,False,False,False,True,True,False,,,True,,,,False
13315,12,3.0,,0.0,,,,,11.0,3.9,0.2,,2.1,,,,,,,,2.3,-9.0,,-12.0,,,,,-1.0,-8.1,-11.8,,-9.9,,,,,,,,-9.7,,False,,,,,True,True,False,,False,,,,,,,,False
13317,41,24.0,,32.0,,,,,15.0,20.4,14.9,,,39.0,,,,,,,16.6,-17.0,,-9.0,,,,,-26.0,-20.6,-26.1,,,-2.0,,,,,,,-24.4,,True,,,,,False,False,False,,,True,,,,,,,False
13319,19,31.0,,7.0,,,,,9.0,8.3,9.7,,4.0,44.0,,,,,,,37.2,12.0,,-12.0,,,,,-10.0,-10.7,-9.3,,-15.0,25.0,,,,,,,18.2,,False,,,,,True,True,True,,False,False,,,,,,,False
13321,18,30.0,,28.0,,,,,68.0,11.7,7.7,,17.6,,,,,,,,23.6,12.0,,10.0,,,,,50.0,-6.3,-10.3,,-0.4,,,,,,,,5.6,,True,,,,,False,True,True,,True,,,,,,,,True
15001,11,7.0,0.0,0.0,,,,,,18.5,1.7,7.5,1.1,,,,,10.0,,,8.1,-4.0,-11.0,-11.0,,,,,,7.5,-9.3,-3.5,-9.9,,,,,-1.0,,,-2.9,False,False,,,,,,False,False,True,False,,,,,True,,,True
15003,135,185.0,14.7,301.0,,,,,,156.4,120.8,203.8,114.3,217.0,,,180.0,183.0,,,241.0,50.0,-120.3,166.0,,,,,,21.4,-14.2,68.8,-20.7,82.0,,,45.0,48.0,,,106.0,False,False,,,,,,True,True,False,True,False,,,True,True,,,False
15005,0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,True,,,,,,True,,,,,,,,,,,
15007,0,3.0,0.4,5.0,,,,,,5.6,0.1,1.5,,,,,,,,,1.7,3.0,0.4,5.0,,,,,,5.6,0.1,1.5,,,,,,,,,1.7,True,False,,,,,,False,True,True,,,,,,,,,True
15009,2,5.0,0.8,0.0,,,,,,16.3,0.9,7.4,0.1,,,,,7.0,,,10.3,3.0,-1.1,-2.0,,,,,,14.3,-1.1,5.4,-1.9,,,,,5.0,,,8.3,True,True,,,,,,False,True,False,True,,,,,False,,,False
16001,1748,1344.0,726.4,1387.0,,,,,2201.0,287.0,1060.4,1322.5,1015.1,1590.0,,,1463.8,1607.0,,,1284.1,-404.0,-1021.6,-361.0,,,,,453.0,-1461.0,-687.6,-425.5,-732.9,-158.0,,,-284.2,-141.0,,,-463.9,False,True,,,,,False,False,False,False,False,True,,,True,True,,,False
16003,1,1.0,,0.0,,,,,2.0,1.5,1.3,,,,,,,,,,0.3,0.0,,-1.0,,,,,1.0,0.5,0.3,,,,,,,,,,-0.7,,False,,,,,False,False,False,,,,,,,,,,False
16005,46,28.0,33.8,32.0,,,,,55.0,47.8,7.0,25.4,33.8,43.0,,,,,,,39.9,-18.0,-12.2,-14.0,,,,,9.0,1.8,-39.0,-20.6,-12.2,-3.0,,,,,,,-6.1,True,True,,,,,True,True,False,False,True,True,,,,,,,True
16007,1,0.0,,0.0,,,,,3.0,1.8,,,,,,,,,,,0.0,-1.0,,-1.0,,,,,2.0,0.8,,,,,,,,,,,-1.0,,False,,,,,False,True,,,,,,,,,,,True
16009,6,6.0,,0.0,,,,,12.0,3.2,3.8,,,8.0,,,,,,,28.1,0.0,,-6.0,,,,,6.0,-2.8,-2.2,,,2.0,,,,,,,22.1,,False,,,,,False,False,False,,,False,,,,,,,False
16011,29,30.0,,0.0,,,,,23.0,30.1,18.6,,,42.0,,,,,,,54.7,1.0,,-29.0,,,,,-6.0,1.1,-10.4,,,13.0,,,,,,,25.7,,False,,,,,False,False,False,,,False,,,,,,,False
16013,7,10.0,,0.0,,,,,28.0,3.9,1.9,,0.1,,,,,,,,8.6,3.0,,-7.0,,,,,21.0,-3.1,-5.1,,-6.9,,,,,,,,1.6,,False,,,,,False,False,False,,False,,,,,,,,True
16015,7,4.0,,0.0,,,,,3.0,5.0,,,,7.0,,,,,,,4.3,-3.0,,-7.0,,,,,-4.0,-2.0,,,,0.0,,,,,,,-2.7,,False,,,,,False,True,,,,True,,,,,,,True
16017,31,21.0,,0.0,,,,,10.0,29.0,15.8,,,,,,,,,,35.9,-10.0,,-31.0,,,,,-21.0,-2.0,-15.2,,,,,,,,,,4.9,,False,,,,,False,True,False,,,,,,,,,,True
16019,81,59.0,33.3,73.0,,,,,93.0,80.3,23.1,67.4,54.0,78.0,,,,,,,91.6,-22.0,-47.7,-8.0,,,,,12.0,-0.7,-57.9,-13.6,-27.0,-3.0,,,,,,,10.6,False,True,,,,,True,True,False,True,False,True,,,,,,,True
16021,7,4.0,,0.0,,,,,3.0,5.1,,,,8.0,,,,,,,16.7,-3.0,,-7.0,,,,,-4.0,-1.9,,,,1.0,,,,,,,9.7,,False,,,,,False,True,,,,True,,,,,,,False
16023,0,0.0,,0.0,,,,,0.0,0.0,,,,,,,,,,,,0.0,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,True,,,,,True,True,,,,,,,,,,,
16025,0,0.0,,0.0,,,,,1.0,0.4,0.0,,,,,,,,,,0.0,0.0,,0.0,,,,,1.0,0.4,0.0,,,,,,,,,,0.0,,True,,,,,False,False,False,,,,,,,,,,True
16027,976,757.0,369.9,1322.0,,,,,1269.0,231.9,829.3,827.0,560.5,996.0,,,756.6,1798.0,,,877.5,-219.0,-606.1,346.0,,,,,293.0,-744.1,-146.7,-149.0,-415.5,20.0,,,-219.4,822.0,,,-98.5,False,False,,,,,False,False,True,True,False,True,,,False,False,,,True
16029,5,5.0,,0.0,,,,,9.0,3.8,2.1,,,7.0,,,,,,,12.2,0.0,,-5.0,,,,,4.0,-1.2,-2.9,,,2.0,,,,,,,7.2,,False,,,,,False,False,False,,,False,,,,,,,False
16031,33,61.0,,6.0,,,,,38.0,64.4,17.9,,44.8,,,,,,,,47.9,28.0,,-27.0,,,,,5.0,31.4,-15.1,,11.8,,,,,,,,14.9,,True,,,,,True,False,True,,True,,,,,,,,True
16033,0,0.0,,0.0,,,,,0.0,0.0,,,,,,,,,,,,0.0,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,True,,,,,True,True,,,,,,,,,,,
16035,2,3.0,,0.0,,,,,1.0,4.8,,,,6.0,,,,,,,3.8,1.0,,-2.0,,,,,-1.0,2.8,,,,4.0,,,,,,,1.8,,False,,,,,False,False,,,,False,,,,,,,False
16037,1,1.0,,0.0,,,,,0.0,3.3,0.4,,,,,,,,,,0.6,0.0,,-1.0,,,,,-1.0,2.3,-0.6,,,,,,,,,,-0.4,,False,,,,,False,False,False,,,,,,,,,,False
16039,29,27.0,,0.0,,,,,37.0,22.5,22.6,,,38.0,,,,,,,28.7,-2.0,,-29.0,,,,,8.0,-6.5,-6.4,,,9.0,,,,,,,-0.3,,False,,,,,False,False,False,,,False,,,,,,,True
16041,3,5.0,,0.0,,,,,18.0,5.8,5.3,,,,,,,,,,4.5,2.0,,-3.0,,,,,15.0,2.8,2.3,,,,,,,,,,1.5,,False,,,,,False,False,False,,,,,,,,,,True
16043,11,3.0,,0.0,,,,,5.0,2.5,0.9,,,,,,,,,,4.4,-8.0,,-11.0,,,,,-6.0,-8.5,-10.1,,,,,,,,,,-6.6,,False,,,,,True,False,False,,,,,,,,,,True
16045,37,18.0,,0.0,,,,,49.0,9.1,13.2,,,34.0,,,,,,,35.7,-19.0,,-37.0,,,,,12.0,-27.9,-23.8,,,-3.0,,,,,,,-1.3,,False,,,,,True,False,False,,,True,,,,,,,True
16047,11,18.0,,0.0,,,,,39.0,13.4,16.3,,,27.0,,,,,,,61.8,7.0,,-11.0,,,,,28.0,2.4,5.3,,,16.0,,,,,,,50.8,,False,,,,,False,True,True,,,False,,,,,,,False
16049,5,6.0,,0.0,,,,,2.0,4.1,0.9,,,6.0,,,,,,,6.2,1.0,,-5.0,,,,,-3.0,-0.9,-4.1,,,1.0,,,,,,,1.2,,False,,,,,False,True,False,,,False,,,,,,,False
16051,20,5.0,,0.0,,,,,6.0,3.8,4.4,,,13.0,,,,,,,10.6,-15.0,,-20.0,,,,,-14.0,-16.2,-15.6,,,-7.0,,,,,,,-9.4,,False,,,,,True,False,False,,,True,,,,,,,True
16053,53,49.0,,42.0,,,,,64.0,26.0,22.0,,13.0,75.0,,,,,,,102.4,-4.0,,-11.0,,,,,11.0,-27.0,-31.0,,-40.0,22.0,,,,,,,49.4,,False,,,,,False,False,False,,False,False,,,,,,,False
16055,299,277.0,138.8,522.0,,,,,200.0,120.9,319.2,294.9,223.2,395.0,,,,468.0,,,408.6,-22.0,-160.2,223.0,,,,,-99.0,-178.1,20.2,-4.1,-75.8,96.0,,,,169.0,,,109.6,False,False,,,,,False,False,True,True,False,False,,,,False,,,False
16057,4,11.0,,0.0,,,,,26.0,11.0,5.9,,,12.0,,,,,,,10.1,7.0,,-4.0,,,,,22.0,7.0,1.9,,,8.0,,,,,,,6.1,,True,,,,,False,True,True,,,False,,,,,,,True
16059,3,1.0,,0.0,,,,,0.0,1.9,0.2,,,,,,,,,,6.9,-2.0,,-3.0,,,,,-3.0,-1.1,-2.8,,,,,,,,,,3.9,,False,,,,,False,True,False,,,,,,,,,,False
16061,0,1.0,,0.0,,,,,1.0,0.0,,,,,,,,,,,0.2,1.0,,0.0,,,,,1.0,0.0,,,,,,,,,,,0.2,,True,,,,,False,True,,,,,,,,,,,True
16063,3,7.0,,0.0,,,,,6.0,2.3,5.7,,,12.0,,,,,,,32.3,4.0,,-3.0,,,,,3.0,-0.7,2.7,,,9.0,,,,,,,29.3,,True,,,,,True,True,True,,,False,,,,,,,False
16065,28,28.0,,29.0,,,,,79.0,17.7,11.2,,,45.0,,,,,,,88.3,0.0,,1.0,,,,,51.0,-10.3,-16.8,,,17.0,,,,,,,60.3,,False,,,,,False,False,False,,,False,,,,,,,False
16067,36,62.0,,86.0,,,,,39.0,42.2,22.1,,36.7,65.0,,,,,,,52.2,26.0,,50.0,,,,,3.0,6.2,-13.9,,0.7,29.0,,,,,,,16.2,,False,,,,,True,True,True,,True,False,,,,,,,True
16069,8,10.0,,7.0,,,,,67.0,10.3,0.4,,3.6,15.0,,,,,,,8.8,2.0,,-1.0,,,,,59.0,2.3,-7.6,,-4.4,7.0,,,,,,,0.8,,True,,,,,False,False,False,,False,False,,,,,,,True
16071,1,2.0,,0.0,,,,,2.0,5.4,,,,,,,,,,,2.7,1.0,,-1.0,,,,,1.0,4.4,,,,,,,,,,,1.7,,False,,,,,False,False,,,,,,,,,,,False
16073,46,37.0,,0.0,,,,,11.0,10.6,22.2,,,60.0,,,,,,,73.0,-9.0,,-46.0,,,,,-35.0,-35.4,-23.8,,,14.0,,,,,,,27.0,,False,,,,,False,False,False,,,False,,,,,,,False
16075,63,41.0,,68.0,,,,,141.0,27.5,43.5,,35.0,67.0,,,,,,,38.4,-22.0,,5.0,,,,,78.0,-35.5,-19.5,,-28.0,4.0,,,,,,,-24.6,,True,,,,,False,False,True,,False,True,,,,,,,False
16077,2,3.0,,0.0,,,,,4.0,2.9,2.8,,,6.0,,,,,,,3.0,1.0,,-2.0,,,,,2.0,0.9,0.8,,,4.0,,,,,,,1.0,,False,,,,,False,True,True,,,False,,,,,,,True
16079,13,6.0,,0.0,,,,,6.0,7.5,,,,12.0,,,,,,,11.2,-7.0,,-13.0,,,,,-7.0,-5.5,,,,-1.0,,,,,,,-1.8,,False,,,,,False,True,,,,True,,,,,,,True
16081,13,7.0,,0.0,,,,,11.0,6.0,5.0,,,,,,,,,,9.1,-6.0,,-13.0,,,,,-2.0,-7.0,-8.0,,,,,,,,,,-3.9,,False,,,,,True,False,False,,,,,,,,,,True
16083,104,154.0,49.1,209.0,,,,,148.0,99.8,82.6,143.9,79.4,218.0,,,174.8,,,,172.3,50.0,-54.9,105.0,,,,,44.0,-4.2,-21.4,39.9,-24.6,114.0,,,70.8,,,,68.3,False,False,,,,,True,True,True,True,True,False,,,False,,,,False
16085,12,7.0,,0.0,,,,,4.0,4.6,3.4,,,,,,,,,,3.3,-5.0,,-12.0,,,,,-8.0,-7.4,-8.6,,,,,,,,,,-8.7,,False,,,,,False,False,False,,,,,,,,,,False
16087,15,17.0,,0.0,,,,,55.0,20.1,4.5,,16.2,,,,,,,,14.4,2.0,,-15.0,,,,,40.0,5.1,-10.5,,1.2,,,,,,,,-0.6,,False,,,,,False,False,False,,True,,,,,,,,True
17001,77,54.0,9.7,99.0,,,,,56.0,52.5,26.7,47.4,42.7,44.0,,,,,,,64.8,-23.0,-67.3,22.0,,,,,-21.0,-24.5,-50.3,-29.6,-34.3,-33.0,,,,,,,-12.2,False,True,,,,,True,False,False,False,False,False,,,,,,,True
17003,6,2.0,,0.0,,,,,2.0,3.7,1.1,,,,,,,,,,12.3,-4.0,,-6.0,,,,,-4.0,-2.3,-4.9,,,,,,,,,,6.3,,False,,,,,False,True,False,,,,,,,,,,False
17005,5,4.0,,0.0,,,,,6.0,8.8,0.8,,,,,,,,,,5.1,-1.0,,-5.0,,,,,1.0,3.8,-4.2,,,,,,,,,,0.1,,False,,,,,False,False,False,,,,,,,,,,True
17007,12,27.0,70.1,36.0,,,,,75.0,54.3,7.4,26.2,26.8,39.0,,,25.5,,,,28.2,15.0,58.1,24.0,,,,,63.0,42.3,-4.6,14.2,14.8,27.0,,,13.5,,,,16.2,False,False,,,,,False,False,True,True,True,False,,,True,,,,False
17009,0,0.0,,0.0,,,,,4.0,0.5,0.2,,,,,,,,,,0.0,0.0,,0.0,,,,,4.0,0.5,0.2,,,,,,,,,,0.0,,True,,,,,False,False,False,,,,,,,,,,True
17011,13,7.0,,0.0,,,,,9.0,14.3,1.7,,,6.0,,,,,,,7.7,-6.0,,-13.0,,,,,-4.0,1.3,-11.3,,,-7.0,,,,,,,-5.3,,False,,,,,True,True,False,,,False,,,,,,,True
17013,1,0.0,,0.0,,,,,0.0,1.2,0.0,,,,,,,,,,0.0,-1.0,,-1.0,,,,,-1.0,0.2,-1.0,,,,,,,,,,-1.0,,False,,,,,False,True,True,,,,,,,,,,False
17015,4,0.0,,0.0,,,,,7.0,4.5,0.8,,,,,,,,,,0.0,-4.0,,-4.0,,,,,3.0,0.5,-3.2,,,,,,,,,,-4.0,,False,,,,,True,True,True,,,,,,,,,,False
17017,8,2.0,,9.0,,,,,18.0,9.1,0.6,,12.7,,,,,,,,1.7,-6.0,,1.0,,,,,10.0,1.1,-7.4,,4.7,,,,,,,,-6.3,,True,,,,,False,True,False,,True,,,,,,,,False
17019,165,99.0,91.4,125.0,,,,,162.0,244.6,44.2,82.6,89.0,96.0,,,79.8,100.0,,,107.4,-66.0,-73.6,-40.0,,,,,-3.0,79.6,-120.8,-82.4,-76.0,-69.0,,,-85.2,-65.0,,,-57.6,False,True,,,,,True,False,False,False,False,False,,,False,True,,,True
17021,6,5.0,,0.0,,,,,12.0,7.0,2.9,,,7.0,,,,,,,7.2,-1.0,,-6.0,,,,,6.0,1.0,-3.1,,,1.0,,,,,,,1.2,,False,,,,,False,True,False,,,False,,,,,,,False
17023,10,25.0,,0.0,,,,,9.0,5.1,2.0,,,,,,,,,,173.2,15.0,,-10.0,,,,,-1.0,-4.9,-8.0,,,,,,,,,,163.2,,True,,,,,True,True,True,,,,,,,,,,False
17025,3,3.0,,0.0,,,,,1.0,3.9,0.1,,,,,,,,,,33.7,0.0,,-3.0,,,,,-2.0,0.9,-2.9,,,,,,,,,,30.7,,False,,,,,False,False,False,,,,,,,,,,False
17027,21,6.0,,7.0,,,,,31.0,19.7,1.1,,12.8,,,,,,,,4.7,-15.0,,-14.0,,,,,10.0,-1.3,-19.9,,-8.2,,,,,,,,-16.3,,True,,,,,True,True,False,,True,,,,,,,,False
17029,41,18.0,24.8,7.0,,,,,61.0,35.6,3.5,14.9,14.7,13.0,,,,,,,17.5,-23.0,-16.2,-34.0,,,,,20.0,-5.4,-37.5,-26.1,-26.3,-28.0,,,,,,,-23.5,True,False,,,,,True,True,False,False,False,False,,,,,,,False
17031,3154,2898.0,4427.2,4510.0,,,,,2635.0,4701.5,2188.5,3282.2,1061.0,4628.0,,,3108.5,3220.0,,,3912.1,-256.0,1273.2,1356.0,,,,,-519.0,1547.5,-965.5,128.2,-2093.0,1474.0,,,-45.5,66.0,,,758.1,False,False,,,,,False,False,False,True,False,False,,,True,True,,,False
17033,3,2.0,,0.0,,,,,8.0,1.5,0.8,,,,,,,,,,19.8,-1.0,,-3.0,,,,,5.0,-1.5,-2.2,,,,,,,,,,16.8,,False,,,,,False,False,False,,,,,,,,,,False
17035,7,13.0,,0.0,,,,,6.0,6.0,1.2,,,,,,,,,,41.6,6.0,,-7.0,,,,,-1.0,-1.0,-5.8,,,,,,,,,,34.6,,False,,,,,True,True,True,,,,,,,,,,False
17037,54,65.0,61.2,112.0,,,,,90.0,86.0,30.9,64.3,35.6,69.0,,,56.4,,,,134.3,11.0,7.2,58.0,,,,,36.0,32.0,-23.1,10.3,-18.4,15.0,,,2.4,,,,80.3,True,False,,,,,False,False,False,True,False,False,,,True,,,,False
17039,2,7.0,,0.0,,,,,4.0,3.5,0.6,,,,,,,,,,13.5,5.0,,-2.0,,,,,2.0,1.5,-1.4,,,,,,,,,,11.5,,True,,,,,True,True,True,,,,,,,,,,False
17041,13,7.0,,8.0,,,,,11.0,11.6,4.2,,,6.0,,,,,,,40.9,-6.0,,-5.0,,,,,-2.0,-1.4,-8.8,,,-7.0,,,,,,,27.9,,True,,,,,True,True,False,,,False,,,,,,,False
17043,466,374.0,168.6,471.0,,,,,705.0,651.3,272.1,500.8,174.9,538.0,,,452.5,446.0,,,401.3,-92.0,-297.4,5.0,,,,,239.0,185.3,-193.9,34.8,-291.1,72.0,,,-13.5,-20.0,,,-64.7,False,True,,,,,False,False,False,True,False,True,,,True,True,,,True
17045,5,9.0,,0.0,,,,,6.0,7.3,0.7,,,,,,,,,,27.1,4.0,,-5.0,,,,,1.0,2.3,-4.3,,,,,,,,,,22.1,,False,,,,,True,True,False,,,,,,,,,,False
