,count,mean,median,std,min,25%,75%,max
OliverWyman-Navigator,51,2956.2,828.0,6256.1,2.0,302.5,2738.5,35221.0
IowaStateLW-STEM,49,3167.0,1804.0,5954.0,34.0,414.5,3475.5,39981.0
UCLA-SuEIR,51,3506.0,1347.2,7807.6,3.2,346.9,2729.6,48235.7
USC-SI_kJalpha,51,3621.0,1260.9,10020.2,2.3,298.5,3209.2,68320.1
Covid19Sim-Simulator,51,4138.5,1538.0,7503.8,3.0,560.8,4534.8,41310.1
COVIDhub-baseline,51,4240.8,1526.0,8953.2,6.0,431.5,3397.5,42135.0
CovidActNow-SEIR_CAN,51,5599.5,1514.2,15465.2,2.0,349.8,3279.6,91976.5
CovidAnalytics-DELPHI,51,5637.5,3745.0,8634.8,42.0,733.0,5397.5,42328.0
LANL-GrowthRate,51,5827.0,3307.4,13747.0,25.6,746.1,5108.8,97386.7
USACE-ERDC_SEIR,51,6104.3,4180.7,9119.6,16.0,906.3,6936.8,52794.6
JHU_IDD-CovidSP,51,9206.0,3451.0,17850.0,134.9,892.6,9533.6,101529.2
RobertWalraven-ESG,51,15451.0,7374.5,28540.5,91.7,1473.9,11062.9,130389.0
