,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,Karlen-pypm,LANL-GrowthRate,QJHong-Encounter,UCLA-SuEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-Karlen-pypm,error-LANL-GrowthRate,error-QJHong-Encounter,error-UCLA-SuEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-QJHong-Encounter,beat_baseline-UCLA-SuEIR,beat_baseline-USC-SI_kJalpha
05033,1296,1045.0,,1599.0,,,,,1287.0,,1109.9,,961.0,,1072.7,1007.0,-251.0,,303.0,,,,,-9.0,,-186.1,,-335.0,,-223.3,-289.0,,False,,,,,True,,True,,False,,True,False
05035,1005,875.0,,953.0,,,,,595.0,,768.7,,909.0,,634.6,196.0,-130.0,,-52.0,,,,,-410.0,,-236.3,,-96.0,,-370.4,-809.0,,True,,,,,False,,False,,True,,False,False
05037,445,135.0,,133.0,,,,,281.0,,183.8,,92.0,,,0.0,-310.0,,-312.0,,,,,-164.0,,-261.2,,-353.0,,,-445.0,,False,,,,,True,,True,,False,,,False
05039,186,80.0,,0.0,,,,,93.0,,55.9,,20.0,,,154.0,-106.0,,-186.0,,,,,-93.0,,-130.1,,-166.0,,,-32.0,,False,,,,,True,,False,,False,,,True
05041,284,160.0,,105.0,,,,,129.0,,135.9,,107.0,,,88.0,-124.0,,-179.0,,,,,-155.0,,-148.1,,-177.0,,,-196.0,,False,,,,,False,,False,,False,,,False
05043,656,160.0,,104.0,,,,,223.0,,146.9,,117.0,,,161.0,-496.0,,-552.0,,,,,-433.0,,-509.1,,-539.0,,,-495.0,,False,,,,,True,,False,,False,,,True
05045,2207,1095.0,,1389.0,,,,,1477.0,,1005.6,,1037.0,,729.7,911.0,-1112.0,,-818.0,,,,,-730.0,,-1201.4,,-1170.0,,-1477.3,-1296.0,,True,,,,,True,,False,,False,,False,False
05047,312,260.0,,192.0,,,,,303.0,,287.7,,193.0,,,0.0,-52.0,,-120.0,,,,,-9.0,,-24.3,,-119.0,,,-312.0,,False,,,,,True,,True,,False,,,False
05049,251,195.0,,140.0,,,,,134.0,,236.2,,97.0,,,116.0,-56.0,,-111.0,,,,,-117.0,,-14.8,,-154.0,,,-135.0,,False,,,,,False,,True,,False,,,False
05051,1741,990.0,,898.0,,,,,1493.0,,925.6,,1026.0,,665.2,107.0,-751.0,,-843.0,,,,,-248.0,,-815.4,,-715.0,,-1075.8,-1634.0,,False,,,,,True,,False,,True,,False,False
05053,331,145.0,,136.0,,,,,221.0,,155.7,,128.0,,,142.0,-186.0,,-195.0,,,,,-110.0,,-175.3,,-203.0,,,-189.0,,False,,,,,True,,True,,False,,,False
05055,1823,1390.0,,1557.0,,,,,767.0,,1667.0,,1645.0,,993.8,548.0,-433.0,,-266.0,,,,,-1056.0,,-156.0,,-178.0,,-829.2,-1275.0,,True,,,,,False,,True,,True,,False,False
05057,348,405.0,,626.0,,,,,222.0,,451.7,,306.0,,,0.0,57.0,,278.0,,,,,-126.0,,103.7,,-42.0,,,-348.0,,False,,,,,False,,False,,True,,,False
05059,761,560.0,,977.0,,,,,579.0,,521.0,,619.0,,417.6,0.0,-201.0,,216.0,,,,,-182.0,,-240.0,,-142.0,,-343.4,-761.0,,False,,,,,True,,False,,True,,False,False
05061,248,295.0,,250.0,,,,,147.0,,302.3,,379.0,,,94.0,47.0,,2.0,,,,,-101.0,,54.3,,131.0,,,-154.0,,True,,,,,False,,False,,False,,,False
05063,740,530.0,,536.0,,,,,809.0,,443.5,,325.0,,478.9,418.0,-210.0,,-204.0,,,,,69.0,,-296.5,,-415.0,,-261.1,-322.0,,True,,,,,True,,False,,False,,False,False
05065,273,875.0,,426.0,,,,,194.0,,565.4,,305.0,,,78.0,602.0,,153.0,,,,,-79.0,,292.4,,32.0,,,-195.0,,True,,,,,True,,True,,True,,,True
05067,1431,420.0,,332.0,,,,,361.0,,1470.4,,557.0,,,0.0,-1011.0,,-1099.0,,,,,-1070.0,,39.4,,-874.0,,,-1431.0,,False,,,,,False,,True,,True,,,False
05069,1133,1180.0,,974.0,,,,,820.0,,660.7,,1186.5,,890.4,0.0,47.0,,-159.0,,,,,-313.0,,-472.3,,53.5,,-242.6,-1133.0,,False,,,,,False,,False,,False,,False,False
05071,374,170.0,,267.0,,,,,541.0,,122.3,,155.0,,140.9,84.0,-204.0,,-107.0,,,,,167.0,,-251.7,,-219.0,,-233.1,-290.0,,True,,,,,True,,False,,False,,False,False
05073,69,140.0,,37.0,,,,,54.0,,344.6,,78.0,,,85.0,71.0,,-32.0,,,,,-15.0,,275.6,,9.0,,,16.0,,True,,,,,True,,False,,True,,,True
05075,375,350.0,,321.0,,,,,302.0,,429.1,,298.0,,,52.0,-25.0,,-54.0,,,,,-73.0,,54.1,,-77.0,,,-323.0,,False,,,,,False,,False,,False,,,False
05077,201,25.0,,0.0,,,,,131.0,,18.9,,11.0,,25.5,13.0,-176.0,,-201.0,,,,,-70.0,,-182.1,,-190.0,,-175.5,-188.0,,False,,,,,True,,False,,False,,True,False
05079,306,100.0,,,,,,,192.0,,52.7,,3.0,,160.8,22.0,-206.0,,,,,,,-114.0,,-253.3,,-303.0,,-145.2,-284.0,,,,,,,True,,False,,False,,True,False
05081,177,185.0,,117.0,,,,,129.0,,223.0,,124.0,,,93.0,8.0,,-60.0,,,,,-48.0,,46.0,,-53.0,,,-84.0,,False,,,,,False,,False,,False,,,False
05083,498,180.0,,36.0,,,,,413.0,,105.8,,81.0,,,162.0,-318.0,,-462.0,,,,,-85.0,,-392.2,,-417.0,,,-336.0,,False,,,,,True,,False,,False,,,False
05085,1195,880.0,,781.0,,,,,859.0,,740.4,,957.0,,599.3,628.0,-315.0,,-414.0,,,,,-336.0,,-454.6,,-238.0,,-595.7,-567.0,,False,,,,,False,,False,,True,,False,False
05087,344,145.0,,178.0,,,,,214.0,,137.8,,150.0,,,6.0,-199.0,,-166.0,,,,,-130.0,,-206.2,,-194.0,,,-338.0,,True,,,,,True,,False,,True,,,False
05089,305,200.0,,326.0,,,,,159.0,,530.3,,270.0,,,290.0,-105.0,,21.0,,,,,-146.0,,225.3,,-35.0,,,-15.0,,True,,,,,False,,False,,True,,,True
05091,560,970.0,,889.0,,,,,422.0,,1822.4,,1100.0,,854.6,0.0,410.0,,329.0,,,,,-138.0,,1262.4,,540.0,,294.6,-560.0,,True,,,,,True,,False,,False,,True,False
05093,1181,1040.0,,707.0,,,,,692.0,,838.6,,1027.0,,664.7,693.0,-141.0,,-474.0,,,,,-489.0,,-342.4,,-154.0,,-516.3,-488.0,,False,,,,,False,,False,,False,,False,False
05095,121,105.0,,65.0,,,,,120.0,,166.2,,58.0,,,92.0,-16.0,,-56.0,,,,,-1.0,,45.2,,-63.0,,,-29.0,,False,,,,,True,,False,,False,,,False
05097,195,60.0,,1.0,,,,,109.0,,57.1,,10.0,,,124.0,-135.0,,-194.0,,,,,-86.0,,-137.9,,-185.0,,,-71.0,,False,,,,,True,,False,,False,,,True
05099,153,150.0,,197.0,,,,,109.0,,199.8,,171.0,,,70.0,-3.0,,44.0,,,,,-44.0,,46.8,,18.0,,,-83.0,,False,,,,,False,,False,,False,,,False
05101,153,110.0,,0.0,,,,,96.0,,59.7,,99.0,,,14.0,-43.0,,-153.0,,,,,-57.0,,-93.3,,-54.0,,,-139.0,,False,,,,,False,,False,,False,,,False
05103,614,195.0,,281.0,,,,,298.0,,162.2,,106.0,,,148.0,-419.0,,-333.0,,,,,-316.0,,-451.8,,-508.0,,,-466.0,,True,,,,,True,,False,,False,,,False
05105,137,125.0,,111.0,,,,,115.0,,259.5,,184.0,,,199.0,-12.0,,-26.0,,,,,-22.0,,122.5,,47.0,,,62.0,,False,,,,,False,,False,,False,,,False
05107,261,150.0,,4.0,,,,,265.0,,106.0,,78.5,,,0.0,-111.0,,-257.0,,,,,4.0,,-155.0,,-182.5,,,-261.0,,False,,,,,True,,False,,False,,,False
05109,201,70.0,,33.0,,,,,129.0,,81.2,,25.0,,,69.0,-131.0,,-168.0,,,,,-72.0,,-119.8,,-176.0,,,-132.0,,False,,,,,True,,True,,False,,,False
05111,629,790.0,,145.0,,,,,432.0,,1016.0,,615.0,,239.0,0.0,161.0,,-484.0,,,,,-197.0,,387.0,,-14.0,,-390.0,-629.0,,False,,,,,False,,False,,True,,False,False
05113,576,305.0,,491.0,,,,,284.0,,313.3,,179.0,,,496.0,-271.0,,-85.0,,,,,-292.0,,-262.7,,-397.0,,,-80.0,,True,,,,,False,,True,,False,,,True
05115,1355,810.0,,819.0,,,,,980.0,,630.7,,586.0,,739.0,410.0,-545.0,,-536.0,,,,,-375.0,,-724.3,,-769.0,,-616.0,-945.0,,True,,,,,True,,False,,False,,False,False
05117,141,155.0,,140.0,,,,,125.0,,229.2,,205.0,,,75.0,14.0,,-1.0,,,,,-16.0,,88.2,,64.0,,,-66.0,,True,,,,,False,,False,,False,,,False
05119,6485,3880.0,,6064.0,,,,,3478.0,,3070.0,,3940.5,,3913.9,3137.0,-2605.0,,-421.0,,,,,-3007.0,,-3415.0,,-2544.5,,-2571.1,-3348.0,,True,,,,,False,,False,,True,,True,False
05121,447,315.0,,217.0,,,,,332.0,,264.1,,188.0,,,0.0,-132.0,,-230.0,,,,,-115.0,,-182.9,,-259.0,,,-447.0,,False,,,,,True,,False,,False,,,False
05123,498,280.0,,246.0,,,,,446.0,,142.5,,305.0,,164.9,0.0,-218.0,,-252.0,,,,,-52.0,,-355.5,,-193.0,,-333.1,-498.0,,False,,,,,True,,False,,True,,False,False
05125,2743,1685.0,,3003.0,,,,,1533.0,,1786.7,,2371.0,,1433.9,2524.0,-1058.0,,260.0,,,,,-1210.0,,-956.3,,-372.0,,-1309.1,-219.0,,True,,,,,False,,True,,True,,False,True
05127,203,150.0,,149.0,,,,,144.0,,140.5,,179.0,,,71.0,-53.0,,-54.0,,,,,-59.0,,-62.5,,-24.0,,,-132.0,,False,,,,,False,,False,,True,,,False
05129,180,95.0,,4.0,,,,,117.0,,134.2,,45.0,,,70.0,-85.0,,-176.0,,,,,-63.0,,-45.8,,-135.0,,,-110.0,,False,,,,,True,,True,,False,,,False
05131,2580,2080.0,,4222.0,,,,,2545.0,,1738.1,,2643.0,,1375.3,2823.0,-500.0,,1642.0,,,,,-35.0,,-841.9,,63.0,,-1204.7,243.0,,False,,,,,True,,False,,True,,False,True
05133,359,515.0,,6.0,,,,,235.0,,492.2,,422.0,,238.4,0.0,156.0,,-353.0,,,,,-124.0,,133.2,,63.0,,-120.6,-359.0,,False,,,,,True,,True,,True,,True,False
05135,418,285.0,,302.0,,,,,240.0,,232.3,,384.0,,,336.0,-133.0,,-116.0,,,,,-178.0,,-185.7,,-34.0,,,-82.0,,True,,,,,False,,False,,True,,,True
05137,177,35.0,,0.0,,,,,184.0,,29.9,,21.0,,,32.0,-142.0,,-177.0,,,,,7.0,,-147.1,,-156.0,,,-145.0,,False,,,,,True,,False,,False,,,False
05139,574,455.0,,542.0,,,,,450.0,,472.9,,267.0,,258.7,482.0,-119.0,,-32.0,,,,,-124.0,,-101.1,,-307.0,,-315.3,-92.0,,True,,,,,False,,True,,False,,False,True
05141,301,150.0,,79.0,,,,,262.0,,69.8,,69.0,,,434.0,-151.0,,-222.0,,,,,-39.0,,-231.2,,-232.0,,,133.0,,False,,,,,True,,False,,False,,,True
05143,5470,3205.0,,4853.0,,,,,3414.0,,2235.5,,3636.5,,2613.4,1354.0,-2265.0,,-617.0,,,,,-2056.0,,-3234.5,,-1833.5,,-2856.6,-4116.0,,True,,,,,True,,False,,True,,False,False
05145,1621,1610.0,,3653.0,,,,,1288.0,,2354.5,,1386.0,,1314.5,1263.0,-11.0,,2032.0,,,,,-333.0,,733.5,,-235.0,,-306.5,-358.0,,False,,,,,False,,False,,False,,False,False
05147,110,105.0,,95.0,,,,,94.0,,206.8,,43.0,,,58.0,-5.0,,-15.0,,,,,-16.0,,96.8,,-67.0,,,-52.0,,False,,,,,False,,False,,False,,,False
05149,532,205.0,,33.0,,,,,339.0,,108.1,,150.0,,114.7,0.0,-327.0,,-499.0,,,,,-193.0,,-423.9,,-382.0,,-417.3,-532.0,,False,,,,,True,,False,,False,,False,False
06001,11617,3940.0,,6879.0,,,,,3384.0,,3033.9,,3832.5,,2581.2,4738.0,-7677.0,,-4738.0,,,,,-8233.0,,-8583.1,,-7784.5,,-9035.8,-6879.0,,True,,,,,False,,False,,False,,False,True
06003,40,75.0,,9.0,,,,,10.0,,603.4,,14.0,,,40.0,35.0,,-31.0,,,,,-30.0,,563.4,,-26.0,,,0.0,,True,,,,,True,,False,,True,,,True
06005,1163,125.0,,296.0,,,,,82.0,,190.4,,155.0,,,202.0,-1038.0,,-867.0,,,,,-1081.0,,-972.6,,-1008.0,,,-961.0,,True,,,,,False,,True,,True,,,True
06007,1687,470.0,,728.0,,,,,691.0,,388.9,,694.5,,317.7,639.0,-1217.0,,-959.0,,,,,-996.0,,-1298.1,,-992.5,,-1369.3,-1048.0,,True,,,,,True,,False,,True,,False,True
06009,331,60.0,,0.0,,,,,84.0,,90.7,,35.0,,,174.0,-271.0,,-331.0,,,,,-247.0,,-240.3,,-296.0,,,-157.0,,False,,,,,True,,True,,False,,,True
06011,343,120.0,,106.0,,,,,50.0,,110.4,,87.0,,,207.0,-223.0,,-237.0,,,,,-293.0,,-232.6,,-256.0,,,-136.0,,False,,,,,False,,False,,False,,,True
06013,9814,3495.0,,4943.0,,,,,2456.0,,2686.4,,4657.5,,3104.7,4684.0,-6319.0,,-4871.0,,,,,-7358.0,,-7127.6,,-5156.5,,-6709.3,-5130.0,,True,,,,,False,,False,,True,,False,True
06015,333,110.0,,108.0,,,,,25.0,,139.0,,48.5,,,489.0,-223.0,,-225.0,,,,,-308.0,,-194.0,,-284.5,,,156.0,,False,,,,,False,,True,,False,,,True
06017,2267,495.0,,1870.0,,,,,400.0,,543.2,,852.0,,383.9,869.0,-1772.0,,-397.0,,,,,-1867.0,,-1723.8,,-1415.0,,-1883.1,-1398.0,,True,,,,,False,,True,,True,,False,True
06019,10793,4345.0,,4446.0,,,,,3634.0,,3045.0,,4762.0,,3082.3,3796.0,-6448.0,,-6347.0,,,,,-7159.0,,-7748.0,,-6031.0,,-7710.7,-6997.0,,True,,,,,False,,False,,True,,False,False
06021,421,155.0,,119.0,,,,,81.0,,169.9,,149.0,,,169.0,-266.0,,-302.0,,,,,-340.0,,-251.1,,-272.0,,,-252.0,,False,,,,,False,,True,,False,,,True
06023,626,170.0,,281.0,,,,,60.0,,170.8,,98.0,,,459.0,-456.0,,-345.0,,,,,-566.0,,-455.2,,-528.0,,,-167.0,,True,,,,,False,,True,,False,,,True
06025,5201,1800.0,,759.0,,,,,1527.0,,1258.5,,1116.0,,739.3,0.0,-3401.0,,-4442.0,,,,,-3674.0,,-3942.5,,-4085.0,,-4461.7,-5201.0,,False,,,,,False,,False,,False,,False,False
06027,141,45.0,,2.0,,,,,56.0,,194.0,,25.0,,,24.0,-96.0,,-139.0,,,,,-85.0,,53.0,,-116.0,,,-117.0,,False,,,,,True,,True,,False,,,False
06029,14876,3775.0,,8848.0,,,,,4595.0,,2826.2,,3779.0,,3028.1,5243.0,-11101.0,,-6028.0,,,,,-10281.0,,-12049.8,,-11097.0,,-11847.9,-9633.0,,True,,,,,True,,False,,True,,False,True
06031,4315,1595.0,,4388.0,,,,,784.0,,1590.6,,2214.5,,718.9,348.0,-2720.0,,73.0,,,,,-3531.0,,-2724.4,,-2100.5,,-3596.1,-3967.0,,True,,,,,False,,False,,True,,False,False
06033,469,130.0,,155.0,,,,,120.0,,185.7,,87.0,,,201.0,-339.0,,-314.0,,,,,-349.0,,-283.3,,-382.0,,,-268.0,,True,,,,,False,,True,,False,,,True
06035,2333,85.0,,0.0,,,,,129.0,,77.5,,54.0,,,229.0,-2248.0,,-2333.0,,,,,-2204.0,,-2255.5,,-2279.0,,,-2104.0,,False,,,,,True,,False,,False,,,True
06037,193306,61795.0,,117184.0,,,,,35340.0,,46020.8,,73397.5,,31814.0,70946.0,-131511.0,,-76122.0,,,,,-157966.0,,-147285.2,,-119908.5,,-161492.0,-122360.0,,True,,,,,False,,False,,True,,False,True
06039,2399,775.0,,1427.0,,,,,616.0,,668.4,,767.0,,513.9,753.0,-1624.0,,-972.0,,,,,-1783.0,,-1730.6,,-1632.0,,-1885.1,-1646.0,,True,,,,,False,,False,,False,,False,False
06041,1178,505.0,,787.0,,,,,419.0,,376.5,,234.0,,351.1,637.0,-673.0,,-391.0,,,,,-759.0,,-801.5,,-944.0,,-826.9,-541.0,,True,,,,,False,,False,,False,,False,True
06043,86,40.0,,52.0,,,,,37.0,,11.5,,5.0,,,337.0,-46.0,,-34.0,,,,,-49.0,,-74.5,,-81.0,,,251.0,,True,,,,,False,,False,,False,,,False
06045,813,255.0,,233.0,,,,,87.0,,215.6,,169.0,,187.3,324.0,-558.0,,-580.0,,,,,-726.0,,-597.4,,-644.0,,-625.7,-489.0,,False,,,,,False,,False,,False,,False,True
06047,4501,1540.0,,3421.0,,,,,1266.0,,1246.9,,1360.0,,1372.2,3538.0,-2961.0,,-1080.0,,,,,-3235.0,,-3254.1,,-3141.0,,-3128.8,-963.0,,True,,,,,False,,False,,False,,False,True
06049,167,115.0,,13.0,,,,,35.0,,750.9,,42.0,,,165.0,-52.0,,-154.0,,,,,-132.0,,583.9,,-125.0,,,-2.0,,False,,,,,False,,False,,False,,,True
06051,365,710.0,,343.0,,,,,35.0,,2038.5,,333.5,,,507.0,345.0,,-22.0,,,,,-330.0,,1673.5,,-31.5,,,142.0,,True,,,,,True,,False,,True,,,True
06053,6287,2155.0,,3191.0,,,,,1388.0,,1728.4,,1976.0,,1522.0,2641.0,-4132.0,,-3096.0,,,,,-4899.0,,-4558.6,,-4311.0,,-4765.0,-3646.0,,True,,,,,False,,False,,False,,False,True
06055,1865,805.0,,2148.0,,,,,286.0,,787.1,,1488.5,,401.1,1429.0,-1060.0,,283.0,,,,,-1579.0,,-1077.9,,-376.5,,-1463.9,-436.0,,True,,,,,False,,False,,True,,False,True
06057,1263,285.0,,775.0,,,,,184.0,,336.7,,546.0,,,581.0,-978.0,,-488.0,,,,,-1079.0,,-926.3,,-717.0,,,-682.0,,True,,,,,False,,True,,True,,,True
06059,53265,9305.0,,12567.0,,,,,9179.0,,7479.6,,12862.0,,5022.3,9784.0,-43960.0,,-40698.0,,,,,-44086.0,,-45785.4,,-40403.0,,-48242.7,-43481.0,,True,,,,,False,,False,,True,,False,True
06061,4214,1695.0,,2483.0,,,,,1040.0,,2107.9,,2917.0,,858.4,1952.0,-2519.0,,-1731.0,,,,,-3174.0,,-2106.1,,-1297.0,,-3355.6,-2262.0,,True,,,,,False,,True,,True,,False,True
06063,241,70.0,,42.0,,,,,45.0,,159.5,,42.0,,,121.0,-171.0,,-199.0,,,,,-196.0,,-81.5,,-199.0,,,-120.0,,False,,,,,False,,True,,False,,,True
06065,44638,13230.0,,19284.0,,,,,12562.0,,12615.5,,14044.5,,6746.9,9911.0,-31408.0,,-25354.0,,,,,-32076.0,,-32022.5,,-30593.5,,-37891.1,-34727.0,,True,,,,,False,,False,,True,,False,False
06067,19943,6725.0,,10871.0,,,,,4499.0,,5556.2,,8106.5,,3786.1,8690.0,-13218.0,,-9072.0,,,,,-15444.0,,-14386.8,,-11836.5,,-16156.9,-11253.0,,True,,,,,False,,False,,True,,False,True
06069,892,225.0,,350.0,,,,,169.0,,200.7,,178.0,,225.2,303.0,-667.0,,-542.0,,,,,-723.0,,-691.3,,-714.0,,-666.8,-589.0,,True,,,,,False,,False,,False,,True,True
06071,56022,16450.0,,27311.0,,,,,11262.0,,14675.6,,20412.0,,9622.1,17408.0,-39572.0,,-28711.0,,,,,-44760.0,,-41346.4,,-35610.0,,-46399.9,-38614.0,,True,,,,,False,,False,,True,,False,True
06073,45300,14530.0,,25361.0,,,,,8881.0,,12676.1,,16823.5,,7407.5,17505.0,-30770.0,,-19939.0,,,,,-36419.0,,-32623.9,,-28476.5,,-37892.5,-27795.0,,True,,,,,False,,False,,True,,False,True
06075,5386,2305.0,,3827.0,,,,,1750.0,,1969.7,,3657.5,,2016.2,4594.0,-3081.0,,-1559.0,,,,,-3636.0,,-3416.3,,-1728.5,,-3369.8,-792.0,,True,,,,,False,,False,,True,,False,True
06077,9409,2645.0,,2652.0,,,,,2776.0,,1909.8,,2224.5,,2100.0,3494.0,-6764.0,,-6757.0,,,,,-6633.0,,-7499.2,,-7184.5,,-7309.0,-5915.0,,True,,,,,True,,False,,False,,False,True
06079,2884,1350.0,,4808.0,,,,,954.0,,917.1,,1854.0,,737.7,3405.0,-1534.0,,1924.0,,,,,-1930.0,,-1966.9,,-1030.0,,-2146.3,521.0,,False,,,,,False,,False,,True,,False,True
06081,5914,2195.0,,5379.0,,,,,1385.0,,1568.9,,2425.0,,1674.3,3163.0,-3719.0,,-535.0,,,,,-4529.0,,-4345.1,,-3489.0,,-4239.7,-2751.0,,True,,,,,False,,False,,True,,False,True
06083,2928,920.0,,849.0,,,,,1412.0,,609.7,,1249.0,,711.4,864.0,-2008.0,,-2079.0,,,,,-1516.0,,-2318.3,,-1679.0,,-2216.6,-2064.0,,False,,,,,True,,False,,True,,False,False
06085,19849,5755.0,,6969.0,,,,,3702.0,,4624.2,,8319.5,,3763.2,6702.0,-14094.0,,-12880.0,,,,,-16147.0,,-15224.8,,-11529.5,,-16085.8,-13147.0,,True,,,,,False,,False,,True,,False,True
06087,2690,950.0,,2574.0,,,,,450.0,,890.2,,1558.0,,916.2,699.0,-1740.0,,-116.0,,,,,-2240.0,,-1799.8,,-1132.0,,-1773.8,-1991.0,,True,,,,,False,,False,,True,,False,False
06089,4378,2135.0,,10553.0,,,,,551.0,,3861.4,,2496.5,,1310.5,1213.0,-2243.0,,6175.0,,,,,-3827.0,,-516.6,,-1881.5,,-3067.5,-3165.0,,False,,,,,False,,True,,True,,False,False
06091,27,5.0,,0.0,,,,,17.0,,18.5,,,,,141.0,-22.0,,-27.0,,,,,-10.0,,-8.5,,,,,114.0,,False,,,,,True,,True,,,,,False
06093,622,255.0,,257.0,,,,,64.0,,1446.1,,172.5,,,732.0,-367.0,,-365.0,,,,,-558.0,,824.1,,-449.5,,,110.0,,True,,,,,False,,False,,False,,,True
06095,4601,2490.0,,4155.0,,,,,1036.0,,2329.2,,2297.5,,1604.9,2827.0,-2111.0,,-446.0,,,,,-3565.0,,-2271.8,,-2303.5,,-2996.1,-1774.0,,True,,,,,False,,False,,False,,False,True
06097,4227,2810.0,,4458.0,,,,,1089.0,,2644.5,,2655.5,,2115.9,2837.0,-1417.0,,231.0,,,,,-3138.0,,-1582.5,,-1571.5,,-2111.1,-1390.0,,True,,,,,False,,False,,False,,False,True
06099,10466,2200.0,,3352.0,,,,,2438.0,,1519.6,,2325.0,,1253.5,2493.0,-8266.0,,-7114.0,,,,,-8028.0,,-8946.4,,-8141.0,,-9212.5,-7973.0,,True,,,,,True,,False,,True,,False,True
06101,2665,400.0,,1086.0,,,,,274.0,,394.6,,366.0,,176.5,745.0,-2265.0,,-1579.0,,,,,-2391.0,,-2270.4,,-2299.0,,-2488.5,-1920.0,,True,,,,,False,,False,,False,,False,True
06103,1333,460.0,,389.0,,,,,170.0,,504.3,,458.0,,,332.0,-873.0,,-944.0,,,,,-1163.0,,-828.7,,-875.0,,,-1001.0,,False,,,,,False,,True,,False,,,False
06105,182,50.0,,2.0,,,,,20.0,,346.4,,24.0,,,205.0,-132.0,,-180.0,,,,,-162.0,,164.4,,-158.0,,,23.0,,False,,,,,False,,False,,False,,,True
06107,6745,2300.0,,3546.0,,,,,2384.0,,1578.4,,2000.5,,1465.8,3071.0,-4445.0,,-3199.0,,,,,-4361.0,,-5166.6,,-4744.5,,-5279.2,-3674.0,,True,,,,,True,,False,,False,,False,True
06109,1218,190.0,,457.0,,,,,119.0,,240.7,,211.0,,,334.0,-1028.0,,-761.0,,,,,-1099.0,,-977.3,,-1007.0,,,-884.0,,True,,,,,False,,True,,True,,,True
06111,9777,3220.0,,7475.0,,,,,2421.0,,2389.4,,3757.0,,2130.8,5824.0,-6557.0,,-2302.0,,,,,-7356.0,,-7387.6,,-6020.0,,-7646.2,-3953.0,,True,,,,,False,,False,,True,,False,True
06113,2586,855.0,,1580.0,,,,,466.0,,712.1,,932.0,,492.7,1210.0,-1731.0,,-1006.0,,,,,-2120.0,,-1873.9,,-1654.0,,-2093.3,-1376.0,,True,,,,,False,,False,,True,,False,True
06115,1386,405.0,,683.0,,,,,239.0,,395.6,,396.0,,286.6,586.0,-981.0,,-703.0,,,,,-1147.0,,-990.4,,-990.0,,-1099.4,-800.0,,True,,,,,False,,False,,False,,False,True
08001,17051,13390.0,,16553.0,,,,,10215.0,,9456.0,,22028.0,,12846.4,5742.0,-3661.0,,-498.0,,,,,-6836.0,,-7595.0,,4977.0,,-4204.6,-11309.0,,True,,,,,False,,False,,False,,False,False
08003,404,165.0,,178.0,,,,,302.0,,172.1,,235.0,,,127.0,-239.0,,-226.0,,,,,-102.0,,-231.9,,-169.0,,,-277.0,,True,,,,,True,,True,,True,,,False
08005,16716,11600.0,,13370.0,,,,,10550.0,,9072.8,,23359.5,,9811.4,8087.0,-5116.0,,-3346.0,,,,,-6166.0,,-7643.2,,6643.5,,-6904.6,-8629.0,,True,,,,,False,,False,,False,,False,False
08007,339,25.0,,0.0,,,,,52.0,,13.5,,19.0,,,24.0,-314.0,,-339.0,,,,,-287.0,,-325.5,,-320.0,,,-315.0,,False,,,,,True,,False,,False,,,False
08009,116,15.0,,0.0,,,,,89.0,,40.0,,19.0,,,23.0,-101.0,,-116.0,,,,,-27.0,,-76.0,,-97.0,,,-93.0,,False,,,,,True,,True,,True,,,True
08011,589,30.0,,,,,,,48.0,,75.5,,14.0,,,29.0,-559.0,,,,,,,-541.0,,-513.5,,-575.0,,,-560.0,,,,,,,True,,True,,False,,,False
08013,6127,4420.0,,7008.0,,,,,3197.0,,2782.1,,7091.5,,3691.1,4090.0,-1707.0,,881.0,,,,,-2930.0,,-3344.9,,964.5,,-2435.9,-2037.0,,True,,,,,False,,False,,True,,False,False
08014,1194,855.0,,523.0,,,,,1067.0,,991.8,,1688.0,,625.7,599.0,-339.0,,-671.0,,,,,-127.0,,-202.2,,494.0,,-568.3,-595.0,,False,,,,,True,,True,,False,,False,False
08015,348,150.0,,92.0,,,,,253.0,,104.0,,197.0,,,95.0,-198.0,,-256.0,,,,,-95.0,,-244.0,,-151.0,,,-253.0,,False,,,,,True,,False,,True,,,False
08017,70,5.0,,0.0,,,,,27.0,,8.3,,0.0,,,16.0,-65.0,,-70.0,,,,,-43.0,,-61.7,,-70.0,,,-54.0,,False,,,,,True,,True,,False,,,True
08019,129,55.0,,123.0,,,,,73.0,,180.8,,106.0,,,36.0,-74.0,,-6.0,,,,,-56.0,,51.8,,-23.0,,,-93.0,,True,,,,,True,,True,,True,,,False
