,predicted_cases,actual_cases,error,perc_error
TTU-squider,2879451.5,2840511,38940.5,1.4%
DDS-NBDS,2796684.1,2840511,-43826.9,-1.5%
OneQuietNight-ML,2779112.0,2840511,-61399.0,-2.2%
Karlen-pypm,2756433.9,2840511,-84077.1,-3.0%
BPagano-RtDriven,2729811.5,2840511,-110699.5,-3.9%
JCB-PRM,2999857.2,2840511,159346.2,5.6%
QJHong-Encounter,2676682.0,2840511,-163829.0,-5.8%
UVA-Ensemble,3034926.6,2840511,194415.6,6.8%
JHUAPL-Bucky,2608385.6,2840511,-232125.4,-8.2%
JHU_CSSE-DECOM,2602688.0,2840511,-237823.0,-8.4%
OliverWyman-Navigator,2591906.0,2840511,-248605.0,-8.8%
IowaStateLW-STEM,2461906.0,2840511,-378605.0,-13.3%
MSRA-DeepST,2430746.6,2840511,-409764.4,-14.4%
IQVIA_ACOE-STAN,2396685.0,2840511,-443826.0,-15.6%
Covid19Sim-Simulator,2334997.4,2840511,-505513.6,-17.8%
UMich-RidgeTfReg,2317868.7,2840511,-522642.3,-18.4%
LANL-GrowthRate,2316793.5,2840511,-523717.5,-18.4%
COVIDhub-ensemble,2312116.0,2840511,-528395.0,-18.6%
UCF-AEM,2311805.0,2840511,-528706.0,-18.6%
CEID-Walk,2283403.3,2840511,-557107.7,-19.6%
COVIDhub-baseline,2280770.0,2840511,-559741.0,-19.7%
IBF-TimeSeries,2268824.0,2840511,-571687.0,-20.1%
USC-SI_kJalpha,2231157.0,2840511,-609354.0,-21.5%
UCLA-SuEIR,2190984.8,2840511,-649526.2,-22.9%
CU-select,2176741.0,2840511,-663770.0,-23.4%
CovidAnalytics-DELPHI,3538527.0,2840511,698016.0,24.6%
UChicagoCHATTOPADHYAY-UnIT,2135339.1,2840511,-705171.9,-24.8%
LNQ-ens1,2131574.2,2840511,-708936.8,-25.0%
JHU_IDD-CovidSP,1897890.1,2840511,-942620.9,-33.2%
Columbia_UNC-SurvCon,1870331.0,2840511,-970180.0,-34.2%
USACE-ERDC_SEIR,1789126.1,2840511,-1051384.9,-37.0%
RobertWalraven-ESG,1617507.9,2840511,-1223003.1,-43.1%
Google_Harvard-CPF,,2840511,,
UCSB-ACTS,,2840511,,
