,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
46115,48,53.0,,53.7,,47.0,47.0,,,,,31.8,,48.9,,,,58.0,,44.7,,13.8,,,39.0,42.9,,,47.0,48.0,10.2,,,,,,37.0,,,,55.4,5.0,,5.7,,-1.0,-1.0,,,,,-16.2,,0.9,,,,10.0,,-3.3,,-34.2,,,-9.0,-5.1,,,-1.0,0.0,-37.8,,,,,,-11.0,,,,7.4,,False,,True,True,,,,,False,,True,,,,False,,True,,False,,,False,False,,,True,True,False,,,,,,False,,,,False
46117,8,12.0,,16.0,,11.0,0.0,,,,,11.9,,12.6,,,,20.0,,4.4,,1.7,,,5.0,11.5,,,10.0,12.0,2.7,,,,,,29.8,,,,12.4,4.0,,8.0,,3.0,-8.0,,,,,3.9,,4.6,,,,12.0,,-3.6,,-6.3,,,-3.0,3.5,,,2.0,4.0,-5.3,,,,,,21.8,,,,4.4,,False,,True,False,,,,,True,,False,,,,False,,True,,False,,,True,True,,,True,False,False,,,,,,False,,,,False
46119,5,5.0,,5.0,,5.0,0.0,,,,,5.1,,6.6,,,,9.0,,3.4,,2.5,,,2.0,5.7,,,5.0,6.0,1.3,,,,,,11.1,,,,5.9,0.0,,0.0,,0.0,-5.0,,,,,0.1,,1.6,,,,4.0,,-1.6,,-2.5,,,-3.0,0.7,,,0.0,1.0,-3.7,,,,,,6.1,,,,0.9,,False,,True,False,,,,,False,,False,,,,False,,False,,False,,,False,False,,,True,False,False,,,,,,False,,,,False
46121,68,72.0,,76.4,,72.0,75.0,,,,,51.0,,44.2,,,,53.0,,76.5,,31.6,,,47.0,62.2,,,80.0,77.0,22.3,,,,,,74.4,,,,77.4,4.0,,8.4,,4.0,7.0,,,,,-17.0,,-23.8,,,,-15.0,,8.5,,-36.4,,,-21.0,-5.8,,,12.0,9.0,-45.7,,,,,,6.4,,,,9.4,,False,,False,False,,,,,False,,False,,,,False,,False,,False,,,False,False,,,False,False,False,,,,,,False,,,,False
46123,30,50.0,,48.7,,36.0,1.0,,,,,28.5,,60.7,,,,36.0,,42.9,,15.7,,,22.0,35.3,,,57.0,47.0,10.0,,,,,,50.8,,,,59.7,20.0,,18.7,,6.0,-29.0,,,,,-1.5,,30.7,,,,6.0,,12.9,,-14.3,,,-8.0,5.3,,,27.0,17.0,-20.0,,,,,,20.8,,,,29.7,,True,,True,False,,,,,True,,False,,,,True,,True,,True,,,True,True,,,False,True,True,,,,,,False,,,,False
46125,41,65.0,,60.8,,40.0,19.0,,,,,38.9,,84.8,,,,58.0,,27.4,,14.7,,,16.0,40.0,,,75.0,59.0,6.6,,,,,,67.1,,,,55.8,24.0,,19.8,,-1.0,-22.0,,,,,-2.1,,43.8,,,,17.0,,-13.6,,-26.3,,,-25.0,-1.0,,,34.0,18.0,-34.4,,,,,,26.1,,,,14.8,,True,,True,True,,,,,True,,False,,,,True,,True,,False,,,False,True,,,False,True,False,,,,,,False,,,,True
46127,105,63.0,,64.4,,64.0,42.0,,,,,64.3,,65.2,,,,112.0,,47.5,,41.0,75.0,,65.5,80.2,,,58.0,73.0,13.8,,,,,,86.5,,,,53.1,-42.0,,-40.6,,-41.0,-63.0,,,,,-40.7,,-39.8,,,,7.0,,-57.5,,-64.0,-30.0,,-39.5,-24.8,,,-47.0,-32.0,-91.2,,,,,,-18.5,,,,-51.9,,True,,True,False,,,,,True,,True,,,,True,,False,,False,True,,True,True,,,False,True,False,,,,,,True,,,,False
46129,31,59.0,,57.8,,57.0,32.0,,,,,30.4,,57.0,,,,62.0,,57.8,,16.9,,,57.0,40.9,,,61.0,52.0,7.0,,,,,,63.5,,,,66.5,28.0,,26.8,,26.0,1.0,,,,,-0.6,,26.0,,,,31.0,,26.8,,-14.1,,,26.0,9.9,,,30.0,21.0,-24.0,,,,,,32.5,,,,35.5,,True,,True,True,,,,,True,,True,,,,False,,True,,True,,,True,True,,,False,True,True,,,,,,False,,,,False
46135,176,275.0,,264.4,,220.0,132.0,,,,,136.6,,271.1,,,,178.0,,323.6,,91.8,,,220.0,208.2,,,335.0,249.0,38.5,,,,,,262.9,,,,418.8,99.0,,88.4,,44.0,-44.0,,,,,-39.4,,95.1,,,,2.0,,147.6,,-84.2,,,44.0,32.2,,,159.0,73.0,-137.5,,,,,,86.9,,,,242.8,,True,,True,True,,,,,True,,True,,,,True,,False,,True,,,True,True,,,False,True,False,,,,,,True,,,,False
46137,26,67.0,,60.9,,30.0,0.0,,,,,16.0,,46.3,,,,31.0,,153.9,,12.0,,,5.0,27.8,,,56.0,30.0,2.1,,,,,,68.9,,,,44.5,41.0,,34.9,,4.0,-26.0,,,,,-10.0,,20.3,,,,5.0,,127.9,,-14.0,,,-21.0,1.8,,,30.0,4.0,-23.9,,,,,,42.9,,,,18.5,,True,,True,True,,,,,True,,True,,,,True,,False,,True,,,True,True,,,True,True,True,,,,,,False,,,,True
47001,538,384.0,,375.4,,371.0,371.0,,,,,254.8,,654.3,,,,296.0,,464.6,,238.6,352.5,,306.0,311.3,,,477.0,391.0,60.0,,,,,391.0,465.3,,,,697.7,-154.0,,-162.6,,-167.0,-167.0,,,,,-283.2,,116.3,,,,-242.0,,-73.4,,-299.4,-185.5,,-232.0,-226.7,,,-61.0,-147.0,-478.0,,,,,-147.0,-72.7,,,,159.7,,False,,False,False,,,,,False,,True,,,,False,,True,,False,False,,False,False,,,True,True,False,,,,,True,True,,,,False
47003,467,264.0,,268.6,,259.0,296.0,,,,,202.2,,188.5,,,,257.0,,302.1,,195.0,278.0,,167.5,243.1,,,328.0,278.0,36.2,,,,,254.0,259.7,,,,258.6,-203.0,,-198.4,,-208.0,-171.0,,,,,-264.8,,-278.5,,,,-210.0,,-164.9,,-272.0,-189.0,,-299.5,-223.9,,,-139.0,-189.0,-430.8,,,,,-213.0,-207.3,,,,-208.4,,True,,False,True,,,,,False,,False,,,,False,,True,,False,True,,False,False,,,True,True,False,,,,,False,False,,,,False
47005,99,77.0,,71.9,,74.0,103.0,,,,,53.2,,53.1,,,,134.0,,74.2,,39.4,,,67.0,84.7,,,79.0,84.0,15.8,,,,,,81.7,,,,71.0,-22.0,,-27.1,,-25.0,4.0,,,,,-45.8,,-45.9,,,,35.0,,-24.8,,-59.6,,,-32.0,-14.3,,,-20.0,-15.0,-83.2,,,,,,-17.3,,,,-28.0,,False,,False,True,,,,,False,,False,,,,False,,False,,False,,,False,True,,,True,True,False,,,,,,True,,,,False
47007,93,58.0,,58.4,,58.0,,,,,,60.6,,33.3,,,,74.0,,101.0,,16.4,,,42.0,55.5,,,76.0,64.0,14.1,,,,,,54.1,,,,64.6,-35.0,,-34.6,,-35.0,,,,,,-32.4,,-59.7,,,,-19.0,,8.0,,-76.6,,,-51.0,-37.5,,,-17.0,-29.0,-78.9,,,,,,-38.9,,,,-28.4,,True,,False,,,,,,True,,False,,,,True,,True,,False,,,False,False,,,True,True,False,,,,,,False,,,,True
47009,828,792.0,,785.6,,737.0,737.0,,,,,519.7,,566.0,,730.3,,445.0,,873.3,,488.7,713.0,,803.0,713.5,,,954.0,771.0,92.0,,,,,813.0,768.3,638.0,,,914.8,-36.0,,-42.4,,-91.0,-91.0,,,,,-308.3,,-262.0,,-97.7,,-383.0,,45.3,,-339.3,-115.0,,-25.0,-114.5,,,126.0,-57.0,-736.0,,,,,-15.0,-59.7,-190.0,,,86.8,,False,,False,False,,,,,False,,False,,False,,False,,False,,False,False,,True,False,,,False,False,False,,,,,True,False,False,,,False
47011,892,633.0,,624.0,,624.0,679.0,,,,,381.6,,383.4,,,,455.0,,932.5,,389.2,617.0,,594.0,500.5,,,812.0,610.0,77.0,,,,,636.7,761.7,,,,844.2,-259.0,,-268.0,,-268.0,-213.0,,,,,-510.4,,-508.6,,,,-437.0,,40.5,,-502.8,-275.0,,-298.0,-391.5,,,-80.0,-282.0,-815.0,,,,,-255.3,-130.3,,,,-47.8,,False,,False,True,,,,,False,,False,,,,False,,True,,False,False,,False,False,,,True,False,False,,,,,True,True,,,,True
47013,202,170.0,,174.7,,167.0,164.0,,,,,114.0,,157.9,,,,175.0,,195.5,,63.4,139.5,,122.0,153.7,,,195.0,175.0,18.5,,,,,,221.9,,,,170.7,-32.0,,-27.3,,-35.0,-38.0,,,,,-88.0,,-44.1,,,,-27.0,,-6.5,,-138.6,-62.5,,-80.0,-48.3,,,-7.0,-27.0,-183.5,,,,,,19.9,,,,-31.3,,True,,False,False,,,,,False,,False,,,,True,,True,,False,False,,False,False,,,True,True,False,,,,,,True,,,,True
47015,165,76.0,,70.1,,70.0,54.0,,,,,52.7,,88.9,,,,81.0,,68.4,,34.3,,,62.0,71.1,,,96.0,81.0,12.2,,,,,,95.1,,,,85.9,-89.0,,-94.9,,-95.0,-111.0,,,,,-112.3,,-76.1,,,,-84.0,,-96.6,,-130.7,,,-103.0,-93.9,,,-69.0,-84.0,-152.8,,,,,,-69.9,,,,-79.1,,False,,False,False,,,,,False,,True,,,,True,,False,,False,,,False,False,,,True,True,False,,,,,,True,,,,True
47017,266,152.0,,147.9,,160.0,170.0,,,,,120.5,,152.4,,,,173.0,,157.0,,73.7,,,160.0,175.4,,,183.0,161.0,24.3,,,,,,151.1,,,,231.2,-114.0,,-118.1,,-106.0,-96.0,,,,,-145.5,,-113.6,,,,-93.0,,-109.0,,-192.3,,,-106.0,-90.6,,,-83.0,-105.0,-241.7,,,,,,-114.9,,,,-34.8,,False,,True,True,,,,,False,,True,,,,True,,True,,False,,,True,True,,,True,True,False,,,,,,False,,,,True
47019,338,339.0,,339.3,,292.0,241.0,,,,,204.7,,308.6,,,,189.0,,352.6,,230.9,318.0,,234.0,275.6,,,384.0,339.0,46.1,,,,,292.0,345.7,,,,465.5,1.0,,1.3,,-46.0,-97.0,,,,,-133.3,,-29.4,,,,-149.0,,14.6,,-107.1,-20.0,,-104.0,-62.4,,,46.0,1.0,-291.9,,,,,-46.0,7.7,,,,127.5,,False,,False,False,,,,,False,,False,,,,False,,False,,False,False,,False,False,,,False,False,False,,,,,False,False,,,,False
47021,262,156.0,,155.9,,156.0,156.0,,,,,93.5,,136.9,,,,163.0,,179.9,,103.1,162.5,,112.0,133.3,,,199.0,174.0,28.6,,,,,,141.2,,,,222.9,-106.0,,-106.1,,-106.0,-106.0,,,,,-168.5,,-125.1,,,,-99.0,,-82.1,,-158.9,-99.5,,-150.0,-128.7,,,-63.0,-88.0,-233.4,,,,,,-120.8,,,,-39.1,,False,,False,False,,,,,False,,False,,,,True,,True,,False,True,,False,False,,,True,True,False,,,,,,False,,,,True
47023,109,52.0,,44.9,,52.0,72.0,,,,,54.6,,58.6,,,,106.0,,42.7,,33.4,,,49.0,59.7,,,52.0,66.0,8.0,,,,,,89.4,,,,83.9,-57.0,,-64.1,,-57.0,-37.0,,,,,-54.4,,-50.4,,,,-3.0,,-66.3,,-75.6,,,-60.0,-49.3,,,-57.0,-43.0,-101.0,,,,,,-19.6,,,,-25.1,,False,,False,True,,,,,True,,True,,,,True,,False,,False,,,False,True,,,False,True,False,,,,,,True,,,,True
47025,163,184.0,,191.9,,174.0,230.0,,,,,84.4,,119.6,,,,118.0,,298.0,,84.9,159.5,,110.0,144.6,,,222.0,172.0,27.6,,,,,,177.1,,,,197.7,21.0,,28.9,,11.0,67.0,,,,,-78.6,,-43.4,,,,-45.0,,135.0,,-78.1,-3.5,,-53.0,-18.4,,,59.0,9.0,-135.4,,,,,,14.1,,,,34.7,,False,,True,False,,,,,False,,False,,,,False,,False,,False,True,,False,True,,,False,True,False,,,,,,True,,,,False
47027,69,33.0,,33.8,,34.0,14.0,,,,,30.9,,37.8,,,,34.0,,27.0,,12.5,,,43.0,45.1,,,43.0,37.0,6.2,,,,,,33.7,,,,38.9,-36.0,,-35.2,,-35.0,-55.0,,,,,-38.1,,-31.2,,,,-35.0,,-42.0,,-56.5,,,-26.0,-23.9,,,-26.0,-32.0,-62.8,,,,,,-35.3,,,,-30.1,,True,,True,False,,,,,False,,True,,,,True,,False,,False,,,True,True,,,True,True,False,,,,,,True,,,,True
47029,245,150.0,,149.5,,134.0,91.0,,,,,101.0,,109.3,,,,133.0,,147.1,,75.7,133.5,,87.0,135.0,,,161.0,160.0,12.6,,,,,,169.2,,,,125.4,-95.0,,-95.5,,-111.0,-154.0,,,,,-144.0,,-135.7,,,,-112.0,,-97.9,,-169.3,-111.5,,-158.0,-110.0,,,-84.0,-85.0,-232.4,,,,,,-75.8,,,,-119.6,,False,,False,False,,,,,False,,False,,,,False,,False,,False,False,,False,False,,,True,True,False,,,,,,True,,,,False
47031,473,290.0,,288.7,,289.0,255.0,,,,,200.3,,218.7,,,,312.0,,406.3,,141.7,278.0,,272.0,269.9,,,387.0,296.0,36.3,,,,,269.4,315.7,,,,326.3,-183.0,,-184.3,,-184.0,-218.0,,,,,-272.7,,-254.3,,,,-161.0,,-66.7,,-331.3,-195.0,,-201.0,-203.1,,,-86.0,-177.0,-436.7,,,,,-203.6,-157.3,,,,-146.7,,False,,False,False,,,,,False,,False,,,,True,,True,,False,False,,False,False,,,True,True,False,,,,,False,True,,,,True
47033,115,45.0,,44.4,,45.0,29.0,,,,,50.4,,38.0,,,,77.0,,45.3,,27.9,,,32.0,53.1,,,56.0,57.0,9.2,,,,,,81.7,,,,76.8,-70.0,,-70.6,,-70.0,-86.0,,,,,-64.6,,-77.0,,,,-38.0,,-69.7,,-87.1,,,-83.0,-61.9,,,-59.0,-58.0,-105.8,,,,,,-33.3,,,,-38.2,,False,,False,False,,,,,True,,False,,,,True,,True,,False,,,False,True,,,True,True,False,,,,,,True,,,,True
47035,381,205.0,,184.4,,201.0,219.0,,,,,168.8,,191.3,,,,252.0,,189.3,,131.7,236.5,,133.0,196.2,,,239.0,229.0,45.9,,,,,200.6,190.0,,,,448.7,-176.0,,-196.6,,-180.0,-162.0,,,,,-212.2,,-189.7,,,,-129.0,,-191.7,,-249.3,-144.5,,-248.0,-184.8,,,-142.0,-152.0,-335.1,,,,,-180.4,-191.0,,,,67.7,,False,,False,True,,,,,False,,False,,,,True,,False,,False,True,,False,False,,,True,True,False,,,,,False,False,,,,True
47037,3343,3030.0,,3087.2,3564.9,2954.0,3451.0,,,,,1654.1,,3501.9,,2309.3,,2498.0,,3576.7,,2123.7,4598.0,,2461.0,2683.4,,,3952.0,3135.0,536.6,,,,,2882.5,3690.0,2450.0,,,3519.9,-313.0,,-255.8,221.9,-389.0,108.0,,,,,-1688.9,,158.9,,-1033.7,,-845.0,,233.7,,-1219.3,1255.0,,-882.0,-659.6,,,609.0,-208.0,-2806.4,,,,,-460.5,347.0,-893.0,,,176.9,,True,True,False,True,,,,,False,,True,,False,,False,,True,,False,False,,False,False,,,False,True,False,,,,,False,False,False,,,True
47039,58,30.0,,33.7,,30.0,8.0,,,,,42.4,,35.0,,,,70.0,,25.1,,36.6,,,26.0,36.6,,,33.0,46.0,9.3,,,,,,35.8,,,,51.4,-28.0,,-24.3,,-28.0,-50.0,,,,,-15.6,,-23.0,,,,12.0,,-32.9,,-21.4,,,-32.0,-21.4,,,-25.0,-12.0,-48.7,,,,,,-22.2,,,,-6.6,,True,,False,False,,,,,True,,True,,,,True,,False,,True,,,False,True,,,True,True,False,,,,,,True,,,,True
47041,263,134.0,,140.5,,126.0,79.0,,,,,92.2,,131.9,,,,102.0,,129.0,,55.5,,,112.0,133.0,,,151.0,126.0,17.7,,,,,,116.8,,,,166.8,-129.0,,-122.5,,-137.0,-184.0,,,,,-170.8,,-131.1,,,,-161.0,,-134.0,,-207.5,,,-151.0,-130.0,,,-112.0,-137.0,-245.3,,,,,,-146.2,,,,-96.2,,True,,False,False,,,,,False,,False,,,,False,,False,,False,,,False,False,,,True,False,False,,,,,,False,,,,True
47043,404,207.0,,210.2,,215.0,215.0,,,,,146.9,,152.3,,,,274.0,,169.3,,179.8,252.0,,159.5,216.7,,,204.0,250.0,44.2,,,,,220.3,218.2,,,,216.2,-197.0,,-193.8,,-189.0,-189.0,,,,,-257.1,,-251.7,,,,-130.0,,-234.7,,-224.2,-152.0,,-244.5,-187.3,,,-200.0,-154.0,-359.8,,,,,-183.7,-185.8,,,,-187.8,,True,,True,True,,,,,False,,False,,,,True,,False,,False,True,,False,True,,,False,True,False,,,,,True,True,,,,True
47045,242,156.0,,143.0,,143.0,107.0,,,,,150.5,,135.2,,,,265.0,,127.9,,91.7,173.5,,121.0,170.3,,,154.0,177.0,34.3,,,,,134.0,234.3,,,,194.8,-86.0,,-99.0,,-99.0,-135.0,,,,,-91.5,,-106.8,,,,23.0,,-114.1,,-150.3,-68.5,,-121.0,-71.7,,,-88.0,-65.0,-207.7,,,,,-108.0,-7.7,,,,-47.2,,False,,False,False,,,,,False,,False,,,,True,,False,,False,True,,False,True,,,False,True,False,,,,,False,True,,,,True
47047,210,157.0,,161.0,,161.0,100.0,,,,,117.0,,151.5,,,,158.0,,201.7,,95.9,159.5,,163.0,180.9,,,213.0,177.0,35.6,,,,,155.5,137.6,,,,197.9,-53.0,,-49.0,,-49.0,-110.0,,,,,-93.0,,-58.5,,,,-52.0,,-8.3,,-114.1,-50.5,,-47.0,-29.1,,,3.0,-33.0,-174.4,,,,,-54.5,-72.4,,,,-12.1,,True,,True,False,,,,,False,,False,,,,True,,True,,False,True,,True,True,,,True,True,False,,,,,False,False,,,,True
47049,155,65.0,,64.3,,64.0,41.0,,,,,63.5,,66.7,,,,75.0,,72.4,,33.5,,,54.0,62.5,,,82.0,81.0,14.2,,,,,,68.9,,,,84.7,-90.0,,-90.7,,-91.0,-114.0,,,,,-91.5,,-88.3,,,,-80.0,,-82.6,,-121.5,,,-101.0,-92.5,,,-73.0,-74.0,-140.8,,,,,,-86.1,,,,-70.3,,False,,False,False,,,,,False,,True,,,,True,,True,,False,,,False,False,,,True,True,False,,,,,,True,,,,True
47051,329,211.0,,210.1,,224.0,256.0,,,,,167.5,,162.4,,,,225.0,,229.4,,119.8,216.5,,250.0,236.4,,,237.0,223.0,32.5,,,,,199.8,207.4,,,,373.2,-118.0,,-118.9,,-105.0,-73.0,,,,,-161.5,,-166.6,,,,-104.0,,-99.6,,-209.2,-112.5,,-79.0,-92.6,,,-92.0,-106.0,-296.5,,,,,-129.2,-121.6,,,,44.2,,False,,True,True,,,,,False,,False,,,,True,,True,,False,True,,True,True,,,True,True,False,,,,,False,False,,,,True
47053,397,263.0,,253.0,,264.0,268.0,,,,,198.1,,237.5,,,,284.0,,252.5,,177.2,264.0,,265.0,270.9,,,354.0,277.0,35.5,,,,,244.3,346.7,,,,290.7,-134.0,,-144.0,,-133.0,-129.0,,,,,-198.9,,-159.5,,,,-113.0,,-144.5,,-219.8,-133.0,,-132.0,-126.1,,,-43.0,-120.0,-361.5,,,,,-152.7,-50.3,,,,-106.3,,False,,True,True,,,,,False,,False,,,,True,,False,,False,True,,True,True,,,True,True,False,,,,,False,True,,,,True
47055,213,131.0,,126.0,,136.0,142.0,,,,,83.6,,114.2,,,,163.0,,182.6,,78.4,135.5,,102.0,121.8,,,174.0,146.0,26.2,,,,,,149.3,,,,184.5,-82.0,,-87.0,,-77.0,-71.0,,,,,-129.4,,-98.8,,,,-50.0,,-30.4,,-134.6,-77.5,,-111.0,-91.2,,,-39.0,-67.0,-186.8,,,,,,-63.7,,,,-28.5,,False,,True,True,,,,,False,,False,,,,True,,True,,False,True,,False,False,,,True,True,False,,,,,,True,,,,True
47057,174,103.0,,107.3,,90.0,64.0,,,,,70.0,,88.6,,,,83.0,,159.3,,65.0,,,70.0,89.8,,,164.0,117.0,19.5,,,,,,81.3,,,,297.5,-71.0,,-66.7,,-84.0,-110.0,,,,,-104.0,,-85.4,,,,-91.0,,-14.7,,-109.0,,,-104.0,-84.2,,,-10.0,-57.0,-154.5,,,,,,-92.7,,,,123.5,,True,,False,False,,,,,False,,False,,,,False,,True,,False,,,False,False,,,True,True,False,,,,,,False,,,,False
47059,529,348.0,,350.2,,348.0,364.0,,,,,224.3,,259.8,,,,235.0,,391.8,,178.7,349.5,,278.0,269.5,,,411.0,365.0,57.8,,,,,347.5,334.6,,,,473.7,-181.0,,-178.8,,-181.0,-165.0,,,,,-304.7,,-269.2,,,,-294.0,,-137.2,,-350.3,-179.5,,-251.0,-259.5,,,-118.0,-164.0,-471.2,,,,,-181.5,-194.4,,,,-55.3,,True,,False,True,,,,,False,,False,,,,False,,True,,False,True,,False,False,,,True,True,False,,,,,False,False,,,,True
47061,89,47.0,,46.9,,47.0,19.0,,,,,46.3,,55.4,,,,73.0,,46.7,,9.7,,,58.0,69.3,,,61.0,56.0,6.0,,,,,,50.9,,,,71.4,-42.0,,-42.1,,-42.0,-70.0,,,,,-42.7,,-33.6,,,,-16.0,,-42.3,,-79.3,,,-31.0,-19.7,,,-28.0,-33.0,-83.0,,,,,,-38.1,,,,-17.6,,False,,False,False,,,,,False,,True,,,,True,,False,,False,,,True,True,,,True,True,False,,,,,,True,,,,True
47063,504,333.0,,336.1,,333.0,378.0,,,,,217.7,,207.6,,,,220.0,,378.6,,189.4,310.0,,146.0,249.4,,,386.0,340.0,32.8,,,,,322.1,490.7,,,,380.5,-171.0,,-167.9,,-171.0,-126.0,,,,,-286.3,,-296.4,,,,-284.0,,-125.4,,-314.6,-194.0,,-358.0,-254.6,,,-118.0,-164.0,-471.2,,,,,-181.9,-13.3,,,,-123.5,,True,,False,True,,,,,False,,False,,,,False,,True,,False,False,,False,False,,,True,True,False,,,,,False,True,,,,True
47065,2008,1955.0,,1975.4,2163.5,1922.0,2621.0,,,,,1173.1,,2289.3,,1772.4,,1476.0,,2448.5,,1136.7,2451.0,,1665.0,1712.5,,,2329.0,1873.0,161.1,,,,,1821.6,2161.8,2176.0,,,2088.8,-53.0,,-32.6,155.5,-86.0,613.0,,,,,-834.9,,281.3,,-235.6,,-532.0,,440.5,,-871.3,443.0,,-343.0,-295.5,,,321.0,-135.0,-1846.9,,,,,-186.4,153.8,168.0,,,80.8,,True,False,False,False,,,,,False,,False,,False,,False,,False,,False,False,,False,False,,,False,False,False,,,,,False,False,False,,,False
47067,39,36.0,,35.3,,35.0,28.0,,,,,17.9,,26.7,,,,18.0,,116.1,,28.4,,,78.0,32.2,,,49.0,35.0,5.4,,,,,,31.9,,,,45.9,-3.0,,-3.7,,-4.0,-11.0,,,,,-21.1,,-12.3,,,,-21.0,,77.1,,-10.6,,,39.0,-6.8,,,10.0,-4.0,-33.6,,,,,,-7.1,,,,6.9,,False,,False,False,,,,,False,,False,,,,False,,False,,False,,,False,False,,,False,False,False,,,,,,False,,,,False
47069,157,71.0,,74.5,,72.0,61.0,,,,,76.8,,63.8,,,,148.0,,64.2,,48.5,,,72.0,94.3,,,73.0,93.0,16.8,,,,,69.3,76.0,,,,75.4,-86.0,,-82.5,,-85.0,-96.0,,,,,-80.2,,-93.2,,,,-9.0,,-92.8,,-108.5,,,-85.0,-62.7,,,-84.0,-64.0,-140.2,,,,,-87.7,-81.0,,,,-81.6,,True,,True,False,,,,,True,,False,,,,True,,False,,False,,,True,True,,,True,True,False,,,,,False,True,,,,True
47071,164,125.0,,122.0,,114.0,67.0,,,,,91.8,,153.5,,,,170.0,,107.4,,69.2,,,82.0,114.5,,,161.0,130.0,21.7,,,,,,141.7,,,,141.7,-39.0,,-42.0,,-50.0,-97.0,,,,,-72.2,,-10.5,,,,6.0,,-56.6,,-94.8,,,-82.0,-49.5,,,-3.0,-34.0,-142.3,,,,,,-22.3,,,,-22.3,,False,,False,False,,,,,False,,True,,,,True,,False,,False,,,False,False,,,True,True,False,,,,,,True,,,,True
47073,349,247.0,,243.9,,240.0,257.0,,,,,158.5,,222.5,,,,173.0,,291.1,,129.5,246.0,,210.0,223.2,,,318.0,260.0,39.8,,,,,,257.1,,,,237.0,-102.0,,-105.1,,-109.0,-92.0,,,,,-190.5,,-126.5,,,,-176.0,,-57.9,,-219.5,-103.0,,-139.0,-125.8,,,-31.0,-89.0,-309.2,,,,,,-91.9,,,,-112.0,,False,,False,True,,,,,False,,False,,,,False,,True,,False,False,,False,False,,,True,True,False,,,,,,True,,,,False
