,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
40073,402,264.0,,249.8,,259.0,210.0,,,,123.4,,333.0,,183.6,,92.2,,,287.0,344.2,,,,,,,,,,,208.9,-138.0,,-152.2,,-143.0,-192.0,,,,-278.6,,-69.0,,-218.4,,-309.8,,,-115.0,-57.8,,,,,,,,,,,-193.1,,False,,False,False,,,,False,,True,,False,,False,,,True,True,,,,,,,,,,,False
40075,204,140.0,,127.3,,140.0,92.0,,,,55.6,,237.0,,130.0,,33.6,,,169.0,171.5,,,,,,,,,,,240.2,-64.0,,-76.7,,-64.0,-112.0,,,,-148.4,,33.0,,-74.0,,-170.4,,,-35.0,-32.5,,,,,,,,,,,36.2,,False,,False,False,,,,False,,True,,False,,False,,,True,True,,,,,,,,,,,True
40077,103,96.0,,105.1,,96.0,84.0,,,,46.1,,180.0,,40.5,,69.0,,,120.0,113.1,,,,,,,,,,,82.1,-7.0,,2.1,,-7.0,-19.0,,,,-56.9,,77.0,,-62.5,,-34.0,,,17.0,10.1,,,,,,,,,,,-20.9,,True,,False,False,,,,False,,False,,False,,False,,,False,False,,,,,,,,,,,False
40079,870,600.0,,563.6,,558.0,540.0,,,,367.6,,1112.0,,368.3,,317.4,535.0,,592.0,789.3,,,,,,300.2,,,,,661.9,-270.0,,-306.4,,-312.0,-330.0,,,,-502.4,,242.0,,-501.7,,-552.6,-335.0,,-278.0,-80.7,,,,,,-569.8,,,,,-208.1,,False,,False,False,,,,False,,True,,False,,False,False,,False,True,,,,,,False,,,,,True
40081,646,496.0,,506.5,,544.0,726.0,,,,201.8,,835.0,,492.7,,222.2,426.5,,790.0,619.4,,,,,,,,,,,536.5,-150.0,,-139.5,,-102.0,80.0,,,,-444.2,,189.0,,-153.3,,-423.8,-219.5,,144.0,-26.6,,,,,,,,,,,-109.5,,True,,True,True,,,,False,,False,,False,,False,False,,True,True,,,,,,,,,,,True
40083,896,488.0,,383.2,,572.0,750.0,,,,192.0,,1013.0,,751.0,,283.8,418.5,,798.0,628.8,,,,,,,,,,,611.2,-408.0,,-512.8,,-324.0,-146.0,,,,-704.0,,117.0,,-145.0,,-612.2,-477.5,,-98.0,-267.2,,,,,,,,,,,-284.8,,False,,True,True,,,,False,,True,,True,,False,False,,True,True,,,,,,,,,,,True
40085,320,284.0,,296.7,,284.0,112.0,,,,102.1,,135.0,,632.8,,87.7,,,644.0,359.1,,,,,,,,,,,222.1,-36.0,,-23.3,,-36.0,-208.0,,,,-217.9,,-185.0,,312.8,,-232.3,,,324.0,39.1,,,,,,,,,,,-97.9,,True,,False,False,,,,False,,False,,False,,False,,,False,False,,,,,,,,,,,False
40087,1074,1224.0,,1265.0,,1222.0,478.0,,,,418.8,,776.0,,2036.4,,478.0,1143.0,,1572.0,1439.0,,,,,,687.7,,,,,1644.4,150.0,,191.0,,148.0,-596.0,,,,-655.2,,-298.0,,962.4,,-596.0,69.0,,498.0,365.0,,,,,,-386.3,,,,,570.4,,False,,True,False,,,,False,,False,,False,,False,True,,False,False,,,,,,False,,,,,False
40089,546,644.0,,649.6,,588.0,331.0,,,,264.4,,512.0,,859.2,,367.7,524.5,,917.5,849.3,,,,,,355.9,,,,,645.8,98.0,,103.6,,42.0,-215.0,,,,-281.6,,-34.0,,313.2,,-178.3,-21.5,,371.5,303.3,,,,,,-190.1,,,,,99.8,,False,,True,False,,,,False,,True,,False,,False,True,,False,False,,,,,,False,,,,,False
40091,358,336.0,,352.0,,342.0,293.0,,,,97.8,,383.0,,539.5,,177.4,,,617.0,341.1,,,,,,,,,,,309.3,-22.0,,-6.0,,-16.0,-65.0,,,,-260.2,,25.0,,181.5,,-180.6,,,259.0,-16.9,,,,,,,,,,,-48.7,,True,,True,False,,,,False,,False,,False,,False,,,False,True,,,,,,,,,,,False
40093,310,232.0,,226.3,,254.0,275.0,,,,67.3,,132.0,,393.8,,59.2,,,410.0,273.8,,,,,,,,,,,339.9,-78.0,,-83.7,,-56.0,-35.0,,,,-242.7,,-178.0,,83.8,,-250.8,,,100.0,-36.2,,,,,,,,,,,29.9,,False,,True,True,,,,False,,False,,False,,False,,,False,True,,,,,,,,,,,True
40095,447,556.0,,519.6,,550.0,704.0,,,,179.9,,197.0,,432.1,,209.0,,,1366.5,574.3,,,,,,,,,,,1145.9,109.0,,72.6,,103.0,257.0,,,,-267.1,,-250.0,,-14.9,,-238.0,,,919.5,127.3,,,,,,,,,,,698.9,,True,,True,False,,,,False,,False,,True,,False,,,False,False,,,,,,,,,,,False
40097,722,544.0,,502.1,,553.0,727.0,,,,220.7,,877.0,,1161.9,,293.2,440.0,,607.0,645.4,,,,,,333.2,,,,,499.4,-178.0,,-219.9,,-169.0,5.0,,,,-501.3,,155.0,,439.9,,-428.8,-282.0,,-115.0,-76.6,,,,,,-388.8,,,,,-222.6,,False,,True,True,,,,False,,True,,False,,False,False,,True,True,,,,,,False,,,,,False
40099,407,320.0,,314.3,,297.0,265.0,,,,109.0,,230.0,,676.5,,144.6,,,257.0,320.4,,,,,,,,,,,266.0,-87.0,,-92.7,,-110.0,-142.0,,,,-298.0,,-177.0,,269.5,,-262.4,,,-150.0,-86.6,,,,,,,,,,,-141.0,,False,,False,False,,,,False,,False,,False,,False,,,False,True,,,,,,,,,,,False
40101,1983,2320.0,,2494.2,,2049.0,4072.0,,,,1057.4,,1924.0,,4482.6,,809.7,1645.5,,2140.0,1602.7,,,,,,1234.1,,,,,2128.6,337.0,,511.2,,66.0,2089.0,,,,-925.6,,-59.0,,2499.6,,-1173.3,-337.5,,157.0,-380.3,,,,,,-748.9,,,,,145.6,,False,,True,False,,,,False,,True,,False,,False,False,,True,False,,,,,,False,,,,,True
40103,435,268.0,,263.7,,267.0,216.0,,,,69.4,,210.0,,351.8,,72.1,,,577.0,314.4,,,,,,,,,,,455.5,-167.0,,-171.3,,-168.0,-219.0,,,,-365.6,,-225.0,,-83.2,,-362.9,,,142.0,-120.6,,,,,,,,,,,20.5,,False,,False,False,,,,False,,False,,True,,False,,,True,True,,,,,,,,,,,True
40105,170,148.0,,139.4,,148.0,135.0,,,,60.9,,193.0,,77.3,,37.6,,,166.0,189.3,,,,,,,,,,,251.6,-22.0,,-30.6,,-22.0,-35.0,,,,-109.1,,23.0,,-92.7,,-132.4,,,-4.0,19.3,,,,,,,,,,,81.6,,False,,False,False,,,,False,,False,,False,,False,,,True,True,,,,,,,,,,,False
40107,427,380.0,,372.7,,256.0,228.0,,,,150.6,,356.0,,176.1,,144.5,,,120.0,312.4,,,,,,,,,,,282.3,-47.0,,-54.3,,-171.0,-199.0,,,,-276.4,,-71.0,,-250.9,,-282.5,,,-307.0,-114.6,,,,,,,,,,,-144.7,,False,,False,False,,,,False,,False,,False,,False,,,False,False,,,,,,,,,,,False
40109,17987,15704.0,,16320.8,18648.4,19580.0,26959.0,,,,20327.5,,19690.0,,54998.3,,7475.4,13957.5,,20647.0,22013.8,,,,,,8684.0,31377.0,,,,23385.8,-2283.0,,-1666.2,661.4,1593.0,8972.0,,,,2340.5,,1703.0,,37011.3,,-10511.6,-4029.5,,2660.0,4026.8,,,,,,-9303.0,13390.0,,,,5398.8,,True,True,True,False,,,,False,,True,,False,,False,False,,False,False,,,,,,False,False,,,,False
40111,546,572.0,,536.0,,528.0,466.0,,,,245.1,,1033.0,,401.7,,290.2,542.5,,427.0,591.3,,,,,,404.6,,,,,727.2,26.0,,-10.0,,-18.0,-80.0,,,,-300.9,,487.0,,-144.3,,-255.8,-3.5,,-119.0,45.3,,,,,,-141.4,,,,,181.2,,True,,True,False,,,,False,,False,,False,,False,True,,False,False,,,,,,False,,,,,False
40113,710,648.0,,643.8,,649.0,809.0,,,,268.6,,643.0,,1354.7,,254.7,429.5,,920.5,845.7,,,,,,435.3,,,,,534.2,-62.0,,-66.2,,-61.0,99.0,,,,-441.4,,-67.0,,644.7,,-455.3,-280.5,,210.5,135.7,,,,,,-274.7,,,,,-175.8,,False,,True,False,,,,False,,False,,False,,False,False,,False,False,,,,,,False,,,,,False
40115,618,420.0,,416.2,,412.0,300.0,,,,213.0,,560.0,,309.6,,177.4,376.5,,457.0,588.1,,,,,,231.2,,,,,525.7,-198.0,,-201.8,,-206.0,-318.0,,,,-405.0,,-58.0,,-308.4,,-440.6,-241.5,,-161.0,-29.9,,,,,,-386.8,,,,,-92.3,,False,,False,False,,,,False,,True,,False,,False,False,,True,True,,,,,,False,,,,,True
40117,327,220.0,,224.2,,245.0,163.0,,,,62.4,,289.0,,686.7,,70.7,,,253.0,274.5,,,,,,,,,,,271.7,-107.0,,-102.8,,-82.0,-164.0,,,,-264.6,,-38.0,,359.7,,-256.3,,,-74.0,-52.5,,,,,,,,,,,-55.3,,True,,True,False,,,,False,,True,,False,,False,,,True,True,,,,,,,,,,,True
40119,1513,1228.0,,1188.6,,1427.0,2407.0,,,,859.0,,1710.0,,1816.4,,687.0,1009.5,,1624.5,1572.5,,,,,,583.2,,,,,1616.2,-285.0,,-324.4,,-86.0,894.0,,,,-654.0,,197.0,,303.4,,-826.0,-503.5,,111.5,59.5,,,,,,-929.8,,,,,103.2,,False,,True,False,,,,False,,True,,False,,False,False,,True,True,,,,,,False,,,,,True
40121,689,696.0,,697.1,,742.0,869.0,,,,284.2,,1049.0,,1256.2,,261.0,521.0,,1406.0,925.6,,,,,,464.9,,,,,756.6,7.0,,8.1,,53.0,180.0,,,,-404.8,,360.0,,567.2,,-428.0,-168.0,,717.0,236.6,,,,,,-224.1,,,,,67.6,,False,,False,False,,,,False,,False,,False,,False,False,,False,False,,,,,,False,,,,,False
40123,993,1384.0,,1447.4,,1387.0,1873.0,,,,420.6,,792.0,,3108.4,,476.2,1409.0,,1542.0,1299.4,,,,,,694.9,,,,,2790.5,391.0,,454.4,,394.0,880.0,,,,-572.4,,-201.0,,2115.4,,-516.8,416.0,,549.0,306.4,,,,,,-298.1,,,,,1797.5,,False,,False,False,,,,False,,True,,False,,False,False,,False,True,,,,,,True,,,,,False
40125,1617,1008.0,,1007.7,,972.0,1003.0,,,,632.6,,1779.0,,451.8,,555.0,915.0,,979.0,1286.5,,,,,,628.2,,,,,809.5,-609.0,,-609.3,,-645.0,-614.0,,,,-984.4,,162.0,,-1165.2,,-1062.0,-702.0,,-638.0,-330.5,,,,,,-988.8,,,,,-807.5,,False,,False,False,,,,False,,True,,False,,False,False,,False,True,,,,,,False,,,,,False
40127,108,128.0,,130.5,,128.0,45.0,,,,58.1,,156.0,,76.9,,100.5,,,133.0,210.6,,,,,,,,,,,135.4,20.0,,22.5,,20.0,-63.0,,,,-49.9,,48.0,,-31.1,,-7.5,,,25.0,102.6,,,,,,,,,,,27.4,,False,,False,False,,,,False,,False,,False,,True,,,False,False,,,,,,,,,,,False
40129,104,56.0,,54.4,,54.0,0.0,,,,26.1,,73.0,,334.6,,14.9,,,22.0,52.9,,,,,,,,,,,128.4,-48.0,,-49.6,,-50.0,-104.0,,,,-77.9,,-31.0,,230.6,,-89.1,,,-82.0,-51.1,,,,,,,,,,,24.4,,False,,False,False,,,,False,,True,,False,,False,,,False,False,,,,,,,,,,,True
40131,1868,1472.0,,1482.1,,1579.0,2164.0,,,,773.5,,1707.0,,1684.5,,871.0,1325.5,,1859.0,1993.0,,,,,,743.1,,,,,1875.6,-396.0,,-385.9,,-289.0,296.0,,,,-1094.5,,-161.0,,-183.5,,-997.0,-542.5,,-9.0,125.0,,,,,,-1124.9,,,,,7.6,,True,,True,True,,,,False,,True,,True,,False,False,,True,True,,,,,,False,,,,,True
40133,366,588.0,,590.7,,501.0,331.0,,,,248.1,,634.0,,269.5,,222.6,,,452.0,601.7,,,,,,,,,,,403.9,222.0,,224.7,,135.0,-35.0,,,,-117.9,,268.0,,-96.5,,-143.4,,,86.0,235.7,,,,,,,,,,,37.9,,False,,True,True,,,,True,,False,,True,,True,,,True,False,,,,,,,,,,,True
40135,459,564.0,,479.6,,558.0,594.0,,,,236.1,,1159.0,,772.8,,250.6,539.5,,436.0,591.1,,,,,,266.3,,,,,646.2,105.0,,20.6,,99.0,135.0,,,,-222.9,,700.0,,313.8,,-208.4,80.5,,-23.0,132.1,,,,,,-192.7,,,,,187.2,,True,,True,False,,,,False,,False,,False,,False,True,,True,False,,,,,,False,,,,,False
40137,1057,824.0,,848.1,,863.0,1103.0,,,,269.8,,999.0,,1158.7,,346.0,900.5,,709.5,834.6,,,,,,,,,,,1011.0,-233.0,,-208.9,,-194.0,46.0,,,,-787.2,,-58.0,,101.7,,-711.0,-156.5,,-347.5,-222.4,,,,,,,,,,,-46.0,,True,,True,True,,,,False,,True,,True,,False,True,,False,True,,,,,,,,,,,True
40139,580,592.0,,614.5,,524.0,0.0,,,,230.5,,677.0,,590.7,,244.0,,,478.0,493.2,,,,,,410.6,,,,,692.8,12.0,,34.5,,-56.0,-580.0,,,,-349.5,,97.0,,10.7,,-336.0,,,-102.0,-86.8,,,,,,-169.4,,,,,112.8,,False,,False,False,,,,False,,False,,True,,False,,,False,False,,,,,,False,,,,,False
40141,191,204.0,,206.0,,191.0,54.0,,,,56.6,,122.0,,721.0,,33.6,,,329.5,159.7,,,,,,,,,,,218.9,13.0,,15.0,,0.0,-137.0,,,,-134.4,,-69.0,,530.0,,-157.4,,,138.5,-31.3,,,,,,,,,,,27.9,,False,,True,False,,,,False,,False,,False,,False,,,False,False,,,,,,,,,,,False
40143,12699,9788.0,,9960.9,13103.8,13097.0,13614.0,,,,14493.5,,14424.0,,14415.5,,5314.9,8674.0,,14199.0,16455.0,,,,,,4968.9,14672.0,,,,15497.7,-2911.0,,-2738.1,404.8,398.0,915.0,,,,1794.5,,1725.0,,1716.5,,-7384.1,-4025.0,,1500.0,3756.0,,,,,,-7730.1,1973.0,,,,2798.7,,True,True,True,True,,,,True,,True,,True,,False,False,,True,False,,,,,,False,True,,,,True
40145,1074,716.0,,682.7,,706.0,847.0,,,,368.2,,1669.0,,1179.4,,620.0,615.0,,636.0,925.5,,,,,,493.5,,,,,844.4,-358.0,,-391.3,,-368.0,-227.0,,,,-705.8,,595.0,,105.4,,-454.0,-459.0,,-438.0,-148.5,,,,,,-580.5,,,,,-229.6,,False,,False,True,,,,False,,False,,True,,False,False,,False,True,,,,,,False,,,,,True
40147,848,592.0,,623.0,,595.0,721.0,,,,240.6,,900.0,,832.6,,460.4,519.5,,445.0,620.7,,,,,,501.4,,,,,555.6,-256.0,,-225.0,,-253.0,-127.0,,,,-607.4,,52.0,,-15.4,,-387.6,-328.5,,-403.0,-227.3,,,,,,-346.6,,,,,-292.4,,True,,True,True,,,,False,,True,,True,,False,False,,False,True,,,,,,False,,,,,False
40149,302,176.0,,201.6,,206.0,103.0,,,,92.9,,225.0,,638.7,,86.8,,,458.5,225.4,,,,,,,,,,,199.2,-126.0,,-100.4,,-96.0,-199.0,,,,-209.1,,-77.0,,336.7,,-215.2,,,156.5,-76.6,,,,,,,,,,,-102.8,,True,,True,False,,,,False,,True,,False,,False,,,False,True,,,,,,,,,,,True
40151,408,368.0,,356.4,,356.0,44.0,,,,97.9,,157.0,,4434.4,,82.3,,,1442.0,301.5,,,,,,,,,,,1708.0,-40.0,,-51.6,,-52.0,-364.0,,,,-310.1,,-251.0,,4026.4,,-325.7,,,1034.0,-106.5,,,,,,,,,,,1300.0,,False,,False,False,,,,False,,False,,False,,False,,,False,False,,,,,,,,,,,False
40153,602,672.0,,690.7,,675.0,0.0,,,,356.2,,671.0,,760.1,,113.6,,,1551.5,940.3,,,,,,300.3,,,,,765.8,70.0,,88.7,,73.0,-602.0,,,,-245.8,,69.0,,158.1,,-488.4,,,949.5,338.3,,,,,,-301.7,,,,,163.8,,False,,False,False,,,,False,,True,,False,,False,,,False,False,,,,,,False,,,,,False
41001,143,136.0,,131.2,,102.0,64.0,,,,59.2,,62.0,,50.4,,211.0,,,120.0,162.7,,,,,,,,,,,140.1,-7.0,,-11.8,,-41.0,-79.0,,,,-83.8,,-81.0,,-92.6,,68.0,,,-23.0,19.7,,,,,,,,,,,-2.9,,False,,False,False,,,,False,,False,,False,,False,,,False,False,,,,,,,,,,,True
41003,445,364.0,,343.6,,431.0,974.0,,,,130.5,,293.0,,2245.5,,514.6,313.0,,571.0,526.2,,,,,,,,,,,566.0,-81.0,,-101.4,,-14.0,529.0,,,,-314.5,,-152.0,,1800.5,,69.6,-132.0,,126.0,81.2,,,,,,,,,,,121.0,,False,,True,False,,,,False,,False,,False,,True,False,,False,False,,,,,,,,,,,False
41005,3530,2820.0,,2697.7,,3341.0,3515.0,,,,3013.3,,1840.0,,6597.2,,4159.3,3591.5,,4788.5,3904.2,,,,,,1436.5,5729.0,,,,3037.7,-710.0,,-832.3,,-189.0,-15.0,,,,-516.7,,-1690.0,,3067.2,,629.3,61.5,,1258.5,374.2,,,,,,-2093.5,2199.0,,,,-492.3,,False,,True,True,,,,True,,False,,False,,True,True,,False,True,,,,,,False,False,,,,True
41007,152,72.0,,72.8,,76.0,0.0,,,,78.6,,108.0,,97.7,,133.7,107.5,,68.0,138.6,,,,,,,,,,,72.9,-80.0,,-79.2,,-76.0,-152.0,,,,-73.4,,-44.0,,-54.3,,-18.3,-44.5,,-84.0,-13.4,,,,,,,,,,,-79.1,,True,,True,False,,,,True,,True,,True,,True,True,,False,True,,,,,,,,,,,True
41009,305,168.0,,169.3,,203.0,245.0,,,,72.7,,234.0,,280.5,,228.0,203.5,,229.0,240.8,,,,,,,,,,,154.2,-137.0,,-135.7,,-102.0,-60.0,,,,-232.3,,-71.0,,-24.5,,-77.0,-101.5,,-76.0,-64.2,,,,,,,,,,,-150.8,,True,,True,True,,,,False,,True,,True,,True,True,,True,True,,,,,,,,,,,False
41011,238,192.0,,197.0,,192.0,237.0,,,,92.4,,100.0,,339.2,,350.5,199.5,,121.0,222.8,,,,,,,,,,,186.7,-46.0,,-41.0,,-46.0,-1.0,,,,-145.6,,-138.0,,101.2,,112.5,-38.5,,-117.0,-15.2,,,,,,,,,,,-51.3,,True,,False,True,,,,False,,False,,False,,False,True,,False,True,,,,,,,,,,,False
41013,173,112.0,,116.6,,116.0,69.0,,,,43.0,,132.0,,184.3,,133.2,,,74.0,133.4,,,,,,,,,,,170.5,-61.0,,-56.4,,-57.0,-104.0,,,,-130.0,,-41.0,,11.3,,-39.8,,,-99.0,-39.6,,,,,,,,,,,-2.5,,True,,True,False,,,,False,,True,,True,,True,,,False,True,,,,,,,,,,,True
41015,111,36.0,,36.1,,30.0,25.0,,,,13.9,,19.0,,134.9,,41.1,,,26.0,50.3,,,,,,,,,,,53.1,-75.0,,-74.9,,-81.0,-86.0,,,,-97.1,,-92.0,,23.9,,-69.9,,,-85.0,-60.7,,,,,,,,,,,-57.9,,True,,False,False,,,,False,,False,,True,,True,,,False,True,,,,,,,,,,,True
41017,1548,772.0,,776.6,,803.0,866.0,,,,344.4,,972.0,,705.5,,1372.4,1181.5,,739.0,985.0,,,,,,382.1,981.0,,,,1080.9,-776.0,,-771.4,,-745.0,-682.0,,,,-1203.6,,-576.0,,-842.5,,-175.6,-366.5,,-809.0,-563.0,,,,,,-1165.9,-567.0,,,,-467.1,,True,,True,True,,,,False,,True,,False,,True,True,,False,True,,,,,,False,True,,,,True
41019,576,584.0,,589.1,,692.0,1498.0,,,,171.1,,355.0,,4496.6,,852.7,751.5,,1147.0,738.1,,,,,,,,,,,657.0,8.0,,13.1,,116.0,922.0,,,,-404.9,,-221.0,,3920.6,,276.7,175.5,,571.0,162.1,,,,,,,,,,,81.0,,False,,False,False,,,,False,,False,,False,,False,False,,False,False,,,,,,,,,,,False
41021,7,4.0,,7.2,,4.0,0.0,,,,5.2,,19.0,,0.0,,3.6,,,5.0,4.4,,,,,,,,,,,3.9,-3.0,,0.2,,-3.0,-7.0,,,,-1.8,,12.0,,-7.0,,-3.4,,,-2.0,-2.6,,,,,,,,,,,-3.1,,True,,False,False,,,,True,,False,,False,,False,,,True,True,,,,,,,,,,,False
41023,92,68.0,,70.3,,63.0,39.0,,,,27.2,,35.0,,1595.7,,51.7,,,34.0,68.2,,,,,,,,,,,246.1,-24.0,,-21.7,,-29.0,-53.0,,,,-64.8,,-57.0,,1503.7,,-40.3,,,-58.0,-23.8,,,,,,,,,,,154.1,,True,,False,False,,,,False,,False,,False,,False,,,False,True,,,,,,,,,,,False
41025,57,56.0,,55.7,,53.0,0.0,,,,27.1,,44.0,,55.9,,40.5,,,108.5,76.4,,,,,,,,,,,43.4,-1.0,,-1.3,,-4.0,-57.0,,,,-29.9,,-13.0,,-1.1,,-16.5,,,51.5,19.4,,,,,,,,,,,-13.6,,False,,False,False,,,,False,,False,,False,,False,,,False,False,,,,,,,,,,,False
41027,248,68.0,,72.3,,72.0,75.0,,,,43.2,,70.0,,96.6,,83.0,,,144.0,112.5,,,,,,,,,,,48.2,-180.0,,-175.7,,-176.0,-173.0,,,,-204.8,,-178.0,,-151.4,,-165.0,,,-104.0,-135.5,,,,,,,,,,,-199.8,,True,,True,True,,,,False,,True,,True,,True,,,True,True,,,,,,,,,,,False
41029,1964,2124.0,,2113.9,,2753.0,3006.0,,,,971.9,,797.0,,4391.3,,1945.6,3370.5,,3420.5,2555.3,,,,,,1165.6,4214.0,,,,3437.6,160.0,,149.9,,789.0,1042.0,,,,-992.1,,-1167.0,,2427.3,,-18.4,1406.5,,1456.5,591.3,,,,,,-798.4,2250.0,,,,1473.6,,True,,False,False,,,,False,,False,,False,,True,False,,False,False,,,,,,False,False,,,,False
41031,445,208.0,,203.7,,194.0,157.0,,,,88.5,,134.0,,592.5,,112.4,,,208.0,193.9,,,,,,,,,,,302.2,-237.0,,-241.3,,-251.0,-288.0,,,,-356.5,,-311.0,,147.5,,-332.6,,,-237.0,-251.1,,,,,,,,,,,-142.8,,False,,False,False,,,,False,,False,,True,,False,,,False,False,,,,,,,,,,,True
41033,469,148.0,,142.1,,155.0,242.0,,,,57.3,,138.0,,436.1,,312.2,160.5,,124.0,181.8,,,,,,,,,,,257.8,-321.0,,-326.9,,-314.0,-227.0,,,,-411.7,,-331.0,,-32.9,,-156.8,-308.5,,-345.0,-287.2,,,,,,,,,,,-211.2,,False,,True,True,,,,False,,False,,True,,True,True,,False,True,,,,,,,,,,,True
41035,837,232.0,,236.7,,249.0,256.0,,,,109.3,,330.0,,545.7,,337.6,205.0,,256.0,267.0,,,,,,,,,,,133.6,-605.0,,-600.3,,-588.0,-581.0,,,,-727.7,,-507.0,,-291.3,,-499.4,-632.0,,-581.0,-570.0,,,,,,,,,,,-703.4,,True,,True,True,,,,False,,True,,True,,True,False,,True,True,,,,,,,,,,,False
41037,113,44.0,,46.7,,32.0,7.0,,,,20.9,,48.0,,22.5,,35.0,,,26.0,53.5,,,,,,,,,,,27.1,-69.0,,-66.3,,-81.0,-106.0,,,,-92.1,,-65.0,,-90.5,,-78.0,,,-87.0,-59.5,,,,,,,,,,,-85.9,,True,,False,False,,,,False,,True,,False,,False,,,False,True,,,,,,,,,,,False
41039,2279,1608.0,,1653.4,,1732.0,3189.0,,,,837.5,,1594.0,,3066.3,,3367.0,1731.0,,2061.0,2133.8,,,,,,1194.9,2402.0,,,,1554.8,-671.0,,-625.6,,-547.0,910.0,,,,-1441.5,,-685.0,,787.3,,1088.0,-548.0,,-218.0,-145.2,,,,,,-1084.1,123.0,,,,-724.2,,True,,True,False,,,,False,,False,,False,,False,True,,True,True,,,,,,False,True,,,,False
41041,216,64.0,,65.1,,54.0,51.0,,,,42.7,,122.0,,49.3,,173.1,48.0,,14.0,84.5,,,,,,,,,,,38.2,-152.0,,-150.9,,-162.0,-165.0,,,,-173.3,,-94.0,,-166.7,,-42.9,-168.0,,-202.0,-131.5,,,,,,,,,,,-177.8,,True,,False,False,,,,False,,True,,False,,True,False,,False,True,,,,,,,,,,,False
41043,962,432.0,,436.5,,433.0,539.0,,,,232.5,,616.0,,199.3,,766.2,545.0,,405.0,554.6,,,,,,,397.0,,,,396.5,-530.0,,-525.5,,-529.0,-423.0,,,,-729.5,,-346.0,,-762.7,,-195.8,-417.0,,-557.0,-407.4,,,,,,,-565.0,,,,-565.5,,True,,True,True,,,,False,,True,,False,,True,True,,False,True,,,,,,,False,,,,False
41045,459,392.0,,379.8,,341.0,330.0,,,,249.8,,282.0,,155.9,,234.0,419.5,,309.0,462.5,,,,,,279.6,,,,,407.4,-67.0,,-79.2,,-118.0,-129.0,,,,-209.2,,-177.0,,-303.1,,-225.0,-39.5,,-150.0,3.5,,,,,,-179.4,,,,,-51.6,,False,,False,False,,,,False,,False,,False,,False,True,,False,True,,,,,,False,,,,,True
41047,3922,2556.0,,2503.0,,2648.0,2533.0,,,,3691.3,,2341.0,,2659.0,,2752.1,3030.0,,4027.5,4161.4,,,,,,1316.5,4146.0,,,,3901.7,-1366.0,,-1419.0,,-1274.0,-1389.0,,,,-230.7,,-1581.0,,-1263.0,,-1169.9,-892.0,,105.5,239.4,,,,,,-2605.5,224.0,,,,-20.3,,False,,True,False,,,,True,,False,,True,,True,True,,True,True,,,,,,False,True,,,,True
