,predicted_cases,actual_cases,error,perc_error
Covid19Sim-Simulator,5225864.0,7645001,-2419137.0,-31.6%
Columbia_UNC-SurvCon,5089663.0,7645001,-2555338.0,-33.4%
BPagano-RtDriven,4405459.7,7645001,-3239541.3,-42.4%
JCB-PRM,4027569.8,7645001,-3617431.2,-47.3%
JHUAPL-Bucky,3654779.0,7645001,-3990222.0,-52.2%
IBF-TimeSeries,3614103.0,7645001,-4030898.0,-52.7%
COVIDhub-baseline,3281551.0,7645001,-4363450.0,-57.1%
USACE-ERDC_SEIR,3233893.8,7645001,-4411107.2,-57.7%
USC-SI_kJalpha,3140804.0,7645001,-4504197.0,-58.9%
IowaStateLW-STEM,3012411.0,7645001,-4632590.0,-60.6%
UCLA-SuEIR,2681864.7,7645001,-4963136.3,-64.9%
CovidAnalytics-DELPHI,1912420.0,7645001,-5732581.0,-75.0%
LANL-GrowthRate,1698666.7,7645001,-5946334.3,-77.8%
