,mean_rank
OneQuietNight-ML,5.6
OliverWyman-Navigator,6.9
COVIDhub-ensemble,6.9
COVIDhub-baseline,7.3
CEID-Walk,7.3
IowaStateLW-STEM,7.4
LNQ-ens1,7.5
UChicagoCHATTOPADHYAY-UnIT,7.5
UVA-Ensemble,7.6
CU-select,8.3
LANL-GrowthRate,8.5
Google_Harvard-CPF,9.3
JHUAPL-Bucky,9.3
FAIR-NRAR,10.0
JHU_IDD-CovidSP,10.6
