,mean_rank
COVIDhub-baseline,2.6
IowaStateLW-STEM,2.6
JHUAPL-Bucky,2.7
USC-SI_kJalpha,3.6
LANL-GrowthRate,4.6
MITCovAlliance-SIR,4.9
