,count,mean,median,std,min,25%,75%,max
CU-select,51,22964.7,13564.0,35119.0,116.0,3259.0,26586.0,227404.0
USACE-ERDC_SEIR,51,25303.2,19545.9,26866.6,224.9,5695.3,32911.7,128941.4
LNQ-ens1,51,27040.6,17895.3,35274.8,14.0,5479.0,30273.7,164514.9
JCB-PRM,51,29303.5,12104.6,46610.1,45.0,5396.1,31914.2,284474.2
MSRA-DeepST,50,29485.4,11370.8,46598.2,164.2,2968.7,37954.5,266365.2
JHU_IDD-CovidSP,51,30379.7,21722.9,46056.1,558.8,8836.8,36955.0,321298.5
COVIDhub-ensemble,51,30382.6,15597.0,44934.9,53.0,4812.5,40856.0,276067.0
JHU_CSSE-DECOM,51,30937.3,13494.0,46269.6,91.0,4636.0,34500.5,238381.0
COVIDhub-baseline,51,31969.1,17187.0,50878.8,80.0,5830.0,40064.5,330865.0
CEID-Walk,51,32157.4,17327.4,51123.2,55.9,6446.8,35853.2,332964.1
IowaStateLW-STEM,49,33204.5,17096.0,49061.8,113.0,6970.5,41633.0,316318.0
UCSB-ACTS,51,34794.1,14175.7,54067.6,807.7,7577.3,35928.5,328465.9
RobertWalraven-ESG,50,35012.5,15484.5,52481.4,84.4,6110.0,36938.0,295898.3
UVA-Ensemble,51,39629.6,13983.0,62479.2,180.1,6805.7,40626.4,336641.0
LANL-GrowthRate,51,40457.4,14130.5,65672.6,40.5,3249.0,36470.0,303932.5
JHU_UNC_GAS-StatMechPool,51,40988.4,21124.0,59734.3,98.5,6365.2,45178.2,318498.5
Google_Harvard-CPF,51,43951.3,19812.1,65807.6,265.7,5362.2,46082.2,301220.1
BPagano-RtDriven,51,44563.2,18541.2,65547.9,781.9,7714.8,43266.8,316055.3
USC-SI_kJalpha,51,46299.6,30021.0,44555.8,575.0,16488.0,59251.5,211036.0
UCLA-SuEIR,51,51851.3,34964.8,71782.6,691.2,12557.9,48424.4,428315.9
Karlen-pypm,51,59258.7,32716.7,78917.1,499.3,12441.1,73183.4,421298.0
TTU-squider,51,61157.3,35020.8,87085.1,796.0,8273.6,62637.9,529290.9
JHUAPL-Bucky,51,74028.9,35960.0,101190.9,162.2,6480.0,89029.4,521439.1
CovidAnalytics-DELPHI,51,86222.0,54352.0,110120.7,792.0,16934.5,94617.0,520223.0
UMich-RidgeTfReg,50,86814.6,30172.2,119451.5,1530.4,16709.0,78771.3,478156.4
DDS-NBDS,51,112470.1,17722.1,369697.6,368.3,5193.0,54320.7,2418075.2
