,actual_cases,COVIDhub-baseline,BPagano-RtDriven,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,MITCovAlliance-SIR,UCLA-SuEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USC-SI_kJalpha
47033,582,736.0,,,,,219.0,,1153.5,143.0,,71.0,154.0,,,,,-363.0,,571.5,-439.0,,-511.0,,,,,False,,False,False,,False
47035,1691,664.0,,,,,892.0,,987.3,2.6,486.3,197.0,-1027.0,,,,,-799.0,,-703.7,-1688.4,-1204.7,-1494.0,,,,,True,,True,False,False,False
47037,19891,8520.0,,,,,5800.0,,6484.1,246.9,2941.3,3339.0,-11371.0,,,,,-14091.0,,-13406.9,-19644.1,-16949.7,-16552.0,,,,,False,,False,False,False,False
47039,431,224.0,,,,,210.0,,176.1,0.0,,50.0,-207.0,,,,,-221.0,,-254.9,-431.0,,-381.0,,,,,False,,False,False,,False
47041,932,336.0,,,,,350.0,,507.7,0.0,,1.0,-596.0,,,,,-582.0,,-424.3,-932.0,,-931.0,,,,,True,,True,False,,False
47043,1983,832.0,,,,,689.0,,916.8,9.0,522.5,267.0,-1151.0,,,,,-1294.0,,-1066.2,-1974.0,-1460.5,-1716.0,,,,,False,,True,False,False,False
47045,1696,1672.0,,,,,793.0,,2852.0,465.5,338.1,1360.0,-24.0,,,,,-903.0,,1156.0,-1230.5,-1357.9,-336.0,,,,,False,,False,False,False,False
47047,1141,936.0,,,,,483.0,,1144.7,370.7,379.1,261.0,-205.0,,,,,-658.0,,3.7,-770.3,-761.9,-880.0,,,,,False,,True,False,False,False
47049,612,624.0,,,,,262.0,,1786.2,205.5,,94.0,12.0,,,,,-350.0,,1174.2,-406.5,,-518.0,,,,,False,,False,False,,False
47051,1445,576.0,,,,,556.0,,925.5,1.5,386.4,337.0,-869.0,,,,,-889.0,,-519.5,-1443.5,-1058.6,-1108.0,,,,,False,,True,False,False,False
47053,1876,760.0,,,,,770.0,,888.6,1.5,555.6,169.0,-1116.0,,,,,-1106.0,,-987.4,-1874.5,-1320.4,-1707.0,,,,,True,,True,False,False,False
47055,944,648.0,,,,,384.0,,1182.7,0.2,,0.0,-296.0,,,,,-560.0,,238.7,-943.8,,-944.0,,,,,False,,True,False,,False
47057,778,432.0,,,,,290.0,,833.2,91.2,,212.0,-346.0,,,,,-488.0,,55.2,-686.8,,-566.0,,,,,False,,True,False,,False
47059,2495,1248.0,,,,,831.0,,1475.3,343.9,510.5,1577.0,-1247.0,,,,,-1664.0,,-1019.7,-2151.1,-1984.5,-918.0,,,,,False,,True,False,False,True
47061,415,560.0,,,,,181.0,,995.9,176.3,,240.0,145.0,,,,,-234.0,,580.9,-238.7,,-175.0,,,,,False,,False,False,,False
47063,2001,1000.0,,,,,847.0,,1514.7,1.0,361.8,627.0,-1001.0,,,,,-1154.0,,-486.3,-2000.0,-1639.2,-1374.0,,,,,False,,True,False,False,False
47065,9746,3976.0,,,,,4196.0,,4150.5,100.8,1502.1,3339.0,-5770.0,,,,,-5550.0,,-5595.5,-9645.2,-8243.9,-6407.0,,,,,True,,True,False,False,False
47067,134,24.0,,,,,49.0,,23.0,0.0,,90.0,-110.0,,,,,-85.0,,-111.0,-134.0,,-44.0,,,,,True,,False,False,,True
47069,723,616.0,,,,,434.0,,601.5,0.6,375.9,473.0,-107.0,,,,,-289.0,,-121.5,-722.4,-347.1,-250.0,,,,,False,,False,False,False,False
47071,792,888.0,,,,,412.0,,893.8,154.2,517.7,385.0,96.0,,,,,-380.0,,101.8,-637.8,-274.3,-407.0,,,,,False,,False,False,False,False
47073,1488,816.0,,,,,647.0,,1436.1,204.7,,179.0,-672.0,,,,,-841.0,,-51.9,-1283.3,,-1309.0,,,,,False,,True,False,,False
47075,672,376.0,,,,,234.0,,486.6,0.1,130.7,72.0,-296.0,,,,,-438.0,,-185.4,-671.9,-541.3,-600.0,,,,,False,,True,False,False,False
47077,912,408.0,,,,,354.0,,579.1,0.7,248.5,95.0,-504.0,,,,,-558.0,,-332.9,-911.3,-663.5,-817.0,,,,,False,,True,False,False,False
47079,1142,248.0,,,,,385.0,,363.5,0.0,,38.0,-894.0,,,,,-757.0,,-778.5,-1142.0,,-1104.0,,,,,True,,True,False,,False
47081,700,272.0,,,,,294.0,,532.0,0.1,,37.0,-428.0,,,,,-406.0,,-168.0,-699.9,,-663.0,,,,,True,,True,False,,False
47083,294,208.0,,,,,118.0,,715.3,0.0,,0.0,-86.0,,,,,-176.0,,421.3,-294.0,,-294.0,,,,,False,,False,False,,False
47085,497,408.0,,,,,203.0,,1073.4,88.8,,0.0,-89.0,,,,,-294.0,,576.4,-408.2,,-497.0,,,,,False,,False,False,,False
47087,393,248.0,,,,,148.0,,268.0,0.0,,65.0,-145.0,,,,,-245.0,,-125.0,-393.0,,-328.0,,,,,False,,True,False,,False
47089,1417,808.0,,,,,684.0,,1302.0,304.5,209.3,233.0,-609.0,,,,,-733.0,,-115.0,-1112.5,-1207.7,-1184.0,,,,,False,,True,False,False,False
47091,514,288.0,,,,,109.0,,1031.9,0.0,306.2,8.0,-226.0,,,,,-405.0,,517.9,-514.0,-207.8,-506.0,,,,,False,,False,False,True,False
47093,12299,6632.0,,,,,5499.0,,9030.0,3717.3,1769.5,4430.0,-5667.0,,,,,-6800.0,,-3269.0,-8581.7,-10529.5,-7869.0,,,,,False,,True,False,False,False
47095,326,128.0,,,,,100.0,,64.6,0.3,,77.0,-198.0,,,,,-226.0,,-261.4,-325.7,,-249.0,,,,,False,,False,False,,False
47097,1019,952.0,,,,,521.0,,1236.4,243.3,551.8,701.0,-67.0,,,,,-498.0,,217.4,-775.7,-467.2,-318.0,,,,,False,,False,False,False,False
47099,1964,1288.0,,,,,625.0,,1632.6,379.4,495.5,475.0,-676.0,,,,,-1339.0,,-331.4,-1584.6,-1468.5,-1489.0,,,,,False,,True,False,False,False
47101,597,392.0,,,,,126.0,,950.7,2.9,,49.0,-205.0,,,,,-471.0,,353.7,-594.1,,-548.0,,,,,False,,False,False,,False
47103,1501,520.0,,,,,467.0,,768.8,166.6,,188.0,-981.0,,,,,-1034.0,,-732.2,-1334.4,,-1313.0,,,,,False,,True,False,,False
47105,1336,936.0,,,,,639.0,,1740.6,350.2,549.3,366.0,-400.0,,,,,-697.0,,404.6,-985.8,-786.7,-970.0,,,,,False,,False,False,False,False
47107,1813,1056.0,,,,,792.0,,1311.4,363.2,423.9,1425.0,-757.0,,,,,-1021.0,,-501.6,-1449.8,-1389.1,-388.0,,,,,False,,True,False,False,True
47109,509,408.0,,,,,445.0,,602.6,0.6,305.4,86.0,-101.0,,,,,-64.0,,93.6,-508.4,-203.6,-423.0,,,,,True,,True,False,False,False
47111,846,672.0,,,,,322.0,,768.4,0.2,217.3,85.0,-174.0,,,,,-524.0,,-77.6,-845.8,-628.7,-761.0,,,,,False,,True,False,False,False
47113,2724,1856.0,,,,,1530.0,,1433.8,2.0,1455.9,434.0,-868.0,,,,,-1194.0,,-1290.2,-2722.0,-1268.1,-2290.0,,,,,False,,False,False,False,False
47115,756,424.0,,,,,429.0,,593.5,125.0,,127.0,-332.0,,,,,-327.0,,-162.5,-631.0,,-629.0,,,,,True,,True,False,,False
47117,1093,896.0,,,,,369.0,,1479.9,369.1,,338.0,-197.0,,,,,-724.0,,386.9,-723.9,,-755.0,,,,,False,,False,False,,False
47119,4253,1496.0,,,,,958.0,,2393.0,1095.9,760.6,771.0,-2757.0,,,,,-3295.0,,-1860.0,-3157.1,-3492.4,-3482.0,,,,,False,,True,False,False,False
47121,386,176.0,,,,,175.0,,427.3,40.3,,141.0,-210.0,,,,,-211.0,,41.3,-345.7,,-245.0,,,,,False,,True,False,,False
47123,1448,832.0,,,,,628.0,,852.3,231.8,576.8,609.0,-616.0,,,,,-820.0,,-595.7,-1216.2,-871.2,-839.0,,,,,False,,True,False,False,False
47125,4527,2176.0,,,,,1775.0,,2630.4,1332.8,743.6,473.0,-2351.0,,,,,-2752.0,,-1896.6,-3194.2,-3783.4,-4054.0,,,,,False,,True,False,False,False
47127,243,184.0,,,,,95.0,,257.0,71.4,,38.0,-59.0,,,,,-148.0,,14.0,-171.6,,-205.0,,,,,False,,True,False,,False
47129,595,312.0,,,,,373.0,,580.7,0.0,,177.0,-283.0,,,,,-222.0,,-14.3,-595.0,,-418.0,,,,,True,,True,False,,False
47131,1437,1128.0,,,,,523.0,,1697.9,1.0,556.5,81.0,-309.0,,,,,-914.0,,260.9,-1436.0,-880.5,-1356.0,,,,,False,,True,False,False,False
47133,613,1096.0,,,,,308.0,,2086.7,352.4,,2.0,483.0,,,,,-305.0,,1473.7,-260.6,,-611.0,,,,,True,,False,True,,False
47135,412,192.0,,,,,120.0,,134.8,27.8,,28.0,-220.0,,,,,-292.0,,-277.2,-384.2,,-384.0,,,,,False,,False,False,,False
47137,220,224.0,,,,,55.0,,1353.3,47.6,,32.0,4.0,,,,,-165.0,,1133.3,-172.4,,-188.0,,,,,False,,False,False,,False
47139,390,128.0,,,,,179.0,,292.1,0.0,,9.0,-262.0,,,,,-211.0,,-97.9,-390.0,,-381.0,,,,,True,,True,False,,False
47141,2848,2272.0,,,,,1390.0,,2141.8,1434.1,1878.5,1112.0,-576.0,,,,,-1458.0,,-706.2,-1413.9,-969.5,-1736.0,,,,,False,,False,False,False,False
47143,1169,384.0,,,,,483.0,,706.8,1.2,,0.0,-785.0,,,,,-686.0,,-462.2,-1167.8,,-1169.0,,,,,True,,True,False,,False
47145,1891,880.0,,,,,736.0,,1539.7,251.9,780.7,0.0,-1011.0,,,,,-1155.0,,-351.3,-1639.1,-1110.3,-1891.0,,,,,False,,True,False,False,False
47147,2273,784.0,,,,,671.0,,645.5,9.8,523.9,279.0,-1489.0,,,,,-1602.0,,-1627.5,-2263.2,-1749.1,-1994.0,,,,,False,,False,False,False,False
47149,11039,4224.0,,,,,3220.0,,4513.5,179.4,1184.0,2958.0,-6815.0,,,,,-7819.0,,-6525.5,-10859.6,-9855.0,-8081.0,,,,,False,,True,False,False,False
47151,1118,320.0,,,,,221.0,,972.2,81.8,,133.0,-798.0,,,,,-897.0,,-145.8,-1036.2,,-985.0,,,,,False,,True,False,,False
47153,414,392.0,,,,,156.0,,500.2,95.4,,153.0,-22.0,,,,,-258.0,,86.2,-318.6,,-261.0,,,,,False,,False,False,,False
47155,3097,1784.0,,,,,1038.0,,1686.5,16.2,711.0,652.0,-1313.0,,,,,-2059.0,,-1410.5,-3080.8,-2386.0,-2445.0,,,,,False,,False,False,False,False
47157,20711,9792.0,,,,,11114.0,,7122.6,311.2,4478.4,4271.0,-10919.0,,,,,-9597.0,,-13588.4,-20399.8,-16232.6,-16440.0,,,,,True,,False,False,False,False
47159,709,608.0,,,,,247.0,,861.5,261.0,,105.0,-101.0,,,,,-462.0,,152.5,-448.0,,-604.0,,,,,False,,False,False,,False
47161,395,264.0,,,,,136.0,,659.6,0.0,,17.0,-131.0,,,,,-259.0,,264.6,-395.0,,-378.0,,,,,False,,False,False,,False
47163,5047,3592.0,,,,,1864.0,,4827.0,839.9,1560.1,1917.0,-1455.0,,,,,-3183.0,,-220.0,-4207.1,-3486.9,-3130.0,,,,,False,,True,False,False,False
47165,6670,2112.0,,,,,1760.0,,1649.4,68.2,883.6,1177.0,-4558.0,,,,,-4910.0,,-5020.6,-6601.8,-5786.4,-5493.0,,,,,False,,False,False,False,False
47167,2152,1096.0,,,,,1008.0,,1441.3,6.6,686.9,367.0,-1056.0,,,,,-1144.0,,-710.7,-2145.4,-1465.1,-1785.0,,,,,False,,True,False,False,False
47169,265,88.0,,,,,131.0,,71.7,1.0,16.4,24.0,-177.0,,,,,-134.0,,-193.3,-264.0,-248.6,-241.0,,,,,True,,False,False,False,False
47171,751,304.0,,,,,229.0,,254.6,64.8,,317.0,-447.0,,,,,-522.0,,-496.4,-686.2,,-434.0,,,,,False,,False,False,,True
47173,408,312.0,,,,,292.0,,777.1,0.1,,0.0,-96.0,,,,,-116.0,,369.1,-407.9,,-408.0,,,,,False,,False,False,,False
47175,247,96.0,,,,,108.0,,95.5,0.0,,50.0,-151.0,,,,,-139.0,,-151.5,-247.0,,-197.0,,,,,True,,False,False,,False
47177,1767,864.0,,,,,809.0,,1017.6,275.9,531.3,666.0,-903.0,,,,,-958.0,,-749.4,-1491.1,-1235.7,-1101.0,,,,,False,,True,False,False,False
47179,4744,2088.0,,,,,1473.0,,2488.5,887.3,1032.0,1.0,-2656.0,,,,,-3271.0,,-2255.5,-3856.7,-3712.0,-4743.0,,,,,False,,True,False,False,False
47181,550,88.0,,,,,211.0,,61.7,0.3,478.4,0.0,-462.0,,,,,-339.0,,-488.3,-549.7,-71.6,-550.0,,,,,True,,False,False,True,False
47183,1044,608.0,,,,,483.0,,810.6,0.0,226.6,131.0,-436.0,,,,,-561.0,,-233.4,-1044.0,-817.4,-913.0,,,,,False,,True,False,False,False
47185,1130,552.0,,,,,414.0,,766.6,0.3,,99.0,-578.0,,,,,-716.0,,-363.4,-1129.7,,-1031.0,,,,,False,,True,False,,False
47187,7138,3240.0,,,,,1425.0,,3684.2,175.2,797.0,838.0,-3898.0,,,,,-5713.0,,-3453.8,-6962.8,-6341.0,-6300.0,,,,,False,,True,False,False,False
47189,5034,2264.0,,,,,1388.0,,2756.8,1606.3,613.6,685.0,-2770.0,,,,,-3646.0,,-2277.2,-3427.7,-4420.4,-4349.0,,,,,False,,True,False,False,False
48001,1084,328.0,,,,,961.0,,317.8,2.8,94.9,219.0,-756.0,,,,,-123.0,,-766.2,-1081.2,-989.1,-865.0,,,,,True,,False,False,False,False
48003,642,296.0,,,,,455.0,,622.4,144.4,,285.0,-346.0,,,,,-187.0,,-19.6,-497.6,,-357.0,,,,,True,,True,False,,False
48005,1966,296.0,,,,,895.0,,213.9,0.8,167.6,555.0,-1670.0,,,,,-1071.0,,-1752.1,-1965.2,-1798.4,-1411.0,,,,,True,,False,False,False,True
48007,255,48.0,,,,,16.0,,173.1,2.0,,10.0,-207.0,,,,,-239.0,,-81.9,-253.0,,-245.0,,,,,False,,True,False,,False
48009,282,128.0,,,,,48.0,,144.7,49.8,,199.0,-154.0,,,,,-234.0,,-137.3,-232.2,,-83.0,,,,,False,,True,False,,True
48011,72,8.0,,,,,16.0,,239.4,,,17.0,-64.0,,,,,-56.0,,167.4,,,-55.0,,,,,True,,False,,,True
48013,1094,136.0,,,,,154.0,,285.5,0.0,103.4,16.0,-958.0,,,,,-940.0,,-808.5,-1094.0,-990.6,-1078.0,,,,,True,,True,False,False,False
48015,272,32.0,,,,,163.0,,160.7,0.5,,19.0,-240.0,,,,,-109.0,,-111.3,-271.5,,-253.0,,,,,True,,True,False,,False
48017,430,152.0,,,,,51.0,,99.0,0.0,,113.0,-278.0,,,,,-379.0,,-331.0,-430.0,,-317.0,,,,,False,,False,False,,False
48019,236,8.0,,,,,87.0,,196.0,224.2,,2.0,-228.0,,,,,-149.0,,-40.0,-11.8,,-234.0,,,,,True,,True,True,,False
48021,1234,360.0,,,,,512.0,,332.9,0.6,211.7,467.0,-874.0,,,,,-722.0,,-901.1,-1233.4,-1022.3,-767.0,,,,,True,,False,False,False,True
48023,105,48.0,,,,,32.0,,529.4,,,4.0,-57.0,,,,,-73.0,,424.4,,,-101.0,,,,,False,,False,,,False
48025,505,64.0,,,,,122.0,,183.8,0.0,321.8,14.0,-441.0,,,,,-383.0,,-321.2,-505.0,-183.2,-491.0,,,,,True,,True,False,True,False
48027,4153,2104.0,,,,,3821.0,,1332.9,1764.9,987.8,3596.0,-2049.0,,,,,-332.0,,-2820.1,-2388.1,-3165.2,-557.0,,,,,True,,False,False,False,True
48029,32847,8280.0,,,,,7523.0,,4379.6,1550.0,2454.2,2229.0,-24567.0,,,,,-25324.0,,-28467.4,-31297.0,-30392.8,-30618.0,,,,,False,,False,False,False,False
48031,88,24.0,,,,,72.0,,44.6,46.4,,13.0,-64.0,,,,,-16.0,,-43.4,-41.6,,-75.0,,,,,True,,True,True,,False
48033,15,0.0,,,,,0.0,,11.3,,,0.0,-15.0,,,,,-15.0,,-3.7,,,-15.0,,,,,False,,True,,,False
48035,266,112.0,,,,,132.0,,318.1,15.4,,21.0,-154.0,,,,,-134.0,,52.1,-250.6,,-245.0,,,,,True,,True,False,,False
48037,1806,1232.0,,,,,1185.0,,1080.8,335.4,882.3,1448.0,-574.0,,,,,-621.0,,-725.2,-1470.6,-923.7,-358.0,,,,,False,,False,False,False,True
48039,4996,1744.0,,,,,1170.0,,1892.8,22.1,1486.1,986.0,-3252.0,,,,,-3826.0,,-3103.2,-4973.9,-3509.9,-4010.0,,,,,False,,True,False,False,False
48041,4156,2504.0,,,,,3184.0,,1600.7,19.0,675.2,1502.0,-1652.0,,,,,-972.0,,-2555.3,-4137.0,-3480.8,-2654.0,,,,,True,,False,False,False,False
48043,526,160.0,,,,,1072.0,,125.9,0.0,,277.0,-366.0,,,,,546.0,,-400.1,-526.0,,-249.0,,,,,False,,False,False,,True
48045,58,16.0,,,,,16.0,,8.2,,,38.0,-42.0,,,,,-42.0,,-49.8,,,-20.0,,,,,False,,False,,,True
48047,166,96.0,,,,,22.0,,116.9,0.0,,48.0,-70.0,,,,,-144.0,,-49.1,-166.0,,-118.0,,,,,False,,True,False,,False
48049,1527,224.0,,,,,451.0,,223.6,142.6,,584.0,-1303.0,,,,,-1076.0,,-1303.4,-1384.4,,-943.0,,,,,True,,False,False,,True
48051,409,304.0,,,,,152.0,,457.2,3.3,,521.0,-105.0,,,,,-257.0,,48.2,-405.7,,112.0,,,,,False,,True,False,,False
48053,883,416.0,,,,,384.0,,552.3,218.8,,208.0,-467.0,,,,,-499.0,,-330.7,-664.2,,-675.0,,,,,False,,True,False,,False
48055,476,200.0,,,,,254.0,,290.6,0.1,133.4,50.0,-276.0,,,,,-222.0,,-185.4,-475.9,-342.6,-426.0,,,,,True,,True,False,False,False
48057,229,144.0,,,,,22.0,,242.8,0.0,,56.0,-85.0,,,,,-207.0,,13.8,-229.0,,-173.0,,,,,False,,True,False,,False
48059,450,80.0,,,,,71.0,,41.3,51.6,,316.0,-370.0,,,,,-379.0,,-408.7,-398.4,,-134.0,,,,,False,,False,False,,True
48061,3629,2800.0,,,,,2243.0,,2211.0,10.0,6402.5,1536.0,-829.0,,,,,-1386.0,,-1418.0,-3619.0,2773.5,-2093.0,,,,,False,,False,False,False,False
48063,271,112.0,,,,,139.0,,49.0,0.0,,78.0,-159.0,,,,,-132.0,,-222.0,-271.0,,-193.0,,,,,True,,False,False,,False
48065,201,80.0,,,,,78.0,,470.4,,,100.0,-121.0,,,,,-123.0,,269.4,,,-101.0,,,,,False,,False,,,True
48067,711,400.0,,,,,305.0,,435.3,143.4,,441.0,-311.0,,,,,-406.0,,-275.7,-567.6,,-270.0,,,,,False,,True,False,,True
48069,427,112.0,,,,,79.0,,87.4,0.0,,100.0,-315.0,,,,,-348.0,,-339.6,-427.0,,-327.0,,,,,False,,False,False,,False
48071,835,400.0,,,,,187.0,,560.6,11.3,99.5,323.0,-435.0,,,,,-648.0,,-274.4,-823.7,-735.5,-512.0,,,,,False,,True,False,False,False
48073,1109,240.0,,,,,674.0,,235.0,0.7,172.3,790.0,-869.0,,,,,-435.0,,-874.0,-1108.3,-936.7,-319.0,,,,,True,,False,False,False,True
48075,1025,80.0,,,,,141.0,,86.4,,,152.0,-945.0,,,,,-884.0,,-938.6,,,-873.0,,,,,True,,True,,,True
48077,393,80.0,,,,,64.0,,77.4,,,12.0,-313.0,,,,,-329.0,,-315.6,,,-381.0,,,,,False,,False,,,False
48079,101,80.0,,,,,2.0,,274.4,,,27.0,-21.0,,,,,-99.0,,173.4,,,-74.0,,,,,False,,False,,,False
48081,254,224.0,,,,,8.0,,160.6,,,102.0,-30.0,,,,,-246.0,,-93.4,,,-152.0,,,,,False,,False,,,False
48083,212,16.0,,,,,56.0,,8.8,,,1.0,-196.0,,,,,-156.0,,-203.2,,,-211.0,,,,,True,,False,,,False
48085,17847,5688.0,,,,,5815.0,,5046.9,910.7,3462.6,1641.0,-12159.0,,,,,-12032.0,,-12800.1,-16936.3,-14384.4,-16206.0,,,,,True,,False,False,False,False
48087,175,0.0,,,,,52.0,,5.0,,,0.0,-175.0,,,,,-123.0,,-170.0,,,-175.0,,,,,True,,True,,,False
48089,361,32.0,,,,,113.0,,147.4,0.0,,7.0,-329.0,,,,,-248.0,,-213.6,-361.0,,-354.0,,,,,True,,True,False,,False
48091,2458,408.0,,,,,730.0,,280.6,579.9,186.8,1618.0,-2050.0,,,,,-1728.0,,-2177.4,-1878.1,-2271.2,-840.0,,,,,True,,False,True,False,True
48093,440,128.0,,,,,96.0,,230.7,0.3,,19.0,-312.0,,,,,-344.0,,-209.3,-439.7,,-421.0,,,,,False,,True,False,,False
48095,104,16.0,,,,,10.0,,6.6,0.0,,0.0,-88.0,,,,,-94.0,,-97.4,-104.0,,-104.0,,,,,False,,False,False,,False
48097,1143,176.0,,,,,451.0,,269.7,274.0,,118.0,-967.0,,,,,-692.0,,-873.3,-869.0,,-1025.0,,,,,True,,True,True,,False
48099,941,304.0,,,,,847.0,,420.1,0.7,421.1,571.0,-637.0,,,,,-94.0,,-520.9,-940.3,-519.9,-370.0,,,,,True,,True,False,True,True
48101,84,8.0,,,,,9.0,,11.2,,,1.0,-76.0,,,,,-75.0,,-72.8,,,-83.0,,,,,True,,True,,,False
48103,425,0.0,,,,,17.0,,30.0,,,83.0,-425.0,,,,,-408.0,,-395.0,,,-342.0,,,,,True,,True,,,True
48105,308,0.0,,,,,14.0,,8.1,0.0,,2.0,-308.0,,,,,-294.0,,-299.9,-308.0,,-306.0,,,,,True,,True,True,,True
48107,195,104.0,,,,,33.0,,71.2,17.0,,243.0,-91.0,,,,,-162.0,,-123.8,-178.0,,48.0,,,,,False,,False,False,,True
48109,168,168.0,,,,,1.0,,186.5,,,41.0,0.0,,,,,-167.0,,18.5,,,-127.0,,,,,False,,False,,,False
48111,146,288.0,,,,,138.0,,227.1,144.7,,101.0,142.0,,,,,-8.0,,81.1,-1.3,,-45.0,,,,,True,,True,True,,True
48113,64361,26432.0,,,,,25784.0,,17375.0,2093.9,16839.9,9815.0,-37929.0,,,,,-38577.0,,-46986.0,-62267.1,-47521.1,-54546.0,,,,,False,,False,False,False,False
48115,586,688.0,,,,,237.0,,1508.5,299.4,,80.0,102.0,,,,,-349.0,,922.5,-286.6,,-506.0,,,,,False,,False,False,,False
48117,1199,216.0,,,,,477.0,,357.8,0.3,,113.0,-983.0,,,,,-722.0,,-841.2,-1198.7,,-1086.0,,,,,True,,True,False,,False
48119,86,8.0,,,,,48.0,,32.3,,,6.0,-78.0,,,,,-38.0,,-53.7,,,-80.0,,,,,True,,True,,,False
48121,14746,5464.0,,,,,6202.0,,3712.1,401.1,3369.7,10453.0,-9282.0,,,,,-8544.0,,-11033.9,-14344.9,-11376.3,-4293.0,,,,,True,,False,False,False,True
48123,287,176.0,,,,,71.0,,248.6,0.0,39.0,90.0,-111.0,,,,,-216.0,,-38.4,-287.0,-248.0,-197.0,,,,,False,,True,False,False,False
48125,57,8.0,,,,,9.0,,6.7,,,40.0,-49.0,,,,,-48.0,,-50.3,,,-17.0,,,,,True,,False,,,True
48127,199,72.0,,,,,28.0,,96.1,0.0,,2.0,-127.0,,,,,-171.0,,-102.9,-199.0,,-197.0,,,,,False,,True,False,,False
48129,155,56.0,,,,,26.0,,86.6,,,83.0,-99.0,,,,,-129.0,,-68.4,,,-72.0,,,,,False,,True,,,True
48131,250,24.0,,,,,30.0,,31.2,0.0,,13.0,-226.0,,,,,-220.0,,-218.8,-250.0,,-237.0,,,,,True,,True,False,,False
48133,426,152.0,,,,,148.0,,332.3,60.1,,30.0,-274.0,,,,,-278.0,,-93.7,-365.9,,-396.0,,,,,False,,True,False,,False
48135,4998,2704.0,,,,,3767.0,,9215.6,21.7,963.6,492.0,-2294.0,,,,,-1231.0,,4217.6,-4976.3,-4034.4,-4506.0,,,,,True,,False,False,False,False
48137,93,0.0,,,,,2.0,,10.4,,,0.0,-93.0,,,,,-91.0,,-82.6,,,-93.0,,,,,True,,True,,,False
48139,4997,1240.0,,,,,1576.0,,823.3,75.2,686.3,2118.0,-3757.0,,,,,-3421.0,,-4173.7,-4921.8,-4310.7,-2879.0,,,,,True,,False,False,False,True
48141,60524,32856.0,,,,,29443.0,,24337.1,14418.3,13619.1,8588.0,-27668.0,,,,,-31081.0,,-36186.9,-46105.7,-46904.9,-51936.0,,,,,False,,False,False,False,False
48143,1438,448.0,,,,,516.0,,329.7,5.0,,499.0,-990.0,,,,,-922.0,,-1108.3,-1433.0,,-939.0,,,,,True,,False,False,,True
48145,286,352.0,,,,,215.0,,1720.6,0.0,,0.0,66.0,,,,,-71.0,,1434.6,-286.0,,-286.0,,,,,False,,False,False,,False
48147,656,280.0,,,,,408.0,,256.0,0.1,,374.0,-376.0,,,,,-248.0,,-400.0,-655.9,,-282.0,,,,,True,,False,False,,True
48149,382,168.0,,,,,178.0,,257.6,0.0,,235.0,-214.0,,,,,-204.0,,-124.4,-382.0,,-147.0,,,,,True,,True,False,,True
48151,112,64.0,,,,,9.0,,126.1,,,126.0,-48.0,,,,,-103.0,,14.1,,,14.0,,,,,False,,True,,,True
48153,360,32.0,,,,,41.0,,58.8,0.0,,62.0,-328.0,,,,,-319.0,,-301.2,-360.0,,-298.0,,,,,True,,True,False,,True
48155,40,8.0,,,,,8.0,,12.6,,,2.0,-32.0,,,,,-32.0,,-27.4,,,-38.0,,,,,False,,True,,,False
48157,12468,1968.0,,,,,2645.0,,1750.9,291.3,1326.1,3729.0,-10500.0,,,,,-9823.0,,-10717.1,-12176.7,-11141.9,-8739.0,,,,,True,,False,False,False,True
48159,192,56.0,,,,,107.0,,111.8,10.0,,9.0,-136.0,,,,,-85.0,,-80.2,-182.0,,-183.0,,,,,True,,True,False,,False
48161,396,72.0,,,,,251.0,,183.9,0.0,,82.0,-324.0,,,,,-145.0,,-212.1,-396.0,,-314.0,,,,,True,,True,False,,True
48163,505,136.0,,,,,102.0,,166.7,0.0,,154.0,-369.0,,,,,-403.0,,-338.3,-505.0,,-351.0,,,,,False,,True,False,,True
48165,638,328.0,,,,,961.0,,514.0,205.3,,101.0,-310.0,,,,,323.0,,-124.0,-432.7,,-537.0,,,,,False,,True,False,,False
48167,5085,1160.0,,,,,1247.0,,935.4,43.8,439.1,609.0,-3925.0,,,,,-3838.0,,-4149.6,-5041.2,-4645.9,-4476.0,,,,,True,,False,False,False,False
48169,116,72.0,,,,,56.0,,75.0,0.0,,96.0,-44.0,,,,,-60.0,,-41.0,-116.0,,-20.0,,,,,False,,True,False,,True
48171,717,88.0,,,,,119.0,,183.8,221.3,,16.0,-629.0,,,,,-598.0,,-533.2,-495.7,,-701.0,,,,,True,,True,True,,False
48173,78,8.0,,,,,0.0,,24.9,,,51.0,-70.0,,,,,-78.0,,-53.1,,,-27.0,,,,,False,,True,,,True
48175,97,0.0,,,,,10.0,,8.1,0.0,,2.0,-97.0,,,,,-87.0,,-88.9,-97.0,,-95.0,,,,,True,,True,False,,True
