,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,LANL-GrowthRate,UCLA-SuEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-UCLA-SuEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-UCLA-SuEIR,beat_baseline-USC-SI_kJalpha
31179,436,354.0,,185.0,,,,,251.0,,418.7,45.2,628.0,,108.0,-82.0,,-251.0,,,,,-185.0,,-17.3,-390.8,192.0,,-328.0,,False,,,,,False,,True,False,False,,False
31181,140,66.0,,47.0,,,,,69.0,,236.8,4.3,10.0,,12.0,-74.0,,-93.0,,,,,-71.0,,96.8,-135.7,-130.0,,-128.0,,False,,,,,True,,False,False,False,,False
31183,18,0.0,,0.0,,,,,30.0,,4.2,4.4,,,39.0,-18.0,,-18.0,,,,,12.0,,-13.8,-13.6,,,21.0,,False,,,,,True,,True,True,,,False
31185,614,528.0,,489.0,,,,,281.0,,1049.2,99.4,554.0,,325.0,-86.0,,-125.0,,,,,-333.0,,435.2,-514.6,-60.0,,-289.0,,False,,,,,False,,False,False,True,,False
32001,875,252.0,,7.0,,,,,117.0,,383.1,86.9,136.0,,551.0,-623.0,,-868.0,,,,,-758.0,,-491.9,-788.1,-739.0,,-324.0,,False,,,,,False,,True,False,False,,True
32003,56691,25200.0,,29897.0,,,,,19202.0,,15549.4,16863.7,28478.0,11002.4,18174.0,-31491.0,,-26794.0,,,,,-37489.0,,-41141.6,-39827.3,-28213.0,-45688.6,-38517.0,,True,,,,,False,,False,False,True,False,False
32005,1104,168.0,,168.0,,,,,159.0,,228.5,195.2,142.0,,242.0,-936.0,,-936.0,,,,,-945.0,,-875.5,-908.8,-962.0,,-862.0,,False,,,,,False,,True,True,False,,True
32007,1893,1014.0,,0.0,,,,,375.0,,1044.3,263.1,1499.0,454.9,494.0,-879.0,,-1893.0,,,,,-1518.0,,-848.7,-1629.9,-394.0,-1438.1,-1399.0,,False,,,,,False,,True,False,True,False,False
32009,27,0.0,,0.0,,,,,15.0,,3.1,0.0,,,,-27.0,,-27.0,,,,,-12.0,,-23.9,-27.0,,,,,False,,,,,True,,True,False,,,
32011,15,12.0,,0.0,,,,,19.0,,12.5,5.1,0.0,,98.0,-3.0,,-15.0,,,,,4.0,,-2.5,-9.9,-15.0,,83.0,,False,,,,,False,,True,False,False,,False
32013,342,66.0,,0.0,,,,,80.0,,108.1,53.1,69.0,,34.0,-276.0,,-342.0,,,,,-262.0,,-233.9,-288.9,-273.0,,-308.0,,False,,,,,True,,True,False,True,,False
32015,198,48.0,,0.0,,,,,30.0,,112.3,11.0,48.0,,30.0,-150.0,,-198.0,,,,,-168.0,,-85.7,-187.0,-150.0,,-168.0,,False,,,,,False,,True,False,False,,False
32017,202,30.0,,0.0,,,,,22.0,,192.7,21.4,41.0,,5.0,-172.0,,-202.0,,,,,-180.0,,-9.3,-180.6,-161.0,,-197.0,,False,,,,,False,,True,False,True,,False
32019,1074,246.0,,366.0,,,,,340.0,,379.1,329.0,262.0,,182.0,-828.0,,-708.0,,,,,-734.0,,-694.9,-745.0,-812.0,,-892.0,,True,,,,,True,,True,True,True,,False
32021,142,0.0,,0.0,,,,,27.0,,74.1,1.7,0.0,,0.0,-142.0,,-142.0,,,,,-115.0,,-67.9,-140.3,-142.0,,-142.0,,False,,,,,True,,True,True,False,,False
32023,907,510.0,,0.0,,,,,187.0,,914.4,292.9,672.5,,52.0,-397.0,,-907.0,,,,,-720.0,,7.4,-614.1,-234.5,,-855.0,,False,,,,,False,,True,False,True,,False
32027,282,0.0,,0.0,,,,,47.0,,31.0,5.2,6.0,,1.0,-282.0,,-282.0,,,,,-235.0,,-251.0,-276.8,-276.0,,-281.0,,False,,,,,True,,True,True,True,,True
32029,42,0.0,,0.0,,,,,20.0,,32.4,17.8,12.0,,0.0,-42.0,,-42.0,,,,,-22.0,,-9.6,-24.2,-30.0,,-42.0,,False,,,,,True,,True,True,True,,False
32031,16364,7644.0,,10477.0,,,,,4390.0,,7988.7,4073.4,10430.5,3285.7,6852.0,-8720.0,,-5887.0,,,,,-11974.0,,-8375.3,-12290.6,-5933.5,-13078.3,-9512.0,,True,,,,,False,,True,False,True,False,False
32033,265,24.0,,0.0,,,,,38.0,,102.5,25.3,21.0,,3.0,-241.0,,-265.0,,,,,-227.0,,-162.5,-239.7,-244.0,,-262.0,,False,,,,,True,,True,True,False,,False
32510,2872,480.0,,593.0,,,,,323.0,,537.1,151.5,598.0,,445.0,-2392.0,,-2279.0,,,,,-2549.0,,-2334.9,-2720.5,-2274.0,,-2427.0,,True,,,,,False,,True,False,True,,False
33001,927,174.0,,342.0,,,,,243.0,,421.0,275.0,130.0,,107.0,-753.0,,-585.0,,,,,-684.0,,-506.0,-652.0,-797.0,,-820.0,,True,,,,,True,,True,True,False,,False
33003,433,108.0,,149.0,,,,,326.0,,176.8,138.2,151.0,,385.0,-325.0,,-284.0,,,,,-107.0,,-256.2,-294.8,-282.0,,-48.0,,True,,,,,True,,True,True,True,,True
33005,684,150.0,,397.0,,,,,401.0,,203.8,326.7,213.0,,298.0,-534.0,,-287.0,,,,,-283.0,,-480.2,-357.3,-471.0,,-386.0,,True,,,,,True,,True,True,True,,True
33007,321,288.0,,393.0,,,,,47.0,,384.3,49.1,394.0,,840.0,-33.0,,72.0,,,,,-274.0,,63.3,-271.9,73.0,,519.0,,False,,,,,False,,False,False,False,,False
33009,568,306.0,,806.0,,,,,197.0,,266.4,164.5,492.0,,1085.0,-262.0,,238.0,,,,,-371.0,,-301.6,-403.5,-76.0,,517.0,,True,,,,,False,,False,False,True,,False
33011,7229,1560.0,,1849.0,,,,,1037.0,,1274.0,2869.2,1397.0,1684.3,1160.0,-5669.0,,-5380.0,,,,,-6192.0,,-5955.0,-4359.8,-5832.0,-5544.7,-6069.0,,True,,,,,False,,False,True,False,True,False
33013,2110,582.0,,596.0,,,,,334.0,,722.2,1480.5,610.0,,500.0,-1528.0,,-1514.0,,,,,-1776.0,,-1387.8,-629.5,-1500.0,,-1610.0,,True,,,,,False,,True,True,True,,False
33015,4729,1290.0,,2262.0,,,,,646.0,,938.8,2210.8,1842.0,1140.2,1646.0,-3439.0,,-2467.0,,,,,-4083.0,,-3790.2,-2518.2,-2887.0,-3588.8,-3083.0,,True,,,,,False,,False,True,True,False,True
33017,1397,462.0,,1087.0,,,,,419.0,,392.5,816.0,825.0,,890.0,-935.0,,-310.0,,,,,-978.0,,-1004.5,-581.0,-572.0,,-507.0,,True,,,,,False,,False,True,True,,True
33019,225,96.0,,166.0,,,,,152.0,,224.2,102.8,178.0,,189.0,-129.0,,-59.0,,,,,-73.0,,-0.8,-122.2,-47.0,,-36.0,,True,,,,,True,,True,True,True,,True
34001,5621,1878.0,,1961.0,,,,,1795.0,,1346.7,2830.6,2519.0,1544.6,1915.0,-3743.0,,-3660.0,,,,,-3826.0,,-4274.3,-2790.4,-3102.0,-4076.4,-3706.0,,True,,,,,False,,False,True,True,False,True
34003,17289,5748.0,,7819.0,,,,,4808.0,,3369.4,8422.8,8385.5,2954.2,5622.0,-11541.0,,-9470.0,,,,,-12481.0,,-13919.6,-8866.2,-8903.5,-14334.8,-11667.0,,True,,,,,False,,False,True,True,False,False
34005,9187,2778.0,,3164.0,,,,,2438.0,,1939.7,3500.5,4867.5,2086.1,3038.0,-6409.0,,-6023.0,,,,,-6749.0,,-7247.3,-5686.5,-4319.5,-7100.9,-6149.0,,True,,,,,False,,False,True,True,False,True
34007,13093,3360.0,,4292.0,,,,,3465.0,,2265.1,4364.2,5507.5,1908.4,4196.0,-9733.0,,-8801.0,,,,,-9628.0,,-10827.9,-8728.8,-7585.5,-11184.6,-8897.0,,True,,,,,True,,False,True,True,False,True
34009,1931,258.0,,441.0,,,,,647.0,,184.3,238.9,452.0,147.6,858.0,-1673.0,,-1490.0,,,,,-1284.0,,-1746.7,-1692.1,-1479.0,-1783.4,-1073.0,,True,,,,,True,,False,False,True,False,True
34011,2736,546.0,,1202.0,,,,,1195.0,,335.3,570.3,835.0,308.0,907.0,-2190.0,,-1534.0,,,,,-1541.0,,-2400.7,-2165.7,-1901.0,-2428.0,-1829.0,,True,,,,,True,,False,True,True,False,True
34013,17604,9048.0,,12147.0,,,,,5090.0,,7250.6,11919.8,14546.0,4155.0,5655.0,-8556.0,,-5457.0,,,,,-12514.0,,-10353.4,-5684.2,-3058.0,-13449.0,-11949.0,,True,,,,,False,,False,True,True,False,False
34015,6655,1260.0,,1091.0,,,,,1893.0,,1249.9,2032.7,2513.5,1143.9,1573.0,-5395.0,,-5564.0,,,,,-4762.0,,-5405.1,-4622.3,-4141.5,-5511.1,-5082.0,,False,,,,,True,,False,True,True,False,True
34017,15204,6324.0,,8885.0,,,,,4105.0,,3540.9,5787.4,9916.5,2693.0,4502.0,-8880.0,,-6319.0,,,,,-11099.0,,-11663.1,-9416.6,-5287.5,-12511.0,-10702.0,,True,,,,,False,,False,False,True,False,False
34019,1567,540.0,,1352.0,,,,,396.0,,402.9,1053.7,626.0,573.7,931.0,-1027.0,,-215.0,,,,,-1171.0,,-1164.1,-513.3,-941.0,-993.3,-636.0,,True,,,,,False,,False,True,True,True,True
34021,7207,1578.0,,2460.0,,,,,2451.0,,948.3,1916.9,2577.5,973.5,2229.0,-5629.0,,-4747.0,,,,,-4756.0,,-6258.7,-5290.1,-4629.5,-6233.5,-4978.0,,True,,,,,True,,False,True,True,False,True
34023,15291,5850.0,,8260.0,,,,,4854.0,,3515.5,10539.9,8768.5,4211.3,5262.0,-9441.0,,-7031.0,,,,,-10437.0,,-11775.5,-4751.1,-6522.5,-11079.7,-10029.0,,True,,,,,False,,False,True,True,False,False
34025,12037,3702.0,,8881.0,,,,,3409.0,,2143.8,8157.6,3803.5,3194.5,4253.0,-8335.0,,-3156.0,,,,,-8628.0,,-9893.2,-3879.4,-8233.5,-8842.5,-7784.0,,True,,,,,False,,False,True,True,False,True
34027,9045,3048.0,,3557.0,,,,,2435.0,,2046.4,4877.1,4983.5,2000.7,2709.0,-5997.0,,-5488.0,,,,,-6610.0,,-6998.6,-4167.9,-4061.5,-7044.3,-6336.0,,True,,,,,False,,False,True,True,False,False
34029,10757,3030.0,,3655.0,,,,,3950.0,,1711.4,6851.5,1669.0,2386.9,1989.0,-7727.0,,-7102.0,,,,,-6807.0,,-9045.6,-3905.5,-9088.0,-8370.1,-8768.0,,True,,,,,True,,False,True,False,False,False
34031,15583,4758.0,,7993.0,,,,,3899.0,,2459.2,4323.2,6919.5,2126.4,3587.0,-10825.0,,-7590.0,,,,,-11684.0,,-13123.8,-11259.8,-8663.5,-13456.6,-11996.0,,True,,,,,False,,False,False,True,False,False
34033,1138,168.0,,140.0,,,,,396.0,,119.0,314.1,170.0,135.1,301.0,-970.0,,-998.0,,,,,-742.0,,-1019.0,-823.9,-968.0,-1002.9,-837.0,,False,,,,,True,,False,True,True,False,True
34035,5556,1464.0,,3190.0,,,,,1570.0,,991.2,2172.5,2044.0,1009.9,1537.0,-4092.0,,-2366.0,,,,,-3986.0,,-4564.8,-3383.5,-3512.0,-4546.1,-4019.0,,True,,,,,True,,False,True,True,False,True
34037,1828,546.0,,1034.0,,,,,465.0,,385.8,1165.7,644.0,314.3,709.0,-1282.0,,-794.0,,,,,-1363.0,,-1442.2,-662.3,-1184.0,-1513.7,-1119.0,,True,,,,,False,,False,True,True,False,True
34039,14339,6618.0,,12261.0,,,,,3845.0,,4083.0,4261.1,10611.0,3259.1,3972.0,-7721.0,,-2078.0,,,,,-10494.0,,-10256.0,-10077.9,-3728.0,-11079.9,-10367.0,,True,,,,,False,,False,False,True,False,False
34041,1641,474.0,,1207.0,,,,,467.0,,302.1,508.8,692.0,229.5,888.0,-1167.0,,-434.0,,,,,-1174.0,,-1338.9,-1132.2,-949.0,-1411.5,-753.0,,True,,,,,False,,False,True,True,False,True
35001,22066,9036.0,,11093.0,,,,,8914.0,,15136.9,6129.7,12444.5,7373.8,6318.0,-13030.0,,-10973.0,,,,,-13152.0,,-6929.1,-15936.3,-9621.5,-14692.2,-15748.0,,True,,,,,False,,True,False,True,False,False
35003,41,6.0,,0.0,,,,,30.0,,15.2,1.2,0.0,,30.0,-35.0,,-41.0,,,,,-11.0,,-25.8,-39.8,-41.0,,-11.0,,False,,,,,True,,True,False,False,,True
35005,3597,1278.0,,1196.0,,,,,881.0,,1186.4,319.9,1413.0,1536.3,1203.0,-2319.0,,-2401.0,,,,,-2716.0,,-2410.6,-3277.1,-2184.0,-2060.7,-2394.0,,False,,,,,False,,False,False,True,True,False
35006,1242,576.0,,252.0,,,,,617.0,,269.0,223.6,743.0,,364.0,-666.0,,-990.0,,,,,-625.0,,-973.0,-1018.4,-499.0,,-878.0,,False,,,,,True,,False,False,True,,False
35007,333,12.0,,0.0,,,,,130.0,,21.7,13.2,11.0,,13.0,-321.0,,-333.0,,,,,-203.0,,-311.3,-319.8,-322.0,,-320.0,,False,,,,,True,,True,True,False,,True
35009,1964,972.0,,724.0,,,,,1814.0,,1303.5,322.6,1023.0,810.6,420.0,-992.0,,-1240.0,,,,,-150.0,,-660.5,-1641.4,-941.0,-1153.4,-1544.0,,False,,,,,True,,True,False,True,False,False
35011,69,6.0,,0.0,,,,,28.0,,19.6,18.2,,,36.0,-63.0,,-69.0,,,,,-41.0,,-49.4,-50.8,,,-33.0,,False,,,,,True,,True,True,,,True
35013,8602,7668.0,,11703.0,,,,,11085.0,,9367.6,2686.3,12268.0,5027.9,110.0,-934.0,,3101.0,,,,,2483.0,,765.6,-5915.7,3666.0,-3574.1,-8492.0,,False,,,,,False,,True,False,False,False,False
35015,2037,1032.0,,1183.0,,,,,1354.0,,1723.8,324.1,1252.5,692.7,921.0,-1005.0,,-854.0,,,,,-683.0,,-313.2,-1712.9,-784.5,-1344.3,-1116.0,,True,,,,,True,,True,False,True,False,False
35017,433,84.0,,87.0,,,,,428.0,,87.6,127.9,132.0,,146.0,-349.0,,-346.0,,,,,-5.0,,-345.4,-305.1,-301.0,,-287.0,,True,,,,,True,,True,True,True,,True
35019,160,30.0,,0.0,,,,,61.0,,23.6,3.3,12.0,,34.0,-130.0,,-160.0,,,,,-99.0,,-136.4,-156.7,-148.0,,-126.0,,False,,,,,True,,False,False,False,,True
35021,6,0.0,,0.0,,,,,25.0,,1.0,0.0,,,0.0,-6.0,,-6.0,,,,,19.0,,-5.0,-6.0,,,-6.0,,False,,,,,False,,True,True,,,False
35023,84,66.0,,0.0,,,,,45.0,,60.1,17.2,30.0,,62.0,-18.0,,-84.0,,,,,-39.0,,-23.9,-66.8,-54.0,,-22.0,,False,,,,,False,,False,False,False,,False
35025,3187,1146.0,,1408.0,,,,,1985.0,,1121.7,456.5,1020.5,578.6,541.0,-2041.0,,-1779.0,,,,,-1202.0,,-2065.3,-2730.5,-2166.5,-2608.4,-2646.0,,True,,,,,True,,False,False,False,False,False
35027,533,216.0,,0.0,,,,,114.0,,605.0,146.2,211.0,,2.0,-317.0,,-533.0,,,,,-419.0,,72.0,-386.8,-322.0,,-531.0,,False,,,,,False,,True,False,False,,False
35028,157,42.0,,146.0,,,,,82.0,,54.6,36.0,19.0,,91.0,-115.0,,-11.0,,,,,-75.0,,-102.4,-121.0,-138.0,,-66.0,,True,,,,,True,,True,False,False,,True
35029,1011,2280.0,,2159.0,,,,,585.0,,5373.0,187.1,4125.5,,198.0,1269.0,,1148.0,,,,,-426.0,,4362.0,-823.9,3114.5,,-813.0,,True,,,,,True,,False,True,False,,True
35031,3584,948.0,,228.0,,,,,1410.0,,485.6,351.0,1268.0,430.8,23.0,-2636.0,,-3356.0,,,,,-2174.0,,-3098.4,-3233.0,-2316.0,-3153.2,-3561.0,,False,,,,,True,,False,False,True,False,False
35033,51,6.0,,0.0,,,,,36.0,,12.2,6.7,6.0,,1.0,-45.0,,-51.0,,,,,-15.0,,-38.8,-44.3,-45.0,,-50.0,,False,,,,,True,,True,True,False,,False
35035,1284,492.0,,1269.0,,,,,915.0,,2345.6,474.4,1028.0,,420.0,-792.0,,-15.0,,,,,-369.0,,1061.6,-809.6,-256.0,,-864.0,,True,,,,,True,,False,False,True,,False
35037,199,42.0,,0.0,,,,,187.0,,48.9,36.9,94.0,,59.0,-157.0,,-199.0,,,,,-12.0,,-150.1,-162.1,-105.0,,-140.0,,False,,,,,True,,True,False,True,,True
35039,1202,300.0,,332.0,,,,,285.0,,293.2,197.9,589.0,,397.0,-902.0,,-870.0,,,,,-917.0,,-908.8,-1004.1,-613.0,,-805.0,,True,,,,,False,,False,False,True,,True
35041,696,258.0,,352.0,,,,,452.0,,456.5,154.9,358.0,,145.0,-438.0,,-344.0,,,,,-244.0,,-239.5,-541.1,-338.0,,-551.0,,True,,,,,True,,True,False,True,,False
35043,4475,1212.0,,920.0,,,,,1734.0,,1268.7,1242.7,1534.0,706.4,915.0,-3263.0,,-3555.0,,,,,-2741.0,,-3206.3,-3232.3,-2941.0,-3768.6,-3560.0,,False,,,,,True,,True,True,True,False,False
35045,3924,786.0,,948.0,,,,,1546.0,,572.9,860.5,1012.0,355.0,486.0,-3138.0,,-2976.0,,,,,-2378.0,,-3351.1,-3063.5,-2912.0,-3569.0,-3438.0,,True,,,,,True,,False,True,True,False,False
35047,393,150.0,,123.0,,,,,708.0,,161.9,106.0,165.0,,195.0,-243.0,,-270.0,,,,,315.0,,-231.1,-287.0,-228.0,,-198.0,,False,,,,,False,,True,False,True,,True
35049,4418,1632.0,,1398.0,,,,,1488.0,,2473.4,1426.8,2404.5,1064.3,1310.0,-2786.0,,-3020.0,,,,,-2930.0,,-1944.6,-2991.2,-2013.5,-3353.7,-3108.0,,False,,,,,False,,True,False,True,False,False
35051,320,186.0,,0.0,,,,,108.0,,844.4,64.3,344.0,,153.0,-134.0,,-320.0,,,,,-212.0,,524.4,-255.7,24.0,,-167.0,,False,,,,,False,,False,False,True,,False
35053,499,300.0,,0.0,,,,,250.0,,492.0,55.6,320.0,,187.0,-199.0,,-499.0,,,,,-249.0,,-7.0,-443.4,-179.0,,-312.0,,False,,,,,False,,True,False,True,,False
35055,725,360.0,,812.0,,,,,318.0,,892.8,84.3,539.0,,420.0,-365.0,,87.0,,,,,-407.0,,167.8,-640.7,-186.0,,-305.0,,True,,,,,False,,True,False,True,,True
35057,298,36.0,,0.0,,,,,149.0,,91.0,29.2,49.0,,276.0,-262.0,,-298.0,,,,,-149.0,,-207.0,-268.8,-249.0,,-22.0,,False,,,,,True,,True,False,True,,True
35059,131,12.0,,0.0,,,,,52.0,,12.4,4.8,16.0,,97.0,-119.0,,-131.0,,,,,-79.0,,-118.6,-126.2,-115.0,,-34.0,,False,,,,,True,,True,False,True,,True
35061,2918,990.0,,1195.0,,,,,1087.0,,1272.3,705.5,1716.5,,764.0,-1928.0,,-1723.0,,,,,-1831.0,,-1645.7,-2212.5,-1201.5,,-2154.0,,True,,,,,True,,True,False,True,,False
36001,3993,1056.0,,1322.0,,,,,1340.0,,711.3,3217.1,1340.0,787.3,1034.0,-2937.0,,-2671.0,,,,,-2653.0,,-3281.7,-775.9,-2653.0,-3205.7,-2959.0,,True,,,,,True,,False,True,True,False,False
36003,1035,438.0,,807.0,,,,,209.0,,1737.7,158.3,556.0,,249.0,-597.0,,-228.0,,,,,-826.0,,702.7,-876.7,-479.0,,-786.0,,True,,,,,False,,False,False,True,,False
36005,16191,5250.0,,7140.0,,,,,,,3156.1,12458.4,6600.0,3133.5,6099.0,-10941.0,,-9051.0,,,,,,,-13034.9,-3732.6,-9591.0,-13057.5,-10092.0,,True,,,,,,,False,True,True,False,True
36007,2680,2280.0,,1666.0,,,,,1569.0,,3582.0,2165.7,1751.0,3055.8,905.0,-400.0,,-1014.0,,,,,-1111.0,,902.0,-514.3,-929.0,375.8,-1775.0,,False,,,,,False,,False,False,False,True,False
36009,1186,486.0,,618.0,,,,,344.0,,653.8,587.9,504.0,,572.0,-700.0,,-568.0,,,,,-842.0,,-532.2,-598.1,-682.0,,-614.0,,True,,,,,False,,True,True,True,,True
36011,1050,516.0,,861.0,,,,,269.0,,1171.9,545.5,1246.5,,514.0,-534.0,,-189.0,,,,,-781.0,,121.9,-504.5,196.5,,-536.0,,True,,,,,False,,True,True,True,,False
36013,1277,702.0,,850.0,,,,,698.0,,602.7,961.0,819.0,,797.0,-575.0,,-427.0,,,,,-579.0,,-674.3,-316.0,-458.0,,-480.0,,True,,,,,False,,False,True,True,,True
36015,1875,1692.0,,1160.0,,,,,741.0,,3581.2,771.0,1216.0,2022.5,639.0,-183.0,,-715.0,,,,,-1134.0,,1706.2,-1104.0,-659.0,147.5,-1236.0,,False,,,,,False,,False,False,False,True,False
36017,416,324.0,,364.0,,,,,182.0,,597.5,352.4,499.0,,209.0,-92.0,,-52.0,,,,,-234.0,,181.5,-63.6,83.0,,-207.0,,True,,,,,False,,False,True,True,,False
36019,364,162.0,,240.0,,,,,22.0,,259.8,341.1,384.0,,102.0,-202.0,,-124.0,,,,,-342.0,,-104.2,-22.9,20.0,,-262.0,,True,,,,,False,,True,True,True,,False
36021,459,360.0,,776.0,,,,,251.0,,292.7,331.7,525.0,,618.0,-99.0,,317.0,,,,,-208.0,,-166.3,-127.3,66.0,,159.0,,False,,,,,False,,False,False,True,,False
36023,850,528.0,,331.0,,,,,274.0,,1172.0,287.8,431.0,,243.0,-322.0,,-519.0,,,,,-576.0,,322.0,-562.2,-419.0,,-607.0,,False,,,,,False,,False,False,False,,False
36025,313,114.0,,170.0,,,,,142.0,,136.5,195.6,205.0,,271.0,-199.0,,-143.0,,,,,-171.0,,-176.5,-117.4,-108.0,,-42.0,,True,,,,,True,,True,True,True,,True
36027,3429,756.0,,1212.0,,,,,1271.0,,511.4,2525.6,1006.5,580.5,823.0,-2673.0,,-2217.0,,,,,-2158.0,,-2917.6,-903.4,-2422.5,-2848.5,-2606.0,,True,,,,,True,,False,True,True,False,True
36029,19075,3792.0,,8289.0,,,,,3369.0,,1826.4,10528.6,5052.0,3227.2,5962.0,-15283.0,,-10786.0,,,,,-15706.0,,-17248.6,-8546.4,-14023.0,-15847.8,-13113.0,,True,,,,,False,,False,True,True,False,True
36031,165,42.0,,42.0,,,,,2.0,,39.6,137.2,7.0,,41.0,-123.0,,-123.0,,,,,-163.0,,-125.4,-27.8,-158.0,,-124.0,,False,,,,,False,,False,True,False,,False
36033,346,42.0,,40.0,,,,,3.0,,33.4,104.9,24.0,,165.0,-304.0,,-306.0,,,,,-343.0,,-312.6,-241.1,-322.0,,-181.0,,False,,,,,False,,False,True,False,,True
36035,436,24.0,,0.0,,,,,263.0,,34.2,177.0,24.0,,90.0,-412.0,,-436.0,,,,,-173.0,,-401.8,-259.0,-412.0,,-346.0,,False,,,,,True,,True,True,False,,True
36037,1123,168.0,,200.0,,,,,156.0,,97.4,421.1,275.0,,456.0,-955.0,,-923.0,,,,,-967.0,,-1025.6,-701.9,-848.0,,-667.0,,True,,,,,False,,False,True,True,,True
36039,343,156.0,,46.0,,,,,141.0,,132.6,170.7,75.0,,121.0,-187.0,,-297.0,,,,,-202.0,,-210.4,-172.3,-268.0,,-222.0,,False,,,,,False,,False,True,False,,False
36041,50,12.0,,0.0,,,,,0.0,,9.1,1.0,7.0,,111.0,-38.0,,-50.0,,,,,-50.0,,-40.9,-49.0,-43.0,,61.0,,False,,,,,False,,False,False,False,,False
36043,721,72.0,,95.0,,,,,173.0,,127.2,406.3,74.0,,55.0,-649.0,,-626.0,,,,,-548.0,,-593.8,-314.7,-647.0,,-666.0,,True,,,,,True,,True,True,True,,False
36045,742,126.0,,195.0,,,,,265.0,,129.9,490.3,172.0,,232.0,-616.0,,-547.0,,,,,-477.0,,-612.1,-251.7,-570.0,,-510.0,,True,,,,,True,,True,True,True,,True
36047,25667,9972.0,,10008.0,,,,,,,6200.4,28545.3,8928.5,8393.9,9199.0,-15695.0,,-15659.0,,,,,,,-19466.6,2878.3,-16738.5,-17273.1,-16468.0,,True,,,,,,,False,True,False,False,False
36049,406,324.0,,519.0,,,,,29.0,,2974.2,37.5,456.5,,252.0,-82.0,,113.0,,,,,-377.0,,2568.2,-368.4,50.5,,-154.0,,False,,,,,False,,False,False,True,,False
36051,745,360.0,,1048.0,,,,,205.0,,732.2,361.5,672.0,,703.0,-385.0,,303.0,,,,,-540.0,,-12.8,-383.5,-73.0,,-42.0,,True,,,,,False,,True,True,True,,True
36053,920,168.0,,340.0,,,,,289.0,,127.1,636.6,357.0,,213.0,-752.0,,-580.0,,,,,-631.0,,-792.9,-283.4,-563.0,,-707.0,,True,,,,,True,,False,True,True,,True
36055,14956,3162.0,,3895.0,,,,,1432.0,,1973.6,6581.4,6301.5,2004.0,4088.0,-11794.0,,-11061.0,,,,,-13524.0,,-12982.4,-8374.6,-8654.5,-12952.0,-10868.0,,True,,,,,False,,False,True,True,False,True
36057,475,72.0,,84.0,,,,,217.0,,70.6,178.2,88.0,,70.0,-403.0,,-391.0,,,,,-258.0,,-404.4,-296.8,-387.0,,-405.0,,True,,,,,True,,False,True,True,,False
36059,19478,5730.0,,10605.0,,,,,5772.0,,3344.2,20215.4,6642.5,2964.0,5691.0,-13748.0,,-8873.0,,,,,-13706.0,,-16133.8,737.4,-12835.5,-16514.0,-13787.0,,True,,,,,True,,False,True,True,False,False
36061,15432,5472.0,,6236.0,,,,,5150.0,,5395.6,13698.0,,5039.7,8451.0,-9960.0,,-9196.0,,,,,-10282.0,,-10036.4,-1734.0,,-10392.3,-6981.0,,True,,,,,False,,False,True,,False,True
36063,3598,552.0,,742.0,,,,,515.0,,403.7,2032.9,683.0,335.9,503.0,-3046.0,,-2856.0,,,,,-3083.0,,-3194.3,-1565.1,-2915.0,-3262.1,-3095.0,,True,,,,,False,,False,True,True,False,False
36065,4776,966.0,,2785.0,,,,,991.0,,636.5,1776.2,1315.0,521.2,1504.0,-3810.0,,-1991.0,,,,,-3785.0,,-4139.5,-2999.8,-3461.0,-4254.8,-3272.0,,True,,,,,True,,False,True,True,False,True
36067,9076,2514.0,,4420.0,,,,,1891.0,,1460.1,4802.9,3236.0,1855.7,2890.0,-6562.0,,-4656.0,,,,,-7185.0,,-7615.9,-4273.1,-5840.0,-7220.3,-6186.0,,True,,,,,False,,False,True,True,False,True
36069,1294,396.0,,459.0,,,,,296.0,,469.7,574.3,520.0,,292.0,-898.0,,-835.0,,,,,-998.0,,-824.3,-719.7,-774.0,,-1002.0,,True,,,,,False,,True,True,True,,False
36071,5406,2520.0,,4403.0,,,,,2442.0,,1298.0,4106.6,2722.5,1988.1,2282.0,-2886.0,,-1003.0,,,,,-2964.0,,-4108.0,-1299.4,-2683.5,-3417.9,-3124.0,,True,,,,,False,,False,True,True,False,False
36073,425,168.0,,380.0,,,,,203.0,,228.3,258.7,156.0,,110.0,-257.0,,-45.0,,,,,-222.0,,-196.7,-166.3,-269.0,,-315.0,,True,,,,,True,,True,True,False,,False
