,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,OliverWyman-Navigator,OneQuietNight-ML,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
31087,44,26.0,,26.8,,17.0,0.0,,,,,13.2,20.8,,,49.0,,4.9,,19.7,,7.0,18.5,,20.0,32.0,,,,,,34.6,,,,,21.9,-18.0,,-17.2,,-27.0,-44.0,,,,,-30.8,-23.2,,,5.0,,-39.1,,-24.3,,-37.0,-25.5,,-24.0,-12.0,,,,,,-9.4,,,,,-22.1,,True,,False,False,,,,,False,False,,,True,,False,,False,,False,False,,False,True,,,,,,True,,,,,False
31089,61,58.0,,52.7,,54.0,60.0,,,,,64.0,41.3,,,213.0,,17.0,,42.1,,21.0,53.5,,32.0,91.0,,,,,,81.8,,,,,58.7,-3.0,,-8.3,,-7.0,-1.0,,,,,3.0,-19.7,,,152.0,,-44.0,,-18.9,,-40.0,-7.5,,-29.0,30.0,,,,,,20.8,,,,,-2.3,,False,,False,True,,,,,True,False,,,False,,False,,False,,False,False,,False,False,,,,,,False,,,,,True
31091,4,4.0,,3.5,,3.0,0.0,,,,,5.0,3.1,,,20.0,,0.3,,1.9,,7.0,2.1,,4.0,5.0,,,,,,,,,,,4.5,0.0,,-0.5,,-1.0,-4.0,,,,,1.0,-0.9,,,16.0,,-3.7,,-2.1,,3.0,-1.9,,0.0,1.0,,,,,,,,,,,0.5,,False,,False,False,,,,,False,False,,,False,,False,,False,,False,False,,True,False,,,,,,,,,,,False
31093,56,68.0,,76.4,,76.0,88.0,,,,,51.6,39.8,,,123.0,,149.3,,12.7,,43.0,50.7,,97.0,96.0,,,,,,61.5,,,,,91.6,12.0,,20.4,,20.0,32.0,,,,,-4.4,-16.2,,,67.0,,93.3,,-43.3,,-13.0,-5.3,,41.0,40.0,,,,,,5.5,,,,,35.6,,False,,False,False,,,,,True,False,,,False,,False,,False,,False,True,,False,False,,,,,,True,,,,,False
31095,131,146.0,,137.5,,137.0,151.0,,,,,66.3,79.2,,,143.0,,45.4,,24.4,,67.0,84.9,,122.0,131.0,,,,,,176.5,,,,,147.6,15.0,,6.5,,6.0,20.0,,,,,-64.7,-51.8,,,12.0,,-85.6,,-106.6,,-64.0,-46.1,,-9.0,0.0,,,,,,45.5,,,,,16.6,,True,,True,False,,,,,False,False,,,True,,False,,False,,False,False,,True,True,,,,,,False,,,,,False
31097,73,22.0,,2.0,,22.0,60.0,,,,,38.0,47.8,,,81.0,,5.9,,9.7,,11.0,23.6,,,58.0,,,,,,30.1,,,,,47.7,-51.0,,-71.0,,-51.0,-13.0,,,,,-35.0,-25.2,,,8.0,,-67.1,,-63.3,,-62.0,-49.4,,,-15.0,,,,,,-42.9,,,,,-25.3,,False,,False,True,,,,,True,True,,,True,,False,,False,,False,True,,,True,,,,,,True,,,,,True
31099,55,64.0,,54.2,,54.0,102.0,,,,,64.1,75.3,,,101.0,,40.3,,23.0,,24.0,58.3,,81.0,86.0,,,,,,97.5,,,,,52.7,9.0,,-0.8,,-1.0,47.0,,,,,9.1,20.3,,,46.0,,-14.7,,-32.0,,-31.0,3.3,,26.0,31.0,,,,,,42.5,,,,,-2.3,,True,,True,False,,,,,False,False,,,False,,False,,False,,False,True,,False,False,,,,,,False,,,,,True
31101,101,130.0,,117.9,,127.0,127.0,,,,,76.3,100.2,,,149.0,,172.5,,62.3,,46.0,99.1,,193.0,128.0,,,,,,132.9,,,,,222.4,29.0,,16.9,,26.0,26.0,,,,,-24.7,-0.8,,,48.0,,71.5,,-38.7,,-55.0,-1.9,,92.0,27.0,,,,,,31.9,,,,,121.4,,True,,True,True,,,,,True,True,,,False,,False,,False,,False,True,,False,True,,,,,,False,,,,,False
31103,10,10.0,,10.7,,4.0,0.0,,,,,3.9,7.6,,,20.0,,0.2,,4.3,,4.0,4.4,,,9.0,,,,,,,,,,,10.5,0.0,,0.7,,-6.0,-10.0,,,,,-6.1,-2.4,,,10.0,,-9.8,,-5.7,,-6.0,-5.6,,,-1.0,,,,,,,,,,,0.5,,False,,False,False,,,,,False,False,,,False,,False,,False,,False,False,,,False,,,,,,,,,,,False
31105,102,30.0,,22.8,,23.0,14.0,,,,,25.8,30.5,,,60.0,,16.4,,5.6,,22.0,27.2,,29.0,42.0,,,,,,41.3,,,,,40.2,-72.0,,-79.2,,-79.0,-88.0,,,,,-76.2,-71.5,,,-42.0,,-85.6,,-96.4,,-80.0,-74.8,,-73.0,-60.0,,,,,,-60.7,,,,,-61.8,,False,,False,False,,,,,False,True,,,True,,False,,False,,False,False,,False,True,,,,,,True,,,,,True
31107,153,82.0,,83.9,,81.0,70.0,,,,,57.0,58.3,,,136.0,,46.9,,24.8,,81.0,62.2,,109.0,100.0,,,,,,81.5,,,,,87.3,-71.0,,-69.1,,-72.0,-83.0,,,,,-96.0,-94.7,,,-17.0,,-106.1,,-128.2,,-72.0,-90.8,,-44.0,-53.0,,,,,,-71.5,,,,,-65.7,,True,,False,False,,,,,False,False,,,True,,False,,False,,False,False,,True,True,,,,,,False,,,,,True
31109,3421,3640.0,,3659.5,4233.1,3650.0,3931.0,,,,,2579.7,4801.9,,,5327.0,,1957.2,,2487.2,,4026.0,3326.8,,2884.0,4218.0,,,,,2862.4,3638.8,3172.0,,,,5306.6,219.0,,238.5,812.1,229.0,510.0,,,,,-841.3,1380.9,,,1906.0,,-1463.8,,-933.8,,605.0,-94.2,,-537.0,797.0,,,,,-558.6,217.8,-249.0,,,,1885.6,,False,False,False,False,,,,,False,False,,,False,,False,,False,,False,True,,False,False,,,,,False,True,False,,,,False
31111,405,548.0,,535.4,,422.0,440.0,,,,,320.5,372.6,,,696.0,,233.2,,172.6,,228.0,359.0,,492.0,570.0,,,,,,455.0,,,,,688.0,143.0,,130.4,,17.0,35.0,,,,,-84.5,-32.4,,,291.0,,-171.8,,-232.4,,-177.0,-46.0,,87.0,165.0,,,,,,50.0,,,,,283.0,,True,,True,True,,,,,True,True,,,False,,False,,False,,False,True,,True,False,,,,,,True,,,,,False
31113,7,30.0,,29.7,,28.0,4.0,,,,,10.2,15.7,,,22.0,,65.4,,7.1,,34.0,19.6,,23.0,20.0,,,,,,50.4,,,,,42.0,23.0,,22.7,,21.0,-3.0,,,,,3.2,8.7,,,15.0,,58.4,,0.1,,27.0,12.6,,16.0,13.0,,,,,,43.4,,,,,35.0,,True,,True,True,,,,,True,True,,,True,,False,,True,,False,True,,True,True,,,,,,False,,,,,False
31115,3,6.0,,5.2,,6.0,0.0,,,,,5.1,8.0,,,14.0,,13.1,,6.4,,8.0,5.3,,,9.0,,,,,,,,,,,8.7,3.0,,2.2,,3.0,-3.0,,,,,2.1,5.0,,,11.0,,10.1,,3.4,,5.0,2.3,,,6.0,,,,,,,,,,,5.7,,True,,False,False,,,,,True,False,,,False,,False,,False,,False,True,,,False,,,,,,,,,,,False
31117,3,0.0,,0.5,,0.0,0.0,,,,,1.5,1.8,,,16.0,,0.9,,0.3,,2.0,0.6,,,3.0,,,,,,14.7,,,,,2.0,-3.0,,-2.5,,-3.0,-3.0,,,,,-1.5,-1.2,,,13.0,,-2.1,,-2.7,,-1.0,-2.4,,,0.0,,,,,,11.7,,,,,-1.0,,True,,False,False,,,,,True,True,,,False,,True,,True,,True,True,,,True,,,,,,False,,,,,True
31119,470,404.0,,350.4,,362.0,368.0,,,,,365.1,401.1,,,858.0,,309.6,,283.0,,154.0,360.7,,384.0,523.0,,,,,826.6,483.8,,,,,579.5,-66.0,,-119.6,,-108.0,-102.0,,,,,-104.9,-68.9,,,388.0,,-160.4,,-187.0,,-316.0,-109.3,,-86.0,53.0,,,,,356.6,13.8,,,,,109.5,,False,,False,False,,,,,False,False,,,False,,False,,False,,False,False,,False,True,,,,,False,True,,,,,False
31121,65,92.0,,93.7,,92.0,125.0,,,,,64.6,50.2,,,200.0,,64.0,,19.2,,0.0,62.8,,94.0,115.0,,,,,,144.8,,,,,167.8,27.0,,28.7,,27.0,60.0,,,,,-0.4,-14.8,,,135.0,,-1.0,,-45.8,,-65.0,-2.2,,29.0,50.0,,,,,,79.8,,,,,102.8,,False,,False,False,,,,,True,True,,,False,,True,,False,,False,True,,False,False,,,,,,False,,,,,False
31123,39,138.0,,137.5,,61.0,66.0,,,,,44.3,75.6,,,61.0,,44.7,,19.1,,17.0,63.0,,152.0,114.0,,,,,,89.4,,,,,152.5,99.0,,98.5,,22.0,27.0,,,,,5.3,36.6,,,22.0,,5.7,,-19.9,,-22.0,24.0,,113.0,75.0,,,,,,50.4,,,,,113.5,,True,,True,True,,,,,True,True,,,True,,True,,True,,True,True,,False,True,,,,,,True,,,,,False
31125,61,76.0,,78.8,,51.0,14.0,,,,,47.5,43.8,,,78.0,,48.0,,20.1,,21.0,47.4,,86.0,71.0,,,,,,66.8,,,,,72.7,15.0,,17.8,,-10.0,-47.0,,,,,-13.5,-17.2,,,17.0,,-13.0,,-40.9,,-40.0,-13.6,,25.0,10.0,,,,,,5.8,,,,,11.7,,False,,True,False,,,,,True,False,,,False,,True,,False,,False,True,,False,True,,,,,,True,,,,,True
31127,116,34.0,,37.6,,33.0,57.0,,,,,42.9,45.0,,,90.0,,16.9,,23.0,,13.0,29.5,,37.0,61.0,,,,,,83.2,,,,,36.4,-82.0,,-78.4,,-83.0,-59.0,,,,,-73.1,-71.0,,,-26.0,,-99.1,,-93.0,,-103.0,-86.5,,-79.0,-55.0,,,,,,-32.8,,,,,-79.6,,True,,False,True,,,,,True,True,,,True,,False,,False,,False,False,,True,True,,,,,,True,,,,,True
31129,57,64.0,,62.8,,41.0,35.0,,,,,30.9,47.3,,,64.0,,36.6,,30.7,,25.0,41.4,,68.0,67.0,,,,,,55.8,,,,,75.4,7.0,,5.8,,-16.0,-22.0,,,,,-26.1,-9.7,,,7.0,,-20.4,,-26.3,,-32.0,-15.6,,11.0,10.0,,,,,,-1.2,,,,,18.4,,True,,False,False,,,,,False,False,,,False,,False,,False,,False,False,,False,False,,,,,,True,,,,,False
31131,135,128.0,,131.8,,120.0,154.0,,,,,107.6,111.0,,,247.0,,71.9,,77.7,,59.0,112.5,,122.0,177.0,,,,,,133.2,,,,,121.0,-7.0,,-3.2,,-15.0,19.0,,,,,-27.4,-24.0,,,112.0,,-63.1,,-57.3,,-76.0,-22.5,,-13.0,42.0,,,,,,-1.8,,,,,-14.0,,True,,False,False,,,,,False,False,,,False,,False,,False,,False,False,,False,False,,,,,,True,,,,,False
31133,55,32.0,,33.4,,31.0,14.0,,,,,16.9,22.6,,,58.0,,16.5,,11.5,,33.0,20.4,,42.0,35.0,,,,,,37.7,,,,,33.8,-23.0,,-21.6,,-24.0,-41.0,,,,,-38.1,-32.4,,,3.0,,-38.5,,-43.5,,-22.0,-34.6,,-13.0,-20.0,,,,,,-17.3,,,,,-21.2,,True,,False,False,,,,,False,False,,,True,,False,,False,,True,False,,True,True,,,,,,True,,,,,True
31135,57,34.0,,35.6,,27.0,7.0,,,,,20.8,15.8,,,52.0,,10.5,,17.6,,22.0,26.8,,35.0,36.0,,,,,,38.8,,,,,36.4,-23.0,,-21.4,,-30.0,-50.0,,,,,-36.2,-41.2,,,-5.0,,-46.5,,-39.5,,-35.0,-30.2,,-22.0,-21.0,,,,,,-18.2,,,,,-20.6,,True,,False,False,,,,,False,False,,,True,,False,,False,,False,False,,True,True,,,,,,True,,,,,True
31137,99,92.0,,93.9,,92.0,83.0,,,,,73.9,65.5,,,158.0,,86.8,,22.1,,133.0,87.2,,95.0,116.0,,,,,,143.6,,,,,114.4,-7.0,,-5.1,,-7.0,-16.0,,,,,-25.1,-33.5,,,59.0,,-12.2,,-76.9,,34.0,-11.8,,-4.0,17.0,,,,,,44.6,,,,,15.4,,True,,False,False,,,,,False,False,,,False,,False,,False,,False,False,,True,False,,,,,,False,,,,,False
31139,56,68.0,,66.9,,67.0,91.0,,,,,53.9,58.7,,,127.0,,59.9,,29.6,,43.0,63.1,,68.0,85.0,,,,,,66.0,,,,,73.3,12.0,,10.9,,11.0,35.0,,,,,-2.1,2.7,,,71.0,,3.9,,-26.4,,-13.0,7.1,,12.0,29.0,,,,,,10.0,,,,,17.3,,True,,True,False,,,,,True,True,,,False,,True,,False,,False,True,,False,False,,,,,,True,,,,,False
31141,274,422.0,,427.9,,407.0,422.0,,,,,332.7,321.1,,,751.0,,203.4,,296.3,,129.0,308.3,,347.0,483.0,,,,,805.5,421.5,,,,,863.9,148.0,,153.9,,133.0,148.0,,,,,58.7,47.1,,,477.0,,-70.6,,22.3,,-145.0,34.3,,73.0,209.0,,,,,531.5,147.5,,,,,589.9,,False,,True,False,,,,,True,True,,,False,,True,,True,,True,True,,True,False,,,,,False,True,,,,,False
31143,16,38.0,,36.8,,37.0,39.0,,,,,39.5,36.1,,,89.0,,22.4,,6.7,,25.0,32.6,,38.0,53.0,,,,,,36.0,,,,,42.0,22.0,,20.8,,21.0,23.0,,,,,23.5,20.1,,,73.0,,6.4,,-9.3,,9.0,16.6,,22.0,37.0,,,,,,20.0,,,,,26.0,,True,,True,False,,,,,False,True,,,False,,True,,True,,True,True,,False,False,,,,,,True,,,,,False
31145,220,112.0,,114.3,,99.0,99.0,,,,,79.6,101.7,,,211.0,,72.3,,40.3,,86.0,97.1,,139.0,138.0,,,,,,143.4,,,,,124.9,-108.0,,-105.7,,-121.0,-121.0,,,,,-140.4,-118.3,,,-9.0,,-147.7,,-179.7,,-134.0,-122.9,,-81.0,-82.0,,,,,,-76.6,,,,,-95.1,,True,,False,False,,,,,False,False,,,True,,False,,False,,False,False,,True,True,,,,,,True,,,,,True
31147,86,102.0,,98.6,,100.0,114.0,,,,,62.9,46.8,,,113.0,,103.8,,64.9,,73.0,64.1,,123.0,114.0,,,,,,111.4,,,,,103.0,16.0,,12.6,,14.0,28.0,,,,,-23.1,-39.2,,,27.0,,17.8,,-21.1,,-13.0,-21.9,,37.0,28.0,,,,,,25.4,,,,,17.0,,True,,True,False,,,,,False,False,,,False,,False,,False,,True,False,,False,False,,,,,,False,,,,,False
31149,12,12.0,,14.0,,9.0,0.0,,,,,8.4,6.2,,,50.0,,4.1,,5.9,,9.0,5.6,,10.0,14.0,,,,,,26.4,,,,,13.9,0.0,,2.0,,-3.0,-12.0,,,,,-3.6,-5.8,,,38.0,,-7.9,,-6.1,,-3.0,-6.4,,-2.0,2.0,,,,,,14.4,,,,,1.9,,False,,False,False,,,,,False,False,,,False,,False,,False,,False,False,,False,False,,,,,,False,,,,,False
31151,169,218.0,,217.9,,212.0,239.0,,,,,168.7,139.4,,,297.0,,131.3,,106.8,,193.0,154.2,,241.0,235.0,,,,,,237.1,,,,,216.5,49.0,,48.9,,43.0,70.0,,,,,-0.3,-29.6,,,128.0,,-37.7,,-62.2,,24.0,-14.8,,72.0,66.0,,,,,,68.1,,,,,47.5,,True,,True,False,,,,,True,True,,,False,,True,,False,,True,True,,False,False,,,,,,False,,,,,True
31153,2321,2276.0,,2414.0,,1740.0,1447.0,,,,,1598.2,2228.3,,,2492.0,,1034.8,,1617.9,,1556.0,1822.6,,1310.0,2460.0,,,,,1453.2,2514.0,1740.0,,,,2732.2,-45.0,,93.0,,-581.0,-874.0,,,,,-722.8,-92.7,,,171.0,,-1286.2,,-703.1,,-765.0,-498.4,,-1011.0,139.0,,,,,-867.8,193.0,-581.0,,,,411.2,,False,,False,False,,,,,False,False,,,False,,False,,False,,False,False,,False,False,,,,,False,False,False,,,,False
31155,286,264.0,,265.1,,256.0,267.0,,,,,184.0,168.7,,,301.0,,133.6,,138.7,,149.0,198.4,,329.0,297.0,,,,,,201.0,,,,,276.9,-22.0,,-20.9,,-30.0,-19.0,,,,,-102.0,-117.3,,,15.0,,-152.4,,-147.3,,-137.0,-87.6,,43.0,11.0,,,,,,-85.0,,,,,-9.1,,True,,False,True,,,,,False,False,,,True,,False,,False,,False,False,,False,True,,,,,,False,,,,,True
31157,271,248.0,,260.0,,223.0,264.0,,,,,285.0,326.0,,,588.0,,56.3,,174.6,,62.0,225.6,,168.0,298.0,,,,,217.5,295.3,,,,,204.7,-23.0,,-11.0,,-48.0,-7.0,,,,,14.0,55.0,,,317.0,,-214.7,,-96.4,,-209.0,-45.4,,-103.0,27.0,,,,,-53.5,24.3,,,,,-66.3,,True,,False,True,,,,,True,False,,,False,,False,,False,,False,False,,False,False,,,,,False,False,,,,,False
31159,123,238.0,,241.0,,187.0,187.0,,,,,132.2,136.1,,,332.0,,121.3,,84.6,,149.0,153.4,,225.0,265.0,,,,,,201.3,,,,,257.5,115.0,,118.0,,64.0,64.0,,,,,9.2,13.1,,,209.0,,-1.7,,-38.4,,26.0,30.4,,102.0,142.0,,,,,,78.3,,,,,134.5,,False,,True,True,,,,,True,True,,,False,,True,,True,,True,True,,True,False,,,,,,True,,,,,False
31161,56,36.0,,37.0,,38.0,0.0,,,,,32.9,36.1,,,73.0,,41.5,,27.4,,48.0,38.3,,36.0,57.0,,,,,,41.3,,,,,37.1,-20.0,,-19.0,,-18.0,-56.0,,,,,-23.1,-19.9,,,17.0,,-14.5,,-28.6,,-8.0,-17.7,,-20.0,1.0,,,,,,-14.7,,,,,-18.9,,True,,True,False,,,,,False,True,,,True,,True,,False,,True,True,,False,True,,,,,,True,,,,,True
31163,18,22.0,,21.0,,20.0,11.0,,,,,19.3,14.8,,,61.0,,22.1,,3.9,,8.0,19.3,,26.0,34.0,,,,,,41.0,,,,,35.5,4.0,,3.0,,2.0,-7.0,,,,,1.3,-3.2,,,43.0,,4.1,,-14.1,,-10.0,1.3,,8.0,16.0,,,,,,23.0,,,,,17.5,,True,,True,False,,,,,True,True,,,False,,False,,False,,False,True,,False,False,,,,,,False,,,,,False
31165,3,6.0,,5.8,,2.0,0.0,,,,,3.3,4.1,,,23.0,,0.3,,1.2,,2.0,2.7,,6.0,7.0,,,,,,12.7,,,,,9.5,3.0,,2.8,,-1.0,-3.0,,,,,0.3,1.1,,,20.0,,-2.7,,-1.8,,-1.0,-0.3,,3.0,4.0,,,,,,9.7,,,,,6.5,,True,,True,False,,,,,True,True,,,False,,True,,True,,True,True,,False,False,,,,,,False,,,,,False
31167,67,42.0,,44.0,,42.0,46.0,,,,,32.5,38.7,,,92.0,,37.7,,9.7,,1.0,38.6,,42.0,62.0,,,,,,67.4,,,,,68.2,-25.0,,-23.0,,-25.0,-21.0,,,,,-34.5,-28.3,,,25.0,,-29.3,,-57.3,,-66.0,-28.4,,-25.0,-5.0,,,,,,0.4,,,,,1.2,,True,,False,True,,,,,False,False,,,False,,False,,False,,False,False,,False,True,,,,,,True,,,,,True
31169,53,84.0,,87.4,,65.0,82.0,,,,,42.9,46.8,,,64.0,,64.6,,29.6,,21.0,57.9,,111.0,92.0,,,,,,83.8,,,,,85.1,31.0,,34.4,,12.0,29.0,,,,,-10.1,-6.2,,,11.0,,11.6,,-23.4,,-32.0,4.9,,58.0,39.0,,,,,,30.8,,,,,32.1,,False,,True,True,,,,,True,True,,,True,,True,,True,,False,True,,False,False,,,,,,True,,,,,False
31171,12,6.0,,6.2,,4.0,0.0,,,,,4.3,5.2,,,12.0,,0.4,,1.5,,6.0,1.0,,,7.0,,,,,,,,,,,4.8,-6.0,,-5.8,,-8.0,-12.0,,,,,-7.7,-6.8,,,0.0,,-11.6,,-10.5,,-6.0,-11.0,,,-5.0,,,,,,,,,,,-7.2,,True,,False,False,,,,,False,False,,,True,,False,,False,,False,False,,,True,,,,,,,,,,,False
31173,69,50.0,,43.3,,49.0,95.0,,,,,54.5,45.0,,,118.0,,37.0,,39.0,,8.0,44.6,,47.0,83.0,,,,,,63.8,,,,,72.2,-19.0,,-25.7,,-20.0,26.0,,,,,-14.5,-24.0,,,49.0,,-32.0,,-30.0,,-61.0,-24.4,,-22.0,14.0,,,,,,-5.2,,,,,3.2,,False,,False,False,,,,,True,False,,,False,,False,,False,,False,False,,False,True,,,,,,True,,,,,True
31175,37,38.0,,36.5,,35.0,38.0,,,,,23.7,22.6,,,70.0,,31.0,,12.3,,13.0,26.6,,58.0,51.0,,,,,,41.6,,,,,57.2,1.0,,-0.5,,-2.0,1.0,,,,,-13.3,-14.4,,,33.0,,-6.0,,-24.7,,-24.0,-10.4,,21.0,14.0,,,,,,4.6,,,,,20.2,,True,,False,False,,,,,False,False,,,False,,False,,False,,False,False,,False,False,,,,,,False,,,,,False
31177,239,358.0,,366.5,,265.0,286.0,,,,,201.3,228.8,,,265.0,,147.4,,95.5,,200.0,232.8,,408.0,342.0,,,,,,288.2,,,,,419.1,119.0,,127.5,,26.0,47.0,,,,,-37.7,-10.2,,,26.0,,-91.6,,-143.5,,-39.0,-6.2,,169.0,103.0,,,,,,49.2,,,,,180.1,,False,,True,True,,,,,True,True,,,True,,True,,False,,True,True,,False,True,,,,,,True,,,,,False
31179,83,98.0,,97.1,,76.0,82.0,,,,,89.9,94.7,,,165.0,,32.4,,32.4,,52.0,69.2,,76.0,117.0,,,,,,130.5,,,,,53.2,15.0,,14.1,,-7.0,-1.0,,,,,6.9,11.7,,,82.0,,-50.6,,-50.6,,-31.0,-13.8,,-7.0,34.0,,,,,,47.5,,,,,-29.8,,True,,True,True,,,,,True,True,,,False,,False,,False,,False,True,,True,False,,,,,,False,,,,,False
31181,36,106.0,,103.3,,46.0,14.0,,,,,34.8,48.1,,,52.0,,126.1,,8.4,,3.0,37.6,,114.0,81.0,,,,,,75.6,,,,,42.5,70.0,,67.3,,10.0,-22.0,,,,,-1.2,12.1,,,16.0,,90.1,,-27.6,,-33.0,1.6,,78.0,45.0,,,,,,39.6,,,,,6.5,,True,,True,True,,,,,True,True,,,True,,False,,True,,True,True,,False,True,,,,,,True,,,,,True
31183,7,2.0,,1.5,,5.0,0.0,,,,,2.8,3.5,,,23.0,,6.2,,5.6,,5.0,5.2,,,5.0,,,,,,,,,,,6.7,-5.0,,-5.5,,-2.0,-7.0,,,,,-4.2,-3.5,,,16.0,,-0.8,,-1.4,,-2.0,-1.8,,,-2.0,,,,,,,,,,,-0.3,,False,,True,False,,,,,True,True,,,False,,True,,True,,True,True,,,True,,,,,,,,,,,True
31185,185,200.0,,215.9,,139.0,116.0,,,,,130.1,165.7,,,277.0,,33.0,,71.4,,121.0,139.1,,170.0,195.0,,,,,,221.6,,,,,196.9,15.0,,30.9,,-46.0,-69.0,,,,,-54.9,-19.3,,,92.0,,-152.0,,-113.6,,-64.0,-45.9,,-15.0,10.0,,,,,,36.6,,,,,11.9,,False,,False,False,,,,,False,False,,,False,,False,,False,,False,False,,False,True,,,,,,False,,,,,True
32001,305,322.0,,305.5,,290.0,477.0,,,,,140.1,116.0,,,352.0,,247.5,,194.7,,309.0,243.0,,347.0,319.0,,,,,,302.4,,,,,258.5,17.0,,0.5,,-15.0,172.0,,,,,-164.9,-189.0,,,47.0,,-57.5,,-110.3,,4.0,-62.0,,42.0,14.0,,,,,,-2.6,,,,,-46.5,,True,,True,False,,,,,False,False,,,False,,False,,False,,True,False,,False,True,,,,,,True,,,,,False
32003,24362,22384.0,,22385.9,28119.5,22385.0,23685.0,,,,,14183.2,22470.6,,,20161.0,,27314.0,,21009.6,,27403.0,18377.8,,28457.0,22378.0,,,,,17659.6,17738.8,21297.0,,,,29728.8,-1978.0,,-1976.1,3757.5,-1977.0,-677.0,,,,,-10178.8,-1891.4,,,-4201.0,,2952.0,,-3352.4,,3041.0,-5984.2,,4095.0,-1984.0,,,,,-6702.4,-6623.2,-3065.0,,,,5366.8,,True,False,True,True,,,,,False,True,,,False,,False,,False,,False,False,,False,False,,,,,False,False,False,,,,False
32005,668,666.0,,644.4,,480.0,773.0,,,,,138.7,160.7,,,448.0,,1429.2,,431.2,,340.0,392.1,,694.0,616.0,,,,,,659.8,,,,,304.0,-2.0,,-23.6,,-188.0,105.0,,,,,-529.3,-507.3,,,-220.0,,761.2,,-236.8,,-328.0,-275.9,,26.0,-52.0,,,,,,-8.2,,,,,-364.0,,False,,False,False,,,,,False,False,,,False,,False,,False,,False,False,,False,False,,,,,,False,,,,,False
32007,665,892.0,,879.9,,710.0,720.0,,,,,473.0,688.0,,,391.0,,654.7,,502.7,,938.0,701.5,,1112.0,770.0,,,,,771.9,630.2,,,,,1126.1,227.0,,214.9,,45.0,55.0,,,,,-192.0,23.0,,,-274.0,,-10.3,,-162.3,,273.0,36.5,,447.0,105.0,,,,,106.9,-34.8,,,,,461.1,,True,,True,True,,,,,True,True,,,False,,True,,True,,False,True,,False,True,,,,,True,True,,,,,False
32009,18,8.0,,8.3,,8.0,0.0,,,,,2.1,5.3,,,10.0,,11.9,,17.0,,,2.5,,12.0,10.0,,,,,,10.5,,,,,3.9,-10.0,,-9.7,,-10.0,-18.0,,,,,-15.9,-12.7,,,-8.0,,-6.1,,-1.0,,,-15.5,,-6.0,-8.0,,,,,,-7.5,,,,,-14.1,,True,,False,False,,,,,False,False,,,True,,True,,True,,,False,,True,True,,,,,,True,,,,,False
