,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,OliverWyman-Navigator,OneQuietNight-ML,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
36069,923,399.0,,368.2,,429.0,439.0,,,,,902.7,,590.0,,438.4,,674.1,,499.5,473.8,,630.0,625.0,,,,,,,,,,341.6,-524.0,,-554.8,,-494.0,-484.0,,,,,-20.3,,-333.0,,-484.6,,-248.9,,-423.5,-449.2,,-293.0,-298.0,,,,,,,,,,-581.4,,False,,True,True,,,,,True,,True,,True,,True,,True,True,,True,True,,,,,,,,,,False
36071,3440,2304.0,,2224.6,4040.0,2435.0,2131.0,,,,,1756.5,,3103.0,,2027.1,,3554.0,,3002.5,2584.5,,3635.0,2718.0,,,,,2133.6,3215.0,,,,2797.8,-1136.0,,-1215.4,600.0,-1005.0,-1309.0,,,,,-1683.5,,-337.0,,-1412.9,,114.0,,-437.5,-855.5,,195.0,-722.0,,,,,-1306.4,-225.0,,,,-642.2,,False,True,True,False,,,,,False,,True,,False,,True,,True,True,,True,True,,,,,False,True,,,,True
36073,284,138.0,,148.5,,187.0,238.0,,,,,215.1,,208.0,,419.9,,240.2,,195.0,172.8,,222.0,246.0,,,,,,,,,,170.0,-146.0,,-135.5,,-97.0,-46.0,,,,,-68.9,,-76.0,,135.9,,-43.8,,-89.0,-111.2,,-62.0,-38.0,,,,,,,,,,-114.0,,True,,True,True,,,,,True,,True,,True,,True,,True,True,,True,True,,,,,,,,,,True
36075,1171,630.0,,594.5,,603.0,700.0,,,,,1195.3,,490.0,,1235.9,,1101.7,,573.0,796.1,,1097.0,1039.0,,,,,,,,,,493.4,-541.0,,-576.5,,-568.0,-471.0,,,,,24.3,,-681.0,,64.9,,-69.3,,-598.0,-374.9,,-74.0,-132.0,,,,,,,,,,-677.6,,False,,False,True,,,,,True,,False,,True,,True,,False,True,,True,True,,,,,,,,,,False
36077,353,135.0,,133.6,,132.0,166.0,,,,,231.6,,259.0,,65.1,,195.7,,113.0,149.4,,181.0,243.0,,,,,,,,,,100.5,-218.0,,-219.4,,-221.0,-187.0,,,,,-121.4,,-94.0,,-287.9,,-157.3,,-240.0,-203.6,,-172.0,-110.0,,,,,,,,,,-252.5,,False,,False,True,,,,,True,,True,,False,,True,,False,True,,True,True,,,,,,,,,,False
36079,1321,666.0,,665.7,,662.0,804.0,,,,,646.6,,634.0,,2022.5,,1013.7,,1424.5,637.0,,1045.0,839.0,,,,,469.4,,,,,392.9,-655.0,,-655.3,,-659.0,-517.0,,,,,-674.4,,-687.0,,701.5,,-307.3,,103.5,-684.0,,-276.0,-482.0,,,,,-851.6,,,,,-928.1,,False,,False,True,,,,,False,,False,,False,,True,,True,False,,True,True,,,,,False,,,,,False
36081,17034,9939.0,,9768.7,17772.0,12241.0,12144.0,,,,,10188.1,,,,31154.1,,19143.7,,15346.5,12779.3,,14403.0,11549.0,,,,,11126.8,13508.0,,,,10389.6,-7095.0,,-7265.3,738.0,-4793.0,-4890.0,,,,,-6845.9,,,,14120.1,,2109.7,,-1687.5,-4254.7,,-2631.0,-5485.0,,,,,-5907.2,-3526.0,,,,-6644.4,,False,True,True,True,,,,,True,,,,False,,True,,True,True,,True,True,,,,,True,True,,,,True
36083,983,570.0,,556.3,,759.0,1249.0,,,,,890.8,,1082.0,,1057.4,,1004.6,,872.0,709.6,,856.0,696.0,,,,,452.3,1112.0,,,,708.9,-413.0,,-426.7,,-224.0,266.0,,,,,-92.2,,99.0,,74.4,,21.6,,-111.0,-273.4,,-127.0,-287.0,,,,,-530.7,129.0,,,,-274.1,,False,,True,True,,,,,True,,True,,True,,True,,True,True,,True,True,,,,,False,True,,,,True
36085,7029,3897.0,,3937.7,6426.0,5386.0,5548.0,,,,,3128.0,,,,7500.4,,5054.7,,6288.5,5305.4,,5766.0,4461.0,,,,,2772.3,6704.0,,,,4820.8,-3132.0,,-3091.3,-603.0,-1643.0,-1481.0,,,,,-3901.0,,,,471.4,,-1974.3,,-740.5,-1723.6,,-1263.0,-2568.0,,,,,-4256.7,-325.0,,,,-2208.2,,True,True,True,True,,,,,False,,,,True,,True,,True,True,,True,True,,,,,False,True,,,,True
36087,3338,2364.0,,2367.2,3560.0,2514.0,2930.0,,,,,1940.2,,2892.0,,2496.2,,2591.5,,2912.5,2593.6,,2914.0,3173.0,,,,,2028.4,2649.0,,,,2201.1,-974.0,,-970.8,222.0,-824.0,-408.0,,,,,-1397.8,,-446.0,,-841.8,,-746.5,,-425.5,-744.4,,-424.0,-165.0,,,,,-1309.6,-689.0,,,,-1136.9,,True,True,True,True,,,,,False,,True,,True,,True,,True,True,,True,True,,,,,False,True,,,,False
36089,648,312.0,,301.2,,356.0,453.0,,,,,528.3,,361.0,,538.4,,727.7,,422.0,309.9,,490.0,605.0,,,,,,,,,,463.4,-336.0,,-346.8,,-292.0,-195.0,,,,,-119.7,,-287.0,,-109.6,,79.7,,-226.0,-338.1,,-158.0,-43.0,,,,,,,,,,-184.6,,False,,True,True,,,,,True,,True,,True,,True,,True,False,,True,True,,,,,,,,,,True
36091,1423,627.0,,640.0,,743.0,963.0,,,,,1096.1,,1212.0,,955.5,,960.9,,718.0,784.2,,978.0,992.0,,,,,543.4,863.0,,,,726.4,-796.0,,-783.0,,-680.0,-460.0,,,,,-326.9,,-211.0,,-467.5,,-462.1,,-705.0,-638.8,,-445.0,-431.0,,,,,-879.6,-560.0,,,,-696.6,,True,,True,True,,,,,True,,True,,True,,True,,True,True,,True,True,,,,,False,True,,,,True
36093,1525,606.0,,604.8,,703.0,833.0,,,,,829.1,,949.0,,875.6,,1004.6,,1033.0,696.0,,972.0,734.0,,,,,464.3,904.0,,,,528.3,-919.0,,-920.2,,-822.0,-692.0,,,,,-695.9,,-576.0,,-649.4,,-520.4,,-492.0,-829.0,,-553.0,-791.0,,,,,-1060.7,-621.0,,,,-996.7,,False,,True,True,,,,,True,,True,,True,,True,,True,True,,True,True,,,,,False,True,,,,False
36095,140,75.0,,75.1,,107.0,138.0,,,,,74.7,,130.0,,193.9,,49.4,,146.0,79.2,,106.0,155.0,,,,,,,,,,106.6,-65.0,,-64.9,,-33.0,-2.0,,,,,-65.3,,-10.0,,53.9,,-90.6,,6.0,-60.8,,-34.0,15.0,,,,,,,,,,-33.4,,True,,True,True,,,,,False,,True,,True,,False,,True,True,,True,True,,,,,,,,,,True
36097,126,105.0,,101.9,,102.0,113.0,,,,,140.1,,144.0,,71.3,,36.9,,87.0,132.3,,98.0,135.0,,,,,,,,,,79.2,-21.0,,-24.1,,-24.0,-13.0,,,,,14.1,,18.0,,-54.7,,-89.1,,-39.0,6.3,,-28.0,9.0,,,,,,,,,,-46.8,,False,,False,True,,,,,True,,True,,False,,False,,False,True,,False,True,,,,,,,,,,False
36099,229,105.0,,104.0,,114.0,170.0,,,,,172.5,,201.0,,92.0,,81.9,,216.5,122.7,,135.0,174.0,,,,,,,,,,117.0,-124.0,,-125.0,,-115.0,-59.0,,,,,-56.5,,-28.0,,-137.0,,-147.1,,-12.5,-106.3,,-94.0,-55.0,,,,,,,,,,-112.0,,False,,True,True,,,,,True,,True,,False,,False,,True,True,,True,True,,,,,,,,,,True
36101,838,393.0,,402.3,,473.0,593.0,,,,,1332.6,,923.0,,762.2,,627.6,,469.0,508.1,,409.0,542.0,,,,,221.8,,,,,498.4,-445.0,,-435.7,,-365.0,-245.0,,,,,494.6,,85.0,,-75.8,,-210.4,,-369.0,-329.9,,-429.0,-296.0,,,,,-616.2,,,,,-339.6,,True,,True,True,,,,,False,,True,,True,,True,,True,True,,True,True,,,,,False,,,,,True
36103,17474,8595.0,,8842.3,15513.5,10736.0,6780.0,,,,,7361.9,,11478.0,,19095.6,,14112.6,,10873.0,12496.8,,13223.0,11637.0,,,,,4682.6,15268.0,,,,11346.4,-8879.0,,-8631.7,-1960.5,-6738.0,-10694.0,,,,,-10112.1,,-5996.0,,1621.6,,-3361.4,,-6601.0,-4977.2,,-4251.0,-5837.0,,,,,-12791.4,-2206.0,,,,-6127.6,,True,True,True,False,,,,,False,,True,,True,,True,,True,True,,True,True,,,,,False,True,,,,True
36105,370,288.0,,278.6,,276.0,274.0,,,,,326.3,,570.0,,151.6,,230.0,,274.0,350.0,,423.0,440.0,,,,,212.6,,,,,283.9,-82.0,,-91.4,,-94.0,-96.0,,,,,-43.7,,200.0,,-218.4,,-140.0,,-96.0,-20.0,,53.0,70.0,,,,,-157.4,,,,,-86.1,,False,,False,False,,,,,True,,False,,False,,False,,False,True,,True,True,,,,,False,,,,,False
36107,332,219.0,,246.6,,197.0,114.0,,,,,801.7,,444.0,,112.5,,256.4,,170.0,252.2,,132.0,315.0,,,,,,,,,,160.0,-113.0,,-85.4,,-135.0,-218.0,,,,,469.7,,112.0,,-219.5,,-75.6,,-162.0,-79.8,,-200.0,-17.0,,,,,,,,,,-172.0,,True,,False,False,,,,,False,,True,,False,,True,,False,True,,False,True,,,,,,,,,,False
36109,653,231.0,,229.9,,262.0,263.0,,,,,372.0,,534.0,,332.0,,420.5,,251.0,367.5,,427.0,172.0,,,,,,,,,,275.2,-422.0,,-423.1,,-391.0,-390.0,,,,,-281.0,,-119.0,,-321.0,,-232.5,,-402.0,-285.5,,-226.0,-481.0,,,,,,,,,,-377.8,,False,,True,True,,,,,True,,True,,True,,True,,True,True,,True,False,,,,,,,,,,True
36111,1247,708.0,,678.2,,823.0,1352.0,,,,,622.7,,902.0,,1133.8,,1036.1,,930.0,784.1,,1072.0,970.0,,,,,545.8,1043.0,,,,800.0,-539.0,,-568.8,,-424.0,105.0,,,,,-624.3,,-345.0,,-113.2,,-210.9,,-317.0,-462.9,,-175.0,-277.0,,,,,-701.2,-204.0,,,,-447.0,,False,,True,True,,,,,False,,True,,True,,True,,True,True,,True,True,,,,,False,True,,,,True
36113,209,90.0,,93.9,,103.0,141.0,,,,,182.4,,409.0,,96.4,,221.8,,132.0,123.0,,153.0,244.0,,,,,,,,,,87.4,-119.0,,-115.1,,-106.0,-68.0,,,,,-26.6,,200.0,,-112.6,,12.8,,-77.0,-86.0,,-56.0,35.0,,,,,,,,,,-121.6,,True,,True,True,,,,,True,,False,,True,,True,,True,True,,True,True,,,,,,,,,,False
36115,131,54.0,,49.8,,59.0,63.0,,,,,134.5,,415.0,,32.2,,156.5,,64.0,82.5,,48.0,205.0,,,,,,,,,,56.6,-77.0,,-81.2,,-72.0,-68.0,,,,,3.5,,284.0,,-98.8,,25.5,,-67.0,-48.5,,-83.0,74.0,,,,,,,,,,-74.4,,False,,True,True,,,,,True,,False,,False,,True,,True,True,,False,True,,,,,,,,,,True
36117,724,456.0,,429.8,,440.0,703.0,,,,,880.8,,351.0,,361.3,,658.0,,472.0,469.9,,577.0,737.0,,,,,,,,,,388.3,-268.0,,-294.2,,-284.0,-21.0,,,,,156.8,,-373.0,,-362.7,,-66.0,,-252.0,-254.1,,-147.0,13.0,,,,,,,,,,-335.7,,False,,False,True,,,,,True,,False,,False,,True,,True,True,,True,True,,,,,,,,,,False
36119,11775,7128.0,,6895.2,11576.5,7128.0,5921.0,,,,,6760.3,,6354.0,,13784.6,,6628.9,,12114.5,9794.2,,11128.0,8000.0,,,,,4614.3,,,,,11485.9,-4647.0,,-4879.8,-198.5,-4647.0,-5854.0,,,,,-5014.7,,-5421.0,,2009.6,,-5146.1,,339.5,-1980.8,,-647.0,-3775.0,,,,,-7160.7,,,,,-289.1,,False,True,False,False,,,,,False,,False,,True,,False,,True,True,,True,True,,,,,False,,,,,True
36121,443,171.0,,201.7,,212.0,202.0,,,,,317.1,,313.0,,735.2,,167.1,,310.0,211.8,,302.0,320.0,,,,,,,,,,169.4,-272.0,,-241.3,,-231.0,-241.0,,,,,-125.9,,-130.0,,292.2,,-275.9,,-133.0,-231.2,,-141.0,-123.0,,,,,,,,,,-273.6,,True,,True,True,,,,,True,,True,,False,,False,,True,True,,True,True,,,,,,,,,,False
36123,132,69.0,,71.1,,83.0,84.0,,,,,152.7,,162.0,,141.2,,59.5,,60.0,98.0,,60.0,165.0,,,,,,,,,,110.4,-63.0,,-60.9,,-49.0,-48.0,,,,,20.7,,30.0,,9.2,,-72.5,,-72.0,-34.0,,-72.0,33.0,,,,,,,,,,-21.6,,True,,True,True,,,,,True,,True,,True,,False,,False,True,,False,True,,,,,,,,,,True
37001,1932,1401.0,,1363.2,,1374.0,1867.0,,,,,1331.0,,942.0,,1436.8,,1164.2,,1606.0,1930.3,,2021.0,1986.0,,,,,1119.1,1377.0,,,,1213.9,-531.0,,-568.8,,-558.0,-65.0,,,,,-601.0,,-990.0,,-495.2,,-767.8,,-326.0,-1.7,,89.0,54.0,,,,,-812.9,-555.0,,,,-718.1,,False,,False,True,,,,,False,,False,,True,,False,,True,True,,True,True,,,,,False,False,,,,False
37003,579,504.0,,494.9,,401.0,360.0,,,,,611.0,,375.0,,244.5,,316.1,,499.0,517.3,,484.0,650.0,,,,,301.6,,,,,405.5,-75.0,,-84.1,,-178.0,-219.0,,,,,32.0,,-204.0,,-334.5,,-262.9,,-80.0,-61.7,,-95.0,71.0,,,,,-277.4,,,,,-173.5,,False,,False,False,,,,,True,,False,,False,,False,,False,True,,False,True,,,,,False,,,,,False
37005,98,42.0,,36.2,,40.0,45.0,,,,,81.6,,84.0,,4.4,,35.1,,31.0,72.1,,40.0,89.0,,,,,,,,,,37.3,-56.0,,-61.8,,-58.0,-53.0,,,,,-16.4,,-14.0,,-93.6,,-62.9,,-67.0,-25.9,,-58.0,-9.0,,,,,,,,,,-60.7,,False,,False,True,,,,,True,,True,,False,,False,,False,True,,False,True,,,,,,,,,,False
37007,246,123.0,,131.6,,163.0,172.0,,,,,179.1,,157.0,,255.5,,126.5,,189.0,176.8,,224.0,175.0,,,,,,,,,,182.3,-123.0,,-114.4,,-83.0,-74.0,,,,,-66.9,,-89.0,,9.5,,-119.5,,-57.0,-69.2,,-22.0,-71.0,,,,,,,,,,-63.7,,True,,True,True,,,,,True,,True,,True,,True,,True,True,,True,True,,,,,,,,,,True
37009,276,237.0,,228.2,,225.0,231.0,,,,,309.4,,184.0,,242.0,,245.4,,225.0,227.1,,320.0,321.0,,,,,,,,,,195.1,-39.0,,-47.8,,-51.0,-45.0,,,,,33.4,,-92.0,,-34.0,,-30.6,,-51.0,-48.9,,44.0,45.0,,,,,,,,,,-80.9,,False,,False,False,,,,,True,,False,,True,,True,,False,False,,False,False,,,,,,,,,,False
37011,305,390.0,,392.9,,328.0,325.0,,,,,325.8,,154.0,,1983.0,,191.5,,236.0,269.7,,445.0,403.0,,,,,,,,,,526.9,85.0,,87.9,,23.0,20.0,,,,,20.8,,-151.0,,1678.0,,-113.5,,-69.0,-35.3,,140.0,98.0,,,,,,,,,,221.9,,False,,True,True,,,,,True,,False,,False,,False,,True,True,,False,False,,,,,,,,,,False
37013,377,198.0,,197.8,,177.0,131.0,,,,,312.8,,294.0,,82.1,,151.8,,223.0,245.8,,189.0,383.0,,,,,161.0,,,,,154.7,-179.0,,-179.2,,-200.0,-246.0,,,,,-64.2,,-83.0,,-294.9,,-225.2,,-154.0,-131.2,,-188.0,6.0,,,,,-216.0,,,,,-222.3,,False,,False,False,,,,,True,,True,,False,,False,,True,True,,False,True,,,,,False,,,,,False
37015,178,162.0,,166.1,,175.0,176.0,,,,,215.1,,66.0,,409.7,,74.9,,190.0,197.0,,259.0,244.0,,,,,,,,,,152.7,-16.0,,-11.9,,-3.0,-2.0,,,,,37.1,,-112.0,,231.7,,-103.1,,12.0,19.0,,81.0,66.0,,,,,,,,,,-25.3,,True,,True,True,,,,,False,,False,,False,,False,,True,False,,False,False,,,,,,,,,,False
37017,270,234.0,,231.0,,216.0,217.0,,,,,283.2,,142.0,,197.8,,218.9,,253.0,248.4,,346.0,319.0,,,,,168.3,,,,,202.9,-36.0,,-39.0,,-54.0,-53.0,,,,,13.2,,-128.0,,-72.2,,-51.1,,-17.0,-21.6,,76.0,49.0,,,,,-101.7,,,,,-67.1,,False,,False,False,,,,,True,,False,,False,,False,,True,True,,False,False,,,,,False,,,,,False
37019,839,594.0,,582.3,,642.0,938.0,,,,,636.8,,590.0,,705.9,,731.8,,887.0,831.3,,975.0,1094.0,,,,,436.4,747.0,,,,642.5,-245.0,,-256.7,,-197.0,99.0,,,,,-202.2,,-249.0,,-133.1,,-107.2,,48.0,-7.7,,136.0,255.0,,,,,-402.6,-92.0,,,,-196.5,,False,,True,True,,,,,True,,False,,True,,True,,True,True,,True,False,,,,,False,True,,,,True
37021,1643,1161.0,,1156.1,,1245.0,2219.0,,,,,1085.5,,1859.0,,1487.4,,1093.3,,1245.0,1325.8,,1617.0,1604.0,,,,,769.9,1963.0,,,,1068.8,-482.0,,-486.9,,-398.0,576.0,,,,,-557.5,,216.0,,-155.6,,-549.7,,-398.0,-317.2,,-26.0,-39.0,,,,,-873.1,320.0,,,,-574.2,,False,,True,False,,,,,False,,True,,True,,False,,True,True,,True,True,,,,,False,True,,,,False
37023,1498,924.0,,901.4,,913.0,1133.0,,,,,1010.4,,945.0,,749.4,,902.7,,1350.5,1179.1,,1386.0,1254.0,,,,,652.6,,,,,799.9,-574.0,,-596.6,,-585.0,-365.0,,,,,-487.6,,-553.0,,-748.6,,-595.3,,-147.5,-318.9,,-112.0,-244.0,,,,,-845.4,,,,,-698.1,,False,,False,True,,,,,True,,True,,False,,False,,True,True,,True,True,,,,,False,,,,,False
37025,2280,1467.0,,1469.3,,1502.0,1449.0,,,,,1493.7,,1515.0,,1613.2,,1324.4,,2222.0,2047.4,,2357.0,1604.0,,,,,800.5,2156.0,,,,1690.0,-813.0,,-810.7,,-778.0,-831.0,,,,,-786.3,,-765.0,,-666.8,,-955.6,,-58.0,-232.6,,77.0,-676.0,,,,,-1479.5,-124.0,,,,-590.0,,True,,True,False,,,,,True,,True,,True,,False,,True,True,,True,True,,,,,False,True,,,,True
37027,1088,729.0,,699.1,,670.0,905.0,,,,,855.2,,854.0,,359.9,,660.2,,546.0,803.8,,789.0,1023.0,,,,,602.1,,,,,626.4,-359.0,,-388.9,,-418.0,-183.0,,,,,-232.8,,-234.0,,-728.1,,-427.8,,-542.0,-284.2,,-299.0,-65.0,,,,,-485.9,,,,,-461.6,,False,,False,True,,,,,True,,True,,False,,False,,False,True,,True,True,,,,,False,,,,,False
37029,57,33.0,,33.2,,39.0,15.0,,,,,48.0,,40.0,,52.4,,50.5,,53.0,42.0,,37.0,55.0,,,,,,,,,,42.9,-24.0,,-23.8,,-18.0,-42.0,,,,,-9.0,,-17.0,,-4.6,,-6.5,,-4.0,-15.0,,-20.0,-2.0,,,,,,,,,,-14.1,,True,,True,False,,,,,True,,True,,True,,True,,True,True,,True,True,,,,,,,,,,True
37031,582,390.0,,384.8,,382.0,356.0,,,,,496.9,,741.0,,81.0,,278.5,,441.0,505.5,,331.0,787.0,,,,,251.3,,,,,401.8,-192.0,,-197.2,,-200.0,-226.0,,,,,-85.1,,159.0,,-501.0,,-303.5,,-141.0,-76.5,,-251.0,205.0,,,,,-330.7,,,,,-180.2,,False,,False,False,,,,,True,,True,,False,,False,,True,True,,False,False,,,,,False,,,,,True
37033,177,162.0,,157.6,,157.0,158.0,,,,,230.2,,132.0,,136.1,,80.0,,171.0,248.9,,253.0,244.0,,,,,,,,,,182.5,-15.0,,-19.4,,-20.0,-19.0,,,,,53.2,,-45.0,,-40.9,,-97.0,,-6.0,71.9,,76.0,67.0,,,,,,,,,,5.5,,False,,False,False,,,,,False,,False,,False,,False,,True,False,,False,False,,,,,,,,,,True
37035,2453,1803.0,,1773.9,,1803.0,2282.0,,,,,1769.5,,1445.0,,1656.1,,1336.1,,1983.0,2126.1,,2168.0,2264.0,,,,,1345.3,2344.0,,,,1857.0,-650.0,,-679.1,,-650.0,-171.0,,,,,-683.5,,-1008.0,,-796.9,,-1116.9,,-470.0,-326.9,,-285.0,-189.0,,,,,-1107.7,-109.0,,,,-596.0,,False,,False,True,,,,,False,,False,,False,,False,,True,True,,True,True,,,,,False,True,,,,True
37037,304,339.0,,340.7,,307.0,387.0,,,,,384.2,,304.0,,250.8,,417.9,,295.0,309.4,,494.0,416.0,,,,,243.9,,,,,327.5,35.0,,36.7,,3.0,83.0,,,,,80.2,,0.0,,-53.2,,113.9,,-9.0,5.4,,190.0,112.0,,,,,-60.1,,,,,23.5,,False,,True,False,,,,,False,,True,,False,,False,,True,True,,False,False,,,,,False,,,,,True
37039,156,141.0,,147.9,,145.0,160.0,,,,,187.8,,240.0,,108.8,,71.0,,149.0,168.0,,218.0,262.0,,,,,,,,,,137.2,-15.0,,-8.1,,-11.0,4.0,,,,,31.8,,84.0,,-47.2,,-85.0,,-7.0,12.0,,62.0,106.0,,,,,,,,,,-18.8,,True,,True,True,,,,,False,,False,,False,,False,,True,True,,False,False,,,,,,,,,,False
37041,125,48.0,,52.6,,51.0,21.0,,,,,89.4,,68.0,,149.9,,28.3,,46.0,59.0,,33.0,103.0,,,,,,,,,,49.9,-77.0,,-72.4,,-74.0,-104.0,,,,,-35.6,,-57.0,,24.9,,-96.7,,-79.0,-66.0,,-92.0,-22.0,,,,,,,,,,-75.1,,True,,True,False,,,,,True,,True,,True,,False,,False,True,,False,True,,,,,,,,,,True
37043,37,30.0,,28.9,,26.0,12.0,,,,,69.7,,77.0,,16.4,,30.2,,17.0,32.2,,28.0,77.0,,,,,,,,,,28.2,-7.0,,-8.1,,-11.0,-25.0,,,,,32.7,,40.0,,-20.6,,-6.8,,-20.0,-4.8,,-9.0,40.0,,,,,,,,,,-8.8,,False,,False,False,,,,,False,,False,,False,,True,,False,True,,False,False,,,,,,,,,,False
37045,1217,672.0,,656.6,,625.0,607.0,,,,,830.2,,885.0,,318.7,,501.1,,649.0,880.2,,636.0,1124.0,,,,,450.5,,,,,651.5,-545.0,,-560.4,,-592.0,-610.0,,,,,-386.8,,-332.0,,-898.3,,-715.9,,-568.0,-336.8,,-581.0,-93.0,,,,,-766.5,,,,,-565.5,,False,,False,False,,,,,True,,True,,False,,False,,False,True,,False,True,,,,,False,,,,,False
37047,581,801.0,,839.9,,734.0,255.0,,,,,888.5,,316.0,,676.6,,637.5,,1239.0,1111.7,,1265.0,1032.0,,,,,400.2,,,,,1434.4,220.0,,258.9,,153.0,-326.0,,,,,307.5,,-265.0,,95.6,,56.5,,658.0,530.7,,684.0,451.0,,,,,-180.8,,,,,853.4,,False,,True,False,,,,,False,,False,,True,,True,,False,False,,False,False,,,,,True,,,,,False
37049,999,618.0,,605.1,,671.0,1060.0,,,,,716.9,,676.0,,991.0,,526.2,,1010.5,820.6,,950.0,974.0,,,,,525.2,,,,,657.0,-381.0,,-393.9,,-328.0,61.0,,,,,-282.1,,-323.0,,-8.0,,-472.8,,11.5,-178.4,,-49.0,-25.0,,,,,-473.8,,,,,-342.0,,False,,True,True,,,,,True,,True,,True,,False,,True,True,,True,True,,,,,False,,,,,True
37051,2261,1905.0,,1884.2,,1896.0,3084.0,,,,,1821.8,,1334.0,,1024.3,,1977.4,,2325.0,2340.3,,2809.0,2534.0,,,,,1254.7,2478.0,,,,1790.3,-356.0,,-376.8,,-365.0,823.0,,,,,-439.2,,-927.0,,-1236.7,,-283.6,,64.0,79.3,,548.0,273.0,,,,,-1006.3,217.0,,,,-470.7,,False,,False,False,,,,,False,,False,,False,,True,,True,True,,False,True,,,,,False,True,,,,False
37053,166,102.0,,107.4,,105.0,177.0,,,,,121.4,,111.0,,154.8,,70.5,,77.0,104.6,,118.0,190.0,,,,,,,,,,88.6,-64.0,,-58.6,,-61.0,11.0,,,,,-44.6,,-55.0,,-11.2,,-95.5,,-89.0,-61.4,,-48.0,24.0,,,,,,,,,,-77.4,,True,,True,True,,,,,True,,True,,True,,False,,False,True,,True,True,,,,,,,,,,False
37055,201,210.0,,198.6,,244.0,238.0,,,,,243.4,,310.0,,427.4,,198.9,,325.0,226.5,,326.0,410.0,,,,,,,,,,260.9,9.0,,-2.4,,43.0,37.0,,,,,42.4,,109.0,,226.4,,-2.1,,124.0,25.5,,125.0,209.0,,,,,,,,,,59.9,,True,,False,False,,,,,False,,False,,False,,True,,False,False,,False,False,,,,,,,,,,False
37057,1731,1212.0,,1232.4,,1225.0,1516.0,,,,,1263.3,,1217.0,,1069.3,,1036.7,,1562.5,1709.2,,1859.0,1836.0,,,,,1044.3,2058.0,,,,1356.7,-519.0,,-498.6,,-506.0,-215.0,,,,,-467.7,,-514.0,,-661.7,,-694.3,,-168.5,-21.8,,128.0,105.0,,,,,-686.7,327.0,,,,-374.3,,True,,True,True,,,,,True,,True,,False,,False,,True,True,,True,True,,,,,False,True,,,,True
37059,459,432.0,,429.6,,431.0,731.0,,,,,503.1,,317.0,,371.1,,378.4,,641.0,516.4,,663.0,514.0,,,,,,,,,,407.4,-27.0,,-29.4,,-28.0,272.0,,,,,44.1,,-142.0,,-87.9,,-80.6,,182.0,57.4,,204.0,55.0,,,,,,,,,,-51.6,,False,,False,False,,,,,False,,False,,False,,False,,False,False,,False,False,,,,,,,,,,False
