,predicted_cases,actual_cases,error,perc_error
UVA-Ensemble,4044335.8,4031364,12971.8,0.3%
IowaStateLW-STEM,3997965.0,4031364,-33399.0,-0.8%
USC-SI_kJalpha,4144712.0,4031364,113348.0,2.8%
UCF-AEM,3897431.0,4031364,-133933.0,-3.3%
LNQ-ens1,3879542.7,4031364,-151821.3,-3.8%
IBF-TimeSeries,3799446.0,4031364,-231918.0,-5.8%
Covid19Sim-Simulator,3791944.1,4031364,-239419.9,-5.9%
LANL-GrowthRate,3778360.5,4031364,-253003.5,-6.3%
COVIDhub-ensemble,4323024.0,4031364,291660.0,7.2%
CU-select,3691512.0,4031364,-339852.0,-8.4%
UCLA-SuEIR,4455912.5,4031364,424548.5,10.5%
QJHong-Encounter,4498123.3,4031364,466759.3,11.6%
CEID-Walk,3563934.9,4031364,-467429.1,-11.6%
COVIDhub-baseline,3553560.0,4031364,-477804.0,-11.9%
JCB-PRM,4519671.8,4031364,488307.8,12.1%
MSRA-DeepST,4574147.6,4031364,542783.6,13.5%
OliverWyman-Navigator,4691766.0,4031364,660402.0,16.4%
TTU-squider,3307763.4,4031364,-723600.6,-17.9%
JHU_IDD-CovidSP,3070779.7,4031364,-960584.3,-23.8%
BPagano-RtDriven,4992787.5,4031364,961423.5,23.8%
JHU_CSSE-DECOM,5009300.0,4031364,977936.0,24.3%
UMich-RidgeTfReg,5076869.2,4031364,1045505.2,25.9%
USACE-ERDC_SEIR,2938771.3,4031364,-1092592.7,-27.1%
RobertWalraven-ESG,5199805.2,4031364,1168441.2,29.0%
CovidAnalytics-DELPHI,5521899.0,4031364,1490535.0,37.0%
Columbia_UNC-SurvCon,5692093.0,4031364,1660729.0,41.2%
JHUAPL-Bucky,5726980.9,4031364,1695616.9,42.1%
Karlen-pypm,5742243.1,4031364,1710879.1,42.4%
DDS-NBDS,5956317.6,4031364,1924953.6,47.7%
OneQuietNight-ML,6191630.0,4031364,2160266.0,53.6%
Google_Harvard-CPF,,4031364,,
UCSB-ACTS,,4031364,,
