,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Argentina,1481,914.7,1020.0,1681.8,-566.3,-461.0,200.8,True,True
Austria,705,704.4,721.0,642.3,-0.6,16.0,-62.7,False,False
Belgium,9771,10615.4,10136.0,9681.1,844.4,365.0,-89.9,True,True
Brazil,64265,61018.6,72023.0,79869.0,-3246.4,7758.0,15604.0,False,False
Bulgaria,241,258.9,311.0,229.1,17.9,70.0,-11.9,False,True
Canada,8732,10229.9,9182.0,8070.7,1497.9,450.0,-661.3,True,True
Chile,6192,2287.7,2921.0,4981.2,-3904.3,-3271.0,-1210.8,True,True
Colombia,3942,1623.1,2149.0,2163.0,-2318.9,-1793.0,-1779.0,True,True
Croatia,113,122.4,140.0,100.4,9.4,27.0,-12.6,False,False
Cyprus,19,17.0,21.0,12.0,-2.0,2.0,-7.0,False,False
Czechia,351,420.4,383.0,365.0,69.4,32.0,14.0,True,True
Denmark,606,649.9,675.0,623.7,43.9,69.0,17.7,False,True
Dominican Republic,786,633.7,612.0,569.7,-152.3,-174.0,-216.3,False,False
Ecuador,4769,5286.9,5103.0,5661.7,517.9,334.0,892.7,True,False
Egypt,3280,1548.9,1659.0,1359.8,-1731.1,-1621.0,-1920.2,True,False
Estonia,69,69.9,81.0,61.0,0.9,12.0,-8.0,False,False
Finland,329,359.7,397.0,316.7,30.7,68.0,-12.3,False,True
France,29896,30390.7,30922.0,31164.0,494.7,1026.0,1268.0,False,False
Germany,9020,10163.1,9803.0,9061.0,1143.1,783.0,41.0,True,True
Greece,192,217.9,205.0,190.4,25.9,13.0,-1.6,True,True
Hungary,589,691.0,655.0,536.3,102.0,66.0,-52.7,True,True
Iceland,10,10.0,11.0,21.1,0.0,1.0,11.1,False,False
Ireland,1741,1988.7,1832.0,1691.4,247.7,91.0,-49.6,True,True
Israel,330,320.0,321.0,328.8,-10.0,-9.0,-1.2,True,True
Italy,34854,37921.7,36873.0,36685.4,3067.7,2019.0,1831.4,True,True
Latvia,30,39.6,31.0,26.4,9.6,1.0,-3.6,True,True
Lithuania,79,104.0,82.0,76.5,25.0,3.0,-2.5,True,True
Luxembourg,110,127.6,127.0,109.3,17.6,17.0,-0.7,True,True
Malaysia,121,126.7,136.0,115.4,5.7,15.0,-5.6,False,True
Mexico,30366,20379.3,31609.0,6254.0,-9986.7,1243.0,-24112.0,True,False
Moldova,580,478.4,616.0,339.9,-101.6,36.0,-240.1,True,False
Netherlands,6145,6672.7,6844.0,6107.7,527.7,699.0,-37.3,False,True
Norway,251,252.6,263.0,242.9,1.6,12.0,-8.1,False,False
Panama,720,487.6,484.0,430.8,-232.4,-236.0,-289.2,False,False
Peru,10412,8188.6,9473.0,13952.4,-2223.4,-939.0,3540.4,True,False
Philippines,1290,1125.7,1163.0,966.6,-164.3,-127.0,-323.4,True,False
Poland,1512,1411.9,1629.0,1198.9,-100.1,117.0,-313.1,False,False
Portugal,1605,1890.0,1705.0,1592.1,285.0,100.0,-12.9,True,True
Romania,1731,1641.9,1903.0,1331.6,-89.1,172.0,-399.4,False,False
Russia,10011,8871.0,10176.0,6843.9,-1140.0,165.0,-3167.1,True,False
Serbia,306,284.9,310.0,266.6,-21.1,4.0,-39.4,True,False
Slovakia,28,28.0,34.0,22.0,0.0,6.0,-6.0,False,False
Slovenia,111,124.6,123.0,105.6,13.6,12.0,-5.4,True,True
South Korea,283,290.4,300.0,262.8,7.4,17.0,-20.2,False,False
Spain,28385,35716.1,31259.0,30617.7,7331.1,2874.0,2232.7,True,True
Sweden,5562,5866.4,5244.0,5152.2,304.4,-318.0,-409.8,False,False
Switzerland,1965,2052.4,2087.0,1931.0,87.4,122.0,-34.0,False,True
Turkey,5206,5511.4,5096.0,4735.3,305.4,-110.0,-470.7,True,False
Ukraine,1243,1220.3,1495.0,884.6,-22.7,252.0,-358.4,False,False
United Kingdom,40698,49520.6,45456.0,43597.0,8822.6,4758.0,2899.0,True,True
