,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Argentina,1481,1315.9,1320.0,1043.6,-165.1,-161.0,-437.4,True,False
Austria,705,691.3,694.0,698.3,-13.7,-11.0,-6.7,True,True
Belgium,9771,9826.4,9823.0,10093.1,55.4,52.0,322.1,True,False
Bolivia,1378,1028.1,1176.0,1708.6,-349.9,-202.0,330.6,True,True
Brazil,64265,62980.6,63236.0,70892.2,-1284.4,-1029.0,6627.2,True,False
Bulgaria,241,214.0,230.0,176.5,-27.0,-11.0,-64.5,True,False
Canada,8732,9192.3,9127.0,8070.7,460.3,395.0,-661.3,True,False
Chile,6192,8140.1,7081.0,3203.0,1948.1,889.0,-2989.0,True,False
Colombia,3942,2827.1,3071.0,3880.1,-1114.9,-871.0,-61.9,True,True
Croatia,113,115.6,114.0,106.6,2.6,1.0,-6.4,True,False
Cuba,86,86.9,87.0,85.5,0.9,1.0,-0.5,False,True
Cyprus,19,18.0,19.0,17.8,-1.0,0.0,-1.2,True,False
Czechia,351,334.7,341.0,371.2,-16.3,-10.0,20.2,True,False
Denmark,606,619.9,621.0,620.5,13.9,15.0,14.5,False,False
Dominican Republic,786,746.3,687.0,639.4,-39.7,-99.0,-146.6,False,False
Ecuador,4769,4681.7,4510.0,5618.1,-87.3,-259.0,849.1,False,False
Egypt,3280,2540.7,2433.0,1954.5,-739.3,-847.0,-1325.5,False,False
Estonia,69,69.0,72.0,85.9,0.0,3.0,16.9,False,False
Finland,329,334.6,340.0,367.0,5.6,11.0,38.0,False,False
France,29896,30130.0,29896.0,33196.8,234.0,0.0,3300.8,True,False
Germany,9020,9132.4,9272.0,9164.3,112.4,252.0,144.3,False,False
Greece,192,191.6,191.0,194.0,-0.4,-1.0,2.0,False,False
Honduras,629,466.3,469.0,487.5,-162.7,-160.0,-141.5,True,True
Hungary,589,607.7,615.0,602.5,18.7,26.0,13.5,False,True
Iceland,10,10.0,10.0,10.3,0.0,0.0,0.3,True,False
Ireland,1741,1783.1,1751.0,1696.9,42.1,10.0,-44.1,True,False
Israel,330,305.7,316.0,328.8,-24.3,-14.0,-1.2,True,True
Italy,34854,35619.3,35059.0,34523.1,765.3,205.0,-330.9,True,True
Japan,977,955.6,988.0,1117.6,-21.4,11.0,140.6,True,False
Latvia,30,36.6,30.0,27.4,6.6,0.0,-2.6,True,True
Lithuania,79,86.4,83.0,96.2,7.4,4.0,17.2,True,False
Luxembourg,110,110.0,113.0,114.8,0.0,3.0,4.8,False,False
Malaysia,121,132.4,129.0,114.1,11.4,8.0,-6.9,True,True
Mexico,30366,26975.3,27547.0,26848.5,-3390.7,-2819.0,-3517.5,True,False
Moldova,580,591.7,625.0,542.5,11.7,45.0,-37.5,False,False
Netherlands,6145,6209.4,6259.0,6221.6,64.4,114.0,76.6,False,False
Norway,251,253.4,249.0,232.8,2.4,-2.0,-18.2,True,False
Panama,720,562.7,581.0,662.0,-157.3,-139.0,-58.0,True,True
Peru,10412,10182.3,10944.0,13952.4,-229.7,532.0,3540.4,False,False
Philippines,1290,1330.9,1247.0,1269.7,40.9,-43.0,-20.3,False,True
Poland,1512,1504.1,1497.0,1271.4,-7.9,-15.0,-240.6,False,False
Portugal,1605,1625.6,1644.0,1932.5,20.6,39.0,327.5,False,False
Romania,1731,1630.0,1587.0,1486.2,-101.0,-144.0,-244.8,False,False
Russia,10011,10043.7,10386.0,12889.6,32.7,375.0,2878.6,False,False
Serbia,306,268.3,272.0,294.5,-37.7,-34.0,-11.5,True,True
Slovakia,28,28.0,29.0,28.3,0.0,1.0,0.3,False,False
Slovenia,111,109.0,112.0,114.5,-2.0,1.0,3.5,True,False
South Korea,283,288.4,291.0,313.0,5.4,8.0,30.0,False,False
Spain,28385,27136.0,27544.0,26984.6,-1249.0,-841.0,-1400.4,True,False
Sweden,5562,5488.3,5416.0,6749.1,-73.7,-146.0,1187.1,False,False
Switzerland,1965,1986.6,1972.0,2053.6,21.6,7.0,88.6,True,False
Turkey,5206,5135.6,5053.0,5067.7,-70.4,-153.0,-138.3,False,False
Ukraine,1243,1193.3,1271.0,1272.9,-49.7,28.0,29.9,True,True
United Kingdom,40698,45091.6,44183.0,43081.2,4393.6,3485.0,2383.2,True,True
