,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Argentina,1481,1146.1,1184.0,1043.6,-334.9,-297.0,-437.4,True,False
Austria,705,687.4,697.0,698.3,-17.6,-8.0,-6.7,True,True
Belgium,9771,10088.7,9897.0,10093.1,317.7,126.0,322.1,True,False
Bolivia,1378,1051.3,1154.0,1708.6,-326.7,-224.0,330.6,True,False
Brazil,64265,63998.9,67291.0,70892.2,-266.1,3026.0,6627.2,False,False
Bulgaria,241,237.1,244.0,176.5,-3.9,3.0,-64.5,True,False
Canada,8732,9817.1,9536.0,,1085.1,804.0,,True,
Chile,6192,3885.7,4752.0,3203.0,-2306.3,-1440.0,-2989.0,True,False
Colombia,3942,2611.1,2932.0,3880.1,-1330.9,-1010.0,-61.9,True,True
Croatia,113,107.9,114.0,106.6,-5.1,1.0,-6.4,True,False
Cuba,86,83.0,88.0,85.5,-3.0,2.0,-0.5,True,True
Cyprus,19,21.9,19.0,17.8,2.9,0.0,-1.2,True,True
Czechia,351,354.0,348.0,371.2,3.0,-3.0,20.2,False,False
Denmark,606,646.9,624.0,620.5,40.9,18.0,14.5,True,True
Dominican Republic,786,676.9,635.0,639.4,-109.1,-151.0,-146.6,False,False
Ecuador,4769,4635.4,4429.0,5618.1,-133.6,-340.0,849.1,False,False
Egypt,3280,2309.3,2242.0,1954.5,-970.7,-1038.0,-1325.5,False,False
Estonia,69,72.9,74.0,85.9,3.9,5.0,16.9,False,False
Finland,329,342.3,345.0,367.0,13.3,16.0,38.0,False,False
France,29896,30519.6,29987.0,33196.8,623.6,91.0,3300.8,True,False
Germany,9020,9244.3,9223.0,9164.3,224.3,203.0,144.3,True,True
Greece,192,199.3,191.0,194.0,7.3,-1.0,2.0,True,True
Honduras,629,435.4,441.0,487.5,-193.6,-188.0,-141.5,True,True
Hungary,589,623.1,628.0,602.5,34.1,39.0,13.5,False,True
Iceland,10,10.0,10.0,10.3,0.0,0.0,0.3,True,False
Ireland,1741,1790.9,1741.0,1696.9,49.9,0.0,-44.1,True,True
Israel,330,348.1,325.0,,18.1,-5.0,,True,
Italy,34854,35765.9,34965.0,34523.1,911.9,111.0,-330.9,True,True
Japan,977,990.3,1009.0,1117.6,13.3,32.0,140.6,False,False
Latvia,30,28.9,28.0,27.4,-1.1,-2.0,-2.6,False,False
Lithuania,79,74.9,82.0,96.2,-4.1,3.0,17.2,True,False
Luxembourg,110,110.0,114.0,114.8,0.0,4.0,4.8,False,False
Malaysia,121,124.7,127.0,114.1,3.7,6.0,-6.9,False,False
Mexico,30366,28236.6,29233.0,26848.5,-2129.4,-1133.0,-3517.5,True,False
Moldova,580,518.4,573.0,542.5,-61.6,-7.0,-37.5,True,True
Netherlands,6145,6251.9,6344.0,6221.6,106.9,199.0,76.6,False,True
Norway,251,245.7,248.0,232.8,-5.3,-3.0,-18.2,True,False
Panama,720,612.9,579.0,662.0,-107.1,-141.0,-58.0,False,True
Peru,10412,9164.0,10196.0,,-1248.0,-216.0,,True,
Philippines,1290,1180.4,1188.0,1269.7,-109.6,-102.0,-20.3,True,True
Poland,1512,1515.7,1448.0,1271.4,3.7,-64.0,-240.6,False,False
Portugal,1605,1745.1,1672.0,1932.5,140.1,67.0,327.5,True,False
Romania,1731,1591.4,1558.0,1486.2,-139.6,-173.0,-244.8,False,False
Russia,10011,10317.6,10534.0,12889.6,306.6,523.0,2878.6,False,False
Serbia,306,272.1,275.0,294.5,-33.9,-31.0,-11.5,True,True
Slovakia,28,28.0,30.0,28.3,0.0,2.0,0.3,False,False
Slovenia,111,112.9,113.0,114.5,1.9,2.0,3.5,False,False
South Korea,283,280.7,292.0,313.0,-2.3,9.0,30.0,False,False
Spain,28385,27170.7,27733.0,26984.6,-1214.3,-652.0,-1400.4,True,False
Sweden,5562,5677.3,5717.0,6749.1,115.3,155.0,1187.1,False,False
Switzerland,1965,1924.9,1967.0,2053.6,-40.1,2.0,88.6,True,False
Turkey,5206,5278.3,5062.0,5067.7,72.3,-144.0,-138.3,False,False
Ukraine,1243,1135.4,1277.0,1272.9,-107.6,34.0,29.9,True,True
United Kingdom,40698,48547.6,44252.0,43081.2,7849.6,3554.0,2383.2,True,True
